candidate_id,eligible,target_achieved,worst_scores,pareto_layer,median_score,turnover,parameter_distance,reason_codes
R0539,False,True,"{'net_cagr': 0.9436848687956669, 'max_drawdown': -0.000375592012895651, 'calmar': 0.4819749359507976, 'profit_factor': 1.2766102899536182}",,0.7128299023732323,191.18317724186,0.6819160929481258,"['NONINFERIORITY_CALMAR_2021', 'NONINFERIORITY_CALMAR_2023']"
R1297,False,True,"{'net_cagr': 0.16261071540452238, 'max_drawdown': -0.6045933240274807, 'calmar': 0.16250736896545845, 'profit_factor': 1.9950512907001254}",,0.1625590421849904,189.30053232609998,0.7802772858560009,['NONINFERIORITY_CALMAR_2023']
R1091,False,True,"{'net_cagr': 0.11543969958939157, 'max_drawdown': -0.14450048126549161, 'calmar': 0.11486983994088786, 'profit_factor': 1.1411450104794605}",,0.11515476976513972,175.76851272646,0.6790624130939785,"['NONINFERIORITY_CALMAR_2021', 'NONINFERIORITY_CALMAR_2023']"
R1353,False,True,"{'net_cagr': -0.6329359728394673, 'max_drawdown': -6.779589282586216e-05, 'calmar': -0.6330312291411, 'profit_factor': 2.426506918277238}",,-0.3165018843661466,190.21917754722003,0.6432204435844342,['NONINFERIORITY_CALMAR_2023']
R0512,False,True,"{'net_cagr': -1.390966249784409, 'max_drawdown': -0.00015571145963594394, 'calmar': -1.3911673238696722, 'profit_factor': 1.0511098183777434}",,-0.6955609806220225,190.26754357499,0.6500915572781362,"['NONINFERIORITY_CALMAR_2023', 'NONINFERIORITY_NET_CAGR_2026_YTD', 'NONINFERIORITY_CALMAR_2026_YTD']"
R1351,False,True,"{'net_cagr': -0.9759306235396733, 'max_drawdown': -0.5909737910315797, 'calmar': -0.9761413912690005, 'profit_factor': 0.7540584851948793}",,-0.7834522072856265,209.01003479027997,0.6878382235839096,['NONINFERIORITY_CALMAR_2023']
R1312,False,True,"{'net_cagr': -1.1210179487051097, 'max_drawdown': -0.6045933240274807, 'calmar': -1.1212253277497075, 'profit_factor': 1.670741433535445}",,-0.8628056363662953,198.80291371648002,0.7612204460321221,"['NONINFERIORITY_CALMAR_2023', 'NONINFERIORITY_NET_CAGR_2026_YTD', 'NONINFERIORITY_CALMAR_2026_YTD']"
R1101,False,False,"{'net_cagr': -0.2979113071743085, 'max_drawdown': -0.000375592012895651, 'calmar': -0.2984578804342395, 'profit_factor': 0.6268224234086952}",,-0.1491434495936021,213.31640368267,0.6508289082961194,['NONINFERIORITY_CALMAR_2023']
