factor,factor_kind,year,horizon,active_n,control_n,active_return,control_return,return_delta,active_mae,control_mae,mae_delta,active_max_drawdown,control_max_drawdown,max_drawdown_delta
joint__cxt_bi_zdf::向上::第1层,state,2021,5,14,49,-0.01782466500145855,0.0096466877876597,-0.027471352789118247,-0.027069610232303445,-0.009732560009626464,-0.01733705022267698,-0.03195576462848693,-0.021646817215208582,-0.010308947413278344
joint__cxt_bi_zdf::向上::第1层,state,2021,20,14,49,-0.029980838689606444,0.00046559668247379187,-0.030446435372080236,-0.056999016170538076,-0.03561424845380141,-0.02138476771673667,-0.0650223308943155,-0.060227334215737914,-0.004794996678577586
joint__cxt_bi_zdf::向上::第1层,state,2021,60,14,49,-0.08208373193718642,-0.09750769650188178,0.015423964564695358,-0.12854842431760952,-0.12761664336895093,-0.0009317809486585893,-0.15233712035904504,-0.1635439301428909,0.011206809783845861
joint__cxt_bi_zdf::向上::第1层,state,2022,5,15,38,-0.013204948192515883,0.01316454185238116,-0.026369490044897043,-0.021522449689850273,-0.014424466365320833,-0.00709798332452944,-0.030169238952956253,-0.026229964019507758,-0.003939274933448495
joint__cxt_bi_zdf::向上::第1层,state,2022,20,15,38,-0.008077240924110699,-0.0071239445478638004,-0.0009532963762468984,-0.056349736792122886,-0.04352103671168189,-0.012828700080440993,-0.06817316662326982,-0.07570557530332174,0.007532408680051922
joint__cxt_bi_zdf::向上::第1层,state,2022,60,15,38,-0.05826434463584997,-0.005678225625281846,-0.05258611901056813,-0.09426133485232394,-0.11850348344077523,0.024242148588451293,-0.13036945713021197,-0.16221595152715784,0.03184649439694587
joint__cxt_bi_zdf::向上::第1层,state,2023,5,40,31,-0.003976135874552278,0.003355093751352875,-0.007331229625905153,-0.017517410865206567,-0.013684941055840475,-0.0038324698093660913,-0.024196947517241753,-0.020882475178095734,-0.003314472339146019
joint__cxt_bi_zdf::向上::第1层,state,2023,20,40,31,0.007337403579949988,-0.03049144504870594,0.03782884862865593,-0.03744897042907501,-0.0461994166953986,0.00875044626632359,-0.052387573326002246,-0.06679241881910498,0.014404845493102739
joint__cxt_bi_zdf::向上::第1层,state,2023,60,29,22,-0.07544712244489031,-0.014934074373388688,-0.060513048071501624,-0.1037853526890402,-0.06274521886705388,-0.04104013382198632,-0.13906873643748674,-0.102233600459726,-0.03683513597776074
joint__cxt_bi_zdf::向上::第2层,state,2021,5,2,61,0.054441905857355644,0.0018730914731179408,0.0525688143842377,0.00023947577919769536,-0.014038507135776071,0.014277982914973767,-0.014382753057957554,-0.024250971184067584,0.00986821812611003
joint__cxt_bi_zdf::向上::第2层,state,2021,20,2,61,0.07583291802623882,-0.008993169512553313,0.08482608753879213,-0.003210963367602848,-0.0415846307194852,0.03837366735188235,-0.04775518342771101,-0.06173674823337955,0.01398156480566854
