mechanism_id,episodes,terminal_events_skipped,baseline_mean_return,stress_mean_return,stress_profit_factor,positive_years,recent_episodes,recent_stress_mean_return,opposite_stress_mean_return,random_percentile,random_median_return,random_p90_return,checks,evidence
LATE_SELLOFF_REVERSAL,262,1,0.00310528848186276,0.0021427693448045214,1.3065876684339253,5,61,0.00375198049708096,-0.003999753946420567,99.2,-0.0009421486444602194,0.0007998664095083899,"{""direction"": true, ""positive_years"": true, ""profit_factor"": true, ""random_control"": true, ""recent_positive"": true, ""stress_positive"": true}",FEASIBLE
OPENING_BREAKOUT_CONTINUATION,254,0,0.0009094394001979842,-5.097273295204504e-05,0.9937210161321826,3,55,-0.002141186694734869,-0.001733874653550964,75.0,-0.0008234035368423061,0.0007817065503272505,"{""direction"": true, ""positive_years"": false, ""profit_factor"": false, ""random_control"": false, ""recent_positive"": false, ""stress_positive"": false}",DIRECTION_FAIL
OPENING_SELLOFF_REVERSAL,264,0,-0.0012143509824837733,-0.0021727252548928637,0.7415288907914123,1,58,0.0033593379788277836,0.00016068473534972447,13.4,-0.0008169955633521642,0.0006465747364229986,"{""direction"": false, ""positive_years"": false, ""profit_factor"": false, ""random_control"": false, ""recent_positive"": true, ""stress_positive"": false}",DIRECTION_FAIL
LATE_BREAKOUT_CONTINUATION,264,0,-0.0029316319053992778,-0.0038883583789471633,0.618185344235452,0,59,-0.0062066062056798325,0.0019898311266116834,0.1,-0.0008187313965482214,0.0008149786419168714,"{""direction"": false, ""positive_years"": false, ""profit_factor"": false, ""random_control"": false, ""recent_positive"": false, ""stress_positive"": false}",DIRECTION_FAIL
