trial_id,annualized_sharpe
EX04:LATE_BREAKOUT_CONTINUATION,-1.2472855651227515
EX04:LATE_SELLOFF_REVERSAL,0.6573379767409914
EX04:OPENING_BREAKOUT_CONTINUATION,-0.014340255706398847
EX04:OPENING_SELLOFF_REVERSAL,-0.793761315422489
EX07:W030_L060_Q70,0.27178841663919834
EX07:W030_L060_Q75,0.5197045354885218
EX07:W030_L060_Q80,0.36336285407688984
EX07:W030_L120_Q70,0.2316412007468081
EX07:W030_L120_Q75,0.41774986896491473
EX07:W030_L120_Q80,0.35072092405250604
EX07:W030_L240_Q70,0.17599280604315695
EX07:W030_L240_Q75,0.4527876082415573
EX07:W030_L240_Q80,0.34048975100298323
EX07:W060_L060_Q70,0.23564760850706437
EX07:W060_L060_Q75,0.4784348298620644
EX07:W060_L060_Q80,0.6059879039179025
EX07:W060_L120_Q70,0.24422318597393877
EX07:W060_L120_Q75,0.6573379767409916
EX07:W060_L120_Q80,0.5533613716238002
EX07:W060_L240_Q70,0.19384705979146646
EX07:W060_L240_Q75,0.505186785330315
EX07:W060_L240_Q80,0.41670506969912596
EX07:W090_L060_Q70,-0.29534782960945327
EX07:W090_L060_Q75,0.15947728771118058
EX07:W090_L060_Q80,0.1420072217920126
EX07:W090_L120_Q70,-0.05500593397414654
EX07:W090_L120_Q75,-0.0725744126874933
EX07:W090_L120_Q80,0.040702223664827356
EX07:W090_L240_Q70,-0.0027878056488637296
EX07:W090_L240_Q75,0.22397072252066458
EX07:W090_L240_Q80,0.20222032529912198
EX09:CLOSE_VWAP_DISLOCATION,0.3772657815979962
EX09:LATE_ACCELERATION,-0.07210534768168508
EX09:LATE_PATH_SELLING,0.6225497204515368
EX09:LATE_VOLUME_PRESSURE,0.5534987922662219
S004-C001,0.6746178765216375
EX20:HYP_TREND_UP,0.6627247483839259
EX20:HYP_VOL_HIGH,0.9205506577368651
EX20:HYP_THREE_VOTES,0.020363235202224876
EX21:TREND_UP,0.662724748383922
EX21:VOL_HIGH,0.9231267647406723
EX21:TREND_UP_OR_VOL_HIGH,0.9251012273472106
EX21:TREND_UP_AND_VOL_HIGH,0.657140962793303
EX22:FB-N05-P50-H1,-0.5519660825901896
EX22:FB-N05-P50-H2,-0.9117955770288493
EX22:FB-N05-P50-H3,-0.7232922449743888
EX22:FB-N05-P80-H1,-0.6844379078664631
EX22:FB-N05-P80-H2,-0.8381809251935863
EX22:FB-N05-P80-H3,-0.9389048626781042
EX22:FB-N10-P50-H1,-0.7370019061426447
EX22:FB-N10-P50-H2,-0.6649570967499755
EX22:FB-N10-P50-H3,-0.7050693476377574
EX22:FB-N10-P80-H1,-0.6549172470000509
EX22:FB-N10-P80-H2,-0.4540143734805549
EX22:FB-N10-P80-H3,-0.709653360521822
EX23:QB-Q70-V1-H1,-1.1845690221417884
EX23:QB-Q70-V1-H2,-0.5127482864944275
EX23:QB-Q70-V2-H1,-1.1363000691640102
EX23:QB-Q70-V2-H2,-0.08902302203955953
EX23:QB-Q75-V1-H1,-1.1943525824966692
EX23:QB-Q75-V1-H2,-0.23036375195525832
EX23:QB-Q75-V2-H1,-1.3061083153405069
EX23:QB-Q75-V2-H2,-0.17096333667144228
EX23:QB-Q80-V1-H1,-1.179797993091535
EX23:QB-Q80-V1-H2,0.09093607296710741
EX23:QB-Q80-V2-H1,-1.0795076962867538
EX23:QB-Q80-V2-H2,-0.01036002328201441
EX27:BL-Q50,-0.05811850959963676
EX31:AB-Q75,-0.5260869630856516
EX35:NEG_Q70,-0.2525333003225636
EX35:POS_Q70,0.27549530438061925
EX38:ACCUM_Q60,-1.1402950301005055
EX39:ACCUM_Q60_510500,-1.2312055888537383
EX40:S004-C002,1.3928476303783703
