dimension,variant,episodes,stress_mean_return,stress_profit_factor
ENTRY_DELAY,09:35_OPEN,262,0.0021427693448045214,1.3065876684339253
ENTRY_DELAY,10:00_CLOSE,262,0.0024535001513959773,1.3903633237672408
ENTRY_DELAY,10:30_CLOSE,262,0.003106853091724344,1.4890588070965762
EXIT_DELAY,10:00_CLOSE,262,0.003915323527668064,1.5415608034451174
EXIT_DELAY,10:30_CLOSE,262,0.00443740484896822,1.605933325225139
EXIT_DELAY,11:30_CLOSE,262,0.004580683260369007,1.55939596710692
EXIT_DELAY,15:00_CLOSE,262,0.00454878700561066,1.5167222537951897
