entry_year,trades,stress_mean,total_return
2021,18,-0.0019002011943248982,-0.03813032045122311
2022,30,-0.0007811590637270068,-0.042148367043504775
2023,25,-0.003579447524688204,-0.09273565474461509
2024,33,-0.008719864305340165,-0.2700704650118948
2025,28,0.0013007042341783767,0.031216265060680648
2026,24,-0.006891609677957595,-0.1855391392224376
