path_id,entry_threshold,components,information_families,hard_gates_pass,gate_checks_json,full_total_return,full_cagr,full_maximum_drawdown,full_calmar,full_closed_trades,full_rolling_60_closed_trades_median,full_rolling_60_closed_trades_p10,full_exposure_ratio,full_profit_factor,full_positive_years,full_annual_returns_json,discovery_total_return,discovery_cagr,discovery_maximum_drawdown,discovery_calmar,discovery_closed_trades,discovery_rolling_60_closed_trades_median,discovery_rolling_60_closed_trades_p10,discovery_exposure_ratio,discovery_profit_factor,discovery_positive_years,discovery_annual_returns_json,confirmation_total_return,confirmation_cagr,confirmation_maximum_drawdown,confirmation_calmar,confirmation_closed_trades,confirmation_rolling_60_closed_trades_median,confirmation_rolling_60_closed_trades_p10,confirmation_exposure_ratio,confirmation_profit_factor,confirmation_positive_years,confirmation_annual_returns_json
COMPRESSED21:H1:POSITIVE_RIDGE_A10:S1:Q50,-0.001080269377583756,21,10,False,"{""beats_s001_v2_drawdown"": true, ""confirmation_cagr"": true, ""confirmation_maximum_drawdown"": false, ""frequency_median"": true, ""frequency_p10"": true, ""full_cagr"": false, ""full_maximum_drawdown"": false}",2.045813749310302,0.2205958951825604,-0.20038395991504165,1.1008660337688114,309,14.0,11.0,0.5071022727272727,1.4949705303633194,5,"{""2020"": -0.060754548695378, ""2021"": 0.06174692319785735, ""2022"": 0.4217602387327928, ""2023"": 0.30961329420563777, ""2024"": 0.45068815549777597, ""2025"": 0.13664611367212642, ""2026"": -0.005203026963805257}",0.9691608167686829,0.2647558103302523,-0.19345115524554324,1.3685925524414866,157,13.0,11.0,0.5006877579092159,1.7873201303441593,3,"{""2021"": 0.061227399444748754, ""2022"": 0.4217602387327928, ""2023"": 0.3051077438815357}",0.639508069724888,0.21235211374120389,-0.20038395991504154,1.0597261069760104,152,15.0,11.0,0.4884080370942813,1.3674745486235036,2,"{""2024"": 0.4499526903398734, ""2025"": 0.13664611367212642, ""2026"": -0.005203026963805257}"
