holding_sessions,window,entry_signal_date,entry_date,exit_signal_date,exit_date,size,entry_price,exit_price,entry_fees,exit_fees,net_return
3,2025,2025-04-24,2025-04-25,2025-04-29,2025-04-30,177167.46211354295,5.61,5.598,496.95473122841213,495.8917264558067,-0.0031363997145811284
3,2025,2025-11-20,2025-11-21,2025-11-25,2025-11-26,139587.51269408374,7.098,7.055,495.39608255121857,492.3949510283804,-0.007051489752446849
3,2026YTD,2026-04-02,2026-04-03,2026-04-08,2026-04-09,129855.82043329382,7.697,7.961,499.75012493750546,516.8910932347261,0.03326529537621736
3,2026YTD,2026-08-03,2026-08-04,2026-08-06,2026-08-07,138252.86759247116,7.47,7.82,516.3744604578242,540.5687122865622,0.04580775208112131
3,2021_2026YTD,2021-03-10,2021-03-11,2021-03-15,2021-03-16,148912.43293728583,6.712,6.85,499.75012493750546,510.02508281020397,0.019540140537597672
3,2021_2026YTD,2021-05-21,2021-05-24,2021-05-26,2021-05-27,140420.37001860072,7.257,7.363,509.515312612406,516.9575922234786,0.013592487206858461
3,2021_2026YTD,2022-08-04,2022-08-05,2022-08-09,2022-08-10,146570.42514002454,7.047,7.239,516.4408929807832,530.5116537943188,0.026218904170733026
3,2021_2026YTD,2022-10-25,2022-10-26,2022-10-28,2022-10-31,180265.78478360196,5.88,5.769,529.9814072637819,519.9766562082999,-0.01985818315332133
3,2021_2026YTD,2022-12-02,2022-12-05,2022-12-07,2022-12-08,167135.4373907627,6.216,6.207,519.4569394104183,518.7048299422321,-0.002445929544879988
3,2021_2026YTD,2023-02-17,2023-02-20,2023-02-22,2023-02-23,164974.9711350186,6.282,6.39,518.1863843350438,527.0950327763844,0.016175293442104
3,2021_2026YTD,2023-03-06,2023-03-07,2023-03-09,2023-03-10,164552.56286231763,6.4,6.27,526.5682011593599,515.8722845733657,-0.021291697901049567
3,2021_2026YTD,2023-03-20,2023-03-21,2023-03-23,2023-03-24,166270.9050156577,6.199,6.32,515.3566700959345,525.4160598494784,0.01850026753037426
3,2021_2026YTD,2023-03-29,2023-03-30,2023-04-03,2023-04-04,167189.33153889808,6.279,6.429,524.8909063662868,537.4301062317879,0.02286577685834601
3,2021_2026YTD,2023-05-11,2023-05-12,2023-05-16,2023-05-17,174089.80048843025,6.168,6.126,536.892944706371,533.2370588960619,-0.007802032835722339
3,2021_2026YTD,2023-07-10,2023-07-11,2023-07-13,2023-07-14,174972.6025036796,6.089,6.155,532.7040883223526,538.478184205074,0.009828884211203759
3,2021_2026YTD,2023-07-18,2023-07-19,2023-07-21,2023-07-24,176547.41553180467,6.094,6.0,537.9399751252495,529.642246595414,-0.016409091155111466
3,2021_2026YTD,2023-09-15,2023-09-18,2023-09-20,2023-09-21,182452.71346124055,5.8,5.746,529.1128690375481,524.1866457741442,-0.010300539385479479
3,2021_2026YTD,2023-10-11,2023-10-12,2023-10-16,2023-10-17,181953.69044152598,5.756,5.69,523.6627210906008,517.6582493061414,-0.012454335723034782
3,2021_2026YTD,2023-11-02,2023-11-03,2023-11-07,2023-11-08,185854.75283256426,5.565,5.7,517.1408497565426,529.6860455728081,0.023235013221152068
3,2021_2026YTD,2023-12-15,2023-12-18,2023-12-20,2023-12-21,191723.4145789503,5.52,5.39,529.1566242377739,516.6946022902711,-0.024526685932396042
3,2021_2026YTD,2024-03-14,2024-03-15,2024-03-19,2024-03-20,188972.42024754634,5.463,5.562,516.1781659061089,525.5323007084264,0.017104297933405732
3,2021_2026YTD,2024-06-03,2024-06-04,2024-06-06,2024-06-07,198527.89980811154,5.289,5.291,525.0070310425945,525.2055589423592,-0.0006217348878971851
3,2021_2026YTD,2024-11-26,2024-11-27,2024-11-29,2024-12-02,181487.5876357525,5.782,5.946,524.6806158549152,539.5625980410922,0.027336037965105975
3,2021_2026YTD,2025-01-23,2025-01-24,2025-02-05,2025-02-06,193579.92641031672,5.569,5.598,539.0233050894458,541.8302140224765,0.00420269305103238
3,2021_2026YTD,2025-03-25,2025-03-26,2025-03-28,2025-03-31,182467.10082190164,5.933,5.881,541.2886545881629,536.5445099668018,-0.00975527742617821
3,2021_2026YTD,2025-04-24,2025-04-25,2025-04-29,2025-04-30,191090.27935651367,5.61,5.598,536.008233594941,534.8616919188818,-0.0031363997145812395
3,2021_2026YTD,2025-11-20,2025-11-21,2025-11-25,2025-11-26,150557.08580562417,7.098,7.055,534.3270975241903,531.0901201793392,-0.007051489752447071
3,2021_2026YTD,2026-04-02,2026-04-03,2026-04-08,2026-04-09,137861.3214165295,7.697,7.961,530.5592954715248,548.7569898984957,0.033265295376217585
3,2021_2026YTD,2026-08-03,2026-08-04,2026-08-06,2026-08-07,146776.03939758276,7.47,7.82,548.208507149946,573.8943140445487,0.04580775208112153
4,2021,2021-03-10,2021-03-11,2021-03-16,2021-03-17,148912.43293728583,6.712,6.841,499.75012493750546,509.35497686198624,0.018200598747110552
4,2021,2021-05-21,2021-05-24,2021-05-27,2021-05-28,140235.87610178796,7.257,7.432,508.84587643528357,521.1165155942441,0.02309104507963755
4,2022,2022-08-04,2022-08-05,2022-08-10,2022-08-11,141833.4397438715,7.047,7.265,499.75012493750546,515.2099698696132,0.029904729769356875
4,2022,2022-10-25,2022-10-26,2022-10-31,2022-11-01,175066.33244081307,5.88,5.824,514.6950173759833,509.79316006764765,-0.010513790723685745
4,2022,2022-12-02,2022-12-05,2022-12-08,2022-12-09,163862.16913667164,6.216,6.19,509.28362167673185,507.15341347799875,-0.005178073768778324
4,2023,2023-02-17,2023-02-20,2023-02-23,2023-02-24,159105.42022844037,6.282,6.368,499.75012493750546,506.59165800735417,0.012676724356701197
4,2023,2023-03-06,2023-03-07,2023-03-10,2023-03-13,158151.66234955975,6.4,6.22,506.0853195185773,491.85166990713077,-0.029096389305347414
4,2023,2023-03-20,2023-03-21,2023-03-24,2023-03-27,158528.81562837787,6.199,6.323,491.36006404005457,501.1888506091167,0.018983732847239976
4,2023,2023-03-29,2023-03-30,2023-04-04,2023-04-06,159480.144044497,6.279,6.414,500.6879122275859,511.45282195070183,0.02047924914752386
4,2023,2023-05-11,2023-05-12,2023-05-17,2023-05-18,165674.9755925301,6.168,6.154,510.94162472733296,509.7818998982151,-0.0032670111118241474
4,2023,2023-07-10,2023-07-11,2023-07-14,2023-07-17,167276.19404233372,6.089,6.119,509.2723727618577,511.78151567252,0.003922492686978751
4,2023,2023-07-18,2023-07-19,2023-07-24,2023-07-25,167794.54871011613,6.094,6.07,511.2699899196159,509.2564553352025,-0.004933863885254519
4,2023,2023-09-15,2023-09-18,2023-09-21,2023-09-22,175430.15633822224,5.8,5.703,508.74745338084176,500.23909079844077,-0.017706922400868463
4,2023,2023-10-11,2023-10-12,2023-10-17,2023-10-18,173641.10552543102,5.756,5.684,499.73910170211457,493.488021903275,-0.013495684402413
4,2023,2023-11-02,2023-11-03,2023-11-08,2023-11-09,177176.92021637817,5.565,5.7,492.99478050204925,504.95422261667784,0.02323501322115229
4,2023,2023-12-15,2023-12-18,2023-12-21,2023-12-22,182771.56548731777,5.52,5.421,504.4495207449654,495.40232825337483,-0.018916357038871734
4,2024,2024-03-14,2024-03-15,2024-03-20,2024-03-21,182958.12737965633,5.463,5.588,499.75012493750546,511.1850078987598,0.02185883078962081
4,2024,2024-06-03,2024-06-04,2024-06-07,2024-06-11,193107.98954646726,5.289,5.227,510.6740783555433,504.68773067969227,-0.012710226471184694
4,2024,2024-11-26,2024-11-27,2024-12-02,2024-12-03,174397.54243056694,5.782,6.038,504.183295166702,526.5061805978817,0.04323158379302239
4,2025,2025-01-23,2025-01-24,2025-02-06,2025-02-07,179475.71375023568,5.569,5.744,499.75012493750546,515.4542498906769,0.03039304553146316
4,2025,2025-03-25,2025-03-26,2025-03-31,2025-04-01,173584.7137162016,5.933,5.864,514.939053239068,508.9503806159031,-0.012617743041507978
4,2025,2025-04-24,2025-04-25,2025-04-30,2025-05-06,181262.63265001908,5.61,5.655,508.441684583202,512.520093817929,0.007013872742773097
4,2025,2025-11-20,2025-11-21,2025-11-26,2025-11-27,144268.19663457086,7.098,7.065,512.0078298560111,509.62740461162167,-0.0056440503332439995
4,2026YTD,2026-04-02,2026-04-03,2026-04-09,2026-04-10,129855.82043329382,7.697,8.015,499.75012493750546,520.397200386425,0.04027400357246358
4,2026YTD,2026-08-03,2026-08-04,2026-08-07,2026-08-10,139190.64611903735,7.47,8.002,519.8770632545929,556.9017751222685,0.07014752329323981
4,2021_2026YTD,2021-03-10,2021-03-11,2021-03-16,2021-03-17,148912.43293728583,6.712,6.841,499.75012493750546,509.35497686198624,0.018200598747110552
4,2021_2026YTD,2021-05-21,2021-05-24,2021-05-27,2021-05-28,140235.87610178796,7.257,7.432,508.84587643528357,521.1165155942441,0.02309104507963755
4,2021_2026YTD,2022-08-04,2022-08-05,2022-08-10,2022-08-11,147749.5840802309,7.047,7.265,520.5956595066236,536.7003641714388,0.029904729769356653
4,2021_2026YTD,2022-10-25,2022-10-26,2022-10-31,2022-11-01,182368.68436168073,5.88,5.824,536.1639320233371,531.0576088612142,-0.010513790723685745
4,2021_2026YTD,2022-12-02,2022-12-05,2022-12-08,2022-12-09,170697.17395381577,6.216,6.19,530.5268166484311,528.30775338706,-0.005178073768778324
4,2021_2026YTD,2023-02-17,2023-02-20,2023-02-23,2023-02-24,168029.19759807023,6.282,6.368,527.7797096555587,535.0049651522556,0.012676724356700975
4,2021_2026YTD,2023-03-06,2023-03-07,2023-03-10,2023-03-13,167021.9461112192,6.4,6.22,534.4702275558375,519.4382524058917,-0.029096389305347303
4,2021_2026YTD,2023-03-20,2023-03-21,2023-03-24,2023-03-27,167420.25286104772,6.199,6.323,518.9190737428144,529.2991294202023,0.018983732847239976
4,2021_2026YTD,2023-03-29,2023-03-30,2023-04-04,2023-04-06,168424.93862337578,6.279,6.414,528.7700948079582,540.1387781651662,0.02047924914752386
4,2021_2026YTD,2023-05-11,2023-05-12,2023-05-17,2023-05-18,174967.2209213433,6.168,6.154,539.5989093214739,538.3741387749734,-0.0032670111118243694
4,2021_2026YTD,2023-07-10,2023-07-11,2023-07-14,2023-07-17,176658.24722901674,6.089,6.119,537.8360336886253,540.4859073971768,0.003922492686978973
4,2021_2026YTD,2023-07-18,2023-07-19,2023-07-24,2023-07-25,177205.6749582144,6.094,6.07,539.945691597648,537.8192234981808,-0.004933863885254519
4,2021_2026YTD,2023-09-15,2023-09-18,2023-09-21,2023-09-22,185269.54243100234,5.8,5.703,537.2816730497871,528.2961002420033,-0.017706922400868352
4,2021_2026YTD,2023-10-11,2023-10-12,2023-10-17,2023-10-18,183380.14876921586,5.756,5.684,527.7680681578349,521.1663828021116,-0.01349568440241311
4,2021_2026YTD,2023-11-02,2023-11-03,2023-11-08,2023-11-09,187114.2774024346,5.565,5.7,520.6454768722178,533.2756905969387,0.02323501322115229
4,2021_2026YTD,2023-12-15,2023-12-18,2023-12-21,2023-12-22,193022.7106561358,5.52,5.421,532.7426814108621,523.1880572334561,-0.018916357038871734
4,2021_2026YTD,2024-03-14,2024-03-15,2024-03-20,2024-03-21,191347.29293044834,5.463,5.588,522.6651306394488,534.6243364476727,0.02185883078962103
4,2021_2026YTD,2024-06-03,2024-06-04,2024-06-07,2024-06-11,201962.55598026243,5.289,5.227,534.0899792897981,527.8291400544159,-0.012710226471184916
4,2021_2026YTD,2024-11-26,2024-11-27,2024-12-02,2024-12-03,182394.18010966454,5.782,6.038,527.3015746970195,550.6480297510773,0.04323158379302239
4,2021_2026YTD,2025-01-23,2025-01-24,2025-02-06,2025-02-07,197557.06838130645,5.569,5.744,550.0976569077466,567.3839003911121,0.030393045531462937
4,2021_2026YTD,2025-03-25,2025-03-26,2025-03-31,2025-04-01,191072.5771248596,5.933,5.864,566.8168000408914,560.2247961300884,-0.01261774304150809
4,2021_2026YTD,2025-04-24,2025-04-25,2025-04-30,2025-05-06,199524.0111609163,5.61,5.655,559.6648513062391,564.1541415574909,0.007013872742773319
4,2021_2026YTD,2025-11-20,2025-11-21,2025-11-26,2025-11-27,158802.55546690227,7.098,7.065,563.5902693520766,560.9700271868323,-0.005644050333244333
4,2021_2026YTD,2026-04-02,2026-04-03,2026-04-09,2026-04-10,145617.60101454763,7.697,8.015,560.409337504534,583.5625360657997,0.04027400357246358
4,2021_2026YTD,2026-08-03,2026-08-04,2026-08-07,2026-08-10,156085.47929456073,7.47,8.002,582.9792651650496,624.4980026575375,0.07014752329324003
5,2021,2021-03-10,2021-03-11,2021-03-17,2021-03-18,148912.43293728583,6.712,6.895,499.75012493750546,513.3756125512929,0.02623784949003438
5,2021,2021-05-21,2021-05-24,2021-05-28,2021-05-31,141342.8396026645,7.257,7.43,512.8624934982508,525.0886491238986,0.02281572456158587
5,2022,2022-08-04,2022-08-05,2022-08-11,2022-08-12,141833.4397438715,7.047,7.37,499.75012493750546,522.6562254561666,0.04478979468687694
5,2022,2022-10-25,2022-10-26,2022-11-01,2022-11-02,177596.54096198108,5.88,5.95,522.1338304281235,528.3497093618937,0.01089336284238862
5,2022,2022-12-02,2022-12-05,2022-12-09,2022-12-12,169826.777250761,6.216,6.195,527.8216236953158,526.0384425342322,-0.004374501938219977
5,2023,2023-02-17,2023-02-20,2023-02-24,2023-02-27,159105.42022844037,6.282,6.341,499.75012493750546,504.44373483427023,0.0083830259337061
5,2023,2023-03-06,2023-03-07,2023-03-13,2023-03-14,157481.1072485173,6.4,6.242,503.93954319518525,491.49853572262253,-0.02566232508745614
5,2023,2023-03-20,2023-03-21,2023-03-27,2023-03-28,158414.9968747716,6.199,6.321,491.0072828133125,500.67059762271566,0.018661422635996017
5,2023,2023-03-29,2023-03-30,2023-04-06,2023-04-07,159315.23402939533,6.279,6.426,500.17017723526806,511.8798469364472,0.02238847131618149
5,2023,2023-05-11,2023-05-12,2023-05-18,2023-05-19,165813.30184874457,6.168,6.145,511.3682229014812,509.4613699302676,-0.004724696665934336
5,2023,2023-07-10,2023-07-11,2023-07-17,2023-07-18,167171.0176264479,6.089,6.111,508.95216316368897,510.7910443576115,0.0026099612371510705
5,2023,2023-07-18,2023-07-19,2023-07-25,2023-07-26,167469.8091831776,6.094,6.117,510.28050858108327,512.2064113867486,0.0027709315673636326
5,2023,2023-09-15,2023-09-18,2023-09-22,2023-09-25,176446.36584502758,5.8,5.8,511.694460950559,511.69446095058,-0.0009995002498750516
5,2023,2023-10-11,2023-10-12,2023-10-18,2023-10-19,177617.4503853371,5.756,5.605,511.1830222089775,497.7729047049073,-0.027206775347558887
5,2023,2023-11-02,2023-11-03,2023-11-09,2023-11-10,178715.320956792,5.565,5.68,497.275380562176,507.55151151728927,0.0196447149291481
5,2023,2023-12-15,2023-12-18,2023-12-22,2023-12-25,183711.67161402295,5.52,5.408,507.04421365458984,496.7563600443181,-0.021269075607123877
5,2024,2024-03-14,2024-03-15,2024-03-21,2024-03-22,182958.12737965633,5.463,5.547,499.75012493750546,507.4343662874768,0.014361298208666051
5,2024,2024-06-03,2024-06-04,2024-06-11,2024-06-12,191691.12706053216,5.289,5.245,506.92718551156577,502.7099807162456,-0.009310338213385227
5,2024,2024-11-26,2024-11-27,2024-12-03,2024-12-04,173714.1203614338,5.782,6.02,502.2075219647959,522.8795022879157,0.04012158569625579
5,2025,2025-01-23,2025-01-24,2025-02-07,2025-02-10,179475.71375023568,5.569,5.843,499.75012493750546,524.3382977213136,0.048152257144905786
5,2025,2025-03-25,2025-03-26,2025-04-01,2025-04-02,176576.51153268904,5.933,5.879,523.8142214616528,519.0466556503394,-0.010092038086805255
5,2025,2025-04-24,2025-04-25,2025-05-06,2025-05-07,184858.4201027879,5.61,5.798,518.5278683882207,535.9045598779821,0.03247859136385478
5,2025,2025-11-20,2025-11-21,2025-11-27,2025-11-28,150850.64050055647,7.098,7.048,535.3689231364988,531.5976571239611,-0.008036697345888966
5,2026YTD,2026-04-02,2026-04-03,2026-04-10,2026-04-13,129855.82043329382,7.697,7.985,499.75012493750546,518.4493630799255,0.03638027679677114
5,2026YTD,2026-08-03,2026-08-04,2026-08-10,2026-08-11,138669.6580487228,7.47,7.993,517.9311728118919,554.1932883917208,0.06894390823329988
5,2021_2026YTD,2021-03-10,2021-03-11,2021-03-17,2021-03-18,148912.43293728583,6.712,6.895,499.75012493750546,513.3756125512929,0.02623784949003438
5,2021_2026YTD,2021-05-21,2021-05-24,2021-05-28,2021-05-31,141342.8396026645,7.257,7.43,512.8624934982508,525.0886491238986,0.02281572456158587
5,2021_2026YTD,2022-08-04,2022-08-05,2022-08-11,2022-08-12,148875.78342213502,7.047,7.37,524.5638228878379,548.6072619105676,0.04478979468687694
5,2021_2026YTD,2022-10-25,2022-10-26,2022-11-01,2022-11-02,186414.6016378247,5.88,5.95,548.0589288151823,554.5834398725285,0.010893362842388399
5,2021_2026YTD,2022-12-02,2022-12-05,2022-12-09,2022-12-12,178259.05199028293,6.216,6.195,554.0291335857473,552.1574135399014,-0.004374501938220088
5,2021_2026YTD,2023-02-17,2023-02-20,2023-02-24,2023-02-27,175614.62338971597,6.282,6.341,551.6055320671294,556.7861634570945,0.0083830259337061
5,2021_2026YTD,2023-03-06,2023-03-07,2023-03-13,2023-03-14,173821.7673586225,6.4,6.242,556.2296555475332,542.4977359262608,-0.02566232508745636
5,2021_2026YTD,2023-03-20,2023-03-21,2023-03-27,2023-03-28,174852.55986567057,6.199,6.321,541.9555093036033,552.6215154554518,0.018661422635996017
5,2021_2026YTD,2023-03-29,2023-03-30,2023-04-06,2023-04-07,175846.20803079082,6.279,6.426,552.0691701127216,564.993866402931,0.02238847131618149
5,2021_2026YTD,2023-05-11,2023-05-12,2023-05-18,2023-05-19,183018.53271474817,6.168,6.145,564.4291548922192,562.3244417660637,-0.004724696665934336
5,2021_2026YTD,2023-07-10,2023-07-11,2023-07-17,2023-07-18,184517.128706194,6.089,6.111,561.7623983458616,563.7920867617757,0.0026099612371512926
5,2021_2026YTD,2023-07-18,2023-07-19,2023-07-25,2023-07-26,184846.92367252376,6.094,6.117,563.2285764301196,565.3543160524139,0.0027709315673636326
5,2021_2026YTD,2023-09-15,2023-09-18,2023-09-22,2023-09-25,194754.91181801778,5.8,5.8,564.7892442722805,564.7892442722515,-0.0009995002498751626
5,2021_2026YTD,2023-10-11,2023-10-12,2023-10-18,2023-10-19,196047.51121663468,5.756,5.605,564.2247372814454,549.4231501846187,-0.027206775347558887
5,2021_2026YTD,2023-11-02,2023-11-03,2023-11-09,2023-11-10,197259.29976953176,5.565,5.68,548.8740016086958,560.2164113454701,0.0196447149291481
5,2021_2026YTD,2023-12-15,2023-12-18,2023-12-22,2023-12-25,202774.08510954576,5.52,5.408,559.6564749022946,548.3011261362118,-0.021269075607123766
5,2021_2026YTD,2024-03-14,2024-03-15,2024-03-21,2024-03-22,200531.97840879805,5.463,5.547,547.7530990235973,556.1754421168014,0.014361298208666051
5,2021_2026YTD,2024-06-03,2024-06-04,2024-06-11,2024-06-12,210103.8172143813,5.289,5.245,555.6195446234196,550.997260644715,-0.009310338213385227
5,2021_2026YTD,2024-11-26,2024-11-27,2024-12-03,2024-12-04,190400.0479920512,5.782,6.02,550.44653874496,573.1041444560741,0.04012158569625601
5,2021_2026YTD,2025-01-23,2025-01-24,2025-02-07,2025-02-10,205613.69248356466,5.569,5.843,572.531326720491,600.7004025907341,0.048152257144905786
5,2021_2026YTD,2025-03-25,2025-03-26,2025-04-01,2025-04-02,202292.26441538674,5.933,5.879,600.100002388237,594.6381112490293,-0.010092038086805255
5,2021_2026YTD,2025-04-24,2025-04-25,2025-05-06,2025-05-07,211780.3102703211,5.61,5.798,594.0437703081407,613.9511194736608,0.03247859136385456
5,2021_2026YTD,2025-11-20,2025-11-21,2025-11-27,2025-11-28,172819.80140217973,7.098,7.048,613.3374751762021,609.0169801412814,-0.008036697345888744
5,2021_2026YTD,2026-04-02,2026-04-03,2026-04-10,2026-04-13,158089.71482849217,7.697,7.985,608.4082675173413,631.173186452755,0.03638027679677114
5,2021_2026YTD,2026-08-03,2026-08-04,2026-08-10,2026-08-11,168819.90058773255,7.47,7.993,630.5423286950681,674.6887326988732,0.06894390823329988
6,2021,2021-03-10,2021-03-11,2021-03-18,2021-03-19,148912.43293728583,6.712,6.879,499.75012493750546,512.1843130877946,0.023856441862501354
6,2021,2021-05-21,2021-05-24,2021-05-31,2021-06-01,141014.8504172196,7.257,7.473,511.6723847388057,526.901988583941,0.02873511569969489
6,2022,2022-08-04,2022-08-05,2022-08-12,2022-08-15,141833.4397438715,7.047,7.337,499.75012493750546,520.3159737003926,0.04011163142708485
6,2022,2022-10-25,2022-10-26,2022-11-02,2022-11-03,176801.332569614,5.88,5.967,519.7959177546436,527.4867757214433,0.013781629593366596
6,2022,2022-12-02,2022-12-05,2022-12-12,2022-12-13,169549.40558471816,6.216,6.181,526.9595525572076,523.9924379595715,-0.00662450306378326
6,2023,2023-02-17,2023-02-20,2023-02-27,2023-02-28,159105.42022844037,6.282,6.333,499.75012493750546,503.80731315335646,0.007110818993559587
6,2023,2023-03-06,2023-03-07,2023-03-14,2023-03-15,157282.42425561586,6.4,6.239,503.3037576179486,490.64252246539365,-0.026130606571714177
6,2023,2023-03-20,2023-03-21,2023-03-28,2023-03-29,158139.09506100666,6.199,6.315,490.1521251415834,499.3241926551286,0.017694492002264806
6,2023,2023-03-29,2023-03-30,2023-04-07,2023-04-10,158886.802994044,6.279,6.482,498.8251179998042,514.9521285036966,0.03129817476991725
6,2023,2023-05-11,2023-05-12,2023-05-19,2023-05-22,166808.50639513083,6.168,6.157,514.4374337225454,513.5199869374103,-0.002781115927120714
6,2023,2023-07-10,2023-07-11,2023-07-18,2023-07-19,168502.783242618,6.089,6.094,513.0067235820461,513.4279805402571,-0.0001791680937326401
6,2023,2023-09-15,2023-09-18,2023-09-25,2023-09-26,176867.17556738423,5.8,5.772,512.9148091453826,510.4386686874709,-0.005822261283151442
6,2023,2023-10-11,2023-10-12,2023-10-19,2023-10-20,177181.54451374977,5.756,5.541,509.9284851105185,490.88146907534383,-0.038314494594259285
6,2023,2023-11-02,2023-11-03,2023-11-10,2023-11-13,176241.08999976423,5.565,5.68,490.39083292428404,500.52469559933036,0.0196447149291481
6,2023,2023-12-15,2023-12-18,2023-12-25,2023-12-26,181168.26849311966,5.52,5.4,500.02442104090005,489.1543249314231,-0.022716902418355778
6,2024,2024-03-14,2024-03-15,2024-03-22,2024-03-25,182958.12737965633,5.463,5.459,499.75012493750546,499.38420868277194,-0.0017309668431390035
6,2024,2024-06-03,2024-06-04,2024-06-12,2024-06-13,188650.05635901302,5.289,5.279,498.88507404131815,497.94182375961486,-0.002888327059763607
6,2024,2024-11-26,2024-11-27,2024-12-04,2024-12-05,172066.4582436333,5.782,5.965,497.4441307822708,513.1882117116363,0.03061881373391495
6,2025,2025-01-23,2025-01-24,2025-02-10,2025-02-11,179475.71375023568,5.569,5.881,499.75012493750546,527.7483362825681,0.05496892422885358
6,2025,2025-03-25,2025-03-26,2025-04-02,2025-04-03,177724.87837134083,5.933,5.845,527.220851688413,519.4009570402436,-0.015816969317464902
6,2025,2025-04-24,2025-04-25,2025-05-07,2025-05-08,184984.60451119303,5.61,5.729,518.8818156538764,529.8883996223124,0.020191419441794034
6,2025,2025-11-20,2025-11-21,2025-11-28,2025-12-01,149157.16428134235,7.098,7.152,529.3587760343216,533.3860194700803,0.0066006726138199134
6,2026YTD,2026-04-02,2026-04-03,2026-04-13,2026-04-14,129855.82043329382,7.697,8.11,499.75012493750546,526.5653518570065,0.05260413836215583
6,2026YTD,2026-08-03,2026-08-04,2026-08-11,2026-08-12,140840.44167503342,7.47,7.982,526.0390496561304,562.0942027250584,0.06747282316004011
6,2021_2026YTD,2021-03-10,2021-03-11,2021-03-18,2021-03-19,148912.43293728583,6.712,6.879,499.75012493750546,512.1843130877946,0.023856441862501354
6,2021_2026YTD,2021-05-21,2021-05-24,2021-05-31,2021-06-01,141014.8504172196,7.257,7.473,511.6723847388057,526.901988583941,0.02873511569969489
6,2021_2026YTD,2022-08-04,2022-08-05,2022-08-12,2022-08-15,149389.9105760442,7.047,7.337,526.3753499146551,548.0368869482181,0.04011163142708485
6,2021_2026YTD,2022-10-25,2022-10-26,2022-11-02,2022-11-03,186220.79045672537,5.88,5.967,547.4891239427961,555.5897283276402,0.013781629593366373
6,2021_2026YTD,2022-12-02,2022-12-05,2022-12-12,2022-12-13,178582.5020126604,6.216,6.181,555.0344162553083,551.909222470127,-0.006624503063783371
