holding_sessions,window,entry_signal_date,entry_date,exit_signal_date,exit_date,size,entry_price,exit_price,entry_fees,exit_fees,net_return
6,2021_2026YTD,2023-02-17,2023-02-20,2023-02-27,2023-02-28,175535.68578935365,6.282,6.333,551.3575890643988,555.8337490519883,0.007110818993559809
6,2021_2026YTD,2023-03-06,2023-03-07,2023-03-14,2023-03-15,173524.4353377881,6.4,6.239,555.2781930807978,541.30947603623,-0.026130606571714288
6,2021_2026YTD,2023-03-20,2023-03-21,2023-03-28,2023-03-29,174469.57156950218,6.199,6.315,540.7684370796196,550.8876722307032,0.017694492002265028
6,2021_2026YTD,2023-03-29,2023-03-30,2023-04-07,2023-04-10,175294.492710513,6.279,6.482,550.3370598645415,568.1294508747726,0.03129817476991703
6,2021_2026YTD,2023-05-11,2023-05-12,2023-05-19,2023-05-22,184034.24297881383,6.168,6.157,567.561605346622,566.5494170102784,-0.0027811159271208252
6,2021_2026YTD,2023-07-10,2023-07-11,2023-07-18,2023-07-19,185903.48192688782,6.089,6.094,565.9831507264171,566.4479094312272,-0.0001791680937327511
6,2021_2026YTD,2023-09-15,2023-09-18,2023-09-25,2023-09-26,195131.6360704171,5.8,5.772,565.8817446040921,563.1499016992238,-0.005822261283151331
6,2021_2026YTD,2023-10-11,2023-10-12,2023-10-19,2023-10-20,195478.46880881107,5.756,5.541,562.5870332317427,541.573097834811,-0.03831449459425951
6,2021_2026YTD,2023-11-02,2023-11-03,2023-11-10,2023-11-13,194440.89681516608,5.565,5.68,541.0317953880876,552.2121469550716,0.0196447149291481
6,2021_2026YTD,2023-12-15,2023-12-18,2023-12-25,2023-12-26,199876.8879623935,5.52,5.4,551.6602107761428,539.6675974984624,-0.022716902418356
6,2021_2026YTD,2024-03-14,2024-03-15,2024-03-22,2024-03-25,197374.40951854776,5.463,5.459,539.1281995999161,538.7334507808761,-0.0017309668431388925
6,2021_2026YTD,2024-06-03,2024-06-04,2024-06-12,2024-06-13,203514.83704375292,5.289,5.279,538.1949865622446,537.1774123769859,-0.002888327059763607
6,2021_2026YTD,2024-11-26,2024-11-27,2024-12-04,2024-12-05,185624.52556869175,5.782,5.965,536.6405034190975,553.6251475086231,0.030618813733914507
6,2021_2026YTD,2025-01-23,2025-01-24,2025-02-10,2025-02-11,198625.1747298801,5.569,5.881,553.0717990351841,584.0573262932124,0.05496892422885358
6,2021_2026YTD,2025-03-25,2025-03-26,2025-04-02,2025-04-03,196687.531046567,5.933,5.845,583.4735608496703,574.8193094835921,-0.015816969317464902
6,2021_2026YTD,2025-04-24,2025-04-25,2025-05-07,2025-05-08,204721.84578970773,5.61,5.729,574.2447774400935,586.4257272646178,0.020191419441794034
6,2021_2026YTD,2025-11-20,2025-11-21,2025-11-28,2025-12-01,165071.73699737494,7.098,7.152,585.8395946035162,590.2965315026129,0.0066006726138201355
6,2021_2026YTD,2026-04-02,2026-04-03,2026-04-13,2026-04-14,153230.22735400172,7.697,8.11,589.7065299719106,621.348571920477,0.05260413836215583
6,2021_2026YTD,2026-08-03,2026-08-04,2026-08-11,2026-08-12,166192.11080792046,7.47,7.982,620.7275338675827,663.2727142344106,0.06747282316003989
7,2021,2021-03-10,2021-03-11,2021-03-19,2021-03-22,148912.43293728583,6.712,6.878,499.75012493750546,512.109856871326,0.023707603885780637
7,2021,2021-05-21,2021-05-24,2021-06-01,2021-06-02,140994.3510931293,7.257,7.487,511.59800294134766,527.8123533171296,0.030662359326055544
7,2022,2022-08-04,2022-08-05,2022-08-15,2022-08-16,141833.4397438715,7.047,7.384,499.75012493750546,523.6490595343737,0.046774470009212754
7,2022,2022-10-25,2022-10-26,2022-11-03,2022-11-04,177933.9020981368,5.88,6.0,523.1256721684476,533.8017062944105,0.0193882650511481
7,2022,2022-12-02,2022-12-05,2022-12-13,2022-12-14,171579.20571286534,6.216,6.149,533.268171355594,527.5202679642045,-0.011767362779356527
7,2023,2023-02-17,2023-02-20,2023-02-28,2023-03-01,159105.42022844037,6.282,6.37,499.75012493750546,506.75076342758257,0.012994776091737714
7,2023,2023-03-06,2023-03-07,2023-03-15,2023-03-16,158201.3330977851,6.4,6.218,506.24426591279916,491.84794460101386,-0.029408576961519106
7,2023,2023-03-20,2023-03-21,2023-03-29,2023-03-30,158527.61492417636,6.199,6.279,491.3563424574677,497.6974470544517,0.011892908199876429
7,2023,2023-05-11,2023-05-12,2023-05-22,2023-05-23,161219.19530861173,6.168,6.149,497.1999983317219,495.66841597632674,-0.004076836419663166
7,2023,2023-07-10,2023-07-11,2023-07-19,2023-07-20,162645.0961638046,6.089,6.105,495.17299527069554,496.4741560400136,0.00162556264978031
7,2023,2023-09-15,2023-09-18,2023-09-26,2023-09-27,171026.87241275696,5.8,5.758,495.97792999690864,492.3863656763273,-0.008233641799789582
7,2023,2023-10-11,2023-10-12,2023-10-20,2023-10-23,170915.29721362013,5.756,5.509,491.8942253807327,470.7861861749167,-0.043868354217609706
7,2023,2023-11-02,2023-11-03,2023-11-13,2023-11-14,169026.28401229007,5.565,5.704,470.31563526415266,482.06296200305127,0.02395307287955295
7,2023,2023-12-15,2023-12-18,2023-12-26,2023-12-27,174485.92027249048,5.52,5.359,481.58113995206077,467.5350233701383,-0.03013701482592035
7,2024,2024-03-14,2024-03-15,2024-03-25,2024-03-26,182958.12737965633,5.463,5.386,499.75012493750546,492.70623703341454,-0.015080232170204377
7,2024,2024-06-03,2024-06-04,2024-06-13,2024-06-14,186127.34998161645,5.289,5.235,492.21377702627797,487.1883385768811,-0.011199165023273783
7,2024,2024-11-26,2024-11-27,2024-12-05,2024-12-06,168350.53397119933,5.782,5.996,486.70139371068217,504.7149008456557,0.035974921567234475
7,2025,2025-01-23,2025-01-24,2025-02-11,2025-02-12,179475.71375023568,5.569,5.839,499.75012493750546,523.9793462938131,0.047434713241332416
7,2025,2025-03-25,2025-03-26,2025-04-03,2025-04-07,176455.63081283096,5.933,5.62,523.4556288062595,495.840322584055,-0.053702543638007305
7,2025,2025-04-24,2025-04-25,2025-05-08,2025-05-09,176593.48665159862,5.61,5.76,495.3447300576372,508.589241556604,0.02571174305895174
7,2025,2025-11-20,2025-11-21,2025-12-01,2025-12-02,143161.70934984065,7.098,7.154,508.0809064825298,512.08943434438,0.00688216049766055
7,2026YTD,2026-04-02,2026-04-03,2026-04-14,2026-04-15,129855.82043329382,7.697,8.22,499.75012493750546,533.7074219808376,0.06688113653969441
7,2026YTD,2026-08-03,2026-08-04,2026-08-12,2026-08-13,142750.73126618678,7.47,8.085,533.1739812791348,577.0698311435601,0.08124752884601882
7,2021_2026YTD,2021-03-10,2021-03-11,2021-03-19,2021-03-22,148912.43293728583,6.712,6.878,499.75012493750546,512.109856871326,0.023707603885780637
7,2021_2026YTD,2021-05-21,2021-05-24,2021-06-01,2021-06-02,140994.3510931293,7.257,7.487,511.59800294134766,527.8123533171296,0.030662359326055544
7,2021_2026YTD,2022-08-04,2022-08-05,2022-08-15,2022-08-16,149648.02177894194,7.047,7.384,527.2848047381267,552.5004964078537,0.046774470009212976
7,2021_2026YTD,2022-10-25,2022-10-26,2022-11-03,2022-11-04,187737.50749103335,5.88,6.0,551.9482720235828,563.2125224731001,0.0193882650511481
7,2021_2026YTD,2022-12-02,2022-12-05,2022-12-13,2022-12-14,181032.6870708351,6.216,6.149,562.6495914161205,556.5849963992825,-0.01176736277935675
7,2021_2026YTD,2023-02-17,2023-02-20,2023-02-28,2023-03-01,177022.8238001607,6.282,6.37,556.0286895562895,563.8176938035118,0.012994776091737714
7,2021_2026YTD,2023-03-06,2023-03-07,2023-03-15,2023-03-16,176016.92433677227,6.4,6.218,563.2541578775272,547.236617763025,-0.029408576961519217
7,2021_2026YTD,2023-03-20,2023-03-21,2023-03-29,2023-03-30,176379.94987153736,6.199,6.279,546.6896546268836,553.7448526216915,0.011892908199876429
7,2021_2026YTD,2023-05-11,2023-05-12,2023-05-22,2023-05-23,179374.63829543744,6.168,6.149,553.1913845031522,551.4873254393224,-0.004076836419663055
7,2021_2026YTD,2023-07-10,2023-07-11,2023-07-19,2023-07-20,180961.11470512167,6.089,6.105,550.9361137195956,552.383802637384,0.00162556264978031
7,2021_2026YTD,2023-09-15,2023-09-18,2023-09-26,2023-09-27,190286.79134090376,5.8,5.758,551.8316948886495,547.8356722704619,-0.008233641799789804
7,2021_2026YTD,2023-10-11,2023-10-12,2023-10-20,2023-10-23,190162.6512783659,5.756,5.509,547.2881103791296,523.8030229462589,-0.043868354217609706
7,2021_2026YTD,2023-11-02,2023-11-03,2023-11-13,2023-11-14,188060.9098630508,5.565,5.704,523.2794816938695,536.3497149294209,0.02395307287955295
7,2021_2026YTD,2023-12-15,2023-12-18,2023-12-26,2023-12-27,194135.37436787266,5.52,5.359,535.8136332551949,520.1857356187148,-0.03013701482592024
7,2021_2026YTD,2024-03-14,2024-03-15,2024-03-25,2024-03-26,190249.2439487397,5.463,5.386,519.6658098459011,512.341213953956,-0.015080232170204377
7,2021_2026YTD,2024-06-03,2024-06-04,2024-06-13,2024-06-14,193544.7641454293,5.289,5.235,511.8291287824977,506.6034201506613,-0.011199165023273783
7,2021_2026YTD,2024-11-26,2024-11-27,2024-12-05,2024-12-06,175059.5191648679,5.782,5.996,506.09706990560517,524.828438456274,0.035974921567234475
7,2021_2026YTD,2025-01-23,2025-01-24,2025-02-11,2025-02-12,188293.7232181345,5.569,5.839,524.3038723007776,549.7235249353437,0.047434713241332416
7,2021_2026YTD,2025-03-25,2025-03-26,2025-04-03,2025-04-07,185125.25741945344,5.933,5.62,549.1740761348046,520.2019733486642,-0.053702543638007305
7,2021_2026YTD,2025-04-24,2025-04-25,2025-05-08,2025-05-09,185269.88639797387,5.61,5.76,519.6820313462522,533.5772728261647,0.02571174305895174
7,2021_2026YTD,2025-11-20,2025-11-21,2025-12-01,2025-12-02,150195.53739325088,7.098,7.154,533.0439622085541,537.2494372556584,0.006882160497660772
7,2021_2026YTD,2026-04-02,2026-04-03,2026-04-14,2026-04-15,139460.16793786574,7.697,8.22,536.7124563087709,573.1812902246284,0.06688113653969463
7,2021_2026YTD,2026-08-03,2026-08-04,2026-08-12,2026-08-13,153308.8073311446,7.47,8.085,572.6083953818306,619.7508536361521,0.08124752884601905
