signal_id,catalog_signal_id,name,frequency,information_family,state_count,contains_restored_state,s001_reference_function,discovery_ic,confirmation_ic,confirmation_residual_ic,hac_coefficient,hac_one_sided_pvalue,positive_confirmation_years,annual_ics,nonzero_score_sessions,preferred_sessions,avoided_sessions,preferred_mean_return,avoided_mean_return,preferred_minus_avoided,industry_score_correlation,state_changes,rolling_60_state_change_median,rolling_60_state_change_p10,frequency_policy,identifiable,bh_qvalue,evidence_label
SIG-DAILY-74DEE1860741E180,SIG-CZSC-bar_big_solid_V230215,bar_big_solid_V230215,daily,MARKET_STRUCTURE,2,False,False,0.1126106956128517,0.0383741472334274,0.05266378409470456,0.0012547196171641233,0.2587741968337134,2,"{'2024': -0.036535524304743064, '2025': 0.007452746665984425, '2026': 0.11904804021595065}",643,308,335,0.0056955745198030965,0.003183920013509061,0.0025116545062940357,0.17619054614315344,114,5.0,0.0,REPORT_ONLY,True,0.7313863179133345,DIRECTIONALLY_STABLE
SIG-30M-009DC0C6A026EFEA,SIG-CZSC-tas_macd_bs1_V230313,tas_macd_bs1_V230313,30m,TREND_MOMENTUM,2,False,False,0.06702671248073558,0.04752923046708999,0.04593472088527546,0.0012019905770913894,0.2557399698106735,2,"{'2024': 0.012456666101596273, '2025': 0.10718237783356387, '2026': -0.002023338342070126}",83,83,0,0.007462180636941282,,,0.06909110973655466,237,10.0,6.0,REPORT_ONLY,True,0.7313863179133345,DIRECTIONALLY_STABLE
SIG-WEEKLY-E49E8730BAE56AF1,SIG-CZSC-tas_boll_cc_V230312,tas_boll_cc_V230312,weekly,VOLATILITY_RISK,2,False,False,0.008759263285419622,0.02068190563315265,0.024993245752170986,0.002364954494017276,0.2537122006071889,2,"{'2024': 0.11208559670808312, '2025': -0.0006101541969580691, '2026': 0.144167238409194}",408,129,279,0.01432334124278767,0.0018414940288121943,0.012481847213975475,-0.01546975830706348,48,2.0,0.0,REPORT_ONLY,True,0.7313863179133345,DIRECTIONALLY_STABLE
SIG-WEEKLY-A7C4415EE9DC34CF,SIG-CZSC-cxt_range_oscillation_V230620,cxt_range_oscillation_V230620,weekly,MARKET_STRUCTURE,2,True,False,0.06496826555462643,0.00962300719412037,0.00678076403818573,0.0017810497808827032,0.25977401866049654,2,"{'2024': 0.02479696910280985, '2025': -0.10575780358674644, '2026': 0.11721063404164324}",140,0,140,,0.001011064029309153,,-0.029082445778152766,14,0.0,0.0,REPORT_ONLY,True,0.7313863179133345,DIRECTIONALLY_STABLE
SIG-DAILY-247FD66A0E9C84D8,SIG-CZSC-bar_break_V240428,bar_break_V240428,daily,MARKET_STRUCTURE,2,False,False,0.021211863202268477,0.03228700450987748,0.04903200294288223,0.000899471388485722,0.26777757716916784,2,"{'2024': -0.05993546105819081, '2025': 0.049954926497481636, '2026': 0.050373121981004035}",90,48,42,0.008942693354785598,0.0059759937013211676,0.0029666996534644307,0.26892312280938285,221,10.0,0.0,REPORT_ONLY,True,0.7328753602683445,DIRECTIONALLY_STABLE
SIG-DAILY-DF57EE742D1D6D78,SIG-CZSC-bar_single_V230506,bar_single_V230506,daily,MARKET_STRUCTURE,5,False,False,0.09258814014609414,0.025548999583602284,0.019493361540685695,0.0010187980900280425,0.2688746080649063,2,"{'2024': 0.014123084264331898, '2025': -0.004777377273700377, '2026': 0.06047271264757279}",643,131,512,0.0063948617846387775,0.0038732876227289235,0.002521574161909854,-0.1535593249113053,839,43.0,0.0,REPORT_ONLY,True,0.7328753602683445,DIRECTIONALLY_STABLE
SIG-DAILY-959144EFE082D06E,SIG-CZSC-vol_window_V230801,vol_window_V230801,daily,VOLUME_LIQUIDITY,2,False,False,0.08737235591342848,0.0077166652631893064,0.00956832308896721,0.001425541504503338,0.2687348311254012,2,"{'2024': -0.048333209287815586, '2025': 0.05827963151296523, '2026': 0.026362418037499467}",643,0,643,,0.0043870142404741665,,0.10138162064334263,340,17.0,0.0,REPORT_ONLY,True,0.7328753602683445,DIRECTIONALLY_STABLE
SIG-DAILY-754B1B7DA88732FD,SIG-CZSC-cxt_seven_bi_V230620,cxt_seven_bi_V230620,daily,MARKET_STRUCTURE,8,True,True,0.08965486118995121,0.0036354749038308965,0.009452713513515485,0.001158919742159023,0.26652172413624253,2,"{'2024': -0.04728108041798036, '2025': 0.048552856771314525, '2026': 0.09542774903263382}",67,22,45,-0.006303251498441959,-0.0017650631386976325,-0.004538188359744327,0.042452907896784124,77,3.0,0.0,REPORT_ONLY,True,0.7328753602683445,DIRECTIONALLY_STABLE
SIG-30M-262D51A673FD3864,SIG-CZSC-cxt_third_buy_V230228,cxt_third_buy_V230228,30m,MARKET_STRUCTURE,1,False,True,0.00923021051388014,0.04340143146428243,0.05010037471468483,0.0010377178612120165,0.28238844199370583,2,"{'2024': -0.09806377412962596, '2025': 0.1751758307672097, '2026': 0.023148232399671436}",62,62,0,0.007563679937286785,,,0.10749684077657946,157,6.0,2.0,REPORT_ONLY,True,0.7360616766721185,DIRECTIONALLY_STABLE
SIG-DAILY-4AFE27907A46D883,SIG-CZSC-cci_decision_V240620,cci_decision_V240620,daily,TREND_MOMENTUM,2,False,False,0.03194290302329191,0.011396555552916628,0.029375980000296478,0.0015332473140033743,0.27851273285251965,2,"{'2024': -0.1346265370800789, '2025': 0.05825205317789221, '2026': 0.06460881311022286}",342,171,171,0.008990333696746584,0.003885220050387906,0.005105113646358678,0.07709975644122145,214,10.0,0.0,REPORT_ONLY,True,0.7360616766721185,DIRECTIONALLY_STABLE
SIG-30M-2346F01266E63ACB,SIG-CZSC-tas_boll_cc_V230312,tas_boll_cc_V230312,30m,VOLATILITY_RISK,2,True,False,0.09065820126598234,0.0353639826339174,0.01611217990244654,0.0009803614481693657,0.27208387292147185,2,"{'2024': -0.025309516437456606, '2025': 0.030216312358784924, '2026': 0.09208057346578828}",34,15,19,0.008215910063555413,-0.0024213297861385035,0.010637239849693916,-0.19762403871913803,59,0.0,0.0,REPORT_ONLY,True,0.7360616766721185,DIRECTIONALLY_STABLE
SIG-DAILY-89CBA779A4FB2D40,SIG-CZSC-bar_td9_V240616,bar_td9_V240616,daily,MARKET_STRUCTURE,2,False,False,0.04491004280602402,0.09680609885393364,0.09886331525218175,0.0013898120055223712,0.28896826971332,3,"{'2024': 0.1184414898495593, '2025': 0.030202865715566986, '2026': 0.14326466288473405}",92,92,0,0.009204624740758295,,,0.07076368728930861,73,4.0,0.0,REPORT_ONLY,True,0.7420588175775833,DIRECTIONALLY_STABLE
SIG-WEEKLY-96D9D05AA876CC5B,SIG-CZSC-vol_ti_suo_V221216,vol_ti_suo_V221216,weekly,VOLUME_LIQUIDITY,2,False,False,0.007281167817284818,0.02580747837161705,0.027026376937871757,0.0020375312062630596,0.2866450350678811,2,"{'2024': 0.11805650767223787, '2025': -0.1236350527292543, '2026': 0.07107652237106919}",313,164,149,0.011404034551371402,0.001670812537941626,0.009733222013429776,0.0013625595333987357,115,5.0,0.0,REPORT_ONLY,True,0.7420588175775833,DIRECTIONALLY_STABLE
SIG-WEEKLY-1F24146C03C93F28,SIG-CZSC-tas_macd_dist_V230408,tas_macd_dist_V230408,weekly,TREND_MOMENTUM,7,True,False,0.06087742742973166,0.0865720344312712,0.08697022555774253,0.0021458646847643094,0.3026548680975377,2,"{'2024': 0.1929603924082008, '2025': -0.03146371641301096, '2026': 0.1224212912499622}",197,0,197,,-0.0028408288410890223,,0.029161023277718714,47,1.0,0.0,REPORT_ONLY,True,0.7679062344815185,DIRECTIONALLY_STABLE
SIG-DAILY-914768D41E90B90F,SIG-CZSC-cxt_ubi_end_V230816,cxt_ubi_end_V230816,daily,MARKET_STRUCTURE,2,False,False,0.03587303149334302,0.060022153296427426,0.07838578176857061,0.001082476269012242,0.31516875121277144,2,"{'2024': -0.037511026423807714, '2025': 0.05050657456408569, '2026': 0.09794986874587254}",221,113,108,0.005948741377829215,0.0019094264836978863,0.004039314894131329,0.13044940534361849,249,12.0,0.0,REPORT_ONLY,True,0.7692650538120722,DIRECTIONALLY_STABLE
SIG-30M-7EB8D0ABB6EE93F0,SIG-CZSC-cxt_bi_trend_V230824,cxt_bi_trend_V230824,30m,MARKET_STRUCTURE,3,False,False,0.03313180090159385,0.0456582776885413,0.045577687696284064,0.00109187251429451,0.3140651434682023,2,"{'2024': -0.040017867698508465, '2025': 0.06250709653059779, '2026': 0.06670438943777283}",643,561,82,0.004894189585734385,0.0009171926710719341,0.003976996914662451,-0.005103493963573632,220,9.0,4.0,REPORT_ONLY,True,0.7692650538120722,DIRECTIONALLY_STABLE
SIG-30M-AEBAB3F5E7699053,SIG-CZSC-bar_window_ps_V230731,bar_window_ps_V230731,30m,POSITION_VALUATION,5,False,False,0.049516182362516134,0.008843846240340004,0.023165529041977002,0.0011045716660134674,0.3209302845044075,2,"{'2024': 0.02052490657494862, '2025': 0.01423966545156174, '2026': -0.027513290374160924}",643,357,286,0.005914055068115996,0.0024808828577184564,0.0034331722103975396,0.25626350263097236,862,38.0,33.0,REPORT_ONLY,True,0.7692650538120722,DIRECTIONALLY_STABLE
SIG-30M-9D5DC4DE2251AD3F,SIG-CZSC-bar_triple_V230506,bar_triple_V230506,30m,MARKET_STRUCTURE,4,False,False,0.08567369380705739,0.024074184178538106,0.017014150906701636,0.0007125245582858885,0.31150000852470827,3,"{'2024': 0.042004165422814696, '2025': 0.018393642546355282, '2026': 0.037488810808449416}",147,104,43,0.008038454911548755,0.0062170103533645766,0.0018214445581841788,-0.2199828928630737,478,21.0,13.0,REPORT_ONLY,True,0.7692650538120722,DIRECTIONALLY_STABLE
SIG-WEEKLY-661EA3C94E546C7C,SIG-CZSC-vol_single_ma_V230214,vol_single_ma_V230214,weekly,VOLUME_LIQUIDITY,2,False,False,0.07463213698194977,0.0073316765331903335,0.007608180153656059,0.0014161546153996921,0.3147403907404483,2,"{'2024': 0.08226511437530107, '2025': -0.1496004346505629, '2026': 0.09831771449877778}",643,0,643,,0.0043870142404741665,,0.013373095858835813,87,4.0,0.0,REPORT_ONLY,True,0.7692650538120722,DIRECTIONALLY_STABLE
SIG-DAILY-3EEE20951F286F42,SIG-CZSC-coo_cci_V230323,coo_cci_V230323,daily,TREND_MOMENTUM,2,False,False,0.034308564622553286,0.04434484838214615,0.04864504569688301,0.001172363389911693,0.3379824826616526,2,"{'2024': -0.12499595092994122, '2025': 0.10965788338813397, '2026': 0.133515144458767}",225,225,0,0.004674653797803735,,,0.04221825977236815,179,8.0,0.0,REPORT_ONLY,True,0.7941755873379719,DIRECTIONALLY_STABLE
SIG-WEEKLY-786AD260220B536C,SIG-CZSC-tas_atr_V230630,tas_atr_V230630,weekly,VOLATILITY_RISK,10,True,False,0.10825643849267984,0.0840157234003126,0.08253898022615681,0.0014955195376308262,0.3432273275275368,2,"{'2024': -0.0294297498695962, '2025': 0.12981527821139857, '2026': 0.18601679706054028}",643,172,471,0.006118186190608142,0.0037548240591088935,0.002363362131499249,0.0004764057702223671,116,6.0,0.0,REPORT_ONLY,True,0.8006138340185182,DIRECTIONALLY_STABLE
SIG-30M-D2F0833875BAEFBA,SIG-CZSC-cxt_first_sell_V221126,cxt_first_sell_V221126,30m,MARKET_STRUCTURE,1,False,False,0.04127240353694034,0.04215707615759692,0.046388540484662684,0.0006928430427774324,0.3485830782985019,2,"{'2024': 0.08679207595380688, '2025': 0.06552331702112588, '2026': -0.03952893029152401}",49,49,0,0.006799307163863604,,,-0.0034894366829124686,117,4.0,1.0,REPORT_ONLY,True,0.8031197920845347,DIRECTIONALLY_STABLE
SIG-30M-0517713D25F3ACB8,SIG-CZSC-cxt_second_bs_V230320,cxt_second_bs_V230320,30m,MARKET_STRUCTURE,2,False,False,0.11164745021216271,0.08560170341538151,0.07906765859491513,0.0005131684754514528,0.3894230691794841,3,"{'2024': 0.1279153542694293, '2025': 0.09578738681268738, '2026': 0.025340255533233248}",255,0,255,,0.0009714174801545814,,-0.04952186665831836,583,25.0,21.0,REPORT_ONLY,True,0.8216804618536119,DIRECTIONALLY_STABLE
SIG-DAILY-32A75148D5E0BE3B,SIG-CZSC-tas_macd_bs1_V230313,tas_macd_bs1_V230313,daily,TREND_MOMENTUM,2,True,False,0.01870752982647632,0.03408759555534586,0.04442833018661291,0.0006188470788180057,0.386055968561681,2,"{'2024': 0.07382705714580558, '2025': None, '2026': 0.06855408401785865}",35,35,0,0.0069663098133702145,,,0.062266730911274625,53,0.0,0.0,REPORT_ONLY,True,0.8216804618536119,DIRECTIONALLY_STABLE
SIG-30M-FDDB175965986D69,SIG-CZSC-cxt_bi_end_V230322,cxt_bi_end_V230322,30m,MARKET_STRUCTURE,2,False,False,0.03919909790922712,0.02720466553922767,0.030611439155334312,0.00038775071683734384,0.3912044901088247,2,"{'2024': 0.10160661889351545, '2025': 0.019162466000499655, '2026': -0.06443547485507707}",73,73,0,0.006439975640452214,,,0.02316243724879905,250,10.0,6.0,REPORT_ONLY,True,0.8216804618536119,DIRECTIONALLY_STABLE
SIG-30M-A24EFFFEB61F4F70,SIG-CZSC-obv_up_dw_line_V230719,obv_up_dw_line_V230719,30m,VOLUME_LIQUIDITY,2,False,False,0.04849935077764191,0.028816634515371854,0.02943040441920851,0.00047338144112854145,0.3927529251627327,2,"{'2024': 0.12049459594881941, '2025': 0.03063669661689052, '2026': -0.12293334905000561}",68,68,0,0.006619618766383117,,,0.027043996473210843,229,10.0,4.0,REPORT_ONLY,True,0.8216804618536119,DIRECTIONALLY_STABLE
SIG-WEEKLY-58364F36DA851FDC,SIG-CZSC-cxt_bi_end_V230324,cxt_bi_end_V230324,weekly,MARKET_STRUCTURE,2,False,False,0.060361305701106274,0.03743237554967348,0.026223445259704197,0.0009792315332548746,0.38009408431065533,2,"{'2024': 0.07857697505249026, '2025': 0.07398076117399378, '2026': -0.11638827427880644}",111,0,111,,0.0001163975353575664,,-0.02954236593036713,42,2.0,0.0,REPORT_ONLY,True,0.8216804618536119,DIRECTIONALLY_STABLE
SIG-30M-EAAE838107E13DCC,SIG-CZSC-cxt_bi_end_V230222,cxt_bi_end_V230222,30m,MARKET_STRUCTURE,2,False,False,0.04729978138451438,0.01999785321757686,0.02603661752951793,0.0003958050148364114,0.38212640432532674,2,"{'2024': -0.053626001528891826, '2025': 0.07223591237744117, '2026': 0.050872447882728496}",190,96,94,0.002135199827550071,0.0010024124097089237,0.0011327874178411472,0.15148172084270287,640,28.0,20.0,REPORT_ONLY,True,0.8216804618536119,DIRECTIONALLY_STABLE
SIG-DAILY-E1A08AC606450132,SIG-CZSC-xl_bar_trend_V240623,xl_bar_trend_V240623,daily,TREND_MOMENTUM,2,False,False,0.0327279496556695,0.07198542388497824,0.08622080736380398,0.000774640699888965,0.4117140962565573,2,"{'2024': -0.05493474731776156, '2025': 0.07014022943684942, '2026': 0.1690116180343684}",194,100,94,0.006305305775233195,0.006365874821634121,-6.056904640092554e-05,-0.026903996791918256,276,14.0,0.0,REPORT_ONLY,True,0.8467743496034358,DIRECTIONALLY_STABLE
SIG-DAILY-F690AF77D8F29635,SIG-CZSC-bar_tnr_V230630,bar_tnr_V230630,daily,VOLATILITY_RISK,2,False,False,0.10051279003029881,0.01058316099708917,0.012736653571427071,0.00033409214690381005,0.411848320981126,2,"{'2024': -0.07885687644045365, '2025': 0.07670763753953933, '2026': 0.017090220754842247}",643,0,643,,0.0043870142404741665,,-0.03444794798878414,465,23.0,0.0,REPORT_ONLY,True,0.8467743496034358,DIRECTIONALLY_STABLE
SIG-DAILY-2A796B2F635514E5,SIG-CZSC-bar_polyfit_V240428,bar_polyfit_V240428,daily,MARKET_STRUCTURE,4,False,False,0.09965747322084066,0.0442614133115061,0.04195443081532797,0.0005044482853355333,0.43203398545253074,2,"{'2024': -0.06790173670735487, '2025': 0.13645538232851934, '2026': 0.040670920968079005}",643,153,490,0.008591876405665992,0.003074067482771413,0.005517808922894579,0.020732557749385407,175,8.0,0.0,REPORT_ONLY,True,0.8726966904266938,DIRECTIONALLY_STABLE
SIG-30M-6CAEDED21F491AF3,SIG-CZSC-tas_double_ma_V230511,tas_double_ma_V230511,30m,TREND_MOMENTUM,2,False,False,0.0692164232910045,0.009198947945862072,0.0065240330066603,0.00028068897072621503,0.43726312161840636,2,"{'2024': 0.04650042468363803, '2025': 0.013310594588761203, '2026': -0.031110443290807515}",78,78,0,0.0017838590977212203,,,0.002597576287708801,304,13.0,8.0,REPORT_ONLY,True,0.8726966904266938,DIRECTIONALLY_STABLE
SIG-WEEKLY-3FB4F912268441CB,SIG-CZSC-jcc_zhu_huo_xian_V221027,jcc_zhu_huo_xian_V221027,weekly,MARKET_STRUCTURE,1,False,False,0.001364778583525199,0.036331114631930464,0.02874992694366178,0.00031293780067370925,0.44760791152747115,2,"{'2024': 0.030026742593462087, '2025': 0.060007099523591935, '2026': -0.0700554315522012}",107,107,0,0.005087418102345562,,,-0.019762950775571483,57,2.0,0.0,REPORT_ONLY,True,0.8822684867710898,DIRECTIONALLY_STABLE
SIG-30M-616844CE7C50CB96,SIG-CZSC-tas_macd_dist_V230408,tas_macd_dist_V230408,30m,TREND_MOMENTUM,10,False,False,0.0648481204046404,0.046335609761571375,0.04437268013336673,0.0001932667337273792,0.45117665791807215,2,"{'2024': 0.0574863285123995, '2025': -0.001806302500621181, '2026': 0.05294777700075897}",643,259,384,0.0033449252176834267,0.0050898815761585454,-0.0017449563584751187,0.028227701861507942,1010,45.0,39.0,REPORT_ONLY,True,0.885317766802104,DIRECTIONALLY_STABLE
SIG-WEEKLY-3F51A04904457A22,SIG-CZSC-cxt_bi_base_V230228,cxt_bi_base_V230228,weekly,MARKET_STRUCTURE,2,False,False,0.04933337700289464,0.07887997151422857,0.08299075365722174,-0.00014457060361424163,0.514132966841359,2,"{'2024': -0.046464909944349445, '2025': 0.21776512618030258, '2026': 0.09724162053867833}",643,394,249,0.004272084729988388,0.004568870574335197,-0.00029678584434680855,0.06492260718175312,45,2.0,0.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-WEEKLY-4D17D29B0B8B0F64,SIG-CZSC-cxt_bi_stop_V230815,cxt_bi_stop_V230815,weekly,POSITION_RISK,1,False,False,0.009202802080945678,0.07887997151422857,0.08299075365722174,-0.00014457060361424204,0.5141329668413591,2,"{'2024': -0.046464909944349445, '2025': 0.21776512618030258, '2026': 0.09724162053867833}",394,394,0,0.004272084729988388,,,0.06492260718175312,45,2.0,0.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-WEEKLY-7B4661B4703D6409,SIG-CZSC-jcc_shan_chun_V221121,jcc_shan_chun_V221121,weekly,MARKET_STRUCTURE,2,False,False,0.013229579023276095,0.07887997151422857,0.08299075365722174,-0.00014457060361424163,0.514132966841359,2,"{'2024': -0.046464909944349445, '2025': 0.21776512618030258, '2026': 0.09724162053867833}",643,643,0,0.0043870142404741665,,,0.06492260718175312,41,2.0,0.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-DAILY-55217A65F93026A8,SIG-CZSC-cxt_bi_status_V230101,cxt_bi_status_V230101,daily,MARKET_STRUCTURE,2,False,True,0.04844276175074603,0.07022308438335804,0.0682367768253503,5.0382406781990104e-05,0.49310488806373504,3,"{'2024': 0.01520207477077167, '2025': 0.023229787005038357, '2026': 0.1196076079725474}",643,314,329,0.0044385860102176475,0.004337793767223549,0.00010079224299409852,0.006570638904531076,121,6.0,0.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-DAILY-F4CB1B24B8097203,SIG-CZSC-tas_macd_dist_V230410,tas_macd_dist_V230410,daily,TREND_MOMENTUM,2,False,False,0.04420294469051276,0.046001033333959926,0.05119601402955783,-0.00021135258384477625,0.5248304029309379,2,"{'2024': -0.12030785741486646, '2025': 0.09844153703462132, '2026': 0.1418192708335798}",643,318,325,0.00417334811141545,0.004596078329830079,-0.0004227302184146289,0.02537201394771606,36,1.0,0.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-DAILY-315A7B48B6F13788,SIG-CZSC-vol_ti_suo_V221216,vol_ti_suo_V221216,daily,VOLUME_LIQUIDITY,2,False,False,0.04997295076880884,0.032420012182830034,0.03331347626786466,-6.324076215052522e-05,0.5137518198920893,3,"{'2024': 0.0014187570962429779, '2025': 0.01917438977929634, '2026': 0.06476151847752024}",250,0,250,,0.0050041063262234375,,0.013333385017093915,607,31.0,0.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-WEEKLY-ABCD3B52340E08DD,SIG-CZSC-cxt_bi_end_V230312,cxt_bi_end_V230312,weekly,MARKET_STRUCTURE,2,True,False,0.10612462332337277,0.03306478822454652,0.028662779270721698,0.00012195896188705692,0.4864904431412959,2,"{'2024': 0.0254170081550864, '2025': 0.1513933633055102, '2026': -0.2523628507731653}",93,0,93,,0.0006625916917079917,,0.02841396943452786,30,1.0,0.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-30M-1136D224CDE66790,SIG-CZSC-cxt_decision_V240614,cxt_decision_V240614,30m,MARKET_STRUCTURE,2,False,False,0.10079927532193245,0.017780409303080055,0.014156484096705436,-3.5200213944555473e-05,0.506662857699643,2,"{'2024': 0.016842483473960005, '2025': -0.01163687215236003, '2026': 0.05561632911323369}",91,91,0,0.0038544352300293617,,,0.014163626571783097,280,12.0,8.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-30M-59A4BAE9305C0CEA,SIG-CZSC-tas_hlma_V230301,tas_hlma_V230301,30m,TREND_MOMENTUM,2,True,False,0.041090496181415824,0.010986562504800587,0.00881414751513839,-5.007756149320146e-06,0.50155985046263,2,"{'2024': 0.03569360190250033, '2025': 0.01731083766640436, '2026': -0.05144271381016442}",41,41,0,0.004367751898205483,,,0.016555628194208437,164,8.0,2.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-30M-DBD1A139C1B2920B,SIG-CZSC-cxt_overlap_V240526,cxt_overlap_V240526,30m,MARKET_STRUCTURE,5,True,False,0.029348083410165492,0.010837699884991312,0.00116278429970465,6.8443850348659e-05,0.4823591723800769,2,"{'2024': 0.08348684555619677, '2025': 0.07513098932460004, '2026': -0.1209372165714297}",642,452,190,0.004372095299591717,0.004398422174166501,-2.632687457478338e-05,-0.0798558577302667,539,23.0,15.0,REPORT_ONLY,True,0.9114279528074146,DIRECTIONALLY_STABLE
SIG-DAILY-5F5C13B209AF118E,SIG-CZSC-tas_double_ma_V221203,tas_double_ma_V221203,daily,TREND_MOMENTUM,2,False,False,0.044575258317482255,0.016916828861743807,0.025270490416065196,-0.0001749020909120466,0.531057987817825,2,"{'2024': -0.13596617799172867, '2025': 0.055734638728258214, '2026': 0.10901162128708063}",643,319,324,0.004210746772940254,0.004560561531039963,-0.00034981475809970925,0.02526235192784606,119,6.0,0.0,REPORT_ONLY,True,0.9171206864411029,DIRECTIONALLY_STABLE
SIG-30M-06973361111597F1,SIG-CZSC-tas_macd_second_bs_V221201,tas_macd_second_bs_V221201,30m,TREND_MOMENTUM,2,False,False,0.05264288341120685,0.08515527268425861,0.09061622391276579,-0.00045291685770890383,0.5460976860959026,2,"{'2024': 0.06034803106419301, '2025': 0.14883019231174222, '2026': -0.016238162289692923}",43,26,17,0.014858737846236147,0.019658088770444688,-0.00479935092420854,0.033591020384586064,107,5.0,0.0,REPORT_ONLY,True,0.9299890151304288,DIRECTIONALLY_STABLE
SIG-30M-7FAE8A62E8BD6292,SIG-CZSC-cxt_bi_trend_V230913,cxt_bi_trend_V230913,30m,MARKET_STRUCTURE,3,False,False,0.03335470211053381,0.044717174737789765,0.04221946425871517,-0.0001910303855728622,0.5532774312954459,2,"{'2024': -0.005207513491853769, '2025': 0.07576988472326651, '2026': 0.07207355531302138}",643,90,553,0.0037637965957374305,0.004488442066923184,-0.0007246454711857531,0.0034001089288153113,567,25.0,20.0,REPORT_ONLY,True,0.9299890151304288,DIRECTIONALLY_STABLE
SIG-30M-9C21BCAABDE4B826,SIG-CZSC-pressure_support_V240402,pressure_support_V240402,30m,POSITION_VALUATION,2,False,False,0.045789529665833786,0.026954438138049517,0.042161304729081056,-0.00029422490037107115,0.5709633872973965,2,"{'2024': -0.022351848879560602, '2025': 0.015056880517634996, '2026': 0.14060590002546622}",113,53,60,-0.00321327196974597,-0.0039808226509398985,0.0007675506811939286,0.17923798394482865,304,13.0,8.0,REPORT_ONLY,True,0.9299890151304288,DIRECTIONALLY_STABLE
SIG-30M-0EBDC289C363AE05,SIG-CZSC-tas_slope_V231019,tas_slope_V231019,30m,TREND_MOMENTUM,2,False,False,0.05806018681033028,0.015475637350621343,0.023758023424990067,-0.00022958748991330012,0.5664536839954037,2,"{'2024': 0.08690031392897209, '2025': 0.012232507823716035, '2026': -0.12079920017333515}",199,89,110,0.005090282252003657,0.006437802967842477,-0.0013475207158388193,0.37991378131099385,582,25.0,20.0,REPORT_ONLY,True,0.9299890151304288,DIRECTIONALLY_STABLE
SIG-DAILY-F5321C9125A46349,SIG-CZSC-tas_dif_zero_V240614,tas_dif_zero_V240614,daily,TREND_MOMENTUM,2,True,False,0.03429883026603303,0.0029673980058422854,0.00019394744638564766,-0.0005456049688082631,0.5704435036627239,2,"{'2024': 0.06592909723074718, '2025': -0.034133445463190706, '2026': 0.00027261969591513486}",30,15,15,-0.0015093301379124494,0.005323421624258888,-0.006832751762171337,-0.04992254761453425,41,2.0,0.0,REPORT_ONLY,True,0.9299890151304288,DIRECTIONALLY_STABLE
SIG-30M-6361D2EEB409E3DB,SIG-CZSC-tas_macd_bs1_V230411,tas_macd_bs1_V230411,30m,TREND_MOMENTUM,2,False,False,0.021740097083129094,0.007996710728264843,0.005231722609446275,-0.00047701296844957137,0.5780141931614534,2,"{'2024': 0.011047154385076724, '2025': 0.0954465501195604, '2026': -0.1304114166262363}",45,45,0,0.007181707462564612,,,-0.02481964209658453,149,6.0,2.0,REPORT_ONLY,True,0.931462061277072,DIRECTIONALLY_STABLE
SIG-30M-D1EB221902EBDE31,SIG-CZSC-tas_macd_change_V221105,tas_macd_change_V221105,30m,TREND_MOMENTUM,7,True,False,0.09432498915829532,0.022983072523890678,0.022284662215331798,-0.000518299351769585,0.5845241933610291,2,"{'2024': -0.027444971908233813, '2025': 0.01022656424046707, '2026': 0.08671540270557934}",643,282,361,0.004525710085452901,0.004278670117803798,0.0002470399676491033,0.052325062458898064,761,34.0,27.0,REPORT_ONLY,True,0.9325018068000364,DIRECTIONALLY_STABLE
SIG-30M-6EDAA2BC7B058FD0,SIG-CZSC-cxt_overlap_V240612,cxt_overlap_V240612,30m,MARKET_STRUCTURE,2,False,False,0.0353206532174453,0.07483971855129457,0.07287663777667182,-0.0008542373059543773,0.5931631284506856,3,"{'2024': 0.038563337771925825, '2025': 0.13520565440896637, '2026': 0.058389189779711935}",54,0,54,,0.0037597684961647396,,0.01285865543790398,170,7.0,2.0,REPORT_ONLY,True,0.9340187740992257,DIRECTIONALLY_STABLE
SIG-30M-3A2B015C4A9FE5DA,SIG-CZSC-cxt_bs_V240527,cxt_bs_V240527,30m,MARKET_STRUCTURE,2,True,False,0.010516473582429109,0.07112621114221206,0.07282214134487075,-0.00101689068434512,0.6037213468485286,2,"{'2024': -0.005967530469957214, '2025': 0.04836575644782995, '2026': 0.15672887225822238}",31,0,31,,0.00904519665862425,,0.04079065991276874,86,4.0,0.0,REPORT_ONLY,True,0.9340187740992257,DIRECTIONALLY_STABLE
