dt,symbol,open,high,low,close,vol,amount
2019-10-08,510300.SH,4.3144738,4.3668176999999995,4.3144738,4.3367477999999995,290404842.417168,1261877855.0
2019-10-09,510300.SH,4.326724499999999,4.351225899999999,4.3022231,4.3489984999999995,225186009.69740507,975532606.0
2019-10-10,510300.SH,4.3467711,4.3879779999999995,4.3311793,4.3801821,212207280.2370477,925785531.0
2019-10-11,510300.SH,4.3890917,4.447004099999999,4.3734999,4.4336397,274777833.3482985,1211436364.0
2019-10-14,510300.SH,4.457027399999999,4.510484999999999,4.4525726,4.465936999999999,355261396.2467451,1591550456.0
2019-10-15,510300.SH,4.4648233,4.4703918,4.4492315,4.4514588999999996,264883283.64909762,1180542819.0
2019-10-16,510300.SH,4.457027399999999,4.489324699999999,4.432525999999999,4.435867099999999,282272014.90527076,1257411220.0
2019-10-17,510300.SH,4.4403219,4.457027399999999,4.429184899999999,4.4425493,173873380.62314808,772383216.0
2019-10-18,510300.SH,4.444776699999999,4.4614822,4.3668176999999995,4.3779547,276684089.97036904,1219432835.0
2019-10-21,510300.SH,4.3679314,4.3913191,4.362362899999999,4.3879779999999995,166058423.27377212,727143485.0
2019-10-22,510300.SH,4.3968875999999995,4.414706799999999,4.376841,4.4046835,147377416.71904463,647323688.0
2019-10-23,510300.SH,4.405797199999999,4.411365699999999,4.3679314,4.3812958,132734309.05989046,582892945.0
2019-10-24,510300.SH,4.3824095,4.4035698,4.3579080999999995,4.3868643,181527436.47301787,795479683.0
2019-10-25,510300.SH,4.3801821,4.4191616,4.353453299999999,4.4135931,224738050.64200416,985865186.0
2019-10-28,510300.SH,4.421389,4.4458904,4.4124794,4.4392081999999995,240131352.24925923,1063994683.0
2019-10-29,510300.SH,4.4425493,4.4425493,4.420275299999999,4.4247301,188159814.13306996,833722137.0
2019-10-30,510300.SH,4.4169342,4.421389,4.3868643,4.3957739,236011583.01158303,1038323004.0
2019-10-31,510300.SH,4.405797199999999,4.4158205,4.3835232,4.393546499999999,173101162.7906977,762011573.0
2019-11-01,510300.SH,4.3879779999999995,4.4848699,4.3812958,4.483756199999999,287915383.85561645,1281238312.0
2019-11-04,510300.SH,4.4826425,4.507143899999999,4.480415099999999,4.498234299999999,211877760.61776063,952642394.0
2019-11-05,510300.SH,4.498234299999999,4.5672837,4.4904383999999995,4.5238494,316903733.5009428,1435062389.0
2019-11-06,510300.SH,4.521621999999999,4.528304199999999,4.4915521,4.504916499999999,184914200.41303763,835011380.0
2019-11-07,510300.SH,4.504916499999999,4.537213799999999,4.4915521,4.510484999999999,213452904.7319745,963751239.0
2019-11-08,510300.SH,4.543896,4.548350799999999,4.488211,4.492665799999999,266872855.34704143,1205845626.0
2019-11-11,510300.SH,4.4692780999999995,4.4692780999999995,4.410252,4.4180478999999995,311635928.88569635,1383687075.0
2019-11-12,510300.SH,4.4124794,4.4314123,4.3857506,4.4124794,296358678.27960855,1306746070.0
2019-11-13,510300.SH,4.4069109,4.4158205,4.3902054,4.4091382999999995,181392207.0575559,798607025.0
2019-11-14,510300.SH,4.4091382999999995,4.4280712,4.4013424,4.4124794,214229786.29792586,945812675.0
2019-11-15,510300.SH,4.4135931,4.4314123,4.3879779999999995,4.3913191,168619461.25527522,742722417.0
2019-11-18,510300.SH,4.3890917,4.4302985999999995,4.3790683999999995,4.4225027,216283805.3335728,953614222.0
2019-11-19,510300.SH,4.420275299999999,4.4692780999999995,4.4135931,4.4670507,213602395.6182096,950390311.0
2019-11-20,510300.SH,4.465936999999999,4.465936999999999,4.4091382999999995,4.421389,194496086.9174823,863321146.0
2019-11-21,510300.SH,4.410252,4.4180478999999995,4.384636899999999,4.399115,219844379.0967047,967498735.0
2019-11-22,510300.SH,4.4091382999999995,4.4392081999999995,4.3367477999999995,4.3523396,318494359.3427315,1395855015.0
2019-11-25,510300.SH,4.360135499999999,4.384636899999999,4.3467711,4.3835232,226683697.58462784,990424084.0
2019-11-26,510300.SH,4.3957739,4.405797199999999,4.3701588,4.3902054,256641391.75720572,1126251532.0
2019-11-27,510300.SH,4.3879779999999995,4.4035698,4.3668176999999995,4.3835232,189673312.38214964,831877049.0
2019-11-28,510300.SH,4.3835232,4.4013424,4.362362899999999,4.376841,152178279.6085122,666322581.0
2019-11-29,510300.SH,4.3679314,4.3746136,4.3077916,4.3289519,271991649.4567658,1180162224.0
2019-12-02,510300.SH,4.333406699999999,4.3556807,4.3289519,4.3378615,156555356.9183802,680076866.0
2019-12-03,510300.SH,4.3278381999999995,4.3579080999999995,4.310019,4.3556807,178281314.5371285,772475070.0
2019-12-04,510300.SH,4.34343,4.3590218,4.330065599999999,4.3579080999999995,142713127.41312742,620313854.0
2019-12-05,510300.SH,4.3668176999999995,4.3980013,4.365703999999999,4.3902054,196827153.63203734,862802159.0
2019-12-06,510300.SH,4.3924328,4.4180478999999995,4.3868643,4.4169342,191323474.005567,841690001.0
2019-12-09,510300.SH,4.4169342,4.426957499999999,4.3902054,4.402456099999999,208512899.34452727,918540389.0
2019-12-10,510300.SH,4.3946602,4.411365699999999,4.3890917,4.405797199999999,167904687.97701356,738991639.0
2019-12-11,510300.SH,4.4147228,4.416985599999999,4.3932262,4.412459999999999,150697288.3153615,663923736.0
2019-12-12,510300.SH,4.4135914,4.416985599999999,4.3954889999999995,4.4000145999999996,121223174.82764716,533964091.99999994
2019-12-13,510300.SH,4.4396135999999995,4.4973149999999995,4.4384822,4.4893952,385436565.317306,1721558479.0
2019-12-16,510300.SH,4.4882638,4.5120232,4.4701614,4.502972,267675714.15944847,1201480497.0
2019-12-17,510300.SH,4.5007092,4.602535199999999,4.4961836,4.5731188,464584107.3006894,2117785566.0
2019-12-18,510300.SH,4.5742502,4.5900898,4.5504908,4.5561478,320945451.6528195,1467298741.0
2019-12-19,510300.SH,4.559542,4.5629362,4.539176799999999,4.548227999999999,233508926.9931059,1062562557.0
2019-12-20,510300.SH,4.5470966,4.5776444000000005,4.5414396,4.5437024,290595577.1610394,1323871265.0
2019-12-23,510300.SH,4.542571,4.5618048,4.4826068,4.4848696,395213682.163691,1788105548.0
2019-12-24,510300.SH,4.486001,4.5176802,4.4848696,4.508629,276464645.57185787,1244533039.0
2019-12-25,510300.SH,4.508629,4.5222058,4.4950522,4.5165488,274508066.11278063,1237399739.0
2019-12-26,510300.SH,4.5131546,4.5550163999999995,4.5108918,4.5493594,293667968.88810325,1331523237.0
2019-12-27,510300.SH,4.553885,4.602535199999999,4.5437024,4.5448338,386081857.87519884,1766178612.0
2019-12-30,510300.SH,4.5323884,4.6251632,4.5256,4.610455,479389649.1073007,2198624414.0
2019-12-31,510300.SH,4.6036665999999995,4.6376086,4.595746800000001,4.6342144,311283281.7747923,1437559663.0
2020-01-02,510300.SH,4.661368,4.7224636,4.6591052,4.6941786,554731849.0365919,2603983236.0
2020-01-03,510300.SH,4.7020984,4.7088868,4.6760762,4.6828646,415126194.09581053,1948030083.0
2020-01-06,510300.SH,4.6681564,4.7190694,4.6319516,4.6647622,589097386.4238997,2760524448.0
