candidate_id,window_id,scenario_id,measurement_tier,net_cagr,total_return,max_drawdown,calmar,calmar_status,profit_factor,profit_factor_status,closed_trades,turnover,cost_drag,objective_values
S001-v1,full,standard,FORMAL,0.22827288231482012,2.068100727711914,-0.23930043158137382,0.9539175537892677,VALID,2.559187275003216,VALID,70,176.77693835617,0.08838846917808502,"{'full_return': 2.068100727711914, 'net_cagr': 0.22827288231482012, 'range_return': -0.25135542590887305, 'range_short_loss_count': 25.0, 'range_to_trend_return': 0.739487696026307, 'range_trade_count': 32.0, 'total_return': 2.068100727711914}"
S001-v1,2021,standard,FORMAL,-0.02006222495348564,-0.01935269609999979,-0.16390070095531006,-0.12240475383296806,VALID,0.928285513161987,VALID,13,27.085792199999997,0.0135428961,"{'2021_return': -0.01935269609999979, 'net_cagr': -0.02006222495348564, 'range_return': -0.0650774701352933, 'range_short_loss_count': 3.0, 'range_to_trend_return': 0.08564081458516593, 'range_trade_count': 3.0, 'total_return': -0.01935269609999979}"
S001-v1,2022,standard,FORMAL,0.046605477191796085,0.04471532005000012,-0.1086605991095978,0.4289087081582224,VALID,1.3342601335569737,VALID,11,22.933159900000007,0.011466579950000002,"{'2022_return': 0.04471532005000012, 'net_cagr': 0.046605477191796085, 'range_return': -0.13119760759835297, 'range_short_loss_count': 6.0, 'range_to_trend_return': 0.0, 'range_trade_count': 6.0, 'total_return': 0.04471532005000012}"
S001-v1,2023,standard,FORMAL,-0.027223798054621162,-0.02615774525000014,-0.1563365538682875,-0.17413584591072048,VALID,0.8370283942695759,VALID,14,29.623290500000003,0.01481164525,"{'2023_return': -0.02615774525000014, 'net_cagr': -0.027223798054621162, 'range_return': -0.0399932694554479, 'range_short_loss_count': 4.0, 'range_to_trend_return': 0.08067630999396203, 'range_trade_count': 7.0, 'total_return': -0.02615774525000014}"
S001-v1,2024,standard,FORMAL,0.24534582816542838,0.23454982489999998,-0.1823126122341735,1.345742486813206,VALID,2.5018698607149092,VALID,12,26.9531502,0.0134765751,"{'2024_return': 0.23454982489999998, 'net_cagr': 0.24534582816542838, 'range_return': -0.11793587002454087, 'range_short_loss_count': 4.0, 'range_to_trend_return': 0.018900908111681325, 'range_trade_count': 5.0, 'total_return': 0.23454982489999998}"
S001-v1,2025,standard,FORMAL,0.495062798916444,0.4737424671366506,-0.13940725597655257,3.5511982173991754,VALID,5.358007279394724,VALID,12,30.847068926699997,0.015423534463349998,"{'2025_return': 0.4737424671366506, 'net_cagr': 0.495062798916444, 'range_return': 0.04778812957046874, 'range_short_loss_count': 7.0, 'range_to_trend_return': 0.0, 'range_trade_count': 8.0, 'total_return': 0.4737424671366506}"
S001-v1,2026_ytd,standard,FORMAL,1.133113302903078,0.6274548587304802,-0.12085951871133305,9.375457679998402,VALID,12.662729723569845,LOW_SAMPLE,7,18.42457929904,0.009212289649520002,"{'2026_ytd_return': 0.6274548587304802, 'net_cagr': 1.133113302903078, 'range_return': 0.0320776457957892, 'range_short_loss_count': 1.0, 'range_to_trend_return': 0.2923337269149946, 'range_trade_count': 3.0, 'total_return': 0.6274548587304802}"
R1102,full,standard,FORMAL,0.2695388258311593,2.673816047284387,-0.2156735584520698,1.2497536914849032,VALID,2.9710662845226232,VALID,73,200.31766685123,0.100158833425615,"{'full_return': 2.673816047284387, 'net_cagr': 0.2695388258311593, 'range_return': -0.11080707014028923, 'range_short_loss_count': 21.0, 'range_to_trend_return': 1.113720725579618, 'range_trade_count': 33.0, 'total_return': 2.673816047284387}"
R1102,2021,standard,FORMAL,-0.01904343102863637,-0.01836959459999976,-0.16421324687334726,-0.11596769073888416,VALID,0.9285756897318452,VALID,13,27.0927892,0.0135463946,"{'2021_return': -0.01836959459999976, 'net_cagr': -0.01904343102863637, 'range_return': -0.05578981131336358, 'range_short_loss_count': 3.0, 'range_to_trend_return': 0.08564081458516593, 'range_trade_count': 3.0, 'total_return': -0.01836959459999976}"
R1102,2022,standard,FORMAL,0.10028427122875172,0.09611945135000055,-0.0966340454934469,1.037773703011868,VALID,1.6669038035001396,VALID,11,23.7774973,0.011888748650000003,"{'2022_return': 0.09611945135000055, 'net_cagr': 0.10028427122875172, 'range_return': -0.09303471638123961, 'range_short_loss_count': 3.0, 'range_to_trend_return': -0.025782232921178316, 'range_trade_count': 5.0, 'total_return': 0.09611945135000055}"
R1102,2023,standard,FORMAL,-0.016015524878233323,-0.0153849028000006,-0.14474817195524947,-0.11064405623847673,VALID,0.9438621621814822,VALID,17,35.4190056,0.017709502800000002,"{'2023_return': -0.0153849028000006, 'net_cagr': -0.016015524878233323, 'range_return': -0.07042685844098984, 'range_short_loss_count': 7.0, 'range_to_trend_return': 0.08589192925068989, 'range_trade_count': 10.0, 'total_return': -0.0153849028000006}"
R1102,2024,standard,FORMAL,0.30824899495159186,0.2943741705999996,-0.18231363469773165,1.6907621608370418,VALID,3.2510746214609383,VALID,12,27.908058799999996,0.0139540294,"{'2024_return': 0.2943741705999996, 'net_cagr': 0.30824899495159186, 'range_return': -0.04961004951566639, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.0, 'range_trade_count': 6.0, 'total_return': 0.2943741705999996}"
R1102,2025,standard,FORMAL,0.5446913448603454,0.5208884656558703,-0.11730151618349804,4.643514956859292,VALID,7.789604047589927,VALID,12,31.879464768260004,0.01593973238413,"{'2025_return': 0.5208884656558703, 'net_cagr': 0.5446913448603454, 'range_return': 0.10572639673550399, 'range_short_loss_count': 5.0, 'range_to_trend_return': 0.2536476859609411, 'range_trade_count': 7.0, 'total_return': 0.5208884656558703}"
R1102,2026_ytd,standard,FORMAL,1.2747097680619,0.69610378685491,-0.1208663277918196,10.546442432316322,VALID,43.196448621447146,LOW_SAMPLE,7,19.17130313018,0.00958565156509,"{'2026_ytd_return': 0.69610378685491, 'net_cagr': 1.2747097680619, 'range_return': 0.05605080537361329, 'range_short_loss_count': 1.0, 'range_to_trend_return': 0.3162517356521728, 'range_trade_count': 2.0, 'total_return': 0.69610378685491}"
R0539,full,standard,FORMAL,0.273616848726818,2.738621757579071,-0.20194954536072063,1.3548772701522345,VALID,3.0492499963813358,VALID,71,191.18317724186,0.09559158862093001,"{'full_return': 2.738621757579071, 'net_cagr': 0.273616848726818, 'range_return': -0.08651441987191899, 'range_short_loss_count': 20.0, 'range_to_trend_return': 1.0753116664209457, 'range_trade_count': 32.0, 'total_return': 2.738621757579071}"
R0539,2021,standard,FORMAL,-0.001240647265367656,-0.0011963649499997508,-0.14959180949786433,-0.00829355076011276,VALID,1.0389879790080534,VALID,12,25.1029299,0.01255146495,"{'2021_return': -0.0011963649499997508, 'net_cagr': -0.001240647265367656, 'range_return': -0.04776772675251861, 'range_short_loss_count': 2.0, 'range_to_trend_return': 0.08564081458516593, 'range_trade_count': 2.0, 'total_return': -0.0011963649499997508}"
R0539,2022,standard,FORMAL,0.10028427122875172,0.09611945135000055,-0.0966340454934469,1.037773703011868,VALID,1.6669038035001396,VALID,11,23.7774973,0.011888748650000003,"{'2022_return': 0.09611945135000055, 'net_cagr': 0.10028427122875172, 'range_return': -0.09303471638123961, 'range_short_loss_count': 3.0, 'range_to_trend_return': -0.025782232921178316, 'range_trade_count': 5.0, 'total_return': 0.09611945135000055}"
R0539,2023,standard,FORMAL,-0.012982411874407518,-0.012470462749999967,-0.14391843581230368,-0.09020673273116302,VALID,0.9591019900715875,VALID,16,33.5035255,0.016751762750000003,"{'2023_return': -0.012470462749999967, 'net_cagr': -0.012982411874407518, 'range_return': -0.0676819503370536, 'range_short_loss_count': 6.0, 'range_to_trend_return': 0.08589192925069011, 'range_trade_count': 9.0, 'total_return': -0.012470462749999967}"
