candidate_id,outcome,representative_candidate_id,failed_count,reason_codes
R0001,SCREENING_NONINFERIORITY,,3,NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0002,SCREENING_NONINFERIORITY,,5,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0003,SCREENING_NONINFERIORITY,,8,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0004,SHORTLISTED,,0,
R0005,SCREENING_NONINFERIORITY,,15,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0006,SCREENING_NONINFERIORITY,,5,NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0007,SCREENING_NONINFERIORITY,,7,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0008,SCREENING_NONINFERIORITY,,14,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0009,SCREENING_NONINFERIORITY,,8,NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0010,SCREENING_NONINFERIORITY,,7,NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0011,SCREENING_NONINFERIORITY,,17,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0012,SCREENING_NONINFERIORITY,,17,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0013,SCREENING_NONINFERIORITY,,15,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_MAX_DRAWDOWN_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0014,SCREENING_NONINFERIORITY,,12,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0015,SCREENING_NONINFERIORITY,,17,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0016,SCREENING_NONINFERIORITY,,6,NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0017,SCREENING_NONINFERIORITY,,11,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0018,SCREENING_NONINFERIORITY,,11,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0019,SCREENING_NONINFERIORITY,,3,NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0020,SCREENING_NONINFERIORITY,,3,NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0021,SCREENING_NONINFERIORITY,,10,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0022,SCREENING_NONINFERIORITY,,8,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0023,SCREENING_NONINFERIORITY,,4,NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0024,SCREENING_NONINFERIORITY,,9,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0025,SCREENING_NONINFERIORITY,,13,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025
R0026,SCREENING_NONINFERIORITY,,12,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0027,SCREENING_NONINFERIORITY,,3,NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0028,SCREENING_NONINFERIORITY,,4,NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0029,SCREENING_NONINFERIORITY,,5,NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023
R0030,SCREENING_NONINFERIORITY,,15,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0031,SCREENING_NONINFERIORITY,,10,NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024
R0032,SCREENING_NONINFERIORITY,,11,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0033,SCREENING_NONINFERIORITY,,16,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0034,SCREENING_NONINFERIORITY,,8,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0035,SCREENING_NONINFERIORITY,,15,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_MAX_DRAWDOWN_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0036,SCREENING_NONINFERIORITY,,5,NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0038,SCREENING_NONINFERIORITY,,14,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0039,SCREENING_NONINFERIORITY,,5,NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0040,SCREENING_NONINFERIORITY,,12,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_MAX_DRAWDOWN_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0041,SCREENING_NONINFERIORITY,,4,NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0042,SCREENING_NONINFERIORITY,,11,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0043,SCREENING_NONINFERIORITY,,3,NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0044,SCREENING_NONINFERIORITY,,15,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0045,SCREENING_NONINFERIORITY,,7,NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025
R0046,SCREENING_NONINFERIORITY,,15,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_CALMAR_2022;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0047,SCREENING_NONINFERIORITY,,2,NONINFERIORITY_NET_CAGR_2022;NONINFERIORITY_CALMAR_2022
R0048,SCREENING_NONINFERIORITY,,11,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0049,SCREENING_NONINFERIORITY,,9,NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025
R0050,SCREENING_NONINFERIORITY,,3,NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0051,SCREENING_NONINFERIORITY,,14,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0052,SCREENING_NONINFERIORITY,,5,NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0053,SCREENING_NONINFERIORITY,,3,NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0054,SCREENING_NONINFERIORITY,,14,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0055,SCREENING_NONINFERIORITY,,15,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0056,SCREENING_NONINFERIORITY,,4,NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0057,SCREENING_NONINFERIORITY,,8,NONINFERIORITY_NET_CAGR_2023;NONINFERIORITY_MAX_DRAWDOWN_2023;NONINFERIORITY_CALMAR_2023;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0058,SCREENING_NONINFERIORITY,,14,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_PROFIT_FACTOR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0059,SCREENING_NONINFERIORITY,,11,NONINFERIORITY_MAX_DRAWDOWN_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2021;NONINFERIORITY_MAX_DRAWDOWN_2021;NONINFERIORITY_CALMAR_2021;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_MAX_DRAWDOWN_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
R0060,SCREENING_NONINFERIORITY,,9,NONINFERIORITY_NET_CAGR_FULL;NONINFERIORITY_CALMAR_FULL;NONINFERIORITY_NET_CAGR_2024;NONINFERIORITY_CALMAR_2024;NONINFERIORITY_NET_CAGR_2025;NONINFERIORITY_CALMAR_2025;NONINFERIORITY_NET_CAGR_2026_YTD;NONINFERIORITY_MAX_DRAWDOWN_2026_YTD;NONINFERIORITY_CALMAR_2026_YTD
