path_id,entry_threshold,components,information_families,hard_gates_pass,gate_checks_json,full_total_return,full_cagr,full_maximum_drawdown,full_calmar,full_closed_trades,full_rolling_60_closed_trades_median,full_rolling_60_closed_trades_p10,full_exposure_ratio,full_profit_factor,full_positive_years,full_annual_returns_json,discovery_total_return,discovery_cagr,discovery_maximum_drawdown,discovery_calmar,discovery_closed_trades,discovery_rolling_60_closed_trades_median,discovery_rolling_60_closed_trades_p10,discovery_exposure_ratio,discovery_profit_factor,discovery_positive_years,discovery_annual_returns_json,confirmation_total_return,confirmation_cagr,confirmation_maximum_drawdown,confirmation_calmar,confirmation_closed_trades,confirmation_rolling_60_closed_trades_median,confirmation_rolling_60_closed_trades_p10,confirmation_exposure_ratio,confirmation_profit_factor,confirmation_positive_years,confirmation_annual_returns_json
BRIDGE26:H1:POSITIVE_RIDGE_A10:S1:Q50,-0.00036737962809188865,26,10,False,"{""beats_s001_v2_drawdown"": false, ""confirmation_cagr"": true, ""confirmation_maximum_drawdown"": false, ""frequency_median"": true, ""frequency_p10"": true, ""full_cagr"": false, ""full_maximum_drawdown"": false}",1.8194298211453144,0.20383964034816549,-0.2656253319599714,0.7673953340372042,233,10.0,7.0,0.5099431818181818,1.59925887165876,6,"{""2020"": -0.060754548695378, ""2021"": 0.1934434504810374, ""2022"": 0.22212075570483725, ""2023"": 0.3756088913565796, ""2024"": 0.16975482952326604, ""2025"": 0.2557967235326768, ""2026"": 0.01849067318929376}",0.9984885958913878,0.27125366280989094,-0.25589087077853634,1.0600364990928126,126,11.0,8.0,0.5006877579092159,1.910446285692073,3,"{""2021"": 0.19285948625475258, ""2022"": 0.22212075570483725, ""2023"": 0.3708762919597106}",0.4968850481525171,0.1701300738618814,-0.2656253319599714,0.6404888893937242,106,10.0,7.0,0.4945904173106646,1.4291994776893473,3,"{""2024"": 0.1703399995230288, ""2025"": 0.2557967235326768, ""2026"": 0.01849067318929376}"
