factor,exact_match,closest_reference,max_abs_correlation
cross__cxt_range_oscillation_V230620__di_1__30m_daily::2笔震荡,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.13020636479135558
cross__cxt_range_oscillation_V230620__di_1__daily_weekly::2笔震荡,False,raw__weekly__cxt_bi_status_V230101,0.18974684547262716
cross__cxt_range_oscillation_V230620__di_1__all::2笔震荡,False,raw__weekly__cxt_bi_status_V230101,0.10378514824434439
cross__cxt_range_oscillation_V230620__di_1__30m_daily_divergence,False,target_position,0.13589726912869474
cross__cxt_range_oscillation_V230620__di_1__daily_weekly_divergence,False,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.12272895324252985
cross__cxt_second_bs_V230320__di_1__30m_daily::二买,False,raw__30m__cxt_third_buy_V230228__di_1,0.1903435601422256
cross__cxt_second_bs_V230320__di_1__daily_weekly::二买,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.1819463535640439
cross__cxt_second_bs_V230320__di_1__all::二买,False,raw__30m__cxt_third_buy_V230228__di_1,0.231314784331385
cross__cxt_second_bs_V230320__di_1__30m_daily::二卖,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.15873744191089822
cross__cxt_second_bs_V230320__di_1__daily_weekly::二卖,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.1616383442705857
cross__cxt_second_bs_V230320__di_1__all::二卖,False,raw__weekly__cxt_bi_status_V230101,0.11448975788619721
cross__cxt_second_bs_V230320__di_1__30m_daily_divergence,False,raw__daily__cxt_seven_bi_V230620__di_1,0.05742480975053565
cross__cxt_second_bs_V230320__di_1__daily_weekly_divergence,False,target_position,0.09570950592880301
cross__cxt_second_bs_V240524__di_1__30m_daily::二买,False,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.031043422636219616
cross__cxt_second_bs_V240524__di_1__30m_daily_divergence,False,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.11514291556993556
cross__cxt_second_bs_V240524__di_1__daily_weekly_divergence,False,raw__daily__cxt_bi_status_V230101,0.08098469192208228
cross__cxt_seven_bi_V230620__di_1__30m_daily::aAb式底背驰,False,raw__daily__cxt_seven_bi_V230620__di_1,0.10916105039465362
cross__cxt_seven_bi_V230620__di_1__30m_daily_divergence,False,raw__daily__cxt_seven_bi_V230620__di_1,0.14061023913816076
cross__cxt_seven_bi_V230620__di_1__daily_weekly_divergence,False,raw__daily__cxt_seven_bi_V230620__di_1,0.21229155546432554
cross__cxt_third_bs_V230318__di_1__30m_daily::三卖,False,raw__daily__cxt_bi_status_V230101,0.06352286276667181
cross__cxt_third_bs_V230318__di_1__daily_weekly::三卖,False,raw__30m__cxt_bi_status_V230101,0.04736538064478161
cross__cxt_third_bs_V230318__di_1__30m_daily_divergence,False,raw__weekly__cxt_bi_status_V230101,0.0914250561246933
cross__cxt_third_bs_V230318__di_1__daily_weekly_divergence,False,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.1057133392756085
cross__cxt_third_bs_V230319__di_1__30m_daily::三买,False,raw__30m__cxt_third_buy_V230228__di_1,0.106035685734615
cross__cxt_third_bs_V230319__di_1__daily_weekly::三买,False,raw__daily__cxt_five_bi_V230619__di_1,0.09826199153136299
cross__cxt_third_bs_V230319__di_1__30m_daily::三卖,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.088884811561521
cross__cxt_third_bs_V230319__di_1__30m_daily_divergence,False,raw__weekly__cxt_bi_status_V230101,0.10664224183695103
cross__cxt_third_bs_V230319__di_1__daily_weekly_divergence,False,raw__30m__cxt_bi_status_V230101,0.09428754198929348
cross__cxt_third_buy_V230228__di_1__30m_daily_divergence,False,raw__30m__cxt_third_buy_V230228__di_1,0.6370090842389083
cross__cxt_third_buy_V230228__di_1__daily_weekly_divergence,False,raw__weekly__cxt_bi_status_V230101,0.18694435537050202
cross__cxt_three_bi_V230618__di_1__daily_weekly::向上不重合,False,raw__daily__cxt_bi_status_V230101,0.04488132522592272
cross__cxt_three_bi_V230618__di_1__30m_daily::向上奔走型,False,raw__daily__cxt_seven_bi_V230620__di_1,0.11715287438361356
cross__cxt_three_bi_V230618__di_1__30m_daily::向上收敛,False,raw__30m__cxt_bi_status_V230101,0.05803383721296386
cross__cxt_three_bi_V230618__di_1__daily_weekly::向上收敛,False,raw__daily__cxt_five_bi_V230619__di_1,0.15438770938575508
cross__cxt_three_bi_V230618__di_1__30m_daily::向下不重合,False,raw__daily__cxt_five_bi_V230619__di_1,0.1124202534299427
cross__cxt_three_bi_V230618__di_1__30m_daily::向下奔走型,False,raw__weekly__cxt_bi_status_V230101,0.06240818380158033
cross__cxt_three_bi_V230618__di_1__30m_daily::向下扩张,False,raw__weekly__cxt_bi_status_V230101,0.031166473934249553
cross__cxt_three_bi_V230618__di_1__30m_daily::向下收敛,False,raw__daily__cxt_five_bi_V230619__di_1,0.1115549567731025
cross__cxt_three_bi_V230618__di_1__daily_weekly::向下收敛,False,raw__daily__cxt_five_bi_V230619__di_1,0.21400076703504625
cross__cxt_three_bi_V230618__di_1__all::向下收敛,False,raw__daily__cxt_five_bi_V230619__di_1,0.10247855443236376
cross__cxt_three_bi_V230618__di_1__30m_daily::向下盘背,False,raw__daily__pressure_support_V240406__di_1__w_20,0.06733887859804599
cross__cxt_three_bi_V230618__di_1__30m_daily_divergence,False,target_position,0.20495421010848755
cross__cxt_three_bi_V230618__di_1__daily_weekly_divergence,False,target_position,0.14706606459517596
cross__cxt_ubi_end_V230816__di_1__30m_daily::新低,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.23370486629160714
cross__cxt_ubi_end_V230816__di_1__daily_weekly::新低,False,target_position,0.30221687306166567
cross__cxt_ubi_end_V230816__di_1__all::新低,False,target_position,0.16429556919079544
cross__cxt_ubi_end_V230816__di_1__30m_daily::新高,False,raw__30m__cxt_third_buy_V230228__di_1,0.19480490656478366
cross__cxt_ubi_end_V230816__di_1__daily_weekly::新高,False,raw__daily__cxt_bi_status_V230101,0.22405419206826768
cross__cxt_ubi_end_V230816__di_1__all::新高,False,raw__30m__cxt_third_buy_V230228__di_1,0.1754074961575068
cross__cxt_ubi_end_V230816__di_1__30m_daily_divergence,False,raw__30m__cxt_third_buy_V230228__di_1,0.09143544807868265
cross__cxt_ubi_end_V230816__di_1__daily_weekly_divergence,False,raw__daily__cxt_seven_bi_V230620__di_1,0.09576795981125434
cross__zdy_bi_end_V230406__di_1__30m_daily::看多,False,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.07619369864626369
cross__zdy_bi_end_V230406__di_1__daily_weekly::看多,False,raw__daily__cxt_five_bi_V230619__di_1,0.13774150229936366
cross__zdy_bi_end_V230406__di_1__daily_weekly::看空,False,raw__daily__cxt_bi_status_V230101,0.09547667127731195
cross__zdy_bi_end_V230406__di_1__30m_daily_divergence,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.10018912952494113
cross__zdy_bi_end_V230406__di_1__daily_weekly_divergence,False,target_position,0.14309044868401719
cross__zdy_bi_end_V230407__di_1__30m_daily::看多,False,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0538120251293047
cross__zdy_bi_end_V230407__di_1__daily_weekly::看空,False,raw__daily__cxt_bi_status_V230101,0.08413452189913849
cross__zdy_bi_end_V230407__di_1__30m_daily_divergence,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.09361225954898458
cross__zdy_bi_end_V230407__di_1__daily_weekly_divergence,False,target_position,0.14973175460927457
cross__zdy_zs_V230423__di_1__30m_daily::下跌,False,raw__daily__cxt_seven_bi_V230620__di_1,0.052582569200086915
cross__zdy_zs_V230423__di_1__daily_weekly::下跌,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.03134659136445517
cross__zdy_zs_V230423__di_1__30m_daily_divergence,False,raw__30m__cxt_third_buy_V230228__di_1,0.07727181968948356
cross__zdy_zs_V230423__di_1__daily_weekly_divergence,False,raw__weekly__cxt_bi_status_V230101,0.173024395617694
cross__zdy_zs_space_V230421__di_1__30m_daily_divergence,False,raw__30m__cxt_third_buy_V230228__di_1,0.08232676065062003
cross__zdy_zs_space_V230421__di_1__daily_weekly_divergence,False,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.12279462499766516
