trial_id,behavior_id,source_metrics_reproduced,max_drawdown,calmar,win_loss_ratio,return,sharpe,closed_trades
EX05-A,BOTH-FILTER-H5,True,-0.036795745436869365,1.578011112780779,2.4751861627413665,0.36156292151326164,1.0783413444005823,23.0
EX05-B,TREND-CROSS-H5,True,-0.0900961710278183,0.4781623041686098,2.3327631089234333,0.2594088436355304,0.5678617206792916,24.0
EX06-A00,CORE-H5,True,-0.0363661389838702,1.5177090960302675,2.11364814844673,0.3414832610103573,1.000697147096774,25.0
EX06-A10,TOP-FILTER-H5,True,-0.0363661389838702,1.504156356055197,2.0669023138851244,0.33806052773681516,0.9930816136387196,25.0
EX06-A01,PRESSURE-FILTER-H5,True,-0.036795745436869365,1.5914483374239203,2.547867555571352,0.36504577346119826,1.0860618814026946,23.0
EX06-A11,BOTH-FILTER-H5,True,-0.036795745436869365,1.578011112780779,2.4751861627413665,0.36156292151326164,1.0783413444005823,23.0
EX07-H3,CORE-H3,True,-0.04748829489267692,0.514387229376635,1.8894727221615049,0.14107377012236433,0.5323605360012303,25.0
EX07-H4,CORE-H4,True,-0.048985366338316294,0.8243516051227302,2.129610013069369,0.24168905822441578,0.807812234099695,25.0
EX07-H5,CORE-H5,True,-0.0363661389838702,1.5177090960302675,2.11364814844673,0.3414832610103573,1.000697147096774,25.0
EX07-H6,CORE-H6,True,-0.06653912500737247,0.7800723084824058,2.4080829947215365,0.3187847973555673,0.9236494662678367,24.0
EX07-H7,CORE-H7,True,-0.10543665555822002,0.36923018128567253,1.3482536654693622,0.23225030426118254,0.6671429380451861,23.0
