mechanism_id,episodes,signal_to_entry_gap_mean,entry_day_session_mean,post_close_overnight_mean,primary_stress_mean,entry_1000_stress_mean,entry_1000_profit_factor,entry_1030_stress_mean,leave_one_year_out_min_mean,checks,evidence
LATE_PATH_SELLING,262,1.1952315951949482e-05,0.0026970273025308795,0.0005031347497878201,0.002036027074364878,0.0014680313063639568,1.2476297085057502,0.001573078986003588,0.0014164409215812548,"{""delayed_1000_mean"": true, ""delayed_1000_profit_factor"": true, ""entry_day_session"": true, ""leave_one_year_out"": true}",STRUCTURE_SUPPORTED
LATE_VOLUME_PRESSURE,266,-0.0007362718917655383,0.0027869781588367496,0.0005253371721864781,0.0021451796762431592,0.0015668070852110042,1.254188523242786,0.0018428765379648435,0.00144431127945201,"{""delayed_1000_mean"": true, ""delayed_1000_profit_factor"": true, ""entry_day_session"": true, ""leave_one_year_out"": true}",STRUCTURE_SUPPORTED
CLOSE_VWAP_DISLOCATION,272,-0.0009450383298175954,0.0023579767991479964,-0.0001340913510947864,0.0010516495402699971,0.0007271486447898027,1.1108737264043782,0.0008715301871755808,0.00028919894026738804,"{""delayed_1000_mean"": true, ""delayed_1000_profit_factor"": true, ""entry_day_session"": true, ""leave_one_year_out"": true}",STRUCTURE_SUPPORTED
