entry_year,trades,stress_mean,total_return
2021,20,-6.948066847676792e-05,-0.0029329340852691788
2022,38,-0.002763905102532534,-0.10295315426394613
2023,44,-0.0026604937549896328,-0.11325096824314584
2024,43,-0.004169183191666114,-0.16878581675225302
2025,39,-0.002856992357902306,-0.10827130700575827
2026,32,0.0008114174672449979,0.01598816391653468
