state_id,signal_id,frequency,name,namespace,s001_reference_function,state_primary,horizon,episode_count,coverage_years,max_year_share,positive_years,negative_years,year_sign_consistency,forward_bias,evidence_quality,behavior_sha256,event_count,raw_return_mean,raw_return_median,net_return_mean,net_return_median,net_win_rate,net_return_std,standardized_effect,mfe_mean,mfe_median,mae_mean,mae_median
STATE-CBB434609ECC736D,SIG-DAILY-0A4EF64DAF2AD9D7,daily,tas_double_ma_V230511,tas,False,看多,10,90,6,0.2222222222222222,1,5,0.8333333333333334,NEGATIVE,OK,275b0b9829da0e53c8c0ba86b9dc5a33a0b8b54db12e7c3bc434dbdeb969b5c5,90,-0.0018451279609083696,-7.113308161388332e-06,-0.0028427840049253658,-0.0010066064482831538,0.5,0.043862677261776443,-0.06481100065915658,0.029221180828341586,0.023299951983047573,-0.03137944490445862,-0.019202295672745062
STATE-CBB434609ECC736D,SIG-DAILY-0A4EF64DAF2AD9D7,daily,tas_double_ma_V230511,tas,False,看多,20,90,6,0.2222222222222222,1,5,0.8333333333333334,NEGATIVE,OK,275b0b9829da0e53c8c0ba86b9dc5a33a0b8b54db12e7c3bc434dbdeb969b5c5,88,-0.0036479837831927793,-0.0016351815996436536,-0.004643837872364884,-0.002633047485101181,0.4772727272727273,0.06455604606978395,-0.07193497983666745,0.0414921220132154,0.027705343962914797,-0.04768559489938537,-0.030128205128205188
STATE-191D444AE4E092C4,SIG-DAILY-0A4EF64DAF2AD9D7,daily,tas_double_ma_V230511,tas,False,看空,1,112,6,0.24107142857142858,3,3,0.5,NEGATIVE,OK,734344a4e0af962007425ee4238253d08fc867e2681aa8213fcd5c10f55527af,112,0.00038217153846581816,-0.0003953589142428049,-0.0006177106919573124,-0.001394464002784146,0.4375,0.010406980208965144,-0.05935542103031795,0.00796164753200731,0.005778515741627355,-0.0069923974208724125,-0.005292189982105566
STATE-191D444AE4E092C4,SIG-DAILY-0A4EF64DAF2AD9D7,daily,tas_double_ma_V230511,tas,False,看空,3,112,6,0.24107142857142858,2,4,0.6666666666666666,NEGATIVE,OK,734344a4e0af962007425ee4238253d08fc867e2681aa8213fcd5c10f55527af,112,0.0008703827996406423,0.0007230605195236439,-0.00012998739806004928,-0.00027716242952119385,0.49107142857142855,0.0209065672781464,-0.006217539031188774,0.014944513175940711,0.010223148082762479,-0.01509084316510397,-0.010861954998043488
STATE-191D444AE4E092C4,SIG-DAILY-0A4EF64DAF2AD9D7,daily,tas_double_ma_V230511,tas,False,看空,5,112,6,0.24107142857142858,2,4,0.6666666666666666,NEGATIVE,OK,734344a4e0af962007425ee4238253d08fc867e2681aa8213fcd5c10f55527af,112,-0.001063726782401698,-0.0006987962257164471,-0.002062163837091836,-0.0016975980285891534,0.45535714285714285,0.028436186742550745,-0.07251900037659052,0.018907147040695165,0.013739008792965635,-0.020542824005019885,-0.014063909910749905
STATE-191D444AE4E092C4,SIG-DAILY-0A4EF64DAF2AD9D7,daily,tas_double_ma_V230511,tas,False,看空,10,112,6,0.24107142857142858,4,2,0.6666666666666666,POSITIVE,OK,734344a4e0af962007425ee4238253d08fc867e2681aa8213fcd5c10f55527af,110,0.0038074163966618398,0.00462676178144894,0.0028041106331470602,0.003622637082017377,0.5454545454545454,0.04371319400743153,0.06414792368341565,0.030722488445583732,0.02166092597224245,-0.030720532504415313,-0.022321836099521264
STATE-191D444AE4E092C4,SIG-DAILY-0A4EF64DAF2AD9D7,daily,tas_double_ma_V230511,tas,False,看空,20,112,6,0.24107142857142858,4,2,0.6666666666666666,POSITIVE,OK,734344a4e0af962007425ee4238253d08fc867e2681aa8213fcd5c10f55527af,110,0.005393824795212601,0.007434931020378843,0.00438893341610705,0.006427999555091102,0.5181818181818182,0.07213733259645472,0.06084135991913222,0.04914144579852187,0.03506791474872217,-0.04972527659815402,-0.03447294459584771
STATE-CCC3BEE02DF0B05D,SIG-DAILY-F6A24DED52F30325,daily,tas_double_ma_V240208,tas,False,其他,1,4,4,0.25,3,1,0.75,POSITIVE,SPARSE,8b6b51fb94c3f298cda093e3a55a409885f8e7f82edf0db8e6036c45f3e10877,4,0.004920360964932119,0.0020883743625792484,0.003915942813043333,0.001086786782007132,0.75,0.00800961747483734,0.4889050975711993,0.008172247929753518,0.0053753955872427595,-0.006216260623926578,-0.004900807862274648
STATE-CCC3BEE02DF0B05D,SIG-DAILY-F6A24DED52F30325,daily,tas_double_ma_V240208,tas,False,其他,3,4,4,0.25,3,1,0.75,POSITIVE,SPARSE,8b6b51fb94c3f298cda093e3a55a409885f8e7f82edf0db8e6036c45f3e10877,4,0.01647691714452587,0.015515019518122286,0.015460948211847653,0.01450001200236195,0.75,0.02641812427217107,0.5852401954265262,0.02246225687372916,0.018560344538298135,-0.007202538496996896,-0.004900807862274648
STATE-CCC3BEE02DF0B05D,SIG-DAILY-F6A24DED52F30325,daily,tas_double_ma_V240208,tas,False,其他,5,4,4,0.25,2,2,0.5,POSITIVE,SPARSE,8b6b51fb94c3f298cda093e3a55a409885f8e7f82edf0db8e6036c45f3e10877,4,0.01848554637331648,0.015814720873742028,0.017467569815222295,0.014799413806401984,0.5,0.031198831423701744,0.5598789768116823,0.034013142308624345,0.03228418379985143,-0.010161372116207879,-0.004900807862274648
STATE-CCC3BEE02DF0B05D,SIG-DAILY-F6A24DED52F30325,daily,tas_double_ma_V240208,tas,False,其他,10,4,4,0.25,3,1,0.75,POSITIVE,SPARSE,8b6b51fb94c3f298cda093e3a55a409885f8e7f82edf0db8e6036c45f3e10877,4,0.04022643753601021,0.0321665221699281,0.03918673095176642,0.031134871473106673,0.75,0.04288536008682146,0.9137554371103062,0.05425008061020514,0.0413952192221948,-0.013331717196076148,-0.010038850940027821
STATE-CCC3BEE02DF0B05D,SIG-DAILY-F6A24DED52F30325,daily,tas_double_ma_V240208,tas,False,其他,20,4,4,0.25,2,2,0.5,POSITIVE,SPARSE,8b6b51fb94c3f298cda093e3a55a409885f8e7f82edf0db8e6036c45f3e10877,4,0.049227441394919774,0.03839952140810715,0.04817873830506983,0.03736164082698956,0.5,0.06719462674550156,0.7170028414257874,0.07194946405330921,0.060213339113202924,-0.014642532950252501,-0.012660482448380528
STATE-52772E09FC83D523,SIG-DAILY-F6A24DED52F30325,daily,tas_double_ma_V240208,tas,False,多头,1,6,5,0.3333333333333333,1,4,0.8,NEGATIVE,SPARSE,714e0348f05ded581b879dd00acfb45b7d6790ba35d1e5815a0688d41a40d830,6,-0.0065787746551129,-0.0024570755568687486,-0.007571699418076172,-0.0034541199591106575,0.16666666666666666,0.01162685393241173,-0.6512251260823737,0.0069208503416637495,0.0033547571997452064,-0.01320336842534601,-0.006894772875253696
