mechanism,terminal_equity,cagr,max_drawdown,calmar,static_terminal_equity,incremental_terminal_return_vs_static,static_cagr,static_max_drawdown,static_calmar
MARGIN_DELEVERAGING_REVERSAL,1.125972586515251,0.02125079267638852,-0.2482910260763863,0.08558824300742447,1.1634031235639033,-0.032173316617880254,0.028487858510807262,-0.21572066041489413,0.13205901769453493
