rank,candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,continuous_quality_pass,annual_double_wins,pass,maximin_improvement,drawdown_relative_improvement,calmar_relative_improvement,win_loss_relative_improvement,weight_shift,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,start,end
320,263,1.0,0.5,1.0,1.25,False,0,False,,,,,0.3987855471835303,0.6025095396981446,0.10301725882507462,-0.29234565332988716,0.35238170176872247,4.298629270700779,71,20,51,True,0.6279918637926345,0.5594059405940595,143,2021-01-04,2025-12-31
321,335,1.0,1.25,1.0,0.5,False,0,False,,,,,0.3987855471835303,0.8352185875237046,0.1345566248723431,-0.2921914674507562,0.4605083989833491,4.158043278405242,66,20,46,True,0.7650633325832825,0.5313531353135313,133,2021-01-04,2025-12-31
322,244,0.75,1.5,1.25,1.5,False,0,False,,,,,0.403645456562336,0.28053785318539437,0.05275937413329612,-0.4636871537153836,0.11378226399103655,3.51796226744092,72,20,52,True,0.39204841483552316,0.6287128712871287,145,2021-01-04,2025-12-31
323,484,1.25,1.5,0.75,1.5,False,0,False,,,,,0.403645456562336,0.21559303986258338,0.04142795368778307,-0.4863634992640148,0.08517899421003745,3.8919447969586924,63,16,47,True,0.3395780953774003,0.6526402640264026,127,2021-01-04,2025-12-31
324,185,0.75,1.0,1.0,0.5,False,0,False,,,,,0.40412276216614473,0.755246637764488,0.12409491089903657,-0.3309074286205427,0.3750139772212197,3.5314016230933802,67,22,45,True,0.7175903317933927,0.5346534653465347,135,2021-01-04,2025-12-31
325,257,1.0,0.5,0.75,1.0,False,0,False,,,,,0.40412276216614473,0.6560362956593553,0.110578283571378,-0.2799643504072351,0.3949727292440314,4.283025865625549,69,20,49,True,0.6615868058011655,0.5627062706270627,139,2021-01-04,2025-12-31
326,39,0.5,0.75,1.0,1.5,False,0,False,,,,,0.4057012506524732,0.46086289436708805,0.08199618360305783,-0.4363982493160248,0.18789301682940296,3.601069709187276,75,22,53,True,0.5243740460293514,0.6196369636963697,151,2021-01-04,2025-12-31
327,351,1.0,1.5,0.5,0.75,False,0,False,,,,,0.4057012506524732,0.41497329723986587,0.07483968831017451,-0.4592616047428899,0.16295655360101852,3.395895783916624,66,20,46,True,0.49154746705814817,0.6221122112211221,133,2021-01-04,2025-12-31
328,149,0.75,0.5,1.5,1.5,False,0,False,,,,,0.406464329998448,0.6970421729753129,0.1162407540842123,-0.2550977484925524,0.4556714230960998,4.555999735014936,64,18,46,True,0.6900853738565401,0.5297029702970297,129,2021-01-04,2025-12-31
329,605,1.5,1.5,0.75,0.5,False,0,False,,,,,0.406464329998448,0.8659000492166495,0.13847454764112999,-0.2508393193385102,0.5520448229819073,4.18678524949474,65,20,45,True,0.7852206107099523,0.5346534653465347,131,2021-01-04,2025-12-31
330,98,0.5,1.25,1.5,1.25,False,0,False,,,,,0.40706275653511714,0.5152787782267023,0.09025516319367055,-0.3921976582619392,0.23012672639006768,3.2636234263631465,66,21,45,True,0.5612715804783625,0.5891089108910891,133,2021-01-04,2025-12-31
331,578,1.5,1.25,0.5,1.25,False,0,False,,,,,0.40706275653511714,0.1896070148589588,0.03675934555039584,-0.44197204643603183,0.08317120018520481,2.9959001987351477,56,17,39,True,0.3183770372557117,0.6567656765676567,113,2021-01-04,2025-12-31
332,74,0.5,1.0,1.5,1.5,False,0,False,,,,,0.4086108201368083,0.4116973855074857,0.07432181427596762,-0.4403424437448904,0.16878185451281524,3.8097036653512384,69,19,50,True,0.4919734172001018,0.5825082508250825,139,2021-01-04,2025-12-31
333,602,1.5,1.5,0.5,1.0,False,0,False,,,,,0.4086108201368083,0.4352291312436114,0.07802091964418723,-0.40668471325293976,0.19184620690589296,3.893509570441621,64,18,46,True,0.5074384753741327,0.6254125412541254,129,2021-01-04,2025-12-31
334,86,0.5,1.25,1.0,0.75,False,0,False,,,,,0.41115545094988243,0.5467960306363395,0.09493180114230393,-0.39577788980581363,0.23986130500842714,3.1137016437033065,63,21,42,True,0.5826919251527218,0.5792079207920792,127,2021-01-04,2025-12-31
335,278,1.0,0.75,0.5,1.25,False,0,False,,,,,0.41115545094988243,0.3320246388992192,0.06142347222124234,-0.37828375975078654,0.16237406612884503,3.0044587858618996,52,17,35,True,0.4319121383789118,0.6443894389438944,105,2021-01-04,2025-12-31
336,81,0.5,1.25,0.75,0.75,False,0,False,,,,,0.41225137678636853,0.5510069024667352,0.09555089463565136,-0.4375629000738306,0.2183706493844175,3.592280405041809,65,20,45,True,0.5842054495942874,0.5998349834983498,131,2021-01-04,2025-12-31
337,153,0.75,0.75,0.5,1.25,False,0,False,,,,,0.41225137678636853,0.3665573550186578,0.06708705857750896,-0.40276382684472734,0.166566742358847,3.116321493925003,52,17,35,True,0.45688706975437376,0.6493399339933993,105,2021-01-04,2025-12-31
338,133,0.75,0.5,0.75,1.25,False,0,False,,,,,0.41456142696529763,0.378457021962725,0.06901241962213844,-0.34624626052953245,0.19931599987995294,3.6214676529619876,66,19,47,True,0.46985510959445476,0.5891089108910891,133,2021-01-04,2025-12-31
339,205,0.75,1.25,0.75,0.5,False,0,False,,,,,0.41456142696529763,0.5685031701784107,0.09810907175703232,-0.35025677804556554,0.28010613329021466,3.2409584094521504,68,22,46,True,0.601263973678526,0.5528052805280528,137,2021-01-04,2025-12-31
340,549,1.5,0.75,1.5,1.5,False,0,False,,,,,0.41514156632423654,0.6388280646806419,0.10816888747833864,-0.30097816299801416,0.35939114785231885,4.301833251162512,67,19,48,True,0.6514929781870225,0.5420792079207921,135,2021-01-04,2025-12-31
341,621,1.5,1.5,1.5,0.75,False,0,False,,,,,0.41514156632423654,0.8542497048366755,0.13699288870519744,-0.2600271390069997,0.5268407337339881,4.250497825395509,66,20,46,True,0.779948614301233,0.5288778877887789,133,2021-01-04,2025-12-31
342,26,0.5,0.75,0.5,0.75,False,0,False,,,,,0.41529228185052763,0.5389499342546216,0.0937746773890169,-0.4371667390439282,0.2145055170347579,3.0502715251920365,68,23,45,True,0.5782319194606383,0.6023102310231023,137,2021-01-04,2025-12-31
343,58,0.5,1.0,0.75,1.25,False,0,False,,,,,0.41670791710365795,0.12466678647822582,0.024728755641775013,-0.5232621423453161,0.0472588281103963,3.3129079562031016,70,19,51,True,0.26254058083831616,0.641914191419142,141,2021-01-04,2025-12-31
344,202,0.75,1.25,0.5,1.0,False,0,False,,,,,0.41670791710365795,0.17066418825730745,0.03330493818482583,-0.5156307764074157,0.06459067167571583,3.161239859722414,66,19,47,True,0.30241156192423657,0.6460396039603961,133,2021-01-04,2025-12-31
345,273,1.0,0.5,1.5,1.25,False,0,False,,,,,0.41732960582554873,0.685129799770579,0.1146070545431761,-0.22684876248650643,0.5052134879950833,3.847875538595879,67,21,46,True,0.6840287322403276,0.5173267326732673,135,2021-01-04,2025-12-31
346,585,1.5,1.25,1.0,0.5,False,0,False,,,,,0.41732960582554873,0.6570010415458858,0.11071277357523601,-0.275504854013198,0.40185416685955133,3.8066158740206295,69,21,48,True,0.6643719762916066,0.5206270627062707,139,2021-01-04,2025-12-31
347,261,1.0,0.5,1.0,0.75,False,0,False,,,,,0.421422300240314,0.7201798922060616,0.11938814967123923,-0.22528090388597422,0.5299523732897816,3.7137574413201424,64,21,43,True,0.7068125976912881,0.5074257425742574,129,2021-01-04,2025-12-31
348,285,1.0,0.75,1.0,0.5,False,0,False,,,,,0.421422300240314,0.8668659821825229,0.1385970630850073,-0.21895521614682112,0.6329927440142399,3.96491062088787,64,21,43,True,0.7952288915325832,0.5057755775577558,129,2021-01-04,2025-12-31
349,141,0.75,0.5,1.25,0.75,False,0,False,,,,,0.42179133238739774,0.8407383324882203,0.1352652860084218,-0.1907920518446088,0.7089670911374707,3.9487100817891783,64,21,43,True,0.7821321765886883,0.4900990099009901,129,2021-01-04,2025-12-31
350,405,1.25,0.75,0.75,0.5,False,0,False,,,,,0.42179133238739774,0.8740942056627152,0.13951227462459292,-0.22528090388597422,0.6192814047621497,3.8183651161810706,65,22,43,True,0.7975596876534143,0.504950495049505,131,2021-01-04,2025-12-31
351,94,0.5,1.25,1.25,1.5,False,0,False,,,,,0.422473854265974,0.2235993355911119,0.042850415802694775,-0.5244339664007205,0.08170793378770728,3.778501790946583,69,18,51,True,0.3460677699426981,0.6452145214521452,139,2021-01-04,2025-12-31
352,478,1.25,1.5,0.5,1.25,False,0,False,,,,,0.422473854265974,0.16300942664839368,0.031896449464162924,-0.5179996623774124,0.061576197400922836,3.0270597240235184,53,16,37,True,0.2961006175323427,0.6864686468646864,107,2021-01-04,2025-12-31
353,160,0.75,0.75,1.0,0.5,False,0,False,,,,,0.4225182260768001,0.9034747881564729,0.14320380285518564,-0.24970884211682054,0.5734831079317209,4.111811962045704,65,21,44,True,0.8129269925230528,0.5132013201320133,131,2021-01-04,2025-12-31
354,256,1.0,0.5,0.75,0.75,False,0,False,,,,,0.4225182260768001,0.7248627701730617,0.12002107120961214,-0.2646746676579017,0.45346640942888505,4.261822548701317,66,20,46,True,0.7076968266493928,0.528052805280528,133,2021-01-04,2025-12-31
355,221,0.75,1.25,1.5,0.75,False,0,False,,,,,0.42323866329108617,0.5587097184330518,0.09667994615895115,-0.36577284944190236,0.26431690134045155,3.292687158641561,69,22,47,True,0.5955928287360346,0.5470297029702971,139,2021-01-04,2025-12-31
356,533,1.5,0.75,0.75,1.25,False,0,False,,,,,0.42323866329108617,0.3311714284554039,0.061282075052976115,-0.37501564739361626,0.16341204821422953,3.4586005428792075,69,20,49,True,0.43330460039929514,0.6014851485148515,139,2021-01-04,2025-12-31
357,18,0.5,0.5,1.25,1.25,False,0,False,,,,,0.4234281546882858,0.9696009251885924,0.15134997732359823,-0.27397911819609433,0.5524142800374768,4.4524681853270245,65,20,45,True,0.8377109362374674,0.5338283828382838,131,2021-01-04,2025-12-31
358,450,1.25,1.25,0.5,0.5,False,0,False,,,,,0.4234281546882858,0.8494927665773753,0.13638579369170567,-0.27699413491197644,0.4923779116660594,4.7616295672599405,63,18,45,True,0.7751144308549779,0.5503300330033003,127,2021-01-04,2025-12-31
359,66,0.5,1.0,1.25,0.75,False,0,False,,,,,0.42393782252575807,0.5382503037440831,0.09367127079307691,-0.36339457882339243,0.2577673863390257,3.3299505753463112,70,22,48,True,0.582744912805679,0.5429042904290429,141,2021-01-04,2025-12-31
360,402,1.25,0.75,0.5,1.0,False,0,False,,,,,0.42393782252575807,0.4326584431342648,0.07761916440467265,-0.34319612954030154,0.22616561704422666,3.443817687267935,65,20,45,True,0.5085874935949067,0.5981848184818482,131,2021-01-04,2025-12-31
361,393,1.25,0.5,1.25,1.25,False,0,False,,,,,0.4240027054650772,0.6063429085500611,0.10356534540811202,-0.31438312273690416,0.3294239986755972,3.8291571932589155,69,21,48,True,0.6335172823931177,0.5305280528052805,139,2021-01-04,2025-12-31
362,465,1.25,1.25,1.25,0.5,False,0,False,,,,,0.4240027054650772,0.908926957946238,0.14388386989932034,-0.23438439985749904,0.6138798912675025,3.916404264874882,68,22,46,True,0.8114908793348162,0.518976897689769,137,2021-01-04,2025-12-31
363,249,0.75,1.5,1.5,1.5,False,0,False,,,,,0.4249678410921847,0.4582375884300187,0.08159160451565706,-0.410926226362444,0.1985553592865398,3.3179937006061704,68,21,47,True,0.5237347441522207,0.5965346534653465,137,2021-01-04,2025-12-31
364,609,1.5,1.5,0.75,1.5,False,0,False,,,,,0.4249678410921847,0.3866620957944489,0.07033234253239873,-0.3875557925420924,0.18147669028778596,3.9946471058007553,63,17,46,True,0.47128575388107163,0.6361386138613861,127,2021-01-04,2025-12-31
365,147,0.75,0.5,1.5,1.0,False,0,False,,,,,0.425569392435465,0.8077839377889422,0.1310091249530121,-0.20527915066069014,0.638199858735579,3.9006785581622676,64,21,43,True,0.7627779931022955,0.49174917491749176,129,2021-01-04,2025-12-31
366,555,1.5,1.0,0.75,0.5,False,0,False,,,,,0.425569392435465,0.7484303251899458,0.12318587460388053,-0.275391946898375,0.44731109965731325,3.6780852819331034,67,22,45,True,0.7249916375098405,0.5074257425742574,135,2021-01-04,2025-12-31
367,17,0.5,0.5,1.25,1.0,False,0,False,,,,,0.4274750839995742,0.9273486116018124,0.14617034088514358,-0.27426979614449853,0.5329436304686427,3.827898961959668,66,22,44,True,0.8191155951301956,0.509075907590759,133,2021-01-04,2025-12-31
368,425,1.25,1.0,0.5,0.5,False,0,False,,,,,0.4274750839995742,0.8383571637604319,0.13495978263967023,-0.27513279298876414,0.49052597901400186,4.471111881513861,63,19,44,True,0.775899817791736,0.5305280528052805,127,2021-01-04,2025-12-31
369,72,0.5,1.0,1.5,1.0,False,0,False,,,,,0.4277158825738253,0.5200682764628966,0.09097078008569337,-0.37091921711341,0.24525766228466586,3.243224928497888,69,22,47,True,0.57055431992289,0.5420792079207921,139,2021-01-04,2025-12-31
370,552,1.5,1.0,0.5,1.0,False,0,False,,,,,0.4277158825738253,0.3365942117779446,0.06217953997951953,-0.38723688417371716,0.16057235898950512,3.3589735888079844,67,20,47,True,0.43789773669000454,0.6006600660066007,135,2021-01-04,2025-12-31
371,392,1.25,0.5,1.25,1.0,False,0,False,,,,,0.42804963477636554,0.5718832860793528,0.0986006801127004,-0.2961388760159933,0.3329541917602718,3.3278239735574924,70,23,47,True,0.6132288878974229,0.5057755775577558,141,2021-01-04,2025-12-31
372,440,1.25,1.0,1.25,0.5,False,0,False,,,,,0.42804963477636554,0.9640818415904719,0.15067843017184268,-0.23238345950156936,0.6484042818496086,3.569193408184452,67,24,43,True,0.8504804852640622,0.4966996699669967,135,2021-01-04,2025-12-31
373,118,0.5,1.5,1.25,1.25,False,0,False,,,,,0.4284798940407923,0.5000832395982953,0.08797281758065423,-0.45210702363855015,0.19458405417516053,3.786940399292152,70,20,50,True,0.5479083712763914,0.6287128712871287,141,2021-01-04,2025-12-31
374,454,1.25,1.25,0.5,1.5,False,0,False,,,,,0.4284798940407923,0.3709147906365373,0.06779362525195509,-0.43774409216083454,0.15487045163146732,3.0970035448971296,53,17,36,True,0.45686589752309714,0.6707920792079208,107,2021-01-04,2025-12-31
375,421,1.25,0.75,1.5,0.75,False,0,False,,,,,0.4304685687131863,0.8623926984433683,0.13802926514686598,-0.2073914424169282,0.6655494727182601,3.8758823372447786,66,22,44,True,0.7922678307620629,0.4991749174917492,133,2021-01-04,2025-12-31
376,541,1.5,0.75,1.25,0.75,False,0,False,,,,,0.4304685687131863,0.7775949749829958,0.12705584739277387,-0.2395427180418186,0.5304099762723443,3.750044217123385,67,22,45,True,0.7423434408662049,0.5024752475247525,135,2021-01-04,2025-12-31
377,117,0.5,1.5,1.25,1.0,False,0,False,,,,,0.43252682335208065,0.5233657278321207,0.09146242726889708,-0.4162753971262343,0.21971614921350102,3.3588323786181973,71,22,49,True,0.5650641698986373,0.6014851485148515,143,2021-01-04,2025-12-31
378,429,1.25,1.0,0.5,1.5,False,0,False,,,,,0.43252682335208065,0.3542726184884417,0.06508541144160107,-0.40156457225145037,0.16207956562673587,2.874157178235601,54,18,36,True,0.44667449828797057,0.6534653465346535,109,2021-01-04,2025-12-31
379,269,1.0,0.5,1.25,1.5,False,0,False,,,,,0.4327407035564056,0.5031233018178081,0.08843089068291499,-0.31319894572343476,0.2823473446842393,4.056501294681364,71,20,51,True,0.5601676228751011,0.5684818481848185,143,2021-01-04,2025-12-31
380,485,1.25,1.5,1.0,0.5,False,0,False,,,,,0.4327407035564056,0.7234521972321024,0.11983056645550572,-0.3342309377490107,0.3585262551173284,3.9928446008524583,67,20,47,True,0.6988982593740093,0.5437293729372937,135,2021-01-04,2025-12-31
381,209,0.75,1.25,0.75,1.5,False,0,False,,,,,0.43306493805903434,0.13104982432581713,0.025935280924511472,-0.5000143568075162,0.051869072500443085,3.2537702543123896,65,18,47,True,0.2685576813589052,0.6567656765676567,131,2021-01-04,2025-12-31
382,233,0.75,1.5,0.75,1.25,False,0,False,,,,,0.43306493805903434,0.16174429402359403,0.031662956369248985,-0.4982042756222238,0.06355416426264923,3.093075813756383,69,20,49,True,0.2948424189056815,0.655940594059406,139,2021-01-04,2025-12-31
383,547,1.5,0.75,1.5,1.0,False,0,False,,,,,0.43424662876125353,0.7457710240242204,0.12283046389513252,-0.2395427180418186,0.5127706026684108,3.704975742473685,67,22,45,True,0.7231297147335861,0.5041254125412541,135,2021-01-04,2025-12-31
384,571,1.5,1.0,1.5,0.75,False,0,False,,,,,0.43424662876125353,0.7375134406433141,0.12172411299377872,-0.25865962687277677,0.4705957186493949,3.7320951963532227,68,22,46,True,0.719510863252058,0.5016501650165016,137,2021-01-04,2025-12-31
385,13,0.5,0.5,1.0,1.25,False,0,False,,,,,0.43779351454997284,0.8463338600678179,0.13598196067543267,-0.3074079198872459,0.44235021897064153,4.410936450307056,71,21,50,True,0.7689470200380534,0.5594059405940595,143,2021-01-04,2025-12-31
386,325,1.0,1.25,0.5,0.5,False,0,False,,,,,0.43779351454997284,0.8196340249622021,0.13254662288382946,-0.32056385724096303,0.41347962313853787,4.721967845557322,64,18,46,True,0.7543245608925465,0.5536303630363036,129,2021-01-04,2025-12-31
387,340,1.0,1.25,1.25,0.5,False,0,False,,,,,0.4383680653267642,0.8910356955261414,0.14164643898830986,-0.25475430751091654,0.5560119488155864,3.6808618702482483,69,23,46,True,0.7973414560645666,0.5214521452145214,139,2021-01-04,2025-12-31
388,388,1.25,0.5,1.0,1.25,False,0,False,,,,,0.4383680653267642,0.5058102710079773,0.08883514960787875,-0.3560056109489258,0.24953300418802513,3.7881728934695063,75,22,53,True,0.5646042085842237,0.5561056105610561,151,2021-01-04,2025-12-31
389,241,0.75,1.5,1.25,0.75,False,0,False,,,,,0.44029484348113446,0.5806964524441871,0.09987855183264305,-0.3334197537372321,0.2995579917300199,2.9808473272259746,70,24,46,True,0.6090925274170361,0.5585808580858086,141,2021-01-04,2025-12-31
390,409,1.25,0.75,0.75,1.5,False,0,False,,,,,0.44029484348113446,0.3841783977676023,0.06993345266041318,-0.32202029025005785,0.2171709509550093,3.4988290948849934,64,19,45,True,0.47185352064295993,0.6089108910891089,129,2021-01-04,2025-12-31
391,139,0.75,0.5,1.0,1.5,False,0,False,,,,,0.4416103250118156,0.4628580339158357,0.08230326442557057,-0.32002549894544907,0.25717720836863633,4.312295570954133,72,19,53,True,0.5316948895952389,0.5833333333333334,145,2021-01-04,2025-12-31
392,355,1.0,1.5,0.75,0.5,False,0,False,,,,,0.4416103250118156,0.7517539994434603,0.12362947606261954,-0.3013001320936559,0.41032001945551966,3.5171881947565455,67,22,45,True,0.7121593172326772,0.551980198019802,135,2021-01-04,2025-12-31
393,113,0.5,1.5,1.0,1.25,False,0,False,,,,,0.4428452539024793,0.3872551918248679,0.07042751194510832,-0.4923021523436236,0.14305749347191637,3.8757082775563965,74,20,54,True,0.46983665608845887,0.6518151815181518,149,2021-01-04,2025-12-31
394,329,1.0,1.25,0.5,1.5,False,0,False,,,,,0.4428452539024793,0.3422284990171358,0.06310895874583089,-0.47419412476450706,0.13308675803853934,3.104515864417458,54,17,37,True,0.43519795262911876,0.6749174917491749,109,2021-01-04,2025-12-31
395,7,0.5,0.5,0.75,1.0,False,0,False,,,,,0.44313072953258725,0.9080047952495158,0.1437689537141189,-0.30740791988724525,0.46768135891506046,4.3834266137604825,69,21,48,True,0.8019957691096584,0.5627062706270627,139,2021-01-04,2025-12-31
396,175,0.75,1.0,0.5,0.5,False,0,False,,,,,0.44313072953258725,0.740341192046426,0.1221034430809893,-0.35772789541053485,0.3413305046867012,3.965379328645871,65,20,45,True,0.7071060775242762,0.556930693069307,131,2021-01-04,2025-12-31
397,190,0.75,1.0,1.25,0.5,False,0,False,,,,,0.4437052803093786,0.8086314453383949,0.13111935004316,-0.295518019680989,0.44369324816369243,3.1630544632319406,70,25,45,True,0.7495989032926976,0.5247524752475248,141,2021-01-04,2025-12-31
398,382,1.25,0.5,0.75,1.0,False,0,False,,,,,0.4437052803093786,0.5561070941490829,0.09629895803423083,-0.344738119059914,0.2793394542409001,3.7710832834402566,73,22,51,True,0.5984081178142178,0.5594059405940595,147,2021-01-04,2025-12-31
399,64,0.5,1.0,1.0,1.5,False,0,False,,,,,0.44375681515017584,0.16509879823273033,0.03228162412767466,-0.5159524626831911,0.06256705115776617,3.7919068156219145,76,19,57,True,0.29766167757350065,0.6353135313531353,153,2021-01-04,2025-12-31
400,352,1.0,1.5,0.5,1.0,False,0,False,,,,,0.44375681515017584,0.28001619291303603,0.05267018900113629,-0.4900579119973554,0.10747747911357164,3.2554718952848964,64,19,45,True,0.3906556451247765,0.6452145214521452,129,2021-01-04,2025-12-31
401,99,0.5,1.25,1.5,1.5,False,0,False,,,,,0.4437962387958227,0.43429158317259775,0.07787446275728671,-0.4623190298014649,0.1684431263639063,3.60090003376491,65,19,46,True,0.5046467598072918,0.6105610561056105,131,2021-01-04,2025-12-31
402,603,1.5,1.5,0.5,1.25,False,0,False,,,,,0.4437962387958227,0.31003093970374196,0.057755454057700106,-0.4324895360931418,0.13354185301089408,3.328393914815094,53,16,37,True,0.4134618149218549,0.6683168316831684,107,2021-01-04,2025-12-31
403,247,0.75,1.5,1.5,1.0,False,0,False,,,,,0.4440729035292017,0.5518433605968258,0.09567371438775507,-0.34558711265001874,0.2768439877694319,2.8898526581331865,69,24,45,True,0.5902864479741665,0.5585808580858086,139,2021-01-04,2025-12-31
404,559,1.5,1.0,0.75,1.5,False,0,False,,,,,0.4440729035292017,0.29136490514568436,0.05460394552594172,-0.3674809511664344,0.14858986663831522,3.423022472741371,66,19,47,True,0.4017804785317756,0.6113861386138614,133,2021-01-04,2025-12-31
405,107,0.5,1.5,0.75,1.0,False,0,False,,,,,0.4481824688850937,0.43359205801458267,0.07776513866145018,-0.48341933988781005,0.16086476531844504,3.8257851500290307,72,20,52,True,0.5020281556739644,0.6551155115511551,145,2021-01-04,2025-12-31
406,179,0.75,1.0,0.5,1.5,False,0,False,,,,,0.4481824688850937,0.26044677737359057,0.04930353559193179,-0.5119733316440225,0.09630098394697788,2.4446789218791607,53,19,34,True,0.3739099781953588,0.6815181518151815,107,2021-01-04,2025-12-31
407,371,1.0,1.5,1.5,0.75,False,0,False,,,,,0.4502875613376041,0.7408163624724537,0.12216713713081373,-0.3179853035101975,0.3841911427422178,3.5726310102808796,68,22,46,True,0.7067731709882002,0.5462046204620462,137,2021-01-04,2025-12-31
408,539,1.5,0.75,1.0,1.5,False,0,False,,,,,0.4502875613376041,0.4126772090888353,0.07447680983181049,-0.3499487686683812,0.21282203710905545,4.088267552560451,75,20,55,True,0.49462442297218845,0.5957095709570958,151,2021-01-04,2025-12-31
409,30,0.5,0.75,0.75,0.5,False,0,False,,,,,0.45120135620987,0.8850218182836946,0.14089059517382374,-0.28138318644062466,0.5007072275924823,3.264913169455207,67,24,43,True,0.7922872836548823,0.5313531353135313,135,2021-01-04,2025-12-31
410,126,0.75,0.5,0.5,0.75,False,0,False,,,,,0.45120135620987,0.5257178714095498,0.09181261501877502,-0.32770935667080825,0.28016476536250673,3.6210706609338295,65,20,45,True,0.5767114787180445,0.5651815181518152,131,2021-01-04,2025-12-31
411,83,0.5,1.25,0.75,1.25,False,0,False,,,,,0.4518933357626723,0.12418390161726256,0.024637259996185934,-0.5493912845384121,0.044844650233004116,3.2837431927500678,65,18,47,True,0.26280618984269133,0.6716171617161716,131,2021-01-04,2025-12-31
412,203,0.75,1.25,0.5,1.25,False,0,False,,,,,0.4518933357626723,0.07324225199425771,0.014805244457720468,-0.5346604205544169,0.027690930333627743,2.377818622766531,53,18,35,True,0.21785676811626245,0.6922442244224423,107,2021-01-04,2025-12-31
413,27,0.5,0.75,0.5,1.0,False,0,False,,,,,0.45334784634823033,0.4330284881733648,0.07767703137283055,-0.45364299266515584,0.17122943069499968,2.9804357196565148,66,22,44,True,0.5044402734004649,0.6237623762376238,133,2021-01-04,2025-12-31
414,51,0.5,1.0,0.5,0.75,False,0,False,,,,,0.45334784634823033,0.29422852400729527,0.05508976226808371,-0.4902835901320275,0.11236305553944544,3.3483696828760783,69,20,49,True,0.4033328270011881,0.6171617161716172,139,2021-01-04,2025-12-31
415,274,1.0,0.5,1.5,1.5,False,0,False,,,,,0.4540630880862543,0.6553317838763029,0.11048003218396008,-0.2714243086494884,0.4070380900431127,4.304225572618305,66,19,47,True,0.6626053861682475,0.5363036303630363,133,2021-01-04,2025-12-31
416,610,1.5,1.5,1.0,0.5,False,0,False,,,,,0.4540630880862543,0.8247392663566326,0.1332065625287897,-0.2631935841721136,0.5061162981909172,4.179733703855608,66,20,46,True,0.7625497864433345,0.5321782178217822,133,2021-01-04,2025-12-31
417,23,0.5,0.5,1.5,1.25,False,0,False,,,,,0.45633757319199125,0.9415249212880081,0.1479181282723936,-0.2761677198979212,0.5356097675972702,3.9166141619426664,67,22,45,True,0.8256368724016381,0.5173267326732673,135,2021-01-04,2025-12-31
418,575,1.5,1.25,0.5,0.5,False,0,False,,,,,0.45633757319199125,0.6542381600170224,0.11032744949623785,-0.29975932247984616,0.3680534389506953,4.30180048471718,67,19,48,True,0.6610718896439026,0.5420792079207921,135,2021-01-04,2025-12-31
419,398,1.25,0.5,1.5,1.25,False,0,False,,,,,0.4569121239687826,0.5834450264515285,0.10027592884653358,-0.2768492490355541,0.3622040846990188,3.405075900206578,71,23,48,True,0.6202510878577425,0.514026402640264,143,2021-01-04,2025-12-31
420,590,1.5,1.25,1.25,0.5,False,0,False,,,,,0.4569121239687826,0.707397766341989,0.11765358809982174,-0.23718511158474798,0.49604120306591526,3.387882931230406,72,24,48,True,0.6967581508103206,0.5107260726072608,145,2021-01-04,2025-12-31
421,470,1.25,1.25,1.5,0.5,False,0,False,,,,,0.45743676094259667,0.908926957946238,0.14388386989932034,-0.23438439985749904,0.6138798912675025,3.916404264874882,68,22,46,True,0.811473471143102,0.5181518151815182,137,2021-01-04,2025-12-31
422,518,1.5,0.5,1.25,1.25,False,0,False,,,,,0.45743676094259667,0.586757904965135,0.10075416510474655,-0.3305870477040951,0.3047734804024461,3.5939452448711275,70,22,48,True,0.6210181264680631,0.5297029702970297,141,2021-01-04,2025-12-31
423,91,0.5,1.25,1.25,0.75,False,0,False,,,,,0.45912324118477243,0.6056430653892944,0.10346536074544854,-0.3716540996382365,0.27839154968601304,3.2522243028257005,67,22,45,True,0.6213732264738193,0.570957095709571,135,2021-01-04,2025-12-31
424,403,1.25,0.75,0.5,1.25,False,0,False,,,,,0.45912324118477243,0.30768449836816614,0.05736125132188197,-0.37176223578525536,0.1542955303158229,2.870132152628628,54,18,36,True,0.4131635224295683,0.6410891089108911,109,2021-01-04,2025-12-31
425,46,0.5,0.75,1.5,0.75,False,0,False,,,,,0.45987859253565855,0.8732520810161488,0.139405791891428,-0.2985439807498842,0.46695227799022393,3.3191892466058603,68,24,44,True,0.7870548728524593,0.5255775577557755,137,2021-01-04,2025-12-31
426,526,1.5,0.75,0.5,0.75,False,0,False,,,,,0.45987859253565855,0.4733807481442922,0.08391739550202137,-0.3572944870269368,0.23486899056378321,3.4597259612209323,68,21,47,True,0.5391313051648077,0.5775577557755776,137,2021-01-04,2025-12-31
427,239,0.75,1.5,1.0,1.5,False,0,False,,,,,0.4601138361055523,0.20350925011230125,0.039266934093433736,-0.49051039114854245,0.08005321559343365,3.5498309903422873,75,20,55,True,0.32990365379108477,0.6493399339933993,151,2021-01-04,2025-12-31
428,359,1.0,1.5,0.75,1.5,False,0,False,,,,,0.4601138361055523,0.23670144235272383,0.0451624164023563,-0.47361700446232813,0.0953564081881451,3.3412204512429757,63,18,45,True,0.35621890111918625,0.655940594059406,127,2021-01-04,2025-12-31
