rank,candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,continuous_quality_pass,annual_double_wins,pass,maximin_improvement,drawdown_relative_improvement,calmar_relative_improvement,win_loss_relative_improvement,weight_shift,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,start,end
80,181,0.75,1.0,0.75,0.75,False,0,False,,,,,0.24433304149811982,0.6896398803237909,0.1152266536810791,-0.38408097077055514,0.3000061509163232,3.956788107610806,66,20,46,True,0.6759263503981311,0.5627062706270627,133,2021-01-04,2025-12-31
81,62,0.5,1.0,1.0,1.0,False,0,False,,,,,0.24570170542296652,0.46125476441004043,0.08205652427241117,-0.4112697670971628,0.1995199521997085,3.4929918298145974,70,21,49,True,0.527800803440189,0.5701320132013201,141,2021-01-04,2025-12-31
82,302,1.0,1.0,0.5,1.0,False,0,False,,,,,0.24570170542296652,0.4529676849929749,0.08077772882549672,-0.3525267259964082,0.22913930453692677,3.706461563404095,64,19,45,True,0.523183320008903,0.6056105610561056,129,2021-01-04,2025-12-31
83,344,1.0,1.25,1.25,1.5,False,0,False,,,,,0.2492183039951109,0.532034135106974,0.09275087064094034,-0.3943953309350444,0.23517233437080445,4.5470022698633095,70,18,52,True,0.5736375601854846,0.6006600660066007,141,2021-01-04,2025-12-31
84,488,1.25,1.5,1.0,1.25,False,0,False,,,,,0.2492183039951109,0.535368852311755,0.09324499423848653,-0.4124915983369307,0.22605307505517314,4.614468756071659,71,18,53,True,0.5762875455913893,0.6047854785478548,143,2021-01-04,2025-12-31
85,321,1.0,1.0,1.5,0.75,False,0,False,,,,,0.25223245161039476,0.8771670964488993,0.13990050615264016,-0.2247874441711586,0.6223679737473083,4.138807140664322,66,21,45,True,0.8008656329692148,0.509075907590759,133,2021-01-04,2025-12-31
86,537,1.5,0.75,1.0,1.0,False,0,False,,,,,0.25223245161039476,0.6881160703453832,0.11501745791242679,-0.26932611364243075,0.4270564645845261,3.958372015880724,68,21,47,True,0.6838179511836854,0.5305280528052805,137,2021-01-04,2025-12-31
87,598,1.5,1.25,1.5,1.25,False,0,False,,,,,0.25235126490627247,0.5690493280076532,0.09818856244969854,-0.28048226273774723,0.35007048749284186,3.884579698080639,69,20,49,True,0.6059416784572262,0.5371287128712872,139,2021-01-04,2025-12-31
88,194,0.75,1.0,1.25,1.5,False,0,False,,,,,0.2545555189777253,0.4800001979266437,0.08492811270380995,-0.42176735037034374,0.20136246352221582,3.88959455314609,71,20,51,True,0.5379165971775295,0.6047854785478548,143,2021-01-04,2025-12-31
89,482,1.25,1.5,0.75,1.0,False,0,False,,,,,0.2545555189777253,0.5866529862480938,0.1007390315158494,-0.40221239984854085,0.2504622720577093,4.5727762248325865,69,18,51,True,0.6091073002542404,0.608085808580858,139,2021-01-04,2025-12-31
90,474,1.25,1.25,1.5,1.5,False,0,False,,,,,0.2561753286632726,0.7232286031267419,0.11980035764241803,-0.31213395086779216,0.3838107239194906,4.850464609455876,64,17,47,True,0.6987271532718504,0.5643564356435643,129,2021-01-04,2025-12-31
91,618,1.5,1.5,1.25,1.25,False,0,False,,,,,0.2561753286632726,0.7528707884875989,0.12377838111932826,-0.30030159566267334,0.4121802311645645,4.933571521970207,64,17,47,True,0.7165416969121335,0.5651815181518152,129,2021-01-04,2025-12-31
92,298,1.0,0.75,1.5,1.25,False,0,False,,,,,0.25644395932103775,0.7568931070923901,0.12431406778416454,-0.22684876248650576,0.5480041699216209,4.085298509470002,65,20,45,True,0.7285609712710015,0.5247524752475248,131,2021-01-04,2025-12-31
93,586,1.5,1.25,1.0,0.75,False,0,False,,,,,0.25644395932103775,0.6016849884713065,0.10289923063022122,-0.2786026363506927,0.36934047709690804,3.7438112936397427,66,20,46,True,0.6282331299381442,0.5272277227722773,133,2021-01-04,2025-12-31
94,173,0.75,0.75,1.5,1.25,False,0,False,,,,,0.25753988515752385,0.802440531027097,0.13031322832763292,-0.24970884211682054,0.5218606887243059,4.177320923026847,65,20,45,True,0.7531970333570327,0.5297029702970297,131,2021-01-04,2025-12-31
95,581,1.5,1.25,0.75,0.75,False,0,False,,,,,0.25753988515752385,0.606045285540568,0.10352282904684373,-0.3284909071352855,0.31514671121234095,4.281801413863927,68,19,49,True,0.6295029852102388,0.5478547854785478,137,2021-01-04,2025-12-31
96,449,1.25,1.0,1.5,1.5,False,0,False,,,,,0.26022225797456094,0.7023095297754105,0.11696024067441302,-0.29439728307864454,0.3972870926365464,4.571723309972705,65,18,47,True,0.6916958289674735,0.5470297029702971,131,2021-01-04,2025-12-31
97,617,1.5,1.5,1.25,1.0,False,0,False,,,,,0.26022225797456094,0.715267817609023,0.11872278241673051,-0.2816826398838772,0.42147710084538265,4.183926016301635,65,19,46,True,0.6971397024586357,0.5404290429042904,131,2021-01-04,2025-12-31
98,286,1.0,0.75,1.0,0.75,False,0,False,,,,,0.26053665373580304,0.7934358504533068,0.12913680104247782,-0.21895521614682112,0.5897863650614504,3.9391686693847388,62,20,42,True,0.7515270764728069,0.5148514851485149,125,2021-01-04,2025-12-31
99,161,0.75,0.75,1.0,0.75,False,0,False,,,,,0.26163257957228914,0.8399306443884293,0.1351616949214116,-0.24970884211682054,0.5412771681436067,4.026359239768103,62,20,42,True,0.7761176403254789,0.5198019801980198,125,2021-01-04,2025-12-31
100,281,1.0,0.75,0.75,0.75,False,0,False,,,,,0.26163257957228914,0.7983181544886984,0.12977523463797302,-0.2573917581988022,0.5041934347320408,4.536878023547277,64,19,45,True,0.7521964395170888,0.5354785478547854,129,2021-01-04,2025-12-31
101,237,0.75,1.5,1.0,1.0,False,0,False,,,,,0.26205872637834293,0.5094287526566188,0.08937865424726366,-0.3803254578188767,0.23500571000384796,3.0675174080829977,69,23,46,True,0.5595072385939981,0.5841584158415841,139,2021-01-04,2025-12-31
102,309,1.0,1.0,0.75,1.5,False,0,False,,,,,0.26205872637834293,0.4038003907070786,0.07306948981328754,-0.33165171199042787,0.22031995364883408,3.7797176373226207,63,18,45,True,0.48627714828582863,0.6163366336633663,127,2021-01-04,2025-12-31
103,156,0.75,0.75,0.75,0.75,False,0,False,,,,,0.26272850540877524,0.8449395220729421,0.1358035350967457,-0.28222356317266906,0.48119134196338825,4.673697311462724,64,19,45,True,0.776686059324447,0.5404290429042904,129,2021-01-04,2025-12-31
104,218,0.75,1.25,1.25,1.25,False,0,False,,,,,0.2642724256301222,0.4577375181977701,0.08151447458627481,-0.41760153495144336,0.19519677913959993,3.7501904486291946,67,19,48,True,0.5243479759864235,0.5858085808580858,135,2021-01-04,2025-12-31
105,458,1.25,1.25,0.75,1.25,False,0,False,,,,,0.2642724256301222,0.3997274824717221,0.07242141575377925,-0.4025803832114405,0.17989305682523177,3.9361191254850865,66,18,48,True,0.4823160762101664,0.6237623762376238,133,2021-01-04,2025-12-31
106,498,1.25,1.5,1.5,1.25,False,0,False,,,,,0.2677623626371293,0.6224109888705154,0.10585151300677231,-0.33705689539835193,0.3140464249564493,4.075666621648674,67,19,48,True,0.6351951384891557,0.5618811881188119,135,2021-01-04,2025-12-31
107,594,1.5,1.25,1.25,1.5,False,0,False,,,,,0.2677623626371293,0.39958038066323964,0.07239798123726415,-0.37280393772531906,0.19419854221230567,4.137437465373103,73,19,54,True,0.48465726288213645,0.5882838283828383,147,2021-01-04,2025-12-31
108,217,0.75,1.25,1.25,1.0,False,0,False,,,,,0.26831935494141057,0.43343097644116213,0.07773995831759506,-0.3991845129950905,0.19474692977017163,3.23746515166219,68,21,47,True,0.5088007560908473,0.5602310231023102,137,2021-01-04,2025-12-31
109,433,1.25,1.0,0.75,1.25,False,0,False,,,,,0.26831935494141057,0.3827355396589238,0.06970146461342819,-0.36413818168273515,0.19141487523040746,3.666305423770596,67,19,48,True,0.47233755977837366,0.6064356435643564,135,2021-01-04,2025-12-31
110,349,1.0,1.25,1.5,1.5,False,0,False,,,,,0.2705406885249596,0.6871701707764508,0.11488752513908218,-0.35672706152835665,0.3220600215942676,4.798839675279068,65,17,48,True,0.6738294743187508,0.5684818481848185,131,2021-01-04,2025-12-31
111,613,1.5,1.5,1.0,1.25,False,0,False,,,,,0.2705406885249596,0.6431677339908506,0.1087783852796298,-0.34277894642853757,0.3173426676667491,4.8567906910357745,70,18,52,True,0.6485900281655146,0.5907590759075908,141,2021-01-04,2025-12-31
112,466,1.25,1.25,1.25,0.75,False,0,False,,,,,0.2715023310522223,0.857636334362051,0.13742434939217385,-0.2515624474086464,0.5462832422238967,4.166976977492332,65,20,45,True,0.7823818244705876,0.5272277227722773,131,2021-01-04,2025-12-31
113,294,1.0,0.75,1.25,1.5,False,0,False,,,,,0.2718550570518946,0.5671356404908365,0.09790993805184645,-0.30211039364377335,0.32408662565676155,4.323443418815584,69,19,50,True,0.6037472436572628,0.5759075907590759,139,2021-01-04,2025-12-31
114,486,1.25,1.5,1.0,0.75,False,0,False,,,,,0.2718550570518946,0.6561565526460738,0.1105950513323617,-0.3409619310520512,0.32436187521321336,3.917210683442927,64,19,45,True,0.657197324961885,0.551980198019802,129,2021-01-04,2025-12-31
115,169,0.75,0.75,1.25,1.5,False,0,False,,,,,0.2729509828883807,0.6077636053297175,0.10376821037038386,-0.32958978581940035,0.3148404921360152,4.466772996497671,69,19,50,True,0.6286216720497653,0.5808580858085809,139,2021-01-04,2025-12-31
116,481,1.25,1.5,0.75,0.75,False,0,False,,,,,0.2729509828883807,0.6606651386756106,0.11122300109992467,-0.3865377416908792,0.28774163323195384,4.525137436001942,66,18,48,True,0.6583629064942769,0.5726072607260726,133,2021-01-04,2025-12-31
117,472,1.25,1.25,1.5,1.0,False,0,False,,,,,0.27528039110028957,0.8356791831574104,0.13461582367890546,-0.26040893485373784,0.5169401109624531,4.057290835206878,64,20,44,True,0.7700441347198395,0.5264026402640264,129,2021-01-04,2025-12-31
118,568,1.5,1.0,1.25,1.25,False,0,False,,,,,0.27528039110028957,0.6324062122799043,0.1072646014051708,-0.29625204281937345,0.36207210719748734,4.281960601405307,67,19,48,True,0.6490489107971014,0.5404290429042904,135,2021-01-04,2025-12-31
119,417,1.25,0.75,1.25,1.0,False,0,False,,,,,0.2755492603635107,0.7121955426063185,0.11830585846728758,-0.22528090388597422,0.5251481880025127,3.8164356846992487,66,21,45,True,0.7013685088620997,0.5132013201320133,133,2021-01-04,2025-12-31
120,441,1.25,1.0,1.25,0.75,False,0,False,,,,,0.2755492603635107,0.8464516999738525,0.13599703509267091,-0.23238345950156936,0.5852268288989496,3.9512979603128358,65,21,44,True,0.7833447935577116,0.5074257425742574,131,2021-01-04,2025-12-31
121,199,0.75,1.0,1.5,1.5,False,0,False,,,,,0.275877903507574,0.6136496163041654,0.10460717936812913,-0.3919130319739872,0.26691426626270576,4.028010470176027,66,19,47,True,0.6273090530679721,0.5717821782178217,133,2021-01-04,2025-12-31
122,607,1.5,1.5,0.75,1.0,False,0,False,,,,,0.275877903507574,0.6980525481662725,0.11637890171959597,-0.3312800374064935,0.35130067791194597,4.820439796018116,68,18,50,True,0.6816738842941686,0.594059405940594,137,2021-01-04,2025-12-31
123,213,0.75,1.25,1.0,1.25,False,0,False,,,,,0.27863778549180923,0.36028220931767097,0.0660663894486313,-0.45544907844312843,0.14505768608527542,3.9442291283485917,72,19,53,True,0.4536863305707882,0.6097359735973598,145,2021-01-04,2025-12-31
124,333,1.0,1.25,0.75,1.25,False,0,False,,,,,0.27863778549180923,0.37043828738525564,0.06771644602178006,-0.44131001540633386,0.15344416319088183,3.915309867760917,67,18,49,True,0.45971412406794243,0.6278877887788779,135,2021-01-04,2025-12-31
125,447,1.25,1.0,1.5,1.0,False,0,False,,,,,0.27932732041157793,0.8133950199231708,0.13173813067675066,-0.23238345950156936,0.566899774017096,3.904940699171328,65,21,44,True,0.764071343332472,0.509075907590759,131,2021-01-04,2025-12-31
126,567,1.5,1.0,1.25,1.0,False,0,False,,,,,0.27932732041157793,0.5973874740674154,0.10228329407950354,-0.275391946898375,0.3714098949932188,3.689439433929948,68,21,47,True,0.628930830926731,0.5156765676567657,137,2021-01-04,2025-12-31
127,87,0.5,1.25,1.0,1.0,False,0,False,,,,,0.2808871240819809,0.5332506159893993,0.09293122199209614,-0.41586934158176314,0.2234625462858871,3.3749514576999595,66,21,45,True,0.5722875417722654,0.5965346534653465,133,2021-01-04,2025-12-31
128,303,1.0,1.0,0.5,1.25,False,0,False,,,,,0.2808871240819809,0.32622212042282817,0.06046043862171846,-0.380687020367099,0.15881928037214418,3.1160962880892455,53,17,36,True,0.42737761759776727,0.6485148514851485,107,2021-01-04,2025-12-31
129,494,1.25,1.5,1.25,1.5,False,0,False,,,,,0.2831734603679862,0.39908337727163357,0.07231879011423747,-0.4460625300618508,0.16212702309743388,4.291222926725115,71,18,53,True,0.48131228863658876,0.6155115511551155,143,2021-01-04,2025-12-31
130,183,0.75,1.0,0.75,1.25,False,0,False,,,,,0.2839750004744236,0.3107197216449413,0.057871063413281076,-0.47186943755906463,0.12264210988667235,3.32879599162861,68,20,48,True,0.4148072635478499,0.6311881188118812,137,2021-01-04,2025-12-31
131,207,0.75,1.25,0.75,1.0,False,0,False,,,,,0.2839750004744236,0.405718128451257,0.07337412129718768,-0.4459214751035445,0.1645449376039805,3.897592427484625,70,19,51,True,0.4865747917590337,0.613036303630363,141,2021-01-04,2025-12-31
132,341,1.0,1.25,1.25,0.75,False,0,False,,,,,0.28586769091390934,0.8402257891335785,0.13519955326974076,-0.26756335000139686,0.50529922453518,4.169974847662355,66,20,46,True,0.768511163040467,0.5297029702970297,133,2021-01-04,2025-12-31
133,413,1.25,0.75,1.0,1.25,False,0,False,,,,,0.28586769091390934,0.640224599920149,0.10836516739338231,-0.27337759867687317,0.39639373495802693,4.362444644959157,71,20,51,True,0.6519337183737642,0.5635313531353136,143,2021-01-04,2025-12-31
134,599,1.5,1.25,1.5,1.5,False,0,False,,,,,0.289084747166978,0.5413039538404891,0.09412233235238188,-0.3337926958188544,0.28197840615260505,4.3732956778685965,68,18,50,True,0.585355578612064,0.5561056105610561,137,2021-01-04,2025-12-31
135,623,1.5,1.5,1.5,1.25,False,0,False,,,,,0.289084747166978,0.7278842003593045,0.12042871520803566,-0.2804822627377471,0.42936303362839506,4.280177355445996,66,19,47,True,0.7038852669447169,0.5486798679867987,133,2021-01-04,2025-12-31
136,347,1.0,1.25,1.5,1.0,False,0,False,,,,,0.2896457509619766,0.8184744295400652,0.132396521018187,-0.27622070772763996,0.47931424876636347,4.061791546835434,65,20,45,True,0.7562772729268746,0.5288778877887789,131,2021-01-04,2025-12-31
137,563,1.5,1.0,1.0,1.25,False,0,False,,,,,0.2896457509619766,0.5302424082832173,0.09248502858763796,-0.3220999042647166,0.28713149977104463,4.217692109334033,73,20,53,True,0.5803188453690418,0.566006600660066,147,2021-01-04,2025-12-31
138,262,1.0,0.5,1.0,1.0,False,0,False,,,,,0.2911539733724125,0.705116141429772,0.11734288567316598,-0.238434046369829,0.49213980746339553,3.9643436568480044,67,21,46,True,0.6950444304171172,0.5247524752475248,135,2021-01-04,2025-12-31
139,310,1.0,1.0,1.0,0.5,False,0,False,,,,,0.2911539733724125,0.8472919270086547,0.13610449725247764,-0.24228427159642585,0.5617553973094366,4.062358638248159,66,21,45,True,0.78313149023453,0.5123762376237624,133,2021-01-04,2025-12-31
140,191,0.75,1.0,1.25,0.75,False,0,False,,,,,0.2912049058965237,0.7600356442894249,0.12473191087219182,-0.30762642864011325,0.405465523308836,3.5410385701711315,67,22,45,True,0.7209566919425727,0.533003300330033,135,2021-01-04,2025-12-31
141,407,1.25,0.75,0.75,1.0,False,0,False,,,,,0.2912049058965237,0.6950111080229584,0.11596285128413908,-0.26066442577897464,0.44487409794256905,4.346046986741132,69,20,49,True,0.6854858390857925,0.5668316831683168,139,2021-01-04,2025-12-31
142,368,1.0,1.5,1.25,1.25,False,0,False,,,,,0.29132132367664015,0.6280474124583804,0.1066492151723113,-0.37371916035651886,0.2853726179588185,4.0502567239675,66,19,47,True,0.6345950891856362,0.584983498349835,133,2021-01-04,2025-12-31
143,464,1.25,1.25,1.0,1.5,False,0,False,,,,,0.29132132367664015,0.48543085522612506,0.08575464401103283,-0.37861907118872773,0.22649319734949983,4.6463386967532205,72,18,54,True,0.5431092327671256,0.6179867986798679,145,2021-01-04,2025-12-31
144,299,1.0,0.75,1.5,1.5,False,0,False,,,,,0.2931774415817433,0.7258261063564155,0.12015110355599723,-0.26547538814276794,0.45258848436594845,4.593690391404329,64,18,46,True,0.7067585726093519,0.5437293729372937,129,2021-01-04,2025-12-31
145,611,1.5,1.5,1.0,0.75,False,0,False,,,,,0.2931774415817433,0.7638235689163395,0.1252347822877189,-0.2663440067991638,0.47019936281934793,4.1186107022069995,63,19,44,True,0.7263484261544007,0.5387788778877888,127,2021-01-04,2025-12-31
146,174,0.75,0.75,1.5,1.5,False,0,False,,,,,0.2942733674182294,0.7705681188251763,0.12612805118631565,-0.2943972830786441,0.42842804073236745,4.736951606013032,64,18,46,True,0.7313406864407483,0.5486798679867987,129,2021-01-04,2025-12-31
147,606,1.5,1.5,0.75,0.75,False,0,False,,,,,0.2942733674182294,0.7686252588825941,0.1258710096139113,-0.3170800237238609,0.39696921974349925,4.764749219401996,65,18,47,True,0.7271803482259501,0.5594059405940595,131,2021-01-04,2025-12-31
148,197,0.75,1.0,1.5,1.0,False,0,False,,,,,0.29498296594459095,0.739232127447961,0.12195472530032858,-0.31581024315495276,0.386164565411171,3.44652628325305,66,22,44,True,0.7087682131435589,0.5321782178217822,133,2021-01-04,2025-12-31
149,557,1.5,1.0,0.75,1.0,False,0,False,,,,,0.29498296594459095,0.5813553095924362,0.09997385640971213,-0.3102391893887493,0.3222476715681415,4.197518851300907,71,20,51,True,0.6139850678301766,0.5693069306930693,143,2021-01-04,2025-12-31
150,367,1.0,1.5,1.25,1.0,False,0,False,,,,,0.2953682529879285,0.6009010970767321,0.10278697794429137,-0.3539144584784065,0.29042887478009816,3.4939796285573315,67,21,46,True,0.6198545074251343,0.5594059405940595,135,2021-01-04,2025-12-31
151,439,1.25,1.0,1.0,1.5,False,0,False,,,,,0.2953682529879285,0.4673985193175685,0.08300087619295593,-0.3386350294529311,0.24510422423529196,4.344539624225731,73,19,54,True,0.5339387975158678,0.6006600660066007,147,2021-01-04,2025-12-31
152,223,0.75,1.25,1.5,1.25,False,0,False,,,,,0.29718184413382764,0.44397435261789076,0.07938339667809902,-0.3827188975015162,0.2074195896683793,3.314351347400841,69,21,48,True,0.515835949030553,0.5684818481848185,139,2021-01-04,2025-12-31
153,583,1.5,1.25,0.75,1.25,False,0,False,,,,,0.29718184413382764,0.2519554858353146,0.047829832042125986,-0.42139125362016305,0.11350456762265695,3.566376134249062,70,19,51,True,0.37026070004852907,0.6155115511551155,141,2021-01-04,2025-12-31
154,43,0.5,0.75,1.25,1.25,False,0,False,,,,,0.3009123548746946,0.7501831040825413,0.1234198962348243,-0.35649931557749426,0.3461995320661305,3.708686145382684,66,21,45,True,0.7120123199190985,0.5635313531353136,133,2021-01-04,2025-12-31
155,451,1.25,1.25,0.5,0.75,False,0,False,,,,,0.3009123548746946,0.5492606596246536,0.09529431917183984,-0.3856408089786474,0.24710641859771693,3.8847406570200156,65,19,46,True,0.5873544880511291,0.5998349834983498,131,2021-01-04,2025-12-31
156,211,0.75,1.25,1.0,0.75,False,0,False,,,,,0.30127453854859293,0.47400849867632044,0.08401340029967597,-0.386354963246645,0.21745132919657276,3.1741155008059443,66,21,45,True,0.5374425462545043,0.5585808580858086,133,2021-01-04,2025-12-31
157,283,1.0,0.75,0.75,1.25,False,0,False,,,,,0.30127453854859293,0.40183735730189785,0.07275732154863146,-0.35535406053211904,0.20474599738548707,3.658331111281761,66,19,47,True,0.4866884939536755,0.6031353135313532,133,2021-01-04,2025-12-31
158,158,0.75,0.75,0.75,1.25,False,0,False,,,,,0.30237046438507903,0.43817996695912953,0.07848138351721912,-0.3807369841689291,0.2061301811499293,3.7861897487156435,66,19,47,True,0.5118604337758537,0.608085808580858,133,2021-01-04,2025-12-31
159,206,0.75,1.25,0.75,0.75,False,0,False,,,,,0.30237046438507903,0.47802121964399213,0.0846263203391957,-0.4287916164724187,0.19736001612018259,3.641027176483682,68,20,48,True,0.5391419219506552,0.5792079207920792,137,2021-01-04,2025-12-31
160,423,1.25,0.75,1.5,1.25,False,0,False,,,,,0.30441174955592776,0.7247893277208532,0.12001115549408659,-0.22684876248650643,0.5290359717136441,3.9056522076425084,67,21,46,True,0.7081852359753436,0.5214521452145214,135,2021-01-04,2025-12-31
161,591,1.5,1.25,1.25,0.75,False,0,False,,,,,0.30441174955592776,0.6615219952563587,0.11134219018418179,-0.25156244740864697,0.44260258767205257,3.81751034341778,69,21,48,True,0.6677322418452204,0.518976897689769,139,2021-01-04,2025-12-31
162,499,1.25,1.5,1.5,1.5,False,0,False,,,,,0.3044958448978349,0.5859779915469758,0.10064165059400776,-0.3943385624563689,0.25521635512160473,4.631542393066641,66,17,49,True,0.6098383231987305,0.5816831683168316,133,2021-01-04,2025-12-31
163,619,1.5,1.5,1.25,1.5,False,0,False,,,,,0.3044958448978349,0.541259910516388,0.09411583164653003,-0.36214606098356095,0.25988362648738644,4.616429546691958,70,18,52,True,0.5817042061214248,0.5998349834983498,141,2021-01-04,2025-12-31
164,42,0.5,0.75,1.25,1.0,False,0,False,,,,,0.30495928418598295,0.7210002792117869,0.11949912885302938,-0.33615007541775366,0.35549338700733807,3.2280386111389014,67,23,44,True,0.6976921397724869,0.5379537953795379,135,2021-01-04,2025-12-31
165,426,1.25,1.0,0.5,0.75,False,0,False,,,,,0.30495928418598295,0.5304534640382863,0.09251635615404852,-0.3461085954915668,0.2673044164726696,3.6541499449595305,66,20,46,True,0.578778572425484,0.5825082508250825,133,2021-01-04,2025-12-31
166,339,1.0,1.25,1.0,1.5,False,0,False,,,,,0.3056866835383272,0.4543483233397412,0.0809911782116679,-0.4189020718627734,0.19334155558485638,4.602767288318621,73,18,55,True,0.519904176422247,0.6221122112211221,147,2021-01-04,2025-12-31
167,363,1.0,1.5,1.0,1.25,False,0,False,,,,,0.3056866835383272,0.5192062380549591,0.09084211161964961,-0.4144184285361472,0.2192038417319707,4.246036999478497,71,19,52,True,0.5637938071753414,0.6089108910891089,143,2021-01-04,2025-12-31
168,573,1.5,1.0,1.5,1.25,False,0,False,,,,,0.308189809603995,0.609136806484454,0.10396415840642415,-0.275391946898375,0.37751342977646674,3.774581052827344,69,21,48,True,0.6358998931941109,0.5239273927392739,139,2021-01-04,2025-12-31
169,597,1.5,1.25,1.5,1.0,False,0,False,,,,,0.308189809603995,0.6418829038987877,0.1085980664813262,-0.26040893485373817,0.4170289569454351,3.7185226780722513,68,21,47,True,0.6553515231881294,0.5181518151815182,137,2021-01-04,2025-12-31
170,291,1.0,0.75,1.25,0.75,False,0,False,,,,,0.30850444397069304,0.8719595303925025,0.1392422811102716,-0.2009196847698015,0.6930245847727903,3.9785271180831066,64,21,43,True,0.79883546716114,0.5041254125412541,129,2021-01-04,2025-12-31
171,411,1.25,0.75,1.0,0.75,False,0,False,,,,,0.30850444397069304,0.7606643240425475,0.12481543145580987,-0.22528090388597422,0.5540435487554024,3.7696098804097917,64,21,43,True,0.731029516785323,0.5115511551155115,129,2021-01-04,2025-12-31
172,166,0.75,0.75,1.25,0.75,False,0,False,,,,,0.30960036980717914,0.9086682196574436,0.14385163141901014,-0.23238345950156936,0.6190269812126566,4.125564752364174,65,21,44,True,0.816533856520493,0.5115511551155115,131,2021-01-04,2025-12-31
173,406,1.25,0.75,0.75,0.75,False,0,False,,,,,0.30960036980717914,0.765457413537258,0.12545142167374457,-0.25739175819880245,0.4873948666874146,4.324467177496318,66,20,46,True,0.7318016559114552,0.5321782178217822,133,2021-01-04,2025-12-31
174,189,0.75,1.0,1.0,1.5,False,0,False,,,,,0.3110238985209416,0.3909732726306794,0.07102338967983446,-0.45068717162778504,0.15758910870108253,3.914668086120005,74,20,54,True,0.47459836642380976,0.6254125412541254,149,2021-01-04,2025-12-31
175,357,1.0,1.5,0.75,1.0,False,0,False,,,,,0.3110238985209416,0.5699505110496959,0.09831967748208315,-0.40417294236577017,0.24326140415680123,4.204638630317265,69,19,50,True,0.5964128219810563,0.6122112211221122,139,2021-01-04,2025-12-31
176,297,1.0,0.75,1.5,1.0,False,0,False,,,,,0.3122825040187603,0.8384461884161669,0.13497121011981994,-0.20527915066069025,0.6575008211277938,3.930993955449087,64,21,43,True,0.7795150272952197,0.5057755775577558,129,2021-01-04,2025-12-31
177,561,1.5,1.0,1.0,0.75,False,0,False,,,,,0.3122825040187603,0.6426062720510188,0.10869960094449094,-0.275391946898375,0.39470871304963473,3.6422583661316144,66,21,45,True,0.6585521133916877,0.514026402640264,133,2021-01-04,2025-12-31
178,219,0.75,1.25,1.25,1.5,False,0,False,,,,,0.3125929418646845,0.23953812439869138,0.04566042098486256,-0.48656536845120213,0.09384231584382041,3.6856388116889494,72,19,53,True,0.3596676734183637,0.6204620462046204,145,2021-01-04,2025-12-31
179,483,1.25,1.5,0.75,1.25,False,0,False,,,,,0.3125929418646845,0.20860527166167797,0.040180373601351294,-0.5064942010781401,0.07933037242247204,3.8569686112615678,67,17,50,True,0.3341164083374972,0.6435643564356436,135,2021-01-04,2025-12-31
180,172,0.75,0.75,1.5,1.0,False,0,False,,,,,0.3133784298552464,0.886107874597817,0.14102723547503304,-0.23238345950156936,0.6068729494668731,4.015596434125304,64,21,43,True,0.8040551049879939,0.5107260726072608,129,2021-01-04,2025-12-31
181,556,1.5,1.0,0.75,0.75,False,0,False,,,,,0.3133784298552464,0.6470779698976792,0.10932647899142167,-0.29559238131315757,0.36985553722915004,4.164935680317951,68,20,48,True,0.6596612744462791,0.5346534653465347,137,2021-01-04,2025-12-31
182,38,0.5,0.75,1.0,1.25,False,0,False,,,,,0.31527771473638166,0.6571371849701035,0.11073174759917781,-0.3894902868267438,0.2842991246362824,3.752986728740606,72,22,50,True,0.6547091286558796,0.5899339933993399,145,2021-01-04,2025-12-31
183,326,1.0,1.25,0.5,0.75,False,0,False,,,,,0.31527771473638166,0.5168424937546796,0.09048900053158171,-0.4254686031038446,0.21268079447332558,3.8580381831608053,66,19,47,True,0.5636199598909092,0.6039603960396039,133,2021-01-04,2025-12-31
184,419,1.25,0.75,1.25,1.5,False,0,False,,,,,0.3198228472867846,0.5384993070426107,0.09370807817905091,-0.2951101498105332,0.31753593781580686,4.1189280573973335,71,20,51,True,0.5840084675973666,0.5726072607260726,143,2021-01-04,2025-12-31
