configuration,qualifies,full_calmar_10bp,buyhold_calmar_10bp,full_max_drawdown_10bp,buyhold_max_drawdown_10bp,positive_all_internal_periods_10bp,full_annualized_return_30bp,entries,top2_positive_year_concentration
entry=120;exit=40,False,0.2775093106395271,0.31054492767426894,0.14333105434010152,0.23232682060390586,True,0.03703822130862777,8,0.6520054120839011
entry=150;exit=40,False,0.26111325157256415,0.31054492767426894,0.14333105434010107,0.23232682060390586,True,0.03469425726028397,8,0.6877867712370932
