window,date,regime,baseline_decision_position,ex04_decision_position,baseline_execution_position,ex04_execution_position,position_combination,path_mechanism,baseline_episode_id,market_return,baseline_daily_return,ex04_daily_return,daily_return_delta,log_wealth_delta
2024H1,2024-03-14,sideways,0.0,0.0,1.0,1.0,both_long,both_long,2024H1:E003,-0.010804321728691502,-0.010804321728691502,-0.01080432172869139,1.1102230246251565e-16,1.1102230246251565e-16
2024H1,2024-03-15,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.004854368932038833,-0.004138956310679509,-0.004138956310679731,-2.220446049250313e-16,-2.229119666630197e-16
2024H1,2024-03-18,sideways,1.0,1.0,0.0,0.0,both_cash,both_cash,,0.020531400966183666,0.0,0.0,0.0,0.0
2024H1,2024-03-19,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E004,-0.016568047337278125,-0.01472751168899522,-0.01472751168899522,0.0,0.0
2024H1,2024-03-20,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E004,0.002406738868832692,0.002406738868832692,0.002406738868832692,0.0,0.0
2024H1,2024-03-21,sideways,0.0,0.0,1.0,1.0,both_long,both_long,2024H1:E004,-0.010804321728691502,-0.010804321728691502,-0.01080432172869139,1.1102230246251565e-16,1.1102230246251565e-16
2024H1,2024-03-22,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.014563106796116387,-0.002925970873786432,-0.002925970873786432,0.0,0.0
2024H1,2024-03-25,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.014778325123152691,0.0,0.0,0.0,0.0
2024H1,2024-03-26,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.012499999999999956,0.0,0.0,0.0,0.0
2024H1,2024-03-27,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.024050632911392422,0.0,0.0,0.0,0.0
2024H1,2024-03-28,downtrend,1.0,0.0,0.0,0.0,both_cash,both_cash,,0.012970168612191912,0.0,0.0,0.0,0.0
2024H1,2024-03-29,sideways,1.0,0.0,1.0,0.0,baseline_only,fully_missed_entry,2024H1:E005,0.0,0.0020663609145363804,0.0,-0.0020663609145363804,-0.0020642289272867205
2024H1,2024-04-01,sideways,1.0,0.0,1.0,0.0,baseline_only,fully_missed_entry,2024H1:E005,0.016645326504481472,0.016645326504481472,0.0,-0.016645326504481472,-0.016508311407449794
2024H1,2024-04-02,sideways,1.0,0.0,1.0,0.0,baseline_only,fully_missed_entry,2024H1:E005,-0.010075566750629705,-0.010075566750629816,0.0,0.010075566750629816,0.010126668817929271
2024H1,2024-04-03,sideways,0.0,0.0,1.0,0.0,baseline_only,fully_missed_entry,2024H1:E005,-0.013994910941475869,-0.013994910941475758,0.0,0.013994910941475758,0.014093763075859479
2024H1,2024-04-08,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.023225806451612874,-0.0017896774193548737,0.0,0.0017896774193548737,0.0017912808053022124
2024H1,2024-04-09,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.011889035667107084,0.0,0.0,0.0,0.0
2024H1,2024-04-10,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.015665796344647487,0.0,0.0,0.0,0.0
2024H1,2024-04-11,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.0026525198938991412,0.0,0.0,0.0,0.0
2024H1,2024-04-12,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.0,0.0,0.0,0.0,0.0
2024H1,2024-04-15,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.015873015873015817,0.0,0.0,0.0,0.0
2024H1,2024-04-16,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0234375,0.0,0.0,0.0,0.0
2024H1,2024-04-17,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.02400000000000002,0.0,0.0,0.0,0.0
2024H1,2024-04-18,sideways,1.0,1.0,0.0,0.0,both_cash,both_cash,,-0.00520833333333337,0.0,0.0,0.0,0.0
2024H1,2024-04-19,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E006,-0.020942408376963373,-0.014985260992692151,-0.014985260992691929,2.220446049250313e-16,2.255140518769849e-16
2024H1,2024-04-22,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E006,0.0,0.0,0.0,0.0,0.0
2024H1,2024-04-23,sideways,0.0,0.0,1.0,1.0,both_long,both_long,2024H1:E006,-0.004010695187165791,-0.0040106951871659025,-0.004010695187165791,1.1102230246251565e-16,1.1102230246251565e-16
2024H1,2024-04-24,sideways,1.0,1.0,0.0,0.0,both_cash,both_cash,,0.014765100671140896,0.0008416107382551719,0.0008416107382549498,-2.220446049250313e-16,-2.218277644905342e-16
2024H1,2024-04-25,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.006613756613756627,-0.0031544652640478343,-0.0031544652640479454,-1.1102230246251565e-16,-1.1145598333150986e-16
2024H1,2024-04-26,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,0.026631158455392878,0.026631158455392878,0.026631158455392878,0.0,0.0
2024H1,2024-04-29,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,0.031128404669260812,0.031128404669260812,0.031128404669260812,0.0,0.0
2024H1,2024-04-30,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.01132075471698113,-0.01132075471698113,-0.01132075471698124,-1.1102230246251565e-16,-1.1275702593849246e-16
2024H1,2024-05-06,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,0.012722646310432628,0.012722646310432628,0.012722646310432628,0.0,0.0
2024H1,2024-05-07,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.01005025125628145,-0.010050251256281562,-0.01005025125628134,2.220446049250313e-16,2.237793284010081e-16
2024H1,2024-05-08,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.011421319796954377,-0.011421319796954266,-0.011421319796954266,0.0,0.0
2024H1,2024-05-09,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,0.021822849807445532,0.021822849807445532,0.02182284980744531,-2.220446049250313e-16,-2.185751579730777e-16
2024H1,2024-05-10,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.013819095477386911,-0.013819095477386911,-0.0138190954773868,1.1102230246251565e-16,1.1102230246251565e-16
2024H1,2024-05-13,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.005095541401273884,-0.005095541401273995,-0.005095541401273995,0.0,0.0
2024H1,2024-05-14,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.005121638924455829,-0.005121638924455718,-0.005121638924455829,-1.1102230246251565e-16,-1.1188966420050406e-16
2024H1,2024-05-15,uptrend,0.0,0.0,1.0,1.0,both_long,both_long,2024H1:E007,-0.014157014157014203,-0.014157014157014203,-0.014157014157014203,0.0,0.0
2024H1,2024-05-16,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0026109660574412663,0.0021096605744126418,0.0021096605744126418,0.0,0.0
2024H1,2024-05-17,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.010471204188481575,0.0,0.0,0.0,0.0
2024H1,2024-05-20,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0012953367875647714,0.0,0.0,0.0,0.0
2024H1,2024-05-21,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0077821011673151474,0.0,0.0,0.0,0.0
2024H1,2024-05-22,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.009150326797385588,0.0,0.0,0.0,0.0
2024H1,2024-05-23,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.015544041450777257,0.0,0.0,0.0,0.0
2024H1,2024-05-24,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.019736842105263164,0.0,0.0,0.0,0.0
2024H1,2024-05-27,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.01342281879194629,0.0,0.0,0.0,0.0
2024H1,2024-05-28,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.003973509933774877,0.0,0.0,0.0,0.0
2024H1,2024-05-29,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.0,0.0,0.0,0.0,0.0
2024H1,2024-05-30,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.009308510638297962,0.0,0.0,0.0,0.0
2024H1,2024-05-31,sideways,1.0,0.0,0.0,0.0,both_cash,both_cash,,0.0026350461133068936,0.0,0.0,0.0,0.0
2024H1,2024-06-03,sideways,1.0,1.0,1.0,0.0,baseline_only,late_entry,2024H1:E008,0.009198423127463773,0.00869407608941919,0.0,-0.00869407608941919,-0.008656500244335317
2024H1,2024-06-04,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,0.00390625,0.00390625,0.004712767475454127,0.0008065174754541271,0.0008030567387651297
2024H1,2024-06-05,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.0025940337224383825,-0.0025940337224383825,-0.0025940337224384935,-1.1102230246251565e-16,-1.1145598333150986e-16
2024H1,2024-06-06,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.00910273081924573,-0.009102730819245841,-0.00910273081924573,1.1102230246251565e-16,1.1275702593849246e-16
2024H1,2024-06-07,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.006561679790026198,-0.006561679790026198,-0.006561679790026198,0.0,0.0
2024H1,2024-06-11,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,0.025099075297225992,0.025099075297225992,0.02509907529722577,-2.220446049250313e-16,-2.1510571102112408e-16
2024H1,2024-06-12,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.002577319587628857,-0.002577319587628857,-0.002577319587628857,0.0,0.0
2024H1,2024-06-13,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,0.006459948320413522,0.006459948320413522,0.0064599483204133,-2.220446049250313e-16,-2.203098814490545e-16
2024H1,2024-06-14,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.007702182284980763,-0.007702182284980763,-0.007702182284980763,0.0,0.0
2024H1,2024-06-17,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,0.002587322121604174,0.002587322121604174,0.002587322121604174,0.0,0.0
2024H1,2024-06-18,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,0.0,0.0,0.0,0.0,0.0
2024H1,2024-06-19,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.006451612903225823,-0.006451612903225934,-0.006451612903225823,1.1102230246251565e-16,1.1102230246251565e-16
2024H1,2024-06-20,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,0.006493506493506551,0.006493506493506551,0.006493506493506551,0.0,0.0
2024H1,2024-06-21,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,0.001290322580645098,0.001290322580645098,0.001290322580645098,0.0,0.0
2024H1,2024-06-24,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.02448453608247425,-0.02448453608247425,-0.02448453608247414,1.1102230246251565e-16,1.1449174941446927e-16
2024H1,2024-06-25,sideways,0.0,0.0,1.0,1.0,both_long,both_long,2024H1:E008,-0.029062087186261576,-0.029062087186261576,-0.029062087186261576,0.0,0.0
2024H1,2024-06-26,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.017687074829932037,-0.001859863945578244,-0.001859863945578244,0.0,0.0
2024H1,2024-06-27,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.020053475935828846,0.0,0.0,0.0,0.0
2024H1,2024-06-28,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0027285129604365244,0.0,0.0,0.0,0.0
2024H2,2024-07-01,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.002739726027397249,0.0,0.0,0.0,0.0
2024H2,2024-07-02,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.015109890109890167,0.0,0.0,0.0,0.0
2024H2,2024-07-03,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.002789400278939924,0.0,0.0,0.0,0.0
2024H2,2024-07-04,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.016689847009735748,0.0,0.0,0.0,0.0
2024H2,2024-07-05,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.012729844413012836,0.0,0.0,0.0,0.0
2024H2,2024-07-08,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.009776536312849138,0.0,0.0,0.0,0.0
2024H2,2024-07-09,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.02538787023977429,0.0,0.0,0.0,0.0
2024H2,2024-07-10,sideways,1.0,0.0,0.0,0.0,both_cash,both_cash,,0.0,0.0,0.0,0.0,0.0
2024H2,2024-07-11,sideways,1.0,1.0,1.0,0.0,baseline_only,late_entry,2024H2:E001,0.012379642365887289,-0.0045572612881651375,0.0,0.0045572612881651375,0.004567677260976603
2024H2,2024-07-12,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,0.0013586956521738358,0.0013586956521738358,0.006327437374209266,0.00496874172203543,0.004949729725913903
2024H2,2024-07-15,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,-0.005427408412483015,-0.005427408412483015,-0.005427408412483126,-1.1102230246251565e-16,-1.1188966420050406e-16
2024H2,2024-07-16,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,0.021828103683492417,0.02182810368349264,0.02182810368349264,0.0,0.0
2024H2,2024-07-17,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,-0.002670226969292422,-0.002670226969292422,-0.002670226969292422,0.0,0.0
2024H2,2024-07-18,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,0.008032128514056325,0.008032128514056325,0.008032128514056103,-2.220446049250313e-16,-2.203098814490545e-16
2024H2,2024-07-19,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,0.021248339973439556,0.021248339973439556,0.021248339973439778,2.220446049250313e-16,2.185751579730777e-16
2024H2,2024-07-22,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,0.0013003901170351995,0.0013003901170351995,0.0013003901170351995,0.0,0.0
2024H2,2024-07-23,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E001,-0.04025974025974033,-0.04025974025974033,-0.04025974025974033,0.0,0.0
2024H2,2024-07-24,sideways,1.0,0.0,1.0,1.0,both_long,both_long,2024H2:E001,-0.012178619756427644,-0.012178619756427644,-0.012178619756427644,0.0,0.0
2024H2,2024-07-25,sideways,1.0,0.0,1.0,0.0,baseline_only,early_exit,2024H2:E001,0.00273972602739736,0.00273972602739736,-0.004607534246575451,-0.007347260273972811,-0.0073541614694747
2024H2,2024-07-26,sideways,1.0,0.0,1.0,0.0,baseline_only,early_exit,2024H2:E001,0.008196721311475308,0.00819672131147553,0.0,-0.00819672131147553,-0.008163310639161056
2024H2,2024-07-29,sideways,0.0,0.0,1.0,0.0,baseline_only,early_exit,2024H2:E001,-0.01897018970189701,-0.01897018970189701,0.0,0.01897018970189701,0.019152432214756123
2024H2,2024-07-30,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.005524861878453136,-0.0018805248618785075,0.0,0.0018805248618785075,0.0018822952686340312
2024H2,2024-07-31,sideways,1.0,1.0,0.0,0.0,both_cash,both_cash,,0.04807692307692313,0.0,0.0,0.0,0.0
2024H2,2024-08-01,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E002,-0.006553079947575369,-0.00834922852709763,-0.00834922852709763,0.0,0.0
2024H2,2024-08-02,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E002,-0.01715039577836408,-0.01715039577836419,-0.01715039577836419,0.0,0.0
2024H2,2024-08-05,sideways,0.0,0.0,1.0,1.0,both_long,both_long,2024H2:E002,-0.03087248322147651,-0.03087248322147651,-0.03087248322147651,0.0,0.0
2024H2,2024-08-06,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.013850415512465464,0.01057479224376734,0.01057479224376734,0.0,0.0
2024H2,2024-08-07,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.008196721311475419,0.0,0.0,0.0,0.0
2024H2,2024-08-08,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.0027548209366390353,0.0,0.0,0.0,0.0
2024H2,2024-08-09,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.004120879120879106,0.0,0.0,0.0,0.0
2024H2,2024-08-12,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.0027586206896552667,0.0,0.0,0.0,0.0
2024H2,2024-08-13,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.004126547455295837,0.0,0.0,0.0,0.0
2024H2,2024-08-14,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.013698630136986356,0.0,0.0,0.0,0.0
2024H2,2024-08-15,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.008333333333333304,0.0,0.0,0.0,0.0
2024H2,2024-08-16,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0027548209366391463,0.0,0.0,0.0,0.0
2024H2,2024-08-19,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.002762430939226568,0.0,0.0,0.0,0.0
2024H2,2024-08-20,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.013850415512465353,0.0,0.0,0.0,0.0
2024H2,2024-08-21,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.002808988764044895,0.0,0.0,0.0,0.0
2024H2,2024-08-22,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.008450704225352101,0.0,0.0,0.0,0.0
2024H2,2024-08-23,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.0,0.0,0.0,0.0,0.0
2024H2,2024-08-26,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.005681818181818232,0.0,0.0,0.0,0.0
2024H2,2024-08-27,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.011428571428571455,0.0,0.0,0.0,0.0
2024H2,2024-08-28,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.005780346820809301,0.0,0.0,0.0,0.0
2024H2,2024-08-29,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.013081395348837122,0.0,0.0,0.0,0.0
2024H2,2024-08-30,sideways,1.0,0.0,0.0,0.0,both_cash,both_cash,,0.020086083213773254,0.0,0.0,0.0,0.0
2024H2,2024-09-02,sideways,1.0,0.0,1.0,0.0,baseline_only,fully_missed_entry,2024H2:E003,-0.03234880450070321,-0.030104129881462605,0.0,0.030104129881462605,0.030566563640434835
2024H2,2024-09-03,sideways,1.0,0.0,1.0,0.0,baseline_only,fully_missed_entry,2024H2:E003,0.007267441860465018,0.007267441860465018,0.0,-0.007267441860465018,-0.007241161256559474
2024H2,2024-09-04,downtrend,0.0,0.0,1.0,0.0,baseline_only,fully_missed_entry,2024H2:E003,-0.0043290043290042934,-0.0043290043290044045,0.0,0.0043290043290044045,0.004338401598598242
2024H2,2024-09-05,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0014492753623188692,0.0009485507246378422,0.0,-0.0009485507246378422,-0.0009481011346826933
2024H2,2024-09-06,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.013062409288824184,0.0,0.0,0.0,0.0
2024H2,2024-09-09,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.010294117647058787,0.0,0.0,0.0,0.0
2024H2,2024-09-10,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.005943536404160454,0.0,0.0,0.0,0.0
2024H2,2024-09-11,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.005908419497784312,0.0,0.0,0.0,0.0
2024H2,2024-09-12,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.007342143906020615,0.0,0.0,0.0,0.0
2024H2,2024-09-13,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.00887573964497046,0.0,0.0,0.0,0.0
2024H2,2024-09-18,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.010447761194029903,0.0,0.0,0.0,0.0
2024H2,2024-09-19,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.007541478129713397,0.0,0.0,0.0,0.0
2024H2,2024-09-20,sideways,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.005988023952095856,0.0,0.0,0.0,0.0
2024H2,2024-09-23,downtrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.0060240963855421326,0.0,0.0,0.0,0.0
2024H2,2024-09-24,sideways,1.0,1.0,0.0,0.0,both_cash,both_cash,,0.036363636363636376,0.0,0.0,0.0,0.0
2024H2,2024-09-25,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.0014619883040936088,-0.00920367102370434,-0.00920367102370423,1.1102230246251565e-16,1.1275702593849246e-16
2024H2,2024-09-26,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.040995607613469875,0.040995607613469875,0.040995607613469875,0.0,0.0
2024H2,2024-09-27,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.07172995780590719,0.07172995780590719,0.07172995780590719,0.0,0.0
2024H2,2024-09-30,sideways,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.19947506561679784,0.19947506561679806,0.19947506561679784,-2.220446049250313e-16,-1.942890293094024e-16
2024H2,2024-10-08,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.20021881838074385,0.20021881838074385,0.20021881838074385,0.0,0.0
2024H2,2024-10-09,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.06745670009115778,-0.06745670009115778,-0.06745670009115767,1.1102230246251565e-16,1.1102230246251565e-16
2024H2,2024-10-10,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.045943304007820096,-0.045943304007820096,-0.045943304007819985,1.1102230246251565e-16,1.1796119636642288e-16
2024H2,2024-10-11,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.055327868852458995,-0.055327868852458995,-0.055327868852458995,0.0,0.0
2024H2,2024-10-14,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.029284164859002093,0.029284164859002093,0.029284164859002093,0.0,0.0
2024H2,2024-10-15,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.028451001053740654,-0.028451001053740654,-0.028451001053740654,0.0,0.0
2024H2,2024-10-16,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.02711496746203912,-0.027114967462039008,-0.02711496746203912,-1.1102230246251565e-16,-1.1449174941446927e-16
2024H2,2024-10-17,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.004459308807134965,0.004459308807134743,0.004459308807134743,0.0,0.0
2024H2,2024-10-18,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.12430632630410643,0.12430632630410665,0.12430632630410643,-2.220446049250313e-16,-1.942890293094024e-16
2024H2,2024-10-21,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.010858835143139345,0.010858835143139345,0.010858835143139345,0.0,0.0
2024H2,2024-10-22,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.013671875,-0.013671875000000111,-0.013671874999999889,2.220446049250313e-16,2.255140518769849e-16
2024H2,2024-10-23,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.005940594059405946,-0.005940594059405946,-0.005940594059406057,-1.1102230246251565e-16,-1.1188966420050406e-16
2024H2,2024-10-24,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.0029880478087650486,-0.0029880478087649376,-0.0029880478087650486,-1.1102230246251565e-16,-1.1145598333150986e-16
2024H2,2024-10-25,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,0.016983016983017185,0.016983016983017185,0.016983016983017185,0.0,0.0
2024H2,2024-10-28,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.0088408644400787,-0.00884086444007881,-0.0088408644400787,1.1102230246251565e-16,1.1275702593849246e-16
2024H2,2024-10-29,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.009910802775024652,-0.009910802775024541,-0.009910802775024652,-1.1102230246251565e-16,-1.1102230246251565e-16
2024H2,2024-10-30,uptrend,1.0,0.0,1.0,1.0,both_long,both_long,2024H2:E004,-0.018018018018018056,-0.018018018018018056,-0.018018018018018056,0.0,0.0
2024H2,2024-10-31,uptrend,1.0,0.0,1.0,0.0,baseline_only,early_exit,2024H2:E004,0.012232415902140747,0.012232415902140747,-0.0004999999999999449,-0.012732415902140692,-0.012658329521491827
2024H2,2024-11-01,uptrend,0.0,0.0,1.0,0.0,baseline_only,early_exit,2024H2:E004,-0.029204431017119892,-0.029204431017120003,0.0,0.029204431017120003,0.029639369434627146
2024H2,2024-11-04,uptrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.013485477178423189,-0.0036104771784232215,0.0,0.0036104771784232215,0.003617010681935405
2024H2,2024-11-05,uptrend,1.0,1.0,0.0,0.0,both_cash,both_cash,,0.04298874104401218,0.0,0.0,0.0,0.0
2024H2,2024-11-06,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E005,0.0009813542688912325,-0.004404047976011793,-0.0044040479760119045,-1.1102230246251565e-16,-1.1102230246251565e-16
2024H2,2024-11-07,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E005,0.03333333333333344,0.033333333333333215,0.03333333333333344,2.220446049250313e-16,2.1510571102112408e-16
2024H2,2024-11-08,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E005,-0.00189753320683117,-0.001897533206831059,-0.00189753320683117,-1.1102230246251565e-16,-1.1123914289701275e-16
2024H2,2024-11-11,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E005,0.04467680608365021,0.04467680608365021,0.04467680608365021,0.0,0.0
2024H2,2024-11-12,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E005,-0.020018198362147466,-0.020018198362147355,-0.020018198362147577,-2.220446049250313e-16,-2.2898349882893854e-16
2024H2,2024-11-13,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E005,0.00928505106778088,0.00928505106778088,0.00928505106778088,0.0,0.0
2024H2,2024-11-14,uptrend,1.0,1.0,1.0,1.0,both_long,both_long,2024H2:E005,-0.03219871205151792,-0.03219871205151792,-0.03219871205151781,1.1102230246251565e-16,1.1102230246251565e-16
2024H2,2024-11-15,uptrend,0.0,0.0,1.0,1.0,both_long,both_long,2024H2:E005,-0.03802281368821292,-0.03802281368821292,-0.03802281368821292,0.0,0.0
2024H2,2024-11-18,uptrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,-0.018774703557312256,0.0014752964426878457,0.0014752964426876236,-2.220446049250313e-16,-2.218277644905342e-16
2024H2,2024-11-19,uptrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.030211480362537735,0.0,0.0,0.0,0.0
2024H2,2024-11-20,uptrend,0.0,0.0,0.0,0.0,both_cash,both_cash,,0.003910068426197455,0.0,0.0,0.0,0.0
