candidate_id,first_front_count,mean_pareto_layer,worst_pareto_layer
0,0,7.6,17
1,0,13.0,19
2,0,14.2,21
3,0,16.4,19
4,0,10.6,23
5,0,22.8,31
6,0,12.0,20
7,0,15.2,24
8,0,20.8,23
9,0,11.4,16
10,0,8.0,17
11,0,18.2,30
12,0,12.4,25
13,0,16.0,25
14,0,19.6,31
15,0,26.8,34
16,0,15.8,21
17,0,13.0,18
18,0,13.6,24
19,0,7.8,12
20,0,7.0,12
21,0,17.2,22
22,0,17.6,26
23,0,12.2,18
24,0,15.4,24
25,0,9.0,17
26,0,12.0,21
27,0,9.6,25
28,0,8.8,15
29,0,9.8,18
30,0,19.8,29
31,1,13.8,27
32,0,15.2,19
33,0,19.6,34
34,0,18.6,34
35,0,16.8,28
36,3,2.2,6
37,0,11.0,13
38,0,20.0,27
39,1,6.4,14
40,0,17.4,23
41,0,13.6,22
42,0,10.0,17
43,0,5.8,14
44,0,8.2,24
45,0,14.0,24
46,0,14.0,20
47,0,9.0,15
48,0,10.4,18
49,0,14.6,25
50,0,5.8,7
51,0,22.6,31
52,0,12.4,19
53,0,10.2,14
54,0,16.2,25
55,0,14.4,25
56,0,12.0,15
57,0,13.2,15
58,0,15.8,26
59,0,11.6,16
60,0,16.2,19
61,0,15.6,25
62,0,15.8,21
63,0,24.0,37
64,0,16.6,23
65,0,7.8,14
66,0,16.4,26
67,0,10.4,21
68,0,21.2,36
69,0,19.8,26
70,0,16.0,20
71,0,14.2,18
72,0,13.0,22
73,0,3.8,8
74,0,10.4,15
75,0,12.6,18
76,1,10.2,23
77,0,21.0,26
78,0,17.0,23
79,0,12.0,17
80,0,10.8,18
81,0,19.4,22
82,0,9.8,22
83,0,23.2,25
84,0,18.2,29
85,0,12.0,23
86,0,21.4,31
87,0,9.2,19
88,0,13.0,26
89,0,9.0,18
90,0,9.2,13
91,0,18.6,28
92,0,20.8,26
93,0,23.4,29
94,0,9.4,20
95,0,14.8,28
96,0,14.6,19
97,0,15.6,27
98,0,13.4,26
99,0,9.6,23
100,0,12.6,16
