candidate_id,first_front_count,mean_pareto_layer,worst_pareto_layer
101,0,15.4,32
102,0,18.2,26
103,0,14.4,22
104,0,10.2,17
105,0,8.2,16
106,0,18.6,33
107,0,9.4,23
108,0,21.4,26
109,0,13.0,22
110,0,13.6,16
111,0,8.6,16
112,0,13.8,22
113,0,8.4,16
114,0,4.8,6
115,0,15.4,20
116,0,7.6,13
117,0,19.2,25
118,0,8.2,11
119,0,15.8,24
120,0,14.8,20
121,0,14.8,18
122,0,13.8,22
123,0,5.4,7
124,0,15.8,25
125,0,17.8,24
126,0,17.2,21
127,0,17.2,24
128,0,16.2,23
129,0,13.6,22
130,0,21.8,29
131,0,12.0,18
132,0,21.6,25
133,0,19.0,23
134,0,16.4,19
135,0,8.8,19
136,0,4.4,5
137,0,11.2,21
138,0,20.6,26
139,0,5.6,11
140,0,5.8,9
141,0,13.8,21
142,0,5.6,14
143,0,24.2,31
144,0,13.2,24
145,0,11.6,14
146,0,23.4,31
147,0,15.2,20
148,0,6.8,10
149,0,21.0,30
150,0,11.6,14
151,0,14.8,18
152,0,13.6,25
153,0,14.2,21
154,0,22.4,32
155,0,15.4,19
156,0,11.8,21
157,0,19.2,25
158,0,15.8,27
159,0,13.2,19
160,0,12.2,21
161,0,16.8,26
162,0,13.6,24
163,0,12.0,23
164,0,16.4,21
165,0,18.6,29
166,0,11.8,14
167,0,17.2,29
168,0,13.6,23
169,0,12.8,20
170,0,7.8,17
171,0,9.2,21
172,0,7.2,14
173,0,23.0,30
174,0,25.2,34
175,0,10.0,15
176,0,10.0,14
177,0,17.2,25
178,0,16.2,23
179,0,12.8,19
180,0,10.0,17
181,0,7.6,17
182,0,14.0,24
183,0,11.2,16
184,0,22.8,29
185,0,5.6,8
186,0,9.6,13
187,0,13.6,19
188,0,12.0,18
189,0,17.6,23
190,0,13.6,19
191,0,23.6,32
192,0,13.4,20
193,0,4.0,6
194,0,14.6,19
195,1,5.2,9
196,0,20.2,27
197,0,8.6,12
198,0,18.4,24
199,0,15.0,20
200,0,11.6,14
201,0,21.2,36
202,0,10.6,20
203,0,4.8,7
204,0,11.4,24
205,0,11.2,24
206,0,10.8,16
207,0,19.6,23
208,0,9.8,19
209,0,20.0,29
210,0,5.6,13
211,0,6.4,13
212,0,8.8,17
213,1,3.4,6
214,0,16.6,30
215,0,12.8,22
216,0,17.0,24
217,0,11.8,17
218,0,11.8,24
219,0,17.2,21
220,0,13.2,21
221,0,12.0,17
222,0,15.8,29
223,0,14.8,25
224,0,11.2,23
225,0,21.6,30
226,0,17.2,21
227,0,21.8,27
228,0,18.6,25
229,0,11.4,21
230,0,22.4,31
231,0,5.0,8
232,0,14.6,22
233,0,12.2,19
234,0,8.0,12
235,0,17.0,23
236,0,16.8,24
237,0,16.8,22
238,0,13.4,21
239,0,11.6,19
240,0,13.6,17
241,0,9.2,11
242,0,19.4,29
243,0,13.4,23
244,0,6.8,13
245,0,12.8,17
246,0,10.0,17
247,0,6.6,16
248,0,6.8,14
249,0,14.2,18
250,0,8.0,11
251,0,14.8,24
252,0,16.4,22
253,0,8.2,12
254,0,17.0,28
255,0,5.4,9
256,0,15.0,21
257,0,3.6,6
258,0,12.4,28
259,0,21.2,35
260,0,4.8,7
261,0,24.4,29
262,0,8.8,14
263,0,9.0,15
264,2,4.8,15
265,0,21.0,33
266,0,5.0,8
267,0,14.8,33
268,0,22.4,30
269,0,7.2,11
270,0,18.4,23
271,0,13.6,29
272,0,5.0,9
273,0,10.8,24
274,0,16.4,23
275,0,23.2,37
276,0,14.6,21
277,0,12.8,20
278,0,11.0,28
279,0,6.8,14
280,0,26.8,37
281,0,29.0,39
282,0,26.0,41
283,0,12.2,23
284,0,7.6,12
285,0,20.4,30
286,0,22.8,35
287,0,18.8,22
288,0,8.6,16
289,0,18.0,28
290,0,21.0,30
291,0,28.0,41
292,0,13.0,21
293,0,23.8,36
294,1,9.0,24
295,0,5.8,13
296,2,4.2,9
297,0,22.0,26
298,0,10.4,25
299,0,9.8,22
300,0,10.8,22
301,0,14.2,23
302,0,32.2,39
303,0,6.8,14
304,3,1.4,2
305,0,19.0,34
306,0,7.0,13
307,0,13.0,23
308,0,9.8,12
309,0,23.8,32
310,0,7.2,13
311,0,7.8,11
312,0,13.6,32
313,0,18.6,21
314,0,7.4,10
315,0,15.4,17
316,0,12.6,24
317,0,12.0,18
318,1,13.4,22
319,0,15.4,23
320,0,15.8,21
321,0,9.6,16
322,0,17.6,24
323,0,6.4,11
324,0,5.6,13
325,0,24.8,35
326,0,24.6,36
327,0,12.2,22
328,0,5.6,11
329,0,8.8,15
330,0,16.2,23
331,0,16.4,25
332,0,24.6,26
333,0,18.6,27
334,0,13.8,32
335,0,20.0,27
336,0,10.4,18
337,3,2.0,4
338,0,17.4,31
339,1,4.8,10
340,0,25.4,37
341,0,9.2,12
342,0,14.6,22
343,0,9.4,23
344,0,17.8,22
345,0,14.4,29
346,0,19.2,34
347,0,23.6,29
348,0,18.4,32
349,0,14.4,23
350,0,7.6,14
351,0,17.8,22
352,4,1.2,2
353,0,22.2,35
354,0,12.8,24
355,0,23.4,32
356,0,8.8,12
357,0,15.0,20
358,0,15.0,21
359,0,9.2,13
360,0,21.8,37
361,0,10.4,30
362,0,16.8,38
363,0,26.8,41
364,3,1.6,3
365,0,21.0,37
366,0,17.0,27
367,0,19.2,25
368,0,19.4,29
369,0,10.4,14
370,0,5.4,7
371,0,18.4,23
372,0,26.4,33
373,0,27.0,39
374,0,12.2,25
375,0,12.0,17
376,0,9.2,11
377,0,11.2,19
378,0,11.0,13
379,0,22.8,34
380,0,6.8,14
381,0,12.2,26
382,0,8.6,12
383,0,6.6,12
384,0,16.0,26
385,0,23.2,31
386,0,24.2,30
387,0,8.0,10
388,0,7.4,14
389,0,8.0,11
390,0,22.2,25
391,0,10.8,15
392,0,6.8,14
393,0,25.6,35
394,0,9.2,17
395,0,12.0,23
396,0,27.8,38
397,0,13.2,17
398,0,16.0,24
399,0,28.4,40
400,0,8.6,20
401,0,5.2,13
402,2,7.8,17
403,0,23.8,32
404,0,29.8,40
405,0,8.0,12
406,0,12.2,18
407,0,18.8,28
408,0,19.4,35
409,0,25.2,32
410,0,6.2,10
411,0,8.6,13
412,0,12.6,23
413,0,27.8,39
414,1,11.0,19
415,0,8.4,13
416,0,20.6,34
417,0,19.8,39
418,0,19.8,33
419,0,27.0,41
420,0,14.8,17
421,0,26.4,41
422,0,24.8,34
423,0,25.0,40
424,0,23.8,35
425,0,27.8,38
426,0,13.0,17
427,0,19.0,27
428,0,26.8,40
429,0,8.6,13
430,0,14.0,25
431,0,19.8,35
432,0,23.8,33
433,0,4.8,8
434,0,21.6,33
435,0,27.2,38
436,0,11.4,18
437,0,10.2,13
438,0,16.2,24
439,0,13.0,27
440,0,7.2,11
441,0,19.6,30
442,0,11.8,22
443,0,29.6,35
444,0,12.0,18
445,1,5.6,11
446,0,17.4,23
447,2,9.0,28
448,0,17.4,27
449,0,13.4,18
450,0,9.2,16
451,4,2.4,8
452,0,24.2,38
453,0,6.4,8
454,0,20.4,35
455,0,22.6,35
456,0,12.0,20
457,0,12.6,24
458,1,5.2,12
459,0,26.8,32
460,0,17.0,25
461,0,8.6,15
462,0,17.0,23
463,0,16.8,33
464,0,22.4,35
465,0,24.0,36
466,0,7.6,13
467,0,21.4,33
468,0,10.6,16
469,0,7.2,12
470,0,17.6,31
471,0,24.2,32
472,0,15.0,29
473,0,11.2,22
474,0,20.0,30
475,0,20.4,35
476,0,23.4,38
477,0,9.4,14
478,0,14.6,25
479,0,18.2,28
480,0,9.6,22
481,0,6.4,14
482,0,16.2,36
483,0,11.6,25
484,0,16.2,27
485,0,13.4,22
486,0,20.0,34
487,0,10.6,12
488,0,12.0,20
489,1,9.4,30
490,0,9.2,14
491,0,19.6,25
492,0,13.8,19
493,0,21.2,36
494,0,4.4,7
495,1,1.8,2
496,0,12.4,17
497,0,14.0,27
498,1,6.0,11
499,0,16.8,25
500,0,21.2,35
501,0,11.4,22
502,0,11.6,22
503,1,9.8,17
504,1,3.6,8
505,0,5.2,12
506,0,12.0,21
507,0,20.6,38
508,0,8.0,13
509,0,22.6,30
510,0,27.8,34
511,0,6.4,15
512,0,7.2,10
513,0,8.8,16
514,0,16.8,30
515,0,7.6,18
516,0,15.4,24
517,0,8.4,13
518,0,10.8,19
519,0,5.8,9
520,0,7.2,12
521,0,11.4,24
522,0,25.0,33
523,0,25.8,30
524,0,24.8,29
525,0,25.8,31
526,0,8.6,16
527,0,11.8,27
528,0,27.8,34
529,0,22.2,30
530,1,16.0,32
531,0,22.2,34
532,0,7.2,18
533,0,8.4,12
534,0,14.4,21
535,0,16.8,28
536,0,13.8,21
537,0,13.4,23
538,0,9.6,21
539,2,5.6,13
540,0,13.0,15
541,0,8.4,17
542,0,15.2,29
543,0,10.2,23
544,0,13.8,30
545,0,19.4,28
546,0,24.6,30
547,0,14.4,22
548,0,11.6,17
549,0,24.6,31
550,0,23.4,31
551,0,17.6,23
552,0,12.0,18
553,0,20.6,33
554,0,21.8,33
555,0,13.2,17
556,3,2.0,5
557,0,15.8,23
558,0,27.6,39
559,0,17.6,27
560,0,20.6,30
561,0,11.6,17
562,0,17.6,37
563,0,14.6,25
564,0,13.4,29
565,0,15.0,33
566,0,17.0,25
567,0,23.6,35
568,0,11.2,21
569,0,18.6,23
570,0,25.4,30
571,0,19.2,33
572,0,9.4,13
573,0,18.4,27
574,0,18.8,23
575,0,19.0,36
576,0,9.2,14
577,0,24.4,33
578,0,21.6,32
579,0,11.6,17
580,0,9.4,15
581,0,22.4,32
582,0,21.4,29
583,0,9.2,18
584,0,6.8,10
585,0,5.0,11
586,0,12.8,23
587,0,24.2,30
588,2,4.0,12
589,1,4.8,10
590,0,28.8,34
591,0,17.0,24
592,0,19.2,26
593,0,14.0,32
594,0,4.0,6
595,1,4.8,7
596,0,12.0,35
597,0,24.0,30
598,0,18.0,26
599,0,10.4,22
600,0,20.4,31
601,0,11.8,17
602,0,24.0,32
603,0,26.2,35
604,0,17.0,25
605,0,24.6,30
606,0,15.4,26
607,0,16.4,25
608,0,25.0,37
609,0,19.4,27
610,1,11.2,26
611,0,13.0,29
612,0,24.2,33
613,0,18.8,27
614,0,12.4,23
615,0,15.6,37
616,0,10.0,16
617,0,18.6,24
618,0,7.0,12
619,0,13.8,31
620,0,14.0,21
621,0,16.0,22
622,0,16.6,34
623,0,16.0,32
624,0,14.6,30
625,0,6.6,11
626,0,10.8,21
627,0,22.8,31
628,0,10.8,29
629,0,21.4,32
630,0,12.8,23
631,0,14.2,21
632,0,4.8,10
633,0,20.2,30
634,0,8.0,11
635,0,9.6,14
636,0,13.2,19
637,0,25.6,33
638,0,18.6,27
639,0,16.0,24
640,0,13.6,31
641,0,8.6,18
642,0,27.2,32
643,1,13.2,37
644,0,8.6,18
645,0,18.8,32
646,0,14.2,22
647,0,15.8,35
648,0,15.8,34
649,0,22.4,25
650,0,9.6,15
651,0,18.8,26
652,0,23.8,35
653,0,16.2,28
654,0,22.8,37
655,0,19.6,36
656,0,9.6,19
657,0,28.6,36
658,0,24.4,38
659,0,6.2,11
660,0,16.0,22
661,0,23.8,30
662,0,25.6,31
663,0,4.6,8
664,0,13.6,20
665,0,10.6,22
666,0,24.6,37
667,0,22.0,36
668,0,19.8,32
669,0,24.0,32
670,0,20.0,26
671,0,19.8,32
672,0,25.6,35
673,0,14.2,24
674,0,16.6,29
675,0,18.8,31
676,0,5.6,11
677,0,24.2,31
678,0,24.8,31
679,0,21.8,29
680,0,11.0,14
681,0,18.4,25
682,0,13.4,20
683,0,7.2,11
684,0,23.4,36
685,1,14.8,32
686,0,8.6,18
687,0,24.0,36
688,0,10.4,28
689,0,20.2,28
690,0,20.6,28
691,0,13.0,28
692,0,15.0,30
693,0,6.0,12
694,0,16.8,31
695,0,18.6,28
696,0,5.4,15
697,0,18.4,25
698,0,11.0,19
699,0,16.0,32
700,0,23.6,36
701,0,8.4,16
702,0,26.8,30
703,0,18.8,36
704,0,22.6,31
705,2,3.0,8
706,0,14.8,26
707,0,26.6,33
708,0,20.8,31
709,0,17.6,22
710,0,19.4,33
711,0,22.4,31
712,0,18.6,24
713,0,7.8,10
714,0,16.0,25
715,0,20.0,25
716,0,18.6,21
717,0,26.0,38
718,0,9.6,27
719,0,8.6,19
720,0,26.0,32
721,0,15.4,24
722,0,15.4,32
723,0,9.4,12
724,0,7.8,15
725,0,18.4,25
726,0,18.4,25
727,0,23.0,27
728,0,19.8,28
729,0,21.2,28
730,0,11.2,17
731,0,22.8,30
732,0,24.2,31
733,0,20.6,31
734,0,21.8,28
735,0,10.8,18
736,0,7.4,12
737,0,14.8,26
738,0,27.6,35
739,0,10.2,14
740,0,14.2,27
741,0,9.8,15
742,0,19.6,29
743,0,17.0,25
744,0,17.8,30
745,0,18.8,37
746,0,24.0,34
747,0,10.8,20
748,0,26.2,40
749,0,14.0,26
750,0,21.4,32
751,0,10.4,12
752,1,12.6,37
753,0,9.6,17
754,0,14.4,25
755,0,3.2,4
756,0,18.4,34
757,0,8.8,15
758,1,4.8,8
759,0,13.4,18
760,0,11.2,15
761,0,16.8,33
762,0,21.6,30
763,0,21.8,27
764,0,17.8,31
765,0,23.6,36
766,0,14.2,24
767,0,19.2,30
