candidate_id,first_front_count,mean_pareto_layer,worst_pareto_layer
316,0,17.4,29
317,0,17.4,23
318,0,18.0,27
319,0,19.8,25
320,0,19.8,23
321,0,14.2,20
322,0,22.4,27
323,0,10.2,15
324,0,10.2,19
325,0,29.4,38
326,0,29.6,39
327,0,16.4,24
328,0,9.6,15
329,0,14.8,19
330,0,21.2,26
331,0,21.6,27
332,0,29.4,31
333,0,23.4,30
334,0,17.0,34
335,0,25.0,31
336,0,15.4,24
337,0,4.4,7
338,0,22.6,33
339,0,9.0,15
340,0,31.0,40
341,0,14.6,19
342,0,21.0,27
343,0,13.6,25
344,0,23.2,28
345,0,19.4,31
346,0,25.0,37
347,0,28.4,33
348,0,23.0,35
349,0,20.6,28
350,0,12.0,20
351,0,22.0,25
352,2,3.0,6
353,0,26.8,38
354,0,19.4,28
355,0,28.0,35
356,0,13.8,19
357,0,19.6,24
358,0,20.4,25
359,0,12.4,17
360,0,27.8,40
361,0,14.6,32
362,0,20.4,41
363,0,31.2,44
364,1,3.4,6
365,0,26.2,40
366,0,21.4,30
367,0,24.0,28
368,0,25.0,32
369,0,16.6,21
370,0,9.2,12
371,0,22.6,25
372,0,31.2,36
373,0,31.6,42
374,0,18.0,28
375,0,17.0,22
376,0,15.2,19
377,0,15.4,21
378,0,17.6,20
379,0,27.4,37
380,0,11.0,18
381,0,16.8,28
382,0,14.0,18
383,0,12.0,16
384,0,21.2,28
385,0,28.0,34
386,0,30.0,36
387,0,14.0,18
388,0,12.2,16
389,0,13.4,16
390,0,26.4,29
391,0,17.0,22
392,0,11.6,19
393,0,30.4,38
394,0,15.2,21
395,0,17.0,26
396,0,32.4,41
397,0,18.2,22
398,0,21.8,27
399,0,32.8,43
400,0,12.6,25
401,0,9.4,19
402,0,10.8,20
403,0,28.8,35
404,0,34.2,43
405,0,12.2,15
406,0,17.0,20
407,0,23.4,31
408,0,24.6,38
409,0,30.0,36
410,0,11.4,16
411,0,14.6,20
412,0,17.2,25
413,0,33.4,42
414,0,16.2,25
415,0,14.8,19
416,0,25.8,37
417,0,25.0,42
418,0,25.6,35
419,0,31.8,44
420,0,20.2,24
421,0,31.0,44
422,0,29.4,37
423,0,29.8,43
424,0,28.4,38
425,0,33.0,41
426,0,19.2,23
427,0,25.2,31
428,0,32.0,43
429,0,13.2,20
430,0,18.8,27
431,0,24.6,38
432,0,28.6,36
433,0,9.6,16
434,0,27.0,36
435,0,31.8,41
436,0,16.8,23
437,0,15.8,19
438,0,22.8,28
439,0,17.8,29
440,0,12.6,17
441,0,24.4,33
442,0,16.6,24
443,0,34.2,37
444,0,15.8,23
445,1,7.8,14
446,0,22.0,26
447,2,11.8,30
448,0,22.6,30
449,0,18.6,22
450,0,14.0,20
451,0,6.2,15
452,0,29.8,41
453,0,11.2,16
454,0,25.8,38
455,0,27.2,38
456,0,17.2,22
457,0,16.6,26
458,0,8.6,15
459,0,32.2,36
460,0,21.4,27
461,0,14.4,19
462,0,22.2,29
463,0,22.8,36
464,0,28.0,38
465,0,28.2,38
466,0,13.6,19
467,0,26.2,37
468,0,15.8,21
469,0,13.0,19
470,0,22.4,34
471,0,29.4,36
472,0,20.4,32
473,0,15.6,24
474,0,24.8,33
475,0,26.0,38
476,0,28.6,41
477,0,15.2,19
478,0,19.6,27
479,0,23.2,31
480,0,13.6,24
481,0,9.8,16
482,0,21.6,39
483,0,16.8,27
484,0,21.6,30
485,0,20.2,26
486,0,24.6,36
487,0,16.0,18
488,0,17.8,24
489,0,12.6,32
490,0,13.4,20
491,0,23.6,27
492,0,19.6,23
493,0,26.0,39
494,0,8.8,12
495,1,3.6,6
496,0,17.6,20
497,0,20.4,30
498,1,11.8,19
499,0,21.2,27
500,0,27.2,38
501,0,15.6,24
502,0,15.6,24
503,0,15.0,23
504,1,7.2,14
505,0,9.8,15
506,0,17.2,23
507,0,25.4,41
508,0,12.8,20
509,0,26.8,33
510,0,33.6,37
511,0,9.8,20
512,0,11.4,17
513,0,12.8,19
514,0,21.4,32
515,0,11.8,20
516,0,19.8,26
517,0,12.6,17
518,0,15.4,25
519,0,10.2,20
520,0,11.4,17
521,0,15.4,27
522,0,29.6,36
523,0,31.0,34
524,0,29.2,33
525,0,30.4,34
526,0,13.4,20
527,0,16.8,30
528,0,32.8,38
529,0,26.6,32
530,0,21.2,35
531,0,26.8,37
532,0,10.0,20
533,0,13.2,16
534,0,19.6,24
535,0,22.0,31
536,0,18.2,23
537,0,17.4,25
538,0,15.8,23
539,1,9.2,16
540,0,18.2,20
541,0,13.2,20
542,0,20.8,32
543,0,15.4,27
544,0,17.8,32
545,0,25.6,30
546,0,29.8,34
547,0,19.2,24
548,0,18.4,25
549,0,29.0,35
550,0,27.8,33
551,0,22.0,27
552,0,17.0,22
553,0,26.4,36
554,0,25.8,35
555,0,17.8,25
556,1,3.6,7
557,0,21.0,26
558,0,32.0,42
559,0,21.8,29
560,0,26.0,33
561,0,16.6,23
562,0,22.8,40
563,0,19.8,30
564,0,18.0,32
565,0,20.2,36
566,0,21.8,29
567,0,28.6,38
568,0,15.2,23
569,0,24.2,27
570,0,29.8,34
571,0,24.6,36
572,0,14.6,18
573,0,24.2,29
574,0,24.0,26
575,0,24.0,39
576,0,13.8,16
577,0,30.2,35
578,0,27.4,34
579,0,16.2,19
580,0,13.8,21
581,0,28.4,34
582,0,25.8,31
583,0,13.4,20
584,0,11.6,14
585,0,8.4,16
586,0,18.0,26
587,0,30.0,33
588,0,7.4,16
589,0,9.2,14
590,0,33.8,38
591,0,22.4,28
592,0,24.0,30
593,0,18.8,34
594,0,7.6,13
595,0,10.4,14
596,0,16.4,38
597,0,29.6,34
598,0,23.2,30
599,0,14.4,26
600,0,26.0,34
601,0,17.2,22
602,0,28.6,35
603,0,31.4,37
604,0,21.8,29
605,0,29.2,33
606,0,21.0,29
607,0,21.6,28
608,0,30.2,40
609,0,23.8,31
610,0,14.8,29
611,0,17.0,31
612,0,30.2,37
613,0,23.0,29
614,0,17.2,27
615,0,21.2,40
616,0,14.6,22
617,0,25.0,30
618,0,12.0,16
619,0,18.6,33
620,0,19.8,27
621,0,21.0,25
622,0,21.2,36
623,0,20.8,34
624,0,19.4,33
625,0,11.0,15
626,0,15.4,24
627,0,28.4,35
628,0,14.2,31
629,0,26.8,34
630,0,18.0,26
631,0,19.2,23
632,0,8.6,13
633,0,24.8,32
634,0,12.8,15
635,0,14.6,19
636,0,18.0,24
637,0,30.0,36
638,0,23.2,30
639,0,20.8,29
640,0,18.2,34
641,0,12.6,23
642,0,31.6,36
643,0,17.2,40
644,0,13.4,21
645,0,24.8,35
646,0,19.2,24
647,0,20.8,38
648,0,20.8,36
649,0,26.6,29
650,0,14.2,18
651,0,23.8,30
652,0,28.6,38
653,0,21.0,30
654,0,28.4,40
655,0,24.8,39
656,0,13.8,21
657,0,33.2,39
658,0,29.0,41
659,0,10.6,17
660,0,20.6,25
661,0,28.2,32
662,0,30.0,33
663,0,8.2,13
664,0,20.0,27
665,0,14.2,24
666,0,29.2,40
667,0,26.6,39
668,0,24.8,34
669,0,28.4,34
670,0,24.2,30
671,0,25.6,36
672,0,30.0,37
673,0,19.4,27
674,0,21.4,32
675,0,24.0,34
676,0,8.8,15
677,0,30.0,35
678,0,29.2,33
679,0,27.0,33
680,0,16.4,21
681,0,23.2,30
682,0,17.6,25
683,0,10.8,15
684,0,28.4,38
685,0,19.0,34
686,0,11.8,22
687,0,28.6,39
688,0,14.8,31
689,0,24.2,30
690,0,25.2,32
691,0,17.6,31
692,0,20.0,33
693,0,9.4,15
694,0,22.6,33
695,0,23.4,32
696,0,8.4,20
697,0,23.4,28
698,0,15.4,23
699,0,21.4,35
700,0,28.6,39
701,0,12.2,18
702,0,31.4,34
703,0,23.8,39
704,0,27.2,34
705,0,6.6,12
706,0,19.8,29
707,0,31.2,36
708,0,25.8,34
709,0,22.0,24
710,0,24.6,35
711,0,27.2,34
712,0,24.2,29
713,0,11.8,14
714,0,21.0,27
715,0,24.8,28
716,0,23.4,26
717,0,30.2,41
718,0,14.0,29
719,0,12.8,24
720,0,30.6,36
721,0,21.4,27
722,0,20.0,34
723,0,13.6,18
724,0,11.8,17
725,0,23.2,30
726,0,23.2,27
727,0,27.8,31
728,0,24.2,31
729,0,25.6,30
730,0,16.2,21
731,0,27.4,33
732,0,29.4,34
733,0,26.4,33
734,0,26.4,32
735,0,14.8,22
736,0,11.6,16
737,0,20.2,30
738,0,31.8,37
739,0,15.4,18
740,0,19.4,30
741,0,14.6,18
742,0,24.6,32
743,0,22.6,29
744,0,22.2,32
745,0,25.0,40
746,0,28.4,36
747,0,15.0,25
748,0,30.8,43
749,0,18.8,28
750,0,26.2,34
751,0,14.8,17
752,0,16.6,40
753,0,14.6,22
754,0,20.6,29
755,0,5.0,6
756,0,23.6,36
757,0,13.2,21
758,1,8.8,15
759,0,18.0,23
760,0,17.0,21
761,0,20.8,35
762,0,27.6,33
763,0,26.4,31
764,0,22.8,33
765,0,28.0,39
766,0,18.4,26
767,0,23.6,32
768,0,5.2,11
769,1,3.2,7
770,1,18.6,41
771,0,5.2,7
772,0,11.2,16
773,0,10.2,15
774,0,5.6,8
775,0,8.8,14
776,0,3.8,7
777,1,3.6,6
778,0,15.6,24
779,2,4.4,7
780,0,4.6,9
781,0,6.2,8
782,0,8.0,13
783,0,6.6,9
784,0,19.6,27
785,0,4.6,8
786,0,6.0,10
787,0,6.4,11
788,0,7.6,11
789,0,5.8,8
790,2,3.8,7
791,0,22.6,36
792,0,17.0,35
793,0,23.0,39
794,1,6.4,11
795,0,6.8,9
796,1,3.2,6
797,1,7.0,12
798,1,19.8,35
799,0,7.6,13
800,0,16.8,21
801,0,9.0,17
802,0,9.0,16
803,0,16.4,21
804,0,6.8,11
