factor,year,endpoint,effect,matched_strata,references
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2021,return_20,0.033025325521438526,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2022,return_20,0.04876674010305623,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2023,return_20,0.0416981400398053,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2024,return_20,-0.09884475396216551,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2025,return_20,0.010758982307589652,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2021,max_drawdown_20,0.011258604411137935,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2022,max_drawdown_20,0.03612801543011555,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2023,max_drawdown_20,0.030154904033427594,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2024,max_drawdown_20,-0.019173940947798437,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__onset,2025,max_drawdown_20,-0.047067307363816695,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2021,return_20,0.04701831287440615,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2022,return_20,0.03775437417264224,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2023,return_20,0.03570222690912575,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2024,return_20,-0.06646204444550546,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2025,return_20,-0.0006743497049970099,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2021,max_drawdown_20,0.011258604411137935,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2022,max_drawdown_20,0.03203736863238455,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2023,max_drawdown_20,0.0309570941938853,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2024,max_drawdown_20,-0.016638488731196985,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230106__di_1__v2::强__exit,2025,max_drawdown_20,-0.05348096190877042,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2021,return_20,0.03168451202086429,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2022,return_20,-0.012469286831997143,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2023,return_20,0.008324071193363987,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2024,return_20,-0.03409323473739158,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2025,return_20,0.024894854553361368,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2021,max_drawdown_20,0.017024254172121833,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2022,max_drawdown_20,-0.021399161554688514,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2023,max_drawdown_20,0.009217446257939556,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2024,max_drawdown_20,0.00860366937805392,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__onset,2025,max_drawdown_20,0.010125306753629763,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2021,return_20,-0.008751040658655429,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2022,return_20,-0.013926776447871145,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2023,return_20,0.003774540106891483,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2024,return_20,0.02229111310450283,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2025,return_20,0.03099344988447692,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2021,max_drawdown_20,0.009496340504867303,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2022,max_drawdown_20,-0.023959120079008148,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2023,max_drawdown_20,0.011303978193038258,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2024,max_drawdown_20,0.006486742652466471,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看多|弱|任意__exit,2025,max_drawdown_20,0.024294747216226025,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2021,return_20,-0.005758253960554833,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2022,return_20,0.01694485482962724,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2023,return_20,0.022365295153292847,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2024,return_20,-0.024281712297723895,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2025,return_20,0.0014680122638706088,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2021,max_drawdown_20,0.006689753639468516,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2022,max_drawdown_20,0.03090726517856382,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2023,max_drawdown_20,0.013495827782417329,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2024,max_drawdown_20,0.0012643357990517745,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__onset,2025,max_drawdown_20,-0.011606998528969334,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2021,return_20,0.006131773522111103,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2022,return_20,0.020237467540883736,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2023,return_20,0.02373363980895454,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2024,return_20,-0.02453097764667578,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2025,return_20,-0.01840358182360217,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2021,max_drawdown_20,0.007245120953790752,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2022,max_drawdown_20,0.024569659924484614,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2023,max_drawdown_20,0.013495827782417329,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2024,max_drawdown_20,0.002930849065098537,1,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__joint::看空|弱|任意__exit,2025,max_drawdown_20,-0.007883973344897287,2,['target_position']
dynamic__state__raw__30m__byi_bi_end_V230107__di_1__v1::看多__onset,2021,return_20,0.03449235006200782,2,['target_position']
