variant_id,entry_threshold,exit_threshold,min_hold_days,closed_trades,closed_trades_per_60_sessions,five_session_declustered_cycles,declustered_cycles_per_60_sessions,median_holding_sessions,mean_holding_sessions,actual_position_session_ratio,rolling_60_median_closed_trades,rolling_60_p25_closed_trades,rolling_60_max_closed_trades,rolling_60_share_at_least_6,total_return,cagr,max_drawdown,calmar,win_loss_ratio
BASELINE,0.175,0.025,3,73,3.1877729257641922,41,1.7903930131004366,8.0,10.794520547945206,0.5203784570596798,3.0,2.0,7,0.06007604562737642,2.642316735500001,0.2675354193975168,-0.21533380100584498,1.242421849927104,4.5025235129258006
ENTRY_0165,0.165,0.025,3,74,3.2314410480349345,41,1.7903930131004366,7.5,10.756756756756756,0.5254730713245997,3.0,2.0,7,0.06007604562737642,2.2487170925000006,0.24122664428824736,-0.21529270361296915,1.1204589855580966,3.7925888671520425
ENTRY_0155,0.155,0.025,3,83,3.6244541484716155,42,1.834061135371179,7.0,10.120481927710843,0.5509461426491994,3.0,3.0,7,0.11178707224334601,1.5975756890000028,0.1913362161928911,-0.2262208918740034,0.8457937487907096,3.4643665165587936
EXIT_0050,0.175,0.05,3,80,3.493449781659389,41,1.7903930131004366,7.0,9.7125,0.507278020378457,3.0,3.0,7,0.09277566539923954,2.5195871434999995,0.25959208489632446,-0.22919010814576468,1.1326496025353072,3.9253441947053
EXIT_0075,0.175,0.075,3,86,3.7554585152838427,41,1.7903930131004366,6.5,8.965116279069768,0.4985443959243086,4.0,3.0,7,0.10798479087452471,2.188600878500001,0.2369819098887973,-0.22226043960584507,1.0662352252567266,3.6175790793782463
HOLD_1,0.175,0.025,1,85,3.7117903930131004,42,1.834061135371179,6.0,8.929411764705883,0.49053857350800584,3.0,3.0,8,0.14600760456273765,2.1140398890000007,0.23162549112009723,-0.21959667295702967,1.054776868889181,4.61403526133952
HOLD_2,0.175,0.025,2,79,3.449781659388646,41,1.7903930131004366,7.0,9.784810126582279,0.50509461426492,3.0,2.0,8,0.09961977186311786,2.1872901940000005,0.2368886385825535,-0.23639192647133678,1.0021012228236015,3.904481791156212
