date,type,share_ratio,nav_ratio,share_nav_reciprocal_error,next_session,next_session_close_nav_deviation,passed,source
2022-08-26,FUND_SHARE_SPLIT,1.146494568584296,0.8699682276557535,0.0025861521517722696,2022-08-29,-0.0016480730223122,True,https://www.nffund.com/DownLoader.java?filePath=%252Fmain%252Ffiles%252F2022%252F08%252F22%252F513929807319.pdf&utf8=1
