fill_id,order_id,decision_id,cycle_id,signal_date,fill_time,side,quantity,price,fees,trigger
FIL-8A9941CDC7EA36868A0C,ORD-7A351D55F3A5B2F2CC96,DEC-992454C3850A25D156C5,CYC-B92A024CFC89A0EEF795,2021-03-10,2021-03-11 00:00:00,BUY,14800,6.712,49.6688,OPEN
FIL-1402DAF401E183EBD1E1,ORD-E778D48D1B57B44684F9,DEC-CA9E7441250CD28838FD,CYC-B92A024CFC89A0EEF795,2021-03-17,2021-03-18 00:00:00,SELL,14800,6.895,51.023,OPEN
FIL-B398D1BFFEDBBB9C1904,ORD-38BE335A189F0A776ACB,DEC-52822E0CC3442254E6E6,CYC-293E5B0BCF6D1514FFA1,2021-05-21,2021-05-24 00:00:00,BUY,14100,7.257,51.16185,OPEN
FIL-36FBD8D656B76803DEE9,ORD-F777EFBE2578D5E6EDB4,DEC-3F8C4B452E3E4F09B0E6,CYC-293E5B0BCF6D1514FFA1,2021-05-28,2021-05-31 00:00:00,SELL,14100,7.43,52.3815,OPEN
FIL-43F0B6A305CEA1EF7B45,ORD-64E75B582DF22EDD6194,DEC-9317FE2CE477C5D92476,CYC-1667145C6D44D7C478DC,2022-08-05,2022-08-08 00:00:00,BUY,14500,7.169,51.97525,OPEN
FIL-2D84ED2B96A217E56812,ORD-34209FA368236F66ED1A,DEC-1555DD239911539721ED,CYC-1667145C6D44D7C478DC,2022-08-11,2022-08-12 00:00:00,SELL,14500,7.37,53.432500000000005,OPEN
FIL-424EBB247BC729DCB50D,ORD-0E4368FE1383C737EC0C,DEC-48191183468253A4FDB9,CYC-7C075C76D6C8A215E482,2022-10-26,2022-10-27 10:00:00,BUY,17900,5.987,53.583650000000006,INTRADAY_LIMIT
FIL-F75ABD094DDEC07F1141,ORD-918E20314C04BE7DB015,DEC-37FDEA922F9DF64218C7,CYC-7C075C76D6C8A215E482,2022-11-01,2022-11-02 00:00:00,SELL,17900,5.95,53.2525,OPEN
FIL-D075C2178AB90E959AD0,ORD-EB2CFB5EE3F7C235527F,DEC-E0453FA9AF58B1BD5FCE,CYC-B336B11CD16A159639E8,2022-12-05,2022-12-06 00:00:00,BUY,17100,6.214,53.12970000000001,OPEN
FIL-A9AF2B0BB13D5A5D15E0,ORD-40CD4CCBCDFF178A7EBA,DEC-9F2F952F4CA5912F601D,CYC-B336B11CD16A159639E8,2022-12-09,2022-12-12 00:00:00,SELL,17100,6.195,52.96725,OPEN
FIL-73AD2AD0D684FD7D00BB,ORD-D2F90143197C0A81741C,DEC-3CD37FFA98E237CA7579,CYC-0D3558A6368A0D28592B,2023-02-17,2023-02-20 10:00:00,BUY,17000,6.26,53.21,INTRADAY_LIMIT
