cycle_id,status,entry_date,exit_date,quantity,entry_price,exit_price,net_return
CYC-B92A024CFC89A0EEF795,CLOSED,2021-03-11 00:00:00,2021-03-18,14800,6.712,6.895,0.026237849490034604
CYC-293E5B0BCF6D1514FFA1,CLOSED,2021-05-24 00:00:00,2021-05-31,14100,7.257,7.43,0.02281572456158587
CYC-1667145C6D44D7C478DC,CLOSED,2022-08-08 00:00:00,2022-08-12,14500,7.169,7.37,0.027009859556203164
CYC-7C075C76D6C8A215E482,CLOSED,2022-10-27 10:00:00,2022-11-02,17900,5.987,5.95,-0.007173380071280544
CYC-B336B11CD16A159639E8,CLOSED,2022-12-06 00:00:00,2022-12-12,17100,6.214,6.195,-0.004054056010295626
CYC-0D3558A6368A0D28592B,CLOSED,2023-02-20 10:00:00,2023-02-27,17000,6.26,6.341,0.011926864044016217
CYC-326765D14EC7B3239482,CLOSED,2023-03-07 00:00:00,2023-03-14,16800,6.4,6.242,-0.02566232508745614
CYC-E733BD018B5C412A73D9,CLOSED,2023-03-23 00:00:00,2023-03-28,16700,6.275,6.321,0.006323850027177613
CYC-5F88499873EA1315354D,CLOSED,2023-03-30 00:00:00,2023-04-07,16800,6.279,6.426,0.02238847131618127
CYC-4C10346DE656EEC99EC3,CLOSED,2023-05-12 00:00:00,2023-05-19,17400,6.168,6.145,-0.004724696665934447
CYC-7F3261D0BAF40CBD630E,CLOSED,2023-07-11 10:00:00,2023-07-18,17600,6.077,6.111,0.004589773568045574
CYC-E7B9301C7F2D529EA024,CLOSED,2023-07-19 00:00:00,2023-07-26,17700,6.094,6.117,0.0027709315673636326
CYC-72C19620981E0E304295,CLOSED,2023-09-18 00:00:00,2023-09-25,18600,5.8,5.8,-0.0009995002498750516
CYC-560027832971CE70E731,CLOSED,2023-10-13 00:00:00,2023-10-19,18700,5.746,5.605,-0.02551378331022436
CYC-5F5E71F0CB14EC412AD6,CLOSED,2023-11-07 00:00:00,2023-11-10,18500,5.687,5.68,-0.0022291474273412604
CYC-E0ABAC8D544120A75DC9,CLOSED,2023-12-18 00:00:00,2023-12-25,18900,5.52,5.408,-0.021269075607123766
CYC-EBEAA3F81C5E5DF274BF,CLOSED,2024-03-15 00:00:00,2024-03-22,18800,5.463,5.547,0.014361298208666051
CYC-68EC35347E41EA118217,CLOSED,2024-06-04 00:00:00,2024-06-12,19700,5.289,5.245,-0.009310338213385227
CYC-40716767EFCEF956AF26,CLOSED,2024-11-27 00:00:00,2024-12-04,17800,5.782,6.02,0.04012158569625579
CYC-1D36BDF2EFEA4B268FD0,CLOSED,2025-01-24 00:00:00,2025-02-10,19200,5.569,5.843,0.048152257144905786
CYC-892ABDB5DA81FA5B3AB2,CLOSED,2025-03-26 00:00:00,2025-04-02,18900,5.933,5.879,-0.010092038086805255
CYC-F675E7743E2581EC2BE1,CLOSED,2025-04-25 10:00:00,2025-05-07,19900,5.605,5.798,0.03339962489763115
CYC-110F41EA396C495605BD,CLOSED,2025-11-21 00:00:00,2025-11-28,16000,7.098,7.048,-0.008036697345888966
CYC-02D90A92DEA7DE53ADB8,CLOSED,2026-04-03 10:00:00,2026-04-13,14900,7.672000000000001,7.985,0.03975742837653118
CYC-86F5863370D83EC389DB,CLOSED,2026-08-05 00:00:00,2026-08-11,15600,7.6,7.993,0.050659341381940504
CYC-3FD789A28465FAF0F6F9,OPEN,2026-09-04 11:00:00,,16000,7.781,,
