path_id,panel,horizon_sessions,combiner,smoothing_sessions,entry_quantile,entry_threshold,information_families,components,weights_json,full_total_return,full_cagr,full_maximum_drawdown,full_calmar,full_closed_trades,full_rolling_60_closed_trades_median,full_rolling_60_closed_trades_p10,full_exposure_ratio,full_profit_factor,full_positive_years,full_annual_returns_json,discovery_total_return,discovery_cagr,discovery_maximum_drawdown,discovery_calmar,discovery_closed_trades,discovery_rolling_60_closed_trades_median,discovery_rolling_60_closed_trades_p10,discovery_exposure_ratio,discovery_profit_factor,discovery_positive_years,discovery_annual_returns_json,confirmation_total_return,confirmation_cagr,confirmation_maximum_drawdown,confirmation_calmar,confirmation_closed_trades,confirmation_rolling_60_closed_trades_median,confirmation_rolling_60_closed_trades_p10,confirmation_exposure_ratio,confirmation_profit_factor,confirmation_positive_years,confirmation_annual_returns_json,hard_gates_pass
ALL_MATERIALIZED:H1:POSITIVE_RIDGE_A10:S1:Q40,ALL_MATERIALIZED,1,POSITIVE_RIDGE_A10,1,0.4,-0.0018419061143223373,12,679,"{""CALENDAR_SEASONALITY"": 0.0014731477902113798, ""FUNDAMENTAL_EXPECTATION"": 0.0006864600370110369, ""FUND_FLOW"": 0.0003565280456550637, ""MARKET_BREADTH"": 0.0019882894198690985, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.0018490584160806706, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 1.6809050514518091e-06, ""TREND_MOMENTUM"": 0.0015202071211460114, ""TREND_REGIME"": 0.00038193491390573685, ""VOLATILITY_RISK"": 0.0013960611186157649, ""VOLUME_LIQUIDITY"": 0.0013808811784803484}",1.8676990578830974,0.20750270188275133,-0.30885926469437763,0.6718357698872313,240,11.0,7.0,0.5880681818181818,1.4801414724704771,5,"{""2020"": -0.041376902317880715, ""2021"": 0.1759831907499969, ""2022"": 0.36646220362893134, ""2023"": 0.27387031340793233, ""2024"": -0.08212950022443366, ""2025"": 0.428757607676155, ""2026"": 0.11435037201845177}",1.0399862773721789,0.28034228248982673,-0.202121981131424,1.3869955208263185,117,9.0,6.0,0.5997248968363136,1.9232254218292721,3,"{""2021"": 0.1759831907499969, ""2022"": 0.36646220362893134, ""2023"": 0.26948773205446463}",0.4606343074842103,0.15901020550699152,-0.2506546894439373,0.6343795356861118,122,11.0,9.0,0.6043276661514683,1.2899833904130873,2,"{""2024"": -0.08259483922199395, ""2025"": 0.428757607676155, ""2026"": 0.11435037201845177}",False
STABLE:H1:EQUAL_FAMILY:S3:Q70,STABLE,1,EQUAL_FAMILY,3,0.7,0.252374166139922,9,146,"{""FUND_FLOW"": 0.1111111111111111, ""MARKET_BREADTH"": 0.1111111111111111, ""MARKET_MICROSTRUCTURE"": 0.1111111111111111, ""MARKET_STRUCTURE"": 0.1111111111111111, ""POSITION_RISK"": 0.1111111111111111, ""POSITION_VALUATION"": 0.1111111111111111, ""TREND_MOMENTUM"": 0.1111111111111111, ""VOLATILITY_RISK"": 0.1111111111111111, ""VOLUME_LIQUIDITY"": 0.1111111111111111}",1.8291829976190934,0.20458391880017968,-0.180286987955398,1.1347680779424447,156,7.0,5.0,0.3231534090909091,2.041210351395212,6,"{""2020"": 0.0, ""2021"": 0.2486146022895701, ""2022"": 0.09435950138869709, ""2023"": 0.11442390083194254, ""2024"": 0.24854202180931528, ""2025"": 0.23689899963814964, ""2026"": 0.20305310159640877}",0.5227858766903115,0.1569327062874286,-0.180286987955398,0.8704605255607959,82,7.0,5.0,0.2998624484181568,1.7544307688528595,3,"{""2021"": 0.2486146022895701, ""2022"": 0.09435950138869709, ""2023"": 0.11442390083194254}",0.8578994203493373,0.27286235945766935,-0.08263337795098546,3.3020840515502035,74,7.0,4.0,0.366306027820711,2.4095719622514196,3,"{""2024"": 0.24854202180931528, ""2025"": 0.23689899963814964, ""2026"": 0.20305310159640877}",False
STABLE:H1:POSITIVE_RIDGE_A10:S3:Q70,STABLE,1,POSITIVE_RIDGE_A10,3,0.7,-7.837954413603929e-05,9,146,"{""FUND_FLOW"": 0.0, ""MARKET_BREADTH"": 0.0, ""MARKET_MICROSTRUCTURE"": 0.0004392743580290886, ""MARKET_STRUCTURE"": 0.001795163091217307, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 0.0014232010810390425, ""TREND_MOMENTUM"": 0.0014350477755738738, ""VOLATILITY_RISK"": 0.0012428330537949915, ""VOLUME_LIQUIDITY"": 0.0009559890665061971}",1.7675146967909097,0.19984197470673393,-0.21386126789783988,0.9344467872611563,117,5.0,3.0,0.32173295454545453,2.4206297557067455,6,"{""2020"": 0.0, ""2021"": 0.19033240929296302, ""2022"": 0.15191233123127934, ""2023"": 0.1083542788127283, ""2024"": 0.032436659731681194, ""2025"": 0.19816720952003353, ""2026"": 0.47211860286755036}",0.5145010525509635,0.15474699794125035,-0.21386126789783988,0.7235858996925614,61,5.0,3.0,0.2998624484181568,1.9118916992012582,3,"{""2021"": 0.19033240929296302, ""2022"": 0.15191233123127934, ""2023"": 0.10454113335809723}",0.821968438082654,0.26321723768830907,-0.10288497132177143,2.5583643005070247,55,5.0,2.0,0.36321483771251933,3.088156297755413,3,"{""2024"": 0.03295313629982988, ""2025"": 0.19816720952003353, ""2026"": 0.47211860286755036}",False
ALL_MATERIALIZED:H1:POSITIVE_RIDGE_A10:S3:Q40,ALL_MATERIALIZED,1,POSITIVE_RIDGE_A10,3,0.4,-0.0016052963960567395,12,679,"{""CALENDAR_SEASONALITY"": 0.0014731477902113798, ""FUNDAMENTAL_EXPECTATION"": 0.0006864600370110369, ""FUND_FLOW"": 0.0003565280456550637, ""MARKET_BREADTH"": 0.0019882894198690985, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.0018490584160806706, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 1.6809050514518091e-06, ""TREND_MOMENTUM"": 0.0015202071211460114, ""TREND_REGIME"": 0.00038193491390573685, ""VOLATILITY_RISK"": 0.0013960611186157649, ""VOLUME_LIQUIDITY"": 0.0013808811784803484}",1.7272833661835394,0.19670144172015314,-0.32312437033711205,0.6087483946659199,120,5.0,2.0,0.5923295454545454,1.8621313041560976,6,"{""2020"": 0.0, ""2021"": 0.1015255732570981, ""2022"": 0.07192922014450165, ""2023"": 0.19115613574636203, ""2024"": 0.31484508668758826, ""2025"": 0.3430269224244795, ""2026"": 0.09809918971292486}",0.40162771903477523,0.12415781255126879,-0.32312437033711205,0.38424156129646403,60,4.0,2.0,0.5997248968363136,1.5689441008691287,3,"{""2021"": 0.1015255732570981, ""2022"": 0.07192922014450165, ""2023"": 0.18705812151787682}",0.9381199168098528,0.2939928419130666,-0.2790670295057174,1.0534846858612634,60,6.0,3.0,0.615146831530139,2.006895359181897,3,"{""2024"": 0.3141784908064291, ""2025"": 0.3430269224244795, ""2026"": 0.09809918971292486}",False
ALL_MATERIALIZED:H1:POSITIVE_RIDGE_A10:S3:Q60,ALL_MATERIALIZED,1,POSITIVE_RIDGE_A10,3,0.6,0.00010914610187923903,12,679,"{""CALENDAR_SEASONALITY"": 0.0014731477902113798, ""FUNDAMENTAL_EXPECTATION"": 0.0006864600370110369, ""FUND_FLOW"": 0.0003565280456550637, ""MARKET_BREADTH"": 0.0019882894198690985, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.0018490584160806706, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 1.6809050514518091e-06, ""TREND_MOMENTUM"": 0.0015202071211460114, ""TREND_REGIME"": 0.00038193491390573685, ""VOLATILITY_RISK"": 0.0013960611186157649, ""VOLUME_LIQUIDITY"": 0.0013808811784803484}",1.6944955922344151,0.19411371068281835,-0.23880889113625936,0.812841221108728,118,5.0,2.0,0.3586647727272727,1.9040084984979126,6,"{""2020"": 0.0, ""2021"": 0.09467276949515369, ""2022"": 0.23106442035090602, ""2023"": 0.2141134001283962, ""2024"": 0.17159244867921175, ""2025"": 0.28195142252974126, ""2026"": 0.09649081474566645}",0.6305228568033368,0.1846740279539658,-0.23880889113625936,0.7733130331759493,59,5.0,2.0,0.40027510316368636,1.9327340439434912,3,"{""2021"": 0.09467276949515369, ""2022"": 0.23106442035090602, ""2023"": 0.20993432213553698}",0.6460116222545655,0.2142229554799835,-0.1931210228434087,1.1092679208399034,59,6.0,3.0,0.33075734157650694,1.8684555978352333,3,"{""2024"": 0.17099847855406658, ""2025"": 0.28195142252974126, ""2026"": 0.09649081474566645}",False
STABLE:H5:EQUAL_FAMILY:S3:Q70,STABLE,5,EQUAL_FAMILY,3,0.7,0.3309861280780467,8,205,"{""MARKET_BREADTH"": 0.125, ""MARKET_MICROSTRUCTURE"": 0.125, ""MARKET_STRUCTURE"": 0.125, ""POSITION_RISK"": 0.125, ""POSITION_VALUATION"": 0.125, ""TREND_MOMENTUM"": 0.125, ""VOLATILITY_RISK"": 0.125, ""VOLUME_LIQUIDITY"": 0.125}",1.6907308109701629,0.19381492823516488,-0.24584227394966363,0.7883710361174443,130,5.0,3.0,0.3380681818181818,1.9892700593093153,4,"{""2020"": 0.0, ""2021"": 0.1758370890225005, ""2022"": -0.0026751005241861803, ""2023"": -0.040102670385229855, ""2024"": 0.12466243021578594, ""2025"": 0.7007942119117851, ""2026"": 0.24964798922447784}",0.1256635416459193,0.04188494446500557,-0.2426121744526918,0.17264156079345033,62,5.0,3.0,0.2998624484181568,1.2260217832235083,1,"{""2021"": 0.1758370890225005, ""2022"": -0.0026751005241861803, ""2023"": -0.040102670385229855}",1.3903508565586513,0.40412900652659167,-0.15749655023468434,2.565954656939484,68,6.0,4.0,0.3987635239567233,3.262674520875057,3,"{""2024"": 0.12466243021578594, ""2025"": 0.7007942119117851, ""2026"": 0.24964798922447784}",False
STABLE:H3:EQUAL_FAMILY:S3:Q50,STABLE,3,EQUAL_FAMILY,3,0.5,0.28846751610088456,8,194,"{""MARKET_BREADTH"": 0.125, ""MARKET_MICROSTRUCTURE"": 0.125, ""MARKET_STRUCTURE"": 0.125, ""POSITION_RISK"": 0.125, ""POSITION_VALUATION"": 0.125, ""TREND_MOMENTUM"": 0.125, ""VOLATILITY_RISK"": 0.125, ""VOLUME_LIQUIDITY"": 0.125}",1.6859577068384595,0.19343562894381505,-0.32688990170389365,0.5917455018816539,122,5.0,2.0,0.5930397727272727,1.827476789701206,6,"{""2020"": -0.022650336927972026, ""2021"": 0.12045771668093863, ""2022"": 0.0626553506120513, ""2023"": 0.06159526209933297, ""2024"": 0.15881832715458577, ""2025"": 0.5279690375042556, ""2026"": 0.2279266258804733}",0.259650804541383,0.08330242291110523,-0.326889901703893,0.25483327100928055,63,5.0,1.0,0.5006877579092159,1.3578057531068424,3,"{""2021"": 0.12045771668093863, ""2022"": 0.0626553506120513, ""2023"": 0.05794298482146831}",1.1753018393301535,0.3535068715097516,-0.29189207806070094,1.2110875836658965,56,5.0,2.0,0.7217928902627512,2.303281146041781,3,"{""2024"": 0.1593980261676684, ""2025"": 0.5279690375042556, ""2026"": 0.2279266258804733}",False
IDENTIFIABLE:H1:POSITIVE_RIDGE_A10:S1:Q40,IDENTIFIABLE,1,POSITIVE_RIDGE_A10,1,0.4,-0.0018647244089337314,12,572,"{""CALENDAR_SEASONALITY"": 0.0014448060583661787, ""FUNDAMENTAL_EXPECTATION"": 0.0006433435046638746, ""FUND_FLOW"": 0.0003834777986525198, ""MARKET_BREADTH"": 0.0020786517794804276, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.001874196307069674, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 1.688705117409935e-05, ""TREND_MOMENTUM"": 0.0015708752595096102, ""TREND_REGIME"": 0.0003228768108057065, ""VOLATILITY_RISK"": 0.0015327675460704993, ""VOLUME_LIQUIDITY"": 0.0013082561713417113}",1.683074061391277,0.1932062090555946,-0.39663413785582824,0.4871144226264829,243,10.0,7.0,0.5951704545454546,1.4408542832017117,5,"{""2020"": -0.041376902317880715, ""2021"": 0.18829718334823853, ""2022"": 0.3641807033011766, ""2023"": 0.29069343522823243, ""2024"": -0.23950900767968542, ""2025"": 0.5337058896739102, ""2026"": 0.14690789204720933}",1.0850830718172761,0.29008322081554017,-0.19444499955577732,1.4918523051672956,120,10.0,7.0,0.5997248968363136,1.936848881546145,3,"{""2021"": 0.18829718334823853, ""2022"": 0.3641807033011766, ""2023"": 0.28625297616208023}",0.3370402084910631,0.11977818611657298,-0.3420520118380481,0.3501753592178389,122,12.0,8.0,0.6197836166924265,1.2279849692960312,2,"{""2024"": -0.23989455892695333, ""2025"": 0.5337058896739102, ""2026"": 0.14690789204720933}",False
STABLE:H3:EQUAL_FAMILY:S3:Q40,STABLE,3,EQUAL_FAMILY,3,0.4,0.27742240956305814,8,194,"{""MARKET_BREADTH"": 0.125, ""MARKET_MICROSTRUCTURE"": 0.125, ""MARKET_STRUCTURE"": 0.125, ""POSITION_RISK"": 0.125, ""POSITION_VALUATION"": 0.125, ""TREND_MOMENTUM"": 0.125, ""VOLATILITY_RISK"": 0.125, ""VOLUME_LIQUIDITY"": 0.125}",1.6613630496854408,0.19147237256077476,-0.3557927524358818,0.5381570345373474,112,4.0,2.0,0.6889204545454546,2.0108064721436176,5,"{""2020"": -0.022650336927972026, ""2021"": 0.12305514099188519, ""2022"": -0.013286533429494929, ""2023"": 0.11963712079651523, ""2024"": 0.2930518305193974, ""2025"": 0.5407769772869875, ""2026"": 0.10161291007336293}",0.23643905915448338,0.07634086004880158,-0.3557927524358817,0.21456552874150847,61,4.0,3.0,0.5997248968363136,1.416681333332875,2,"{""2021"": 0.12305514099188519, ""2022"": -0.013286533429494929, ""2023"": 0.1157851582249676}",1.1958462711115332,0.3584714662281505,-0.31755847997143527,1.1288360690616588,48,4.0,1.0,0.8191653786707882,2.4331284119974423,3,"{""2024"": 0.2936986798593282, ""2025"": 0.5407769772869875, ""2026"": 0.10161291007336293}",False
ALL_MATERIALIZED:H3:POSITIVE_RIDGE_A10:S3:Q40,ALL_MATERIALIZED,3,POSITIVE_RIDGE_A10,3,0.4,-0.0038917304982957644,12,679,"{""CALENDAR_SEASONALITY"": 0.002508784716712686, ""FUNDAMENTAL_EXPECTATION"": 0.0021456882326943583, ""FUND_FLOW"": 0.001807780378403981, ""MARKET_BREADTH"": 0.004405941275801153, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.003359130749646591, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 0.0, ""TREND_MOMENTUM"": 0.0038285075449598113, ""TREND_REGIME"": 0.0010218480126595987, ""VOLATILITY_RISK"": 0.0024986138905261288, ""VOLUME_LIQUIDITY"": 0.0034845748034530014}",1.5986233157025227,0.1863958810231665,-0.3244480244132276,0.5745015133325843,90,4.0,2.0,0.6505681818181818,1.917542388104274,6,"{""2020"": 0.0, ""2021"": 0.18107283365267657, ""2022"": 0.021512567754977008, ""2023"": 0.16083516032046719, ""2024"": 0.3355639001968733, ""2025"": 0.23617150551107602, ""2026"": 0.12385163600528215}",0.3957069458639926,0.12250950038822395,-0.3219420901950253,0.38053272349076955,42,3.0,2.0,0.5997248968363136,1.8168982166270795,3,"{""2021"": 0.18107283365267657, ""2022"": 0.021512567754977008, ""2023"": 0.15684146137441046}",0.8545226821706016,0.2719608007573382,-0.3244480244132276,0.8382260956872403,48,4.0,1.0,0.7418856259659969,1.9685442299769762,3,"{""2024"": 0.3348868003590997, ""2025"": 0.23617150551107602, ""2026"": 0.12385163600528215}",False
STABLE:H1:EQUAL_FAMILY:S1:Q70,STABLE,1,EQUAL_FAMILY,1,0.7,0.27873643034858514,9,146,"{""FUND_FLOW"": 0.1111111111111111, ""MARKET_BREADTH"": 0.1111111111111111, ""MARKET_MICROSTRUCTURE"": 0.1111111111111111, ""MARKET_STRUCTURE"": 0.1111111111111111, ""POSITION_RISK"": 0.1111111111111111, ""POSITION_VALUATION"": 0.1111111111111111, ""TREND_MOMENTUM"": 0.1111111111111111, ""VOLATILITY_RISK"": 0.1111111111111111, ""VOLUME_LIQUIDITY"": 0.1111111111111111}",1.5450397556419837,0.18197994508215243,-0.16763613895466245,1.0855651186965676,299,13.0,9.0,0.32386363636363635,1.5430617052041504,6,"{""2020"": -0.011708972197909784, ""2021"": 0.1989607830298663, ""2022"": 0.03615420025011207, ""2023"": 0.17528308907338963, ""2024"": 0.23840305122811722, ""2025"": 0.23456019998130362, ""2026"": 0.15362212267440123}",0.4600638791357994,0.1401873399792517,-0.16763613895466245,0.8362596565002351,139,12.0,9.0,0.2998624484181568,1.5819055279346532,3,"{""2021"": 0.1989607830298663, ""2022"": 0.03615420025011207, ""2023"": 0.17528308907338963}",0.7637533885792138,0.24734063612233648,-0.15324557835223918,1.6140148301950823,152,14.0,12.0,0.35239567233384855,1.5556296608118614,3,"{""2024"": 0.23840305122811722, ""2025"": 0.23456019998130362, ""2026"": 0.15362212267440123}",False
IDENTIFIABLE:H5:POSITIVE_RIDGE_A10:S1:Q40,IDENTIFIABLE,5,POSITIVE_RIDGE_A10,1,0.4,-0.007075948595372696,12,572,"{""CALENDAR_SEASONALITY"": 0.0004120257255902557, ""FUNDAMENTAL_EXPECTATION"": 0.0021953383938129794, ""FUND_FLOW"": 0.003323652698715017, ""MARKET_BREADTH"": 0.003594108397202957, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.00894797919836481, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 0.0004731266767217307, ""TREND_MOMENTUM"": 0.005075123440377115, ""TREND_REGIME"": 0.0008598198687099763, ""VOLATILITY_RISK"": 0.0031222789794202125, ""VOLUME_LIQUIDITY"": 0.00155807898304066}",1.5113065821303806,0.17916061223839108,-0.29167249730160894,0.6142526768752111,185,8.0,5.0,0.6044034090909091,1.633902641947763,6,"{""2020"": -0.05053038585501246, ""2021"": 0.21360815755088658, ""2022"": 0.18357617564091955, ""2023"": 0.053546148793028436, ""2024"": 0.16250894814962158, ""2025"": 0.09647489532382769, ""2026"": 0.3711829418728334}",0.5133112669094264,0.15443246683086653,-0.22024553068839758,0.701183203800657,103,9.0,5.0,0.5997248968363136,1.5785414558827486,3,"{""2021"": 0.21360815755088658, ""2022"": 0.18357617564091955, ""2023"": 0.053546148793028436}",0.7477946227207422,0.24293258637099968,-0.2390645433322206,1.016179911018439,80,6.0,5.0,0.6383307573415765,1.7720549259378418,3,"{""2024"": 0.16250894814962158, ""2025"": 0.09647489532382769, ""2026"": 0.3711829418728334}",False
STABLE:H3:EQUAL_FAMILY:S1:Q60,STABLE,3,EQUAL_FAMILY,1,0.6,0.308157424471818,8,194,"{""MARKET_BREADTH"": 0.125, ""MARKET_MICROSTRUCTURE"": 0.125, ""MARKET_STRUCTURE"": 0.125, ""POSITION_RISK"": 0.125, ""POSITION_VALUATION"": 0.125, ""TREND_MOMENTUM"": 0.125, ""VOLATILITY_RISK"": 0.125, ""VOLUME_LIQUIDITY"": 0.125}",1.4929590065729594,0.17761408999222317,-0.27059952191037695,0.6563725195754384,322,14.0,10.0,0.44389204545454547,1.4361109827545397,7,"{""2020"": 0.023939248703749527, ""2021"": 0.13233802492451763, ""2022"": 0.18431948738381476, ""2023"": 0.016514059532639846, ""2024"": 0.0269488088207821, ""2025"": 0.28614117647294224, ""2026"": 0.35221314040428653}",0.36252914259477986,0.11318740212730183,-0.1815865267131842,0.6233248918631571,153,13.0,9.0,0.40027510316368636,1.3536966233063115,3,"{""2021"": 0.13178396021508232, ""2022"": 0.18431948738381476, ""2023"": 0.016514059532639846}",0.7860046697474541,0.2534463162482481,-0.1956891326549134,1.2951476293534716,166,16.0,13.0,0.5069551777434312,1.4785384898017488,3,"{""2024"": 0.0269488088207821, ""2025"": 0.28614117647294224, ""2026"": 0.35221314040428653}",False
IDENTIFIABLE:H3:POSITIVE_RIDGE_A10:S1:Q70,IDENTIFIABLE,3,POSITIVE_RIDGE_A10,1,0.7,0.003944184621835133,12,572,"{""CALENDAR_SEASONALITY"": 0.002439417560353089, ""FUNDAMENTAL_EXPECTATION"": 0.002103793255388855, ""FUND_FLOW"": 0.001759758364139007, ""MARKET_BREADTH"": 0.004759431701311436, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.004118406533270735, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 0.0, ""TREND_MOMENTUM"": 0.0036264631552727087, ""TREND_REGIME"": 0.0007243961074724609, ""VOLATILITY_RISK"": 0.003184009847521957, ""VOLUME_LIQUIDITY"": 0.0034739689905165815}",1.389565494965027,0.16872004240844185,-0.24773033198175887,0.6810633201785933,207,9.0,5.0,0.28551136363636365,1.5788567204662234,5,"{""2020"": 0.0, ""2021"": 0.006630060196124221, ""2022"": 0.73207655999429, ""2023"": 0.08585368285441364, ""2024"": -0.09267146788402825, ""2025"": 0.2272666598739086, ""2026"": 0.1334624725557485}",0.8867346808528636,0.2461480495425099,-0.10199645982413919,2.413299931849741,94,8.0,5.0,0.2998624484181568,2.176845212091761,3,"{""2021"": 0.006630060196124221, ""2022"": 0.73207655999429, ""2023"": 0.08211608533757375}",0.2627804557708415,0.09513127101351859,-0.18896766478421068,0.5034261873434939,112,10.0,6.0,0.28438948995363217,1.259337835515279,2,"{""2024"": -0.09221757667236441, ""2025"": 0.2272666598739086, ""2026"": 0.1334624725557485}",False
ALL_MATERIALIZED:H5:POSITIVE_RIDGE_A10:S1:Q40,ALL_MATERIALIZED,5,POSITIVE_RIDGE_A10,1,0.4,-0.006439520171471072,12,679,"{""CALENDAR_SEASONALITY"": 0.00040152811314509714, ""FUNDAMENTAL_EXPECTATION"": 0.002641635380792995, ""FUND_FLOW"": 0.00315563626133563, ""MARKET_BREADTH"": 0.003338386613148881, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.0085402112299021, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 0.0005411578965201637, ""TREND_MOMENTUM"": 0.005092647905370386, ""TREND_REGIME"": 0.0012084573883257845, ""VOLATILITY_RISK"": 0.002826469530955466, ""VOLUME_LIQUIDITY"": 0.0011566745076571812}",1.3757866682179896,0.16751102628892167,-0.284963268465821,0.587833748506479,187,8.0,4.0,0.6044034090909091,1.6216291990473914,6,"{""2020"": -0.05053038585501246, ""2021"": 0.19008069770363178, ""2022"": 0.23436976907928075, ""2023"": 0.06190068141454019, ""2024"": 0.17544678834422212, ""2025"": 0.1244804871706664, ""2026"": 0.21357294362267498}",0.5599317144768845,0.16663818517246987,-0.18733863793682515,0.8895024913582645,104,8.0,5.0,0.5997248968363136,1.6526596031699228,3,"{""2021"": 0.19008069770363178, ""2022"": 0.23436976907928075, ""2023"": 0.06190068141454019}",0.604060641304466,0.2020746348541771,-0.2849632684658213,0.7091252003884636,81,6.0,4.700000000000003,0.6383307573415765,1.686434535346681,3,"{""2024"": 0.17544678834422212, ""2025"": 0.1244804871706664, ""2026"": 0.21357294362267498}",False
ALL_MATERIALIZED:H3:POSITIVE_RIDGE_A10:S3:Q50,ALL_MATERIALIZED,3,POSITIVE_RIDGE_A10,3,0.5,-0.0018348251380226333,12,679,"{""CALENDAR_SEASONALITY"": 0.002508784716712686, ""FUNDAMENTAL_EXPECTATION"": 0.0021456882326943583, ""FUND_FLOW"": 0.001807780378403981, ""MARKET_BREADTH"": 0.004405941275801153, ""MARKET_MICROSTRUCTURE"": 0.0, ""MARKET_STRUCTURE"": 0.003359130749646591, ""POSITION_RISK"": 0.0, ""POSITION_VALUATION"": 0.0, ""TREND_MOMENTUM"": 0.0038285075449598113, ""TREND_REGIME"": 0.0010218480126595987, ""VOLATILITY_RISK"": 0.0024986138905261288, ""VOLUME_LIQUIDITY"": 0.0034845748034530014}",1.349318565666437,0.16517235382882078,-0.33192118392783654,0.49762522498332357,100,4.0,1.0,0.5340909090909091,1.8231866294610226,5,"{""2020"": 0.0, ""2021"": 0.09283799989029129, ""2022"": 0.19383741824378875, ""2023"": 0.19456773839833263, ""2024"": 0.2052557577716243, ""2025"": 0.3943880934675521, ""2026"": -0.10305198318421493}",0.5531558889698147,0.16487914299775674,-0.22774168127306083,0.7239743821864022,46,4.0,1.0,0.5006877579092159,2.278954461314327,3,"{""2021"": 0.09283799989029129, ""2022"": 0.19383741824378875, ""2023"": 0.19045798700476024}",0.5066414852849015,0.1730947092299735,-0.33192118392783676,0.5214934075060607,54,5.0,3.0,0.5996908809891809,1.6160876191225302,2,"{""2024"": 0.20464472113163645, ""2025"": 0.3943880934675521, ""2026"": -0.10305198318421493}",False
STABLE:H1:EQUAL_FAMILY:S3:Q60,STABLE,1,EQUAL_FAMILY,3,0.6,0.24000364285728104,9,146,"{""FUND_FLOW"": 0.1111111111111111, ""MARKET_BREADTH"": 0.1111111111111111, ""MARKET_MICROSTRUCTURE"": 0.1111111111111111, ""MARKET_STRUCTURE"": 0.1111111111111111, ""POSITION_RISK"": 0.1111111111111111, ""POSITION_VALUATION"": 0.1111111111111111, ""TREND_MOMENTUM"": 0.1111111111111111, ""VOLATILITY_RISK"": 0.1111111111111111, ""VOLUME_LIQUIDITY"": 0.1111111111111111}",1.3327972439467453,0.1637015720325068,-0.2630477218853938,0.6223265149729342,171,7.0,5.0,0.42045454545454547,1.6167683856056403,5,"{""2020"": 0.0, ""2021"": 0.2218895247802808, ""2022"": -0.06885819740903054, ""2023"": 0.1108368736485712, ""2024"": 0.16525085944729745, ""2025"": 0.3856706111058543, ""2026"": 0.14314021222272943}",0.2638573352991729,0.08455503490421235,-0.22367232203052512,0.3780308360757882,91,8.0,6.0,0.40027510316368636,1.332900494605477,2,"{""2021"": 0.2218895247802808, ""2022"": -0.06885819740903054, ""2023"": 0.1108368736485712}",0.8457757681918601,0.2696207832700921,-0.12853950705548345,2.097571318316256,80,7.0,5.0,0.4652241112828439,1.9405948712921877,3,"{""2024"": 0.16525085944729745, ""2025"": 0.3856706111058543, ""2026"": 0.14314021222272943}",False
STABLE:H5:EQUAL_FAMILY:S3:Q40,STABLE,5,EQUAL_FAMILY,3,0.4,0.30373869172926227,8,205,"{""MARKET_BREADTH"": 0.125, ""MARKET_MICROSTRUCTURE"": 0.125, ""MARKET_STRUCTURE"": 0.125, ""POSITION_RISK"": 0.125, ""POSITION_VALUATION"": 0.125, ""TREND_MOMENTUM"": 0.125, ""VOLATILITY_RISK"": 0.125, ""VOLUME_LIQUIDITY"": 0.125}",1.2869250639457337,0.15957256455385105,-0.3643658411058449,0.4379460052280167,139,6.0,3.0,0.6455965909090909,1.6481424660646913,4,"{""2020"": 0.0, ""2021"": 0.09044354282963041, ""2022"": 0.02211253199145302, ""2023"": -0.030272270168715143, ""2024"": -0.09487705966487059, ""2025"": 0.5960819552672882, ""2026"": 0.46466215960959056}",0.07709561293459233,0.026077802948333284,-0.32959266230456663,0.07912130921238646,83,6.5,4.0,0.5997248968363136,1.139089244903126,2,"{""2021"": 0.09044354282963041, ""2022"": 0.02211253199145302, ""2023"": -0.03361015262217837}",1.1169832551932326,0.33925619489339076,-0.27072703633598916,1.2531300880949054,55,5.0,2.0,0.7310664605873262,2.3592524449872725,2,"{""2024"": -0.0944242718007714, ""2025"": 0.5960819552672882, ""2026"": 0.46466215960959056}",False
