trial_number,trial_id,state,params,feasible,candidate_id,strategy_hash,behavior_hash,metadata,rejection_code,rejection_message,datetime_start_utc,datetime_complete_utc,duration_seconds,objective.cagr,objective.max_drawdown,objective.calmar,constraint_violation.full_cagr_shortfall,constraint_violation.full_drawdown_loss,constraint_violation.s001_drawdown_loss,constraint_violation.frequency_median_shortfall,constraint_violation.frequency_p10_shortfall,constraint_violation.discovery_cagr_shortfall,constraint_violation.confirmation_cagr_shortfall,constraint_violation.confirmation_drawdown_loss,metric.entry_threshold,metric.exit_threshold,metric.fee_rate_one_way,metric.confirmation.cagr,metric.confirmation.calmar,metric.confirmation.closed_trades,metric.confirmation.exposure_ratio,metric.confirmation.maximum_drawdown,metric.confirmation.order_count,metric.confirmation.rolling_60_closed_trades_median,metric.confirmation.rolling_60_closed_trades_p10,metric.confirmation.total_return,metric.discovery.cagr,metric.discovery.calmar,metric.discovery.closed_trades,metric.discovery.exposure_ratio,metric.discovery.maximum_drawdown,metric.discovery.order_count,metric.discovery.rolling_60_closed_trades_median,metric.discovery.rolling_60_closed_trades_p10,metric.discovery.total_return,metric.full.cagr,metric.full.calmar,metric.full.closed_trades,metric.full.exposure_ratio,metric.full.maximum_drawdown,metric.full.order_count,metric.full.rolling_60_closed_trades_median,metric.full.rolling_60_closed_trades_p10,metric.full.total_return,metric.weights.micro_share_change_5d_lag1,metric.weights.price_close_vwap_deviation,metric.weights.price_intraday_range,metric.weights.risk_chinext_turnover_z20,metric.weights.risk_global_spx_return,metric.weights.risk_shibor_on_change_5d,metric.weights.tsfresh__log_volume_change__mean__lb20,pareto
1098,S007-EX14-COST-AWARE-WEIGHTED-SCORE-01098,COMPLETE,"{""confirm_share_fraction"": 0.7423883834173866, ""confirmation_total"": 0.2486991589516462, ""entry_quantile"": 0.7211801402191694, ""entry_timing_total"": 0.1374093196826769, ""exit_quantile"": 0.4725067573582995, ""opp_spx_fraction"": 0.6370640585954841, ""opportunity_total"": 0.45163672242267927, ""risk_shibor_fraction"": 0.4906413065666082}",True,,a934170567616d79009078b3c1c00ac0927017d03b6b40e888b41c320ff1e139,c62e1a2503806fa0a31319c843425ddbc5e8eaf9aa1a89c49f01c3fc5d546223,"{""confirmation"": {""cagr"": 0.6118596224635959, ""calmar"": 3.337277809757666, ""closed_trades"": 78, ""exposure_ratio"": 0.48377125193199383, ""maximum_drawdown"": -0.18334093154445108, ""order_count"": 156, ""rolling_60_closed_trades_median"": 7.0, ""rolling_60_closed_trades_p10"": 5.0, ""total_return"": 2.4064686809192932}, ""discovery"": {""cagr"": 0.005924176785208735, ""calmar"": 0.03066795260776474, ""closed_trades"": 86, ""exposure_ratio"": 0.3466299862448418, ""maximum_drawdown"": -0.19317157754146286, ""order_count"": 173, ""rolling_60_closed_trades_median"": 7.0, ""rolling_60_closed_trades_p10"": 4.0, ""total_return"": 0.017186369550854286}, ""entry_threshold"": 0.0720127264973559, ""exit_threshold"": -0.013054326896939172, ""fee_rate_one_way"": 0.001, ""full"": {""cagr"": 0.25621737682720713, ""calmar"": 1.312694213767918, ""closed_trades"": 164, ""exposure_ratio"": 0.41120815138282385, ""maximum_drawdown"": -0.19518435759061392, ""order_count"": 328, ""rolling_60_closed_trades_median"": 7.0, ""rolling_60_closed_trades_p10"": 4.0, ""total_return"": 2.4684785240435145}, ""weights"": {""micro_share_change_5d_lag1"": 0.1846313665713763, ""price_close_vwap_deviation"": 0.1374093196826769, ""price_intraday_range"": 0.08264589239290297, ""risk_chinext_turnover_z20"": 0.16391519902532514, ""risk_global_spx_return"": 0.28772152339735413, ""risk_shibor_on_change_5d"": 0.07960890655009469, ""tsfresh__log_volume_change__mean__lb20"": 0.06406779238026993}}",,,2026-09-15T16:53:08.578682+00:00,2026-09-15T16:53:08.588682+00:00,0.01,0.25621737682720713,-0.19518435759061392,1.312694213767918,-0.015435499369441608,-0.0048156424093860895,-0.02014944341523084,0.0,-1.0,-0.005924176785208735,-0.6118596224635959,-0.01665906845554893,0.0720127264973559,-0.013054326896939172,0.001,0.6118596224635959,3.337277809757666,78.0,0.48377125193199383,-0.18334093154445108,156.0,7.0,5.0,2.4064686809192932,0.005924176785208735,0.03066795260776474,86.0,0.3466299862448418,-0.19317157754146286,173.0,7.0,4.0,0.017186369550854286,0.25621737682720713,1.312694213767918,164.0,0.41120815138282385,-0.19518435759061392,328.0,7.0,4.0,2.4684785240435145,0.1846313665713763,0.1374093196826769,0.08264589239290297,0.16391519902532514,0.28772152339735413,0.07960890655009469,0.06406779238026993,True
