path_id,component_id,catalog_id,kind,information_family,horizon_sessions,discovery_observations,confirmation_observations,discovery_ic,confirmation_ic,confirmation_residual_ic,hac_coefficient,hac_one_sided_pvalue,positive_confirmation_years,annual_ics,top_observations,bottom_observations,top_minus_bottom_return,identifiable,frequency,orientation,horizon_bh_qvalue,global_bh_qvalue,evidence_label
SIG-30M-E5AE9A83EB877E10:H1,SIG-30M-E5AE9A83EB877E10,SIG-CZSC-tas_ma_base_V221101,CATEGORICAL_SIGNAL,TREND_MOMENTUM,1,698,646,0.06645131585355268,0.07662108811718525,0.1956610694782347,0.0010813316936054073,0.13491006873122335,3,"{'2024': 0.103232696578695, '2025': 0.04922437592402735, '2026': 0.08251710512693719}",320,326,0.002162756674934641,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-C79F1E10561B4F22:H1,SIG-30M-C79F1E10561B4F22,SIG-CZSC-tas_ma_base_V221203,CATEGORICAL_SIGNAL,TREND_MOMENTUM,1,698,646,0.06645131585355268,0.07662108811718525,0.1956610694782347,0.0010813316936054073,0.13491006873122335,3,"{'2024': 0.103232696578695, '2025': 0.04922437592402735, '2026': 0.08251710512693719}",320,326,0.002162756674934641,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-AB6ADC510F2D5223:H1,SIG-30M-AB6ADC510F2D5223,SIG-CZSC-emv_up_dw_line_V230605,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,1,698,646,0.041309676446302936,0.07807864871521972,0.1797935238319422,0.0011605571621039641,0.11707890230577361,3,"{'2024': 0.09038447026729136, '2025': 0.05349151308749955, '2026': 0.11466817846405067}",352,294,0.002330526561902662,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-6754E361663BD6D4:H5,SIG-WEEKLY-6754E361663BD6D4,SIG-CZSC-bar_reversal_V230227,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,514,642,0.026337941021644395,0.1273101088308057,0.1453798562645985,0.004194128682675574,0.14383484917878786,2,"{'2024': 0.239679557051096, '2025': 0.19677242241260287, '2026': -0.03703190652625601}",115,527,0.011399827960050974,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7910916704833332,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-248A4ABE25BFBDAB:H5,SIG-WEEKLY-248A4ABE25BFBDAB,SIG-CZSC-xl_bar_basis_V240412,CATEGORICAL_SIGNAL,MARKET_MICROSTRUCTURE,5,514,642,0.04153543895829624,0.1379960877758883,0.1308009391171682,0.005170116652668865,0.11234276204266014,3,"{'2024': 0.1888229929312008, '2025': 0.09765893150414155, '2026': 0.07950578000068248}",24,618,0.013826663199813918,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-FC7559B360845336:H5,SIG-WEEKLY-FC7559B360845336,SIG-CZSC-zdy_macd_V230519,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,514,642,0.13274054883879138,0.12552115715766882,0.12679818038788387,0.0042762144614661764,0.13125273399615045,2,"{'2024': 0.18539717998150476, '2025': -0.056513733939388806, '2026': 0.2991138906311107}",172,470,0.006520323959114548,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-DBF9D00D67C06199:H5,SIG-DAILY-DBF9D00D67C06199,SIG-CZSC-tas_macd_change_V221105,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,510,642,0.1850220362773018,0.10973452825569906,0.1183496366213757,0.0042668635447795904,0.11952076109805526,2,"{'2024': 0.14124690479087976, '2025': 0.19013699660114214, '2026': -0.05192921093287707}",172,163,0.016999718296768454,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-1F968C5F746D5148:H3,SIG-DAILY-1F968C5F746D5148,SIG-CZSC-bar_single_V230214,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,510,644,0.034867365287528346,0.025794702161577938,0.11649373893414658,0.0013728897636402374,0.14181023098984563,3,"{'2024': 0.06705161642378356, '2025': 0.00668837635101725, '2026': 0.043029967634083496}",0,644,,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-54F0F5048C383A79:H5,SIG-DAILY-54F0F5048C383A79,SIG-CZSC-cxt_fx_power_V221107,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,510,642,0.12350282433875642,0.1050637348737216,0.10446735565874206,0.0037050365871425187,0.10327348855075508,2,"{'2024': 0.12087103390091496, '2025': -0.07904031819711528, '2026': 0.3177795229247984}",220,218,0.013051762930588195,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-AB6ADC510F2D5223:H3,SIG-30M-AB6ADC510F2D5223,SIG-CZSC-emv_up_dw_line_V230605,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,3,698,644,0.021683341517027985,0.05315455081371035,0.10100028552510582,0.001761350986162436,0.10485886014991913,3,"{'2024': 0.09128386541835512, '2025': 0.07296860709156643, '2026': 0.054263617072569256}",351,293,0.0035370761170769806,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-E2C296C19B5DA4F1:H3,SIG-30M-E2C296C19B5DA4F1,SIG-CZSC-zdy_macd_dif_V230516,CATEGORICAL_SIGNAL,TREND_MOMENTUM,3,698,644,0.02015882569550361,0.05586811737229171,0.09989299907579495,0.0015198813763117897,0.14781727447664783,2,"{'2024': -0.008662165733870386, '2025': 0.07590379540232306, '2026': 0.15054187607731873}",360,284,0.0030611537311004315,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-A5CD0EF19E69B5CE:H5,SIG-WEEKLY-A5CD0EF19E69B5CE,SIG-CZSC-bias_up_dw_line_V230618,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,514,642,0.07776214343272021,0.0832377029585752,0.09539918537724917,0.009737414824779864,0.10263787913531486,3,"{'2024': 0.1496327525910824, '2025': 0.021320852601873334, '2026': 0.186246857422663}",0,642,,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-1A39D6BED0631E87:H3,SIG-WEEKLY-1A39D6BED0631E87,SIG-CZSC-cxt_overlap_V240526,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,514,644,0.06389084502343019,0.08533365782735977,0.09411333626908516,0.003281594275252173,0.1206204509318739,3,"{'2024': 0.20209321205759978, '2025': 0.04390996101093321, '2026': 0.08690323815657935}",13,631,-0.004635402277136346,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-A35E296FD19DE9A1:H5,SIG-WEEKLY-A35E296FD19DE9A1,SIG-CZSC-bar_section_momentum_V221112,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,514,642,0.005222430409877399,0.08920127369204867,0.08878098272202142,0.0056210826074289625,0.15122438056465015,3,"{'2024': 0.056330107234003834, '2025': 0.057437083816075, '2026': 0.31081996470875967}",0,642,,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7946995550004956,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-80D2E865CD34D2FA:H5,SIG-30M-80D2E865CD34D2FA,SIG-CZSC-tas_atr_break_V230424,CATEGORICAL_SIGNAL,VOLATILITY_RISK,5,698,642,0.06755303330732497,0.09806390868704286,0.08819867356313378,0.009273306619410298,0.10384821902880809,3,"{'2024': 0.1481341346516168, '2025': 0.03686972754041184, '2026': 0.09648628355732156}",20,622,0.053001424439732256,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-FA54B5B5A4E8DBB1:H3,SIG-WEEKLY-FA54B5B5A4E8DBB1,SIG-CZSC-tas_hlma_V230301,CATEGORICAL_SIGNAL,TREND_MOMENTUM,3,514,644,0.01323631231926157,0.08519330122926003,0.08809331423010155,0.0029423181393924145,0.11755800655865467,2,"{'2024': -0.01792390852684877, '2025': 0.12386433111350494, '2026': 0.11150850470594842}",30,614,-0.005416279115698268,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-D70E80117E4303D6:H3,SIG-WEEKLY-D70E80117E4303D6,SIG-CZSC-byi_bi_end_V230106,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,514,644,0.0866513530023032,0.07439490940843062,0.08690055667197412,0.003008439529400886,0.1355417299523073,2,"{'2024': 0.11005328731195886, '2025': None, '2026': 0.08087121172017638}",10,634,0.024186023147098897,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-68FE774111288F07:H1,SIG-30M-68FE774111288F07,SIG-CZSC-tas_ma_base_V230313,CATEGORICAL_SIGNAL,TREND_MOMENTUM,1,698,646,0.05887846212155901,0.04411340583890384,0.08625187561004065,0.00111911396345529,0.10302296586885734,2,"{'2024': 0.0708673321848063, '2025': -0.0033776057863164548, '2026': 0.05311525900994961}",401,245,0.0024692707819175537,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-2A796B2F635514E5:H5,SIG-DAILY-2A796B2F635514E5,SIG-CZSC-bar_polyfit_V240428,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,510,642,0.09237819140039608,0.07863435095124839,0.08036839698919032,0.003957764431523058,0.1181766200595229,2,"{'2024': -0.038366907273508166, '2025': 0.11213125964310272, '2026': 0.14997933469981334}",153,489,0.012403583334810456,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-2C5FBAC5158F90E7:H5,SIG-DAILY-2C5FBAC5158F90E7,SIG-CZSC-zdy_bi_end_V230407,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,510,642,0.02049349697435676,0.06734451614086823,0.07774702937374785,0.005561551096247314,0.1006470797453633,2,"{'2024': 0.19883100104598275, '2025': -0.09609035379554592, '2026': 0.09661185957486929}",39,603,0.020959162736095382,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-A35E296FD19DE9A1:H3,SIG-WEEKLY-A35E296FD19DE9A1,SIG-CZSC-bar_section_momentum_V221112,CATEGORICAL_SIGNAL,TREND_MOMENTUM,3,514,644,-0.005236178159217416,0.07237218248960856,0.07629813648533593,0.0040345644128646635,0.14218903532186744,3,"{'2024': 0.04683560253158244, '2025': 0.04232523944426274, '2026': 0.2771886281002637}",0,644,,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-DC8BE98CF28D49D6:H3,SIG-WEEKLY-DC8BE98CF28D49D6,SIG-CZSC-jcc_ping_tou_V221113,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,514,644,0.05512350080696222,0.08286892177077927,0.07501421061629988,0.003039019415521031,0.11071791716415352,2,"{'2024': 0.17430909409571332, '2025': -0.15037955730834382, '2026': 0.1531296798715406}",0,644,,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-2B5E720799D2013A:H5,SIG-30M-2B5E720799D2013A,SIG-CZSC-tas_macd_bs1_V230312,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,698,642,0.03396452140792382,0.06253081977544497,0.07485116362008969,0.0031764720284196226,0.11980098178152493,2,"{'2024': -0.04133083871199974, '2025': 0.19625819369081926, '2026': 0.04306208911339714}",50,592,0.006606384286662703,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-6F802EEDCE56F3F7:H5,SIG-WEEKLY-6F802EEDCE56F3F7,SIG-CZSC-tas_cci_base_V230402,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,514,642,0.16375440897892646,0.08679216318019771,0.07244515310933765,0.005044156112197455,0.13128922801326842,2,"{'2024': 0.07330755316961404, '2025': -0.10640000466078921, '2026': 0.24987020221886422}",539,103,0.011406209408203822,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-D51B123BD4EE4E7F:H5,SIG-DAILY-D51B123BD4EE4E7F,SIG-CZSC-tas_low_trend_V230627,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,510,642,0.16452789238611945,0.08144799977834105,0.07243601926967824,0.009132701481484167,0.11478369301448949,2,"{'2024': 0.15820344580527065, '2025': -0.0408596017532186, '2026': 0.15713382362424694}",96,546,0.02502361754726344,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-A59D8C6CAD069B60:H3,SIG-30M-A59D8C6CAD069B60,SIG-CZSC-tas_second_bs_V230303,CATEGORICAL_SIGNAL,TREND_MOMENTUM,3,698,644,0.06585403902738171,0.085113372308939,0.0693617102299131,0.002298365209991751,0.13316526156077346,2,"{'2024': 0.21552098701104427, '2025': 0.08119845179126603, '2026': -0.061129985953798545}",591,53,0.009927840024186748,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-1A39D6BED0631E87:H1,SIG-WEEKLY-1A39D6BED0631E87,SIG-CZSC-cxt_overlap_V240526,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,1,514,646,0.04923931193521907,0.08230601651511235,0.06916976908973596,0.001096972376601956,0.1526523114726291,3,"{'2024': 0.09990079467397607, '2025': 0.09396089207607806, '2026': 0.0860824066255649}",532,114,0.0035531729027778623,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-CFF1D58CE19AE5D5:H5,SIG-DAILY-CFF1D58CE19AE5D5,SIG-CZSC-cxt_bi_trend_V230824,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,510,642,0.06594125591856831,0.05756071985700951,0.0632246306167922,0.005804810349932091,0.12987211384265063,2,"{'2024': -0.004187570661077378, '2025': 0.17096811492618177, '2026': 0.22780927804785403}",190,452,0.010701525602774521,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-F5690EDBCA698E49:H1,SIG-30M-F5690EDBCA698E49,SIG-CZSC-vol_double_ma_V230214,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,1,698,646,0.015963802843629162,0.07719775914649527,0.06301125034757701,0.0011848601498947711,0.11091609677296116,3,"{'2024': 0.07942435303581244, '2025': 0.09031249623445296, '2026': 0.06975469667167587}",499,147,0.00282612047187095,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-237861522E82B797:H3,SIG-DAILY-237861522E82B797,SIG-CZSC-obv_up_dw_line_V230719,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,3,510,644,0.07932913059269125,0.05829081475593641,0.05878694411887046,0.0028834738825585546,0.15280728140722627,2,"{'2024': 0.17890995986740604, '2025': -0.019865525287023605, '2026': 0.00168507788872461}",0,644,,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-C584C0AE127CF20E:H1,SIG-30M-C584C0AE127CF20E,SIG-CZSC-tas_low_trend_V230627,CATEGORICAL_SIGNAL,TREND_MOMENTUM,1,698,646,0.01706601438402963,0.006835820283570464,0.05774721782542578,0.0018644193961847586,0.12378361483247846,2,"{'2024': -0.0064903731020887435, '2025': 0.0011475919090187935, '2026': 0.06294130429937103}",129,517,0.0018656625531217256,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-FFC673BB8087CF71:H5,SIG-DAILY-FFC673BB8087CF71,SIG-CZSC-cxt_double_zs_V230311,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,510,642,0.07040314846877382,0.04875392044394798,0.057219446723593304,0.006092763311759108,0.11758466253730893,2,"{'2024': 0.07847887973414645, '2025': 0.03494518107857933, '2026': -0.0028685421057423675}",107,535,0.022357815292469822,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-9FF6B976A6DC3A63:H5,SIG-DAILY-9FF6B976A6DC3A63,SIG-CZSC-tas_macd_power_V221108,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,510,642,0.07361273575951227,0.08679022485634628,0.05621013418796225,0.005040983688127541,0.1138625313728523,2,"{'2024': -0.0345796401868502, '2025': 0.0900975775823063, '2026': 0.1757491064931282}",151,491,0.005990190326305811,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-CFF1D58CE19AE5D5:H3,SIG-DAILY-CFF1D58CE19AE5D5,SIG-CZSC-cxt_bi_trend_V230824,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,510,644,0.05077334606525298,0.048876465503839076,0.053090098231629815,0.004046962560484148,0.11117447203512876,3,"{'2024': 0.017644096784057716, '2025': 0.12936789268280333, '2026': 0.20165307340335514}",192,452,0.007307329587699723,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-899411FABAA48574:H5,SIG-30M-899411FABAA48574,SIG-CZSC-pressure_support_V240406,CATEGORICAL_SIGNAL,POSITION_VALUATION,5,698,642,0.06846251213138652,0.06469396559554545,0.0526822778982312,0.005073191774310931,0.1005134466855992,3,"{'2024': 0.11959234042250752, '2025': 0.007455995376283443, '2026': 0.046158496490727}",64,578,0.011544415854530112,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-F5690EDBCA698E49:H5,SIG-30M-F5690EDBCA698E49,SIG-CZSC-vol_double_ma_V230214,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,5,698,642,0.028869187366590103,0.04396656864558461,0.04985744535690959,0.0021527034511936195,0.13429023710539034,3,"{'2024': 0.08214678123221612, '2025': 0.03901715985095767, '2026': 0.022718311871937014}",147,495,0.005123396512332568,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7758991477200331,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-4D49B562476C65F1:H5,SIG-30M-4D49B562476C65F1,SIG-CZSC-tas_double_ma_V240208,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,698,642,0.09785408455377773,0.029739290199787428,0.048435246844363324,0.004926125372388619,0.1267276196647626,3,"{'2024': 0.04781047578550193, '2025': 0.04121986418767914, '2026': 0.030568248037317253}",356,286,0.008677010622374156,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-7DD11B87A6C6A299:H1,SIG-30M-7DD11B87A6C6A299,SIG-CZSC-jcc_fan_ji_xian_V221121,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,1,698,646,0.013170620649522248,0.040114353451749366,0.04788128182801562,0.0011638056736164857,0.142776392696438,2,"{'2024': 0.10557905463655427, '2025': -0.04436248664464908, '2026': 0.09355689989796862}",5,641,0.013280027401503403,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-393FB95D7820DEBA:H5,SIG-DAILY-393FB95D7820DEBA,SIG-CZSC-xl_bar_basis_V240411,CATEGORICAL_SIGNAL,MARKET_MICROSTRUCTURE,5,510,642,0.0035059220377401702,0.04979553302562245,0.04518240749242161,0.0047746895502656815,0.1061766244065514,2,"{'2024': 0.053629919204860196, '2025': 0.1337617680266957, '2026': None}",2,640,-0.03989588114822808,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-393FB95D7820DEBA:H3,SIG-DAILY-393FB95D7820DEBA,SIG-CZSC-xl_bar_basis_V240411,CATEGORICAL_SIGNAL,MARKET_MICROSTRUCTURE,3,510,644,0.00733153948164465,0.0518254100400456,0.04482901309970317,0.007510258236674992,0.10043787448135832,2,"{'2024': 0.049981340991461745, '2025': 0.13700864204690064, '2026': None}",9,635,0.06544750393115609,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-E7A45581B9BA0556:H5,SIG-DAILY-E7A45581B9BA0556,SIG-CZSC-jcc_ta_xing_V221124,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,510,642,0.054587643030901245,0.01746753526445392,0.04407038769806193,0.0030804449819625823,0.10824635330540233,3,"{'2024': 0.007840430917936288, '2025': 0.01663138811776183, '2026': 0.017432633189794294}",0,642,,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-F8E3816211A21B24:H3,SIG-30M-F8E3816211A21B24,SIG-CZSC-tas_kdj_evc_V221201,CATEGORICAL_SIGNAL,TREND_MOMENTUM,3,698,644,0.03511054729829965,0.03835131630745015,0.04268745656291539,0.0011077631867590213,0.14264287020505984,2,"{'2024': 0.015659683487665527, '2025': -0.0028225087666961675, '2026': 0.07821716390743466}",623,21,0.011601750992002067,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-98355671BDBC6862:H3,SIG-30M-98355671BDBC6862,SIG-CZSC-tas_kdj_evc_V230401,CATEGORICAL_SIGNAL,TREND_MOMENTUM,3,698,644,0.03511054729829965,0.03835131630745015,0.04268745656291539,0.0011077631867590213,0.14264287020505984,2,"{'2024': 0.015659683487665527, '2025': -0.0028225087666961675, '2026': 0.07821716390743466}",623,21,0.011601750992002067,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-DAILY-6B75383875BA45E7:H3,SIG-DAILY-6B75383875BA45E7,SIG-CZSC-cxt_bi_end_V230322,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,510,644,0.06891923185538545,0.03503181905192602,0.042087834277613874,0.0017727676177810106,0.11707503620793963,2,"{'2024': -0.00034132728547865525, '2025': 0.05299298753151897, '2026': 0.04398427738042125}",24,620,0.0076029925440606405,True,daily,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-EC12F988B3F0094D:H1,SIG-WEEKLY-EC12F988B3F0094D,SIG-CZSC-tas_macd_base_V221028,CATEGORICAL_SIGNAL,TREND_MOMENTUM,1,514,646,0.015865993729117813,0.07210927663268674,0.041617422983577894,0.0008927927938312019,0.13426731891782356,3,"{'2024': 0.026555378234618714, '2025': 0.04329757005024028, '2026': 0.06692851976712837}",0,646,,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-36EC75E03EA91C7A:H1,SIG-WEEKLY-36EC75E03EA91C7A,SIG-CZSC-zdy_macd_V230518,CATEGORICAL_SIGNAL,TREND_MOMENTUM,1,514,646,0.015865993729117813,0.07210927663268674,0.041617422983577894,0.0008927927938312019,0.13426731891782356,3,"{'2024': 0.026555378234618714, '2025': 0.04329757005024028, '2026': 0.06692851976712837}",0,646,,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-E8C60E6492DC734D:H3,SIG-WEEKLY-E8C60E6492DC734D,SIG-CZSC-cxt_bi_status_V230101,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,514,644,0.03808452972278137,0.03608167716556367,0.04099297858386257,0.003997479075795229,0.10889484281901735,2,"{'2024': 0.10012249885320675, '2025': -0.0882583561526966, '2026': 0.23221036757258737}",0,644,,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-757887E0D0A362BB:H5,SIG-30M-757887E0D0A362BB,SIG-CZSC-zdy_macd_V230519,CATEGORICAL_SIGNAL,TREND_MOMENTUM,5,698,642,0.05272278066030168,0.03909518977678018,0.040696226252539575,0.00221052387029319,0.14293868812169575,2,"{'2024': 0.006519557453911954, '2025': 0.11114814277947199, '2026': -0.004466090045501102}",392,250,0.00444977125350567,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7910916704833332,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-6361D2EEB409E3DB:H1,SIG-30M-6361D2EEB409E3DB,SIG-CZSC-tas_macd_bs1_V230411,CATEGORICAL_SIGNAL,TREND_MOMENTUM,1,698,646,0.03359604893373277,0.036221336139110674,0.0379792754827894,0.0014529921024304033,0.13254362377817752,2,"{'2024': 0.0037771010007863776, '2025': 0.12817241096914564, '2026': -0.05364579765922866}",26,620,0.007373434153916221,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7903016696261662,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-WEEKLY-94C9F93347D26C25:H5,SIG-WEEKLY-94C9F93347D26C25,SIG-CZSC-bar_break_V240428,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,5,514,642,0.0457117438815801,0.04022213154935493,0.0376509672924905,0.012854947320562651,0.10253238969669526,2,"{'2024': 0.10267948149007, '2025': -0.037557267572286376, '2026': 0.08223154036461454}",37,605,0.05656311541332322,True,weekly,STATE_EDGE_LEARNED_IN_DISCOVERY,0.7742003961194798,0.7459694761859587,DIRECTIONALLY_STABLE
SIG-30M-6021767C93A7D80C:H3,SIG-30M-6021767C93A7D80C,SIG-CZSC-zdy_zs_V230423,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,3,698,644,0.07884452311606575,0.03959365755149873,0.03704359869924017,0.0024947262650161775,0.10621315049335889,3,"{'2024': 0.1036257943098078, '2025': 0.0021234413004431077, '2026': 0.037027313750188175}",64,580,0.003742940796944232,True,30m,STATE_EDGE_LEARNED_IN_DISCOVERY,0.6426894482715693,0.7459694761859587,DIRECTIONALLY_STABLE
