holding_sessions,max_drawdown,calmar,win_loss_ratio,win_loss_ratio_status,return,sharpe,exposure
3,-0.06564865599076808,0.2303522828118212,1.2672741759207977,VALID,0.08547110900619681,0.32501959652710294,0.04793028322440087
4,-0.0580403277123378,4.006437523160815,9.834085264736542,VALID,2.134389765476749,0.46101723555472407,0.06318082788671024
5,-0.0642325808079367,3.5597114496749036,13.56279067110536,VALID,2.080775825957283,0.45518950819761617,0.0784313725490196
6,-0.08057316989131924,2.4431299506796087,6.5451228405303175,VALID,1.6695175871952688,0.42065801328895436,0.08932461873638345
7,-0.09910954412641804,1.8564736390427945,5.343003626584355,VALID,1.5165359955341908,0.40674974591061414,0.10384894698620188
8,-0.20579772827593745,0.7638657479302624,3.8704039140619697,VALID,1.2206776168474605,0.37731186187893756,0.11256354393609296
10,-0.2735734030735867,0.5705007980848472,3.9785765294258617,VALID,1.208875212916109,0.3764029701048298,0.13798111837327523
