candidate_id,window,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,start,end
125,2026Q1,0.10187539368629994,0.5473771581086588,-0.039979086344358095,13.691587481360877,17.24542371848595,2,1,1,True,3.086478527639182,0.39285714285714285,4,2026-01-05,2026-03-31
125,2026H1,0.7163070057885035,2.233235659393426,-0.12086776859504123,18.47668477173366,16.552232054653448,4,3,1,True,4.736059346450441,0.5603448275862069,9,2026-01-05,2026-06-30
125,2026M1_M8,0.6300848428379053,1.169367660784792,-0.12086776859504123,9.67476833880068,16.552447911919774,6,5,1,True,3.027139975062668,0.5157232704402516,12,2026-01-05,2026-08-28
143,2026Q1,0.1132474295097099,0.6205508186933071,-0.039979086344358095,15.521885951775387,9.440078789316033,3,2,1,True,3.2843983838827313,0.44642857142857145,6,2026-01-05,2026-03-31
143,2026H1,0.8455684662426859,2.785688125281383,-0.12086776859504123,23.047402609165648,21.72811428911582,4,3,1,True,5.065547422634485,0.6293103448275862,9,2026-01-05,2026-06-30
143,2026M1_M8,0.7246336159421534,1.3721501360064114,-0.12086776859504123,11.352490014138525,19.6579772525972,6,5,1,True,3.229548774655465,0.5723270440251572,13,2026-01-05,2026-08-28
275,2026Q1,0.10187539368629994,0.5473771581086588,-0.039979086344358095,13.691587481360877,17.24542371848595,2,1,1,True,3.086478527639182,0.39285714285714285,4,2026-01-05,2026-03-31
275,2026H1,0.7163070057885035,2.233235659393426,-0.12086776859504123,18.47668477173366,16.552232054653448,4,3,1,True,4.736059346450441,0.5603448275862069,9,2026-01-05,2026-06-30
275,2026M1_M8,0.6300848428379053,1.169367660784792,-0.12086776859504123,9.67476833880068,16.552447911919774,6,5,1,True,3.027139975062668,0.5157232704402516,12,2026-01-05,2026-08-28
293,2026Q1,0.1132474295097099,0.6205508186933071,-0.039979086344358095,15.521885951775387,9.440078789316033,3,2,1,True,3.2843983838827313,0.44642857142857145,6,2026-01-05,2026-03-31
293,2026H1,0.8455684662426859,2.785688125281383,-0.12086776859504123,23.047402609165648,21.72811428911582,4,3,1,True,5.065547422634485,0.6293103448275862,9,2026-01-05,2026-06-30
293,2026M1_M8,0.7246336159421534,1.3721501360064114,-0.12086776859504123,11.352490014138525,19.6579772525972,6,5,1,True,3.229548774655465,0.5723270440251572,13,2026-01-05,2026-08-28
400,2026Q1,0.06616147404458794,0.3341462296018298,-0.08487871516881784,3.936749383367035,2.8264348948834463,2,1,1,True,1.7611564234671915,0.44642857142857145,4,2026-01-05,2026-03-31
400,2026H1,0.6393874196164198,1.9266936464161137,-0.12086776859504134,15.940508117357247,2.7128244009065257,4,3,1,True,4.269609118983127,0.5948275862068966,9,2026-01-05,2026-06-30
400,2026M1_M8,0.5570294680631147,1.017308588760399,-0.12086776859504134,8.416706956581761,2.6367120545133096,6,5,1,True,2.7327173673845704,0.5408805031446541,12,2026-01-05,2026-08-28
418,2026Q1,0.06096068636632168,0.305109082044162,-0.08487871516881784,3.594647744576733,2.5196507631099796,2,1,1,True,1.604987725779208,0.48214285714285715,4,2026-01-05,2026-03-31
418,2026H1,0.7363364174751457,2.3157664541093888,-0.12086776859504123,19.15950365451188,4.642472792903741,3,2,1,True,4.501429701519298,0.6551724137931034,7,2026-01-05,2026-06-30
418,2026M1_M8,0.6225592325266964,1.153515774314347,-0.12086776859504123,9.543617688344348,3.4456084374024547,5,4,1,True,2.8628308496323482,0.5911949685534591,11,2026-01-05,2026-08-28
