variant_id,factor_alias,signal_input,default_weight,trend_weight,range_weight
SOLO-F01,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F01,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F01,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F01,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F01,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F01,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F02,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F02,F02,raw__30m__cxt_third_buy_V230228__di_1,1.0,1.0,1.0
SOLO-F02,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F02,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F02,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F02,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F02,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F02,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F02,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F02,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F02,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F02,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F03,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F03,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F03,F03,raw__daily__cxt_bi_status_V230101,1.0,1.0,1.0
SOLO-F03,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F03,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F03,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F03,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F03,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F03,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F03,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F03,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F03,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F04,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F04,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F04,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F04,F04,raw__daily__cxt_five_bi_V230619__di_1,1.0,1.0,1.0
SOLO-F04,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F04,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F04,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F04,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F04,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F04,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F04,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F04,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F05,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F05,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F05,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F05,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F05,F05,raw__daily__cxt_seven_bi_V230620__di_1,1.0,1.0,1.0
SOLO-F05,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F05,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F05,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F05,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F05,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F05,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F05,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F06,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F06,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F06,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F06,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F06,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F06,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,1.0,1.0,1.0
SOLO-F06,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F06,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F06,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F06,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F06,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F06,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F07,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F07,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F07,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F07,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F07,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F07,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F07,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,1.0,1.0,1.0
SOLO-F07,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F07,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F07,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F07,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F07,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F08,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F08,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F08,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F08,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F08,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F08,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F08,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F08,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,1.0,1.0,1.0
SOLO-F08,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F08,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F08,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F08,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F09,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F09,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F09,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F09,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F09,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F09,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F09,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F09,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F09,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,1.0,1.0,1.0
SOLO-F09,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F09,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F09,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F10,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F10,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F10,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F10,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F10,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F10,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F10,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F10,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F10,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F10,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,1.0,1.0,1.0
SOLO-F10,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F10,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F11,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F11,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F11,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F11,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F11,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F11,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F11,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F11,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F11,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F11,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F11,F11,raw__daily__pressure_support_V240406__di_1__w_20,1.0,1.0,1.0
SOLO-F11,F12,raw__weekly__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F12,F01,raw__30m__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F12,F02,raw__30m__cxt_third_buy_V230228__di_1,0.0,0.0,0.0
SOLO-F12,F03,raw__daily__cxt_bi_status_V230101,0.0,0.0,0.0
SOLO-F12,F04,raw__daily__cxt_five_bi_V230619__di_1,0.0,0.0,0.0
SOLO-F12,F05,raw__daily__cxt_seven_bi_V230620__di_1,0.0,0.0,0.0
SOLO-F12,F06,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,0.0,0.0,0.0
SOLO-F12,F07,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,0.0,0.0,0.0
SOLO-F12,F08,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,0.0,0.0,0.0
SOLO-F12,F09,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,0.0,0.0,0.0
SOLO-F12,F10,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,0.0,0.0,0.0
SOLO-F12,F11,raw__daily__pressure_support_V240406__di_1__w_20,0.0,0.0,0.0
SOLO-F12,F12,raw__weekly__cxt_bi_status_V230101,1.0,1.0,1.0
