variant_id,variant_kind,window,sessions,total_return,cagr,maximum_drawdown,calmar,closed_trades,win_loss_ratio,win_loss_ratio_status
LOO-F03,leave_one_out,2021,243,-0.16979651050000122,-0.17549861441670855,-0.25289637351667804,-0.6939546501845537,21,2.071011270159654,VALID
LOO-F03,leave_one_out,2022,242,-0.05640932987189062,-0.05867056380804414,-0.1811972682640357,-0.323793864941446,19,3.1378121513245705,VALID
LOO-F03,leave_one_out,2023,242,-0.08729800872565197,-0.09073662012983885,-0.21953092080274617,-0.41332045526000366,21,1.6915041352772706,VALID
LOO-F03,leave_one_out,2024,242,0.24040557159439113,0.2514974736496922,-0.18221793430225364,1.3802015406042376,18,2.805490209119254,VALID
LOO-F03,leave_one_out,2025,243,0.7213085749688082,0.7562819618496173,-0.107554773329949,7.031598305075205,18,4.255928218669524,VALID
LOO-F03,leave_one_out,2026,162,0.23996288236987495,0.3973409896839324,-0.1860931128022668,2.135172998616703,13,2.2712452098621068,VALID
LOO-F04,leave_one_out,FULL,1374,1.3091746030000024,0.1658970248269147,-0.2883175221187131,0.5753969568266738,82,2.944185298159066,VALID
LOO-F04,leave_one_out,2021,243,-0.030234270499998495,-0.03133633040865791,-0.1805598543435385,-0.17355092870775407,14,1.167549841692258,VALID
LOO-F04,leave_one_out,2022,242,0.07575505533473326,0.0790060171197704,-0.10707392387197012,0.7378642181287675,13,2.3724268432119606,VALID
LOO-F04,leave_one_out,2023,242,-0.13491172648799832,-0.140076898602851,-0.24516036891669857,-0.5713684443444723,20,1.0449638105817927,VALID
LOO-F04,leave_one_out,2024,242,0.2511108069378529,0.2627467577376599,-0.1822537343500521,1.4416536301692782,14,4.897591222124649,VALID
LOO-F04,leave_one_out,2025,243,0.44251638560905704,0.4622247018896959,-0.14077417987538243,3.2834480179452736,12,5.71720435097754,VALID
LOO-F04,leave_one_out,2026,162,0.41774977995419604,0.7211613384608457,-0.19993616347524257,3.606957970613179,9,3.7307635283628735,VALID
LOO-F05,leave_one_out,FULL,1374,1.6000994075000041,0.19154841778623966,-0.24603624599359264,0.7785373940034349,82,3.4039305573129766,VALID
LOO-F05,leave_one_out,2021,243,-0.04936574949999939,-0.0511465498298731,-0.19672312184625318,-0.25999256899677575,14,1.403333774400829,VALID
LOO-F05,leave_one_out,2022,242,0.0757885895254733,0.07904104257234712,-0.10711346478170525,0.737918829658166,13,2.372426843211958,VALID
LOO-F05,leave_one_out,2023,242,-0.03736760689035312,-0.0388813153202312,-0.1792738017432587,-0.21688230484403878,17,1.2225094965024967,VALID
LOO-F05,leave_one_out,2024,242,0.24812284487294645,0.25960654338633216,-0.18223855016145052,1.4245424096950894,15,5.374019965326745,VALID
LOO-F05,leave_one_out,2025,243,0.465532938095814,0.4864269414836966,-0.1390238461747747,3.4988741490591613,13,10.315706999595845,VALID
LOO-F05,leave_one_out,2026,162,0.44389686474859014,0.7707913049477584,-0.19993815342971244,3.855148663352677,10,3.113424563036425,VALID
LOO-F06,leave_one_out,FULL,1374,1.671992894000001,0.19752393728478568,-0.2860824412873155,0.6904441125291236,74,3.4815505184540405,VALID
LOO-F06,leave_one_out,2021,243,0.09933316100000011,0.10319589452628097,-0.08647071230830983,1.19342019709908,8,3.152521265421266,VALID
LOO-F06,leave_one_out,2022,242,0.06262231136317142,0.06529274363205739,-0.10352986184503943,0.630665804710391,14,1.8606917663256264,VALID
LOO-F06,leave_one_out,2023,242,-0.11694209390561605,-0.12146851342818699,-0.22954007786756614,-0.5291821565829938,19,1.3018519855672832,VALID
LOO-F06,leave_one_out,2024,242,0.2517932244039638,0.2634639914401611,-0.18212008081108233,1.446649871155388,13,6.14303771542745,VALID
LOO-F06,leave_one_out,2025,243,0.3943302977443095,0.41160289647434767,-0.16278659040868138,2.528481587095131,11,5.750714012065632,VALID
LOO-F06,leave_one_out,2026,162,0.4840194601466703,0.847922766002773,-0.16649568646926172,5.092761163871448,9,3.2350728772954387,VALID
LOO-F07,leave_one_out,FULL,1374,0.9265560510000008,0.12779637783207098,-0.37191832638716493,0.3436140914955496,90,3.0314660747323057,VALID
LOO-F07,leave_one_out,2021,243,-0.15265792650000054,-0.15784063739610044,-0.2473814226292146,-0.6380456370512447,17,5.093540822169628,VALID
LOO-F07,leave_one_out,2022,242,0.029126814036338988,0.030348486528226637,-0.16269366597194934,0.18653760333521,14,2.198864223781442,VALID
LOO-F07,leave_one_out,2023,242,-0.053565802784489636,-0.05571644770778805,-0.19668173584345527,-0.2832822654775347,16,1.3435246914991144,VALID
LOO-F07,leave_one_out,2024,242,0.13450478609742866,0.14043636414931804,-0.19534489339124272,0.7189149494071893,18,4.526646440772834,VALID
LOO-F07,leave_one_out,2025,243,0.7320737554433012,0.7676739961919923,-0.10757105475565276,7.136436450639634,13,6.905781311962161,VALID
LOO-F07,leave_one_out,2026,162,0.1879299884895762,0.3071978229723815,-0.22062318727544095,1.3924095049395462,12,1.6566697311724174,VALID
LOO-F08,leave_one_out,FULL,1374,1.411597732500006,0.1752142526669176,-0.40752871055533135,0.4299433343681641,92,2.833239873298442,VALID
LOO-F08,leave_one_out,2021,243,-0.11315527599999942,-0.11709085372405059,-0.20206998213832894,-0.5794569410309293,16,1.0634673149818243,VALID
LOO-F08,leave_one_out,2022,242,-0.07372803178564025,-0.07665483389014971,-0.17444963834209326,-0.43940953170582486,18,1.5462879796030469,VALID
LOO-F08,leave_one_out,2023,242,-0.05022799495407493,-0.052248359669957,-0.17317256680611703,-0.301712682520055,19,1.367300942542761,VALID
LOO-F08,leave_one_out,2024,242,0.2524138763191617,0.26411632240701977,-0.18214403204076557,1.4500410441551443,16,3.5276460403045027,VALID
LOO-F08,leave_one_out,2025,243,0.5544177779077211,0.580020990885427,-0.10755852897404572,5.392608065747982,13,5.728955976836798,VALID
LOO-F08,leave_one_out,2026,162,0.587756023907974,1.052722806514712,-0.16646119304932983,6.324133494602214,10,5.505222599158992,VALID
LOO-F09,leave_one_out,FULL,1374,1.1060961664999986,0.14637809519730371,-0.421200785289763,0.34752569394333777,90,3.4680178198080425,VALID
LOO-F09,leave_one_out,2021,243,-0.08481463149999957,-0.08781384109703139,-0.22796476835190072,-0.3852079500349652,14,2.849390079227553,VALID
LOO-F09,leave_one_out,2022,242,-0.026736204316841317,-0.027825493604358376,-0.1744838711473189,-0.15947315600801273,17,1.6938324892199559,VALID
LOO-F09,leave_one_out,2023,242,-0.0873165699424231,-0.09075587551177877,-0.1970724421072707,-0.4605203778942285,21,1.3064879670038987,VALID
LOO-F09,leave_one_out,2024,242,0.10126604521480465,0.10566441843537544,-0.18730432503837258,0.5641322933345412,16,4.765878861213365,VALID
LOO-F09,leave_one_out,2025,243,0.4802865297950498,0.5019479775613025,-0.13296250460785974,3.7751092237745882,13,6.752071544248774,VALID
LOO-F09,leave_one_out,2026,162,0.5892065957009482,1.055640780918817,-0.16757711051272006,6.299433005432373,9,4.680694589943055,VALID
LOO-F10,leave_one_out,FULL,1374,0.5731930739999929,0.0866533583766349,-0.35757112115539114,0.24233880548473488,85,1.745408542832366,VALID
LOO-F10,leave_one_out,2021,243,0.031636395999999234,0.03282714309366508,-0.1661653586689078,0.19755708022798354,15,1.420008162219863,VALID
LOO-F10,leave_one_out,2022,242,0.14153171850675816,0.14779286246125412,-0.09281737429124193,1.5922973860207503,14,2.5633790598290735,VALID
LOO-F10,leave_one_out,2023,242,-0.15330484916283116,-0.15910728912212635,-0.20380085541386217,-0.780699810111318,17,0.7823610265254582,VALID
LOO-F10,leave_one_out,2024,242,-0.17858531838136227,-0.18523571384677917,-0.27348931593935544,-0.6773051196188374,14,0.8022746735733746,VALID
LOO-F10,leave_one_out,2025,243,0.44305409542071494,0.4627899493076759,-0.10759005878353434,4.301419243935776,15,3.3710934102055496,VALID
LOO-F10,leave_one_out,2026,162,0.3310526724418843,0.5602442769309661,-0.17916804326091806,3.1269207763523768,10,3.1252315848700563,VALID
LOO-F11,leave_one_out,FULL,1374,1.9910396474999916,0.22255581280165093,-0.23063437248551666,0.964972438423622,74,3.5565730351462457,VALID
LOO-F11,leave_one_out,2021,243,-0.01886306099999968,-0.0195548179165419,-0.16399256481457436,-0.11924210063213807,13,1.4770625113535367,VALID
LOO-F11,leave_one_out,2022,242,0.07332322802291302,0.07646616706426634,-0.09535627799320612,0.8018996617056966,12,2.999436081194044,VALID
LOO-F11,leave_one_out,2023,242,0.0034601546419681384,0.00360339354548711,-0.12862500131896315,0.028014721154804474,15,1.5997895480745068,VALID
LOO-F11,leave_one_out,2024,242,0.2004281204339522,0.20952406634542475,-0.20142767896714686,1.0401950090463905,14,4.036826379202304,VALID
LOO-F11,leave_one_out,2025,243,0.5270463846317319,0.5511777654280647,-0.11708474183484086,4.707511472379154,13,10.123862364922866,VALID
LOO-F11,leave_one_out,2026,162,0.5440931386782752,0.9655862274463287,-0.16770031771400407,5.75780797918963,7,2.238669153732842,VALID
LOO-F12,leave_one_out,FULL,1374,1.8445595244999997,0.21134857131378948,-0.2155735231585415,0.9804013415801308,72,4.51082425740397,VALID
LOO-F12,leave_one_out,2021,243,-0.030417951499999374,-0.031526597271665846,-0.18071575547635044,-0.17445406012643766,14,1.57364396344466,VALID
LOO-F12,leave_one_out,2022,242,0.09715903944977011,0.10137095204895719,-0.09533765920808956,1.0632834169727097,10,4.702589936334927,VALID
LOO-F12,leave_one_out,2023,242,0.0005171765284543994,0.00053855321306151,-0.13447281993848959,0.0040049224319669546,12,1.4749823414064507,VALID
LOO-F12,leave_one_out,2024,242,0.2082567753419533,0.2177390947729998,-0.18223869761292333,1.194801639964963,14,14.421821915213288,VALID
LOO-F12,leave_one_out,2025,243,0.498981503394325,0.5216236406117889,-0.11710909279141302,4.454168572041374,15,7.455656804997493,VALID
LOO-F12,leave_one_out,2026,162,0.4756413368905408,0.8317198075060628,-0.17359065162912524,4.791270726277497,7,3.1348808259275662,VALID
LOO-G-MARKET_STRUCTURE,leave_family_out,FULL,1374,0.608157489499995,0.09104313886520465,-0.4411346862138801,0.20638399498030682,66,3.3736892964618677,VALID
LOO-G-MARKET_STRUCTURE,leave_family_out,2021,243,-0.2530271050000005,-0.2610544640236363,-0.28828156737137167,-0.9055537834208431,16,0.8162038392697676,VALID
LOO-G-MARKET_STRUCTURE,leave_family_out,2022,242,-0.02281467187641384,-0.023746145625272885,-0.12818710911859799,-0.18524597199007808,10,2.2220046186561997,VALID
LOO-G-MARKET_STRUCTURE,leave_family_out,2023,242,-0.02170948625211444,-0.02259636133506282,-0.1890747906990009,-0.11951017505572847,11,1.7428023954070113,VALID
LOO-G-MARKET_STRUCTURE,leave_family_out,2024,242,0.10338761190985157,0.10788256492372827,-0.18221615004679648,0.592058195149124,15,10.14086332820087,VALID
LOO-G-MARKET_STRUCTURE,leave_family_out,2025,243,0.4883023199310317,0.5103831347742187,-0.11631991232411065,4.387753778150219,8,12.582864972772713,VALID
LOO-G-MARKET_STRUCTURE,leave_family_out,2026,162,0.37138593876930903,0.6344043940005817,-0.2639738594773674,2.403284913349438,6,2.4728591312666115,VALID
LOO-G-TREND_MOMENTUM,leave_family_out,FULL,1374,0.16920393099999442,0.02908557352986474,-0.5147721568248982,0.056501839006335985,97,1.8769694112205177,VALID
LOO-G-TREND_MOMENTUM,leave_family_out,2021,243,-0.1354966105000005,-0.1401459794269917,-0.1843906480438583,-0.7600492807729448,21,1.3035907610015682,VALID
LOO-G-TREND_MOMENTUM,leave_family_out,2022,242,-0.1289070301557219,-0.13386051858043224,-0.1880809477345815,-0.7117175885849706,16,0.9500079153880655,VALID
LOO-G-TREND_MOMENTUM,leave_family_out,2023,242,-0.17760485388453573,-0.1842229754490211,-0.2300375196618576,-0.8008388184667383,18,0.838872887384161,VALID
LOO-G-TREND_MOMENTUM,leave_family_out,2024,242,-0.12956054678663365,-0.13453715974033653,-0.1780018557039651,-0.7558188604734846,19,1.5416407098318565,VALID
LOO-G-TREND_MOMENTUM,leave_family_out,2025,243,0.7144161855894455,0.7489896147107484,-0.12193505500110868,6.142529026652248,13,8.880196059853896,VALID
LOO-G-TREND_MOMENTUM,leave_family_out,2026,162,0.2650966148396301,0.44164748612135707,-0.25668796338931055,1.7205617290730701,10,1.8963615378303227,VALID
LOO-G-VOLUME_LIQUIDITY,leave_family_out,FULL,1374,0.5731930739999929,0.0866533583766349,-0.35757112115539114,0.24233880548473488,85,1.745408542832366,VALID
LOO-G-VOLUME_LIQUIDITY,leave_family_out,2021,243,0.031636395999999234,0.03282714309366508,-0.1661653586689078,0.19755708022798354,15,1.420008162219863,VALID
LOO-G-VOLUME_LIQUIDITY,leave_family_out,2022,242,0.14153171850675816,0.14779286246125412,-0.09281737429124193,1.5922973860207503,14,2.5633790598290735,VALID
LOO-G-VOLUME_LIQUIDITY,leave_family_out,2023,242,-0.15330484916283116,-0.15910728912212635,-0.20380085541386217,-0.780699810111318,17,0.7823610265254582,VALID
LOO-G-VOLUME_LIQUIDITY,leave_family_out,2024,242,-0.17858531838136227,-0.18523571384677917,-0.27348931593935544,-0.6773051196188374,14,0.8022746735733746,VALID
LOO-G-VOLUME_LIQUIDITY,leave_family_out,2025,243,0.44305409542071494,0.4627899493076759,-0.10759005878353434,4.301419243935776,15,3.3710934102055496,VALID
LOO-G-VOLUME_LIQUIDITY,leave_family_out,2026,162,0.3310526724418843,0.5602442769309661,-0.17916804326091806,3.1269207763523768,10,3.1252315848700563,VALID
LOO-G-POSITION_VALUATION,leave_family_out,FULL,1374,1.9910396474999916,0.22255581280165093,-0.23063437248551666,0.964972438423622,74,3.5565730351462457,VALID
LOO-G-POSITION_VALUATION,leave_family_out,2021,243,-0.01886306099999968,-0.0195548179165419,-0.16399256481457436,-0.11924210063213807,13,1.4770625113535367,VALID
LOO-G-POSITION_VALUATION,leave_family_out,2022,242,0.07332322802291302,0.07646616706426634,-0.09535627799320612,0.8018996617056966,12,2.999436081194044,VALID
LOO-G-POSITION_VALUATION,leave_family_out,2023,242,0.0034601546419681384,0.00360339354548711,-0.12862500131896315,0.028014721154804474,15,1.5997895480745068,VALID
LOO-G-POSITION_VALUATION,leave_family_out,2024,242,0.2004281204339522,0.20952406634542475,-0.20142767896714686,1.0401950090463905,14,4.036826379202304,VALID
LOO-G-POSITION_VALUATION,leave_family_out,2025,243,0.5270463846317319,0.5511777654280647,-0.11708474183484086,4.707511472379154,13,10.123862364922866,VALID
LOO-G-POSITION_VALUATION,leave_family_out,2026,162,0.5440931386782752,0.9655862274463287,-0.16770031771400407,5.75780797918963,7,2.238669153732842,VALID
SOLO-F01,standalone,FULL,1374,0.13553780849999475,0.023585937508248556,-0.4093418371109798,0.05761917148442853,217,1.1929681907362102,VALID
SOLO-F01,standalone,2021,243,-0.10027385000000055,-0.10378805867405261,-0.17487305377212825,-0.5935051537974265,35,0.9876161476747495,VALID
SOLO-F01,standalone,2022,242,0.08066658560496287,0.084136442518014,-0.1517792647240499,0.5543342344620168,33,1.0557304860363392,VALID
SOLO-F01,standalone,2023,242,-0.06684193770916003,-0.06950575269619552,-0.18690321678801514,-0.3718809868052119,38,1.3142207426945751,VALID
SOLO-F01,standalone,2024,242,-0.09490683440921022,-0.0986286460103476,-0.2795995406235122,-0.35274967115612516,43,1.3869724618230497,VALID
SOLO-F01,standalone,2025,243,0.37684799974210614,0.393252797771801,-0.11263362664559495,3.491433326649266,40,1.565956779582228,VALID
SOLO-F01,standalone,2026,162,0.004303639197936748,0.006702547804161574,-0.2830367503206026,0.023680839313514713,28,0.8012642496498591,VALID
SOLO-F02,standalone,FULL,1374,0.013446119499999076,0.0024526708057577284,-0.20446696499337702,0.011995438020206218,59,1.180595120964339,VALID
SOLO-F02,standalone,2021,243,-0.04512162700000011,-0.046753119797303455,-0.08730996173136463,-0.5354843693684519,12,0.8791983545082398,VALID
SOLO-F02,standalone,2022,242,-0.060053682355207805,-0.062456112631847804,-0.10718145574117566,-0.582713793164634,9,0.754568158710261,VALID
SOLO-F02,standalone,2023,242,0.06701661830045258,0.06988052441459858,-0.03340548326847825,2.0918878452669634,8,3.2109723311240894,VALID
SOLO-F02,standalone,2024,242,-0.07038534343721714,-0.07318475807043501,-0.11750476440872804,-0.6228237504980605,9,1.6486096053128718,VALID
SOLO-F02,standalone,2025,243,0.1788782691566282,0.18608540211525737,-0.067296150753405,2.7651715593234276,12,1.4034368227985714,VALID
SOLO-F02,standalone,2026,162,-0.03437956444421353,-0.05296596732217751,-0.18012358038663678,-0.2940534893237499,9,0.6246383481130683,VALID
SOLO-F03,standalone,FULL,1374,0.42913407950000226,0.06768055135364093,-0.30135219781337474,0.22458953956445013,71,1.6079385813125642,VALID
SOLO-F03,standalone,2021,243,0.10895829050000017,0.11321420230341661,-0.127009746711939,0.891382002045788,15,1.288024690222573,VALID
SOLO-F03,standalone,2022,242,0.05333339405698867,0.05559743485810542,-0.12301411632404602,0.4519597955054983,11,1.1066332414704059,VALID
SOLO-F03,standalone,2023,242,-0.12184379962105996,-0.12654602190979913,-0.19905489229899143,-0.6357342964458268,12,0.6129470706658993,VALID
SOLO-F03,standalone,2024,242,0.06792431957096401,0.07082828762760296,-0.116191647501667,0.6095815762194678,12,1.1313138292581255,VALID
SOLO-F03,standalone,2025,243,0.17705899469057562,0.18418726722479217,-0.17826529464516094,1.0332199971476164,14,4.464144636578876,VALID
SOLO-F03,standalone,2026,162,0.10836149935746509,0.17355770452760355,-0.30135219781337486,0.5759297784683374,7,2.3031093262027795,VALID
SOLO-F04,standalone,FULL,1374,0.12392992949999959,0.021658814151619188,-0.2093357070659816,0.10346449946445321,24,2.309047749943461,VALID
SOLO-F04,standalone,2021,243,-0.02703396300000005,-0.028021062211939785,-0.031251413844821,-0.8966334243653252,1,,NO_WINS
SOLO-F04,standalone,2022,242,-0.09161161758002878,-0.09521111654649905,-0.12310348308401331,-0.7734234171223343,4,,NO_WINS
SOLO-F04,standalone,2023,242,-0.04786632610753483,-0.04979420658511424,-0.10093135698895239,-0.49334724183451284,11,1.1704275923517513,VALID
SOLO-F04,standalone,2024,242,0.07363759596629849,0.0767944859862486,-0.05419018658986874,1.417129019456189,2,2.7295329940500563,VALID
SOLO-F04,standalone,2025,243,0.17335501815251853,0.1803230697136624,-0.023641072539793084,7.6275333705837305,3,,NO_LOSSES
SOLO-F04,standalone,2026,162,0.060192953214707634,0.09518539324121722,-0.10531161112763376,0.9038451906870559,3,3.580810820043591,VALID
SOLO-F05,standalone,FULL,1374,-0.08489008449999957,-0.016138513022513012,-0.18316753932859509,-0.08810793157821037,24,1.6807858162925526,VALID
SOLO-F05,standalone,2021,243,0.026765221000000006,0.027770166398201512,-0.02625180524524462,1.0578383520208363,2,5.57258126260091,VALID
SOLO-F05,standalone,2022,242,-0.04246678170257201,-0.044182269004348185,-0.07454035525229419,-0.5927295202015871,4,0.8998815388221528,VALID
SOLO-F05,standalone,2023,242,-0.003329726580463488,-0.0034670797960287825,-0.04904319470003049,-0.07069441167597157,10,2.1888750778981367,VALID
SOLO-F05,standalone,2024,242,-0.0661757142706696,-0.06881396956619379,-0.0869800490029704,-0.7911465945925572,4,0.7928164489894152,VALID
SOLO-F05,standalone,2025,243,0.017838348343559796,0.0185051041891251,-0.05198119095838061,0.35599615645477306,3,3.9384828648270003,VALID
SOLO-F05,standalone,2026,162,-0.01745424604922352,-0.027019067657848006,-0.10261191044313545,-0.2633131723321845,1,,NO_WINS
SOLO-F06,standalone,FULL,1374,0.134787286000003,0.023461824453141933,-0.49360343307718013,0.04753172867311364,156,2.0983158729962326,VALID
SOLO-F06,standalone,2021,243,-0.13235307949999986,-0.13690333558765555,-0.22905491262816624,-0.5976878383302613,31,1.4615086339303935,VALID
SOLO-F06,standalone,2022,242,-0.08209522654555468,-0.08533862391902824,-0.16384131971341465,-0.5208614290235181,28,2.139277808568828,VALID
SOLO-F06,standalone,2023,242,-0.029907539044389586,-0.03112395684333613,-0.148076470349352,-0.21018840312648182,26,1.2486084546810343,VALID
SOLO-F06,standalone,2024,242,-0.1357384128314958,-0.1409325887904057,-0.2838712538314059,-0.4964665738014708,28,2.15604905689063,VALID
SOLO-F06,standalone,2025,243,0.34107261442133274,0.35572857340271913,-0.1367724818545175,2.6008782510878277,26,3.4010723228967588,VALID
SOLO-F06,standalone,2026,162,0.2672525358704758,0.4454709698377539,-0.2499227896154076,1.7824343691236186,17,2.0769611962216716,VALID
SOLO-F07,standalone,FULL,1374,0.6989657289999991,0.10209051898232935,-0.3272620947735151,0.3119533872475579,94,2.667949745249016,VALID
SOLO-F07,standalone,2021,243,-0.05114558549999937,-0.052988784157892654,-0.2236967902803978,-0.2368777133166402,19,1.836083188727165,VALID
SOLO-F07,standalone,2022,242,-0.006262209364469862,-0.0065201329394174445,-0.10995695724690246,-0.05929713865014321,16,3.084242547631074,VALID
SOLO-F07,standalone,2023,242,-0.007175692416152679,-0.007471098266933041,-0.1752060507191575,-0.04264178226874519,15,1.493281356977668,VALID
SOLO-F07,standalone,2024,242,0.08631779451424215,0.09004070422751242,-0.20852653525753562,0.4317949469419316,17,2.74002137425472,VALID
SOLO-F07,standalone,2025,243,0.16608716002360424,0.1727421438279899,-0.1680052341595929,1.0281950124476318,18,2.9186196991253195,VALID
SOLO-F07,standalone,2026,162,0.4326922834482032,0.7494621262460599,-0.20602270637812026,3.6377646882792978,9,3.131933245894536,VALID
SOLO-F08,standalone,FULL,1374,0.8407023110000065,0.11840629909786782,-0.28468551688147103,0.41591964492934264,62,4.320093338679928,VALID
SOLO-F08,standalone,2021,243,0.00899218800000079,0.009326780393822176,-0.15921953169648495,0.058578117235023125,11,1.998377707923129,VALID
SOLO-F08,standalone,2022,242,0.041166483738922954,0.04290356879774482,-0.10858936030755306,0.39509919458251574,7,1.9440258047577945,VALID
SOLO-F08,standalone,2023,242,-0.0937200636047073,-0.0973978835100312,-0.21925133886432835,-0.44422936714790384,11,2.3770518478823135,VALID
SOLO-F08,standalone,2024,242,0.184628031937772,0.19295094048812822,-0.1994117095574065,0.9676008541142447,13,12.744964652539648,VALID
SOLO-F08,standalone,2025,243,0.35422867671702285,0.3695234966052994,-0.19434081336639153,1.9014199344150897,13,6.5722663942299,VALID
SOLO-F08,standalone,2026,162,0.2051447073890118,0.336783186019034,-0.2796263398220741,1.2044043713239918,7,2.734028616868378,VALID
SOLO-F09,standalone,FULL,1374,1.3013323580000002,0.16516981345289827,-0.32966512352398536,0.5010230129511443,43,3.3512182536693627,VALID
SOLO-F09,standalone,2021,243,0.08914344950000097,0.0925934822292016,-0.0842981866273218,1.0984041998264198,6,2.786617076117424,VALID
SOLO-F09,standalone,2022,242,0.10777072391509623,0.1124657665733022,-0.14036658767968868,0.8012288995009617,7,2.3550121080362034,VALID
SOLO-F09,standalone,2023,242,-0.11284459767202837,-0.11722316384270393,-0.269064411358807,-0.43566952333351383,10,2.507408278722007,VALID
SOLO-F09,standalone,2024,242,0.24164785634188246,0.25280268721991694,-0.1822702955157922,1.3869659151236395,8,8.16441179940949,VALID
SOLO-F09,standalone,2025,243,0.3885674135933892,0.4055530027300911,-0.12057410407259073,3.3635166178463245,7,4.657588334726062,VALID
SOLO-F09,standalone,2026,162,0.24703678047259792,0.4097610911209999,-0.2632309779400972,1.5566598366482844,5,1.9981677085540281,VALID
SOLO-F10,standalone,FULL,1374,0.44964743299999643,0.07047494868112825,-0.5311315710485137,0.1326883064812034,49,1.834246432511529,VALID
SOLO-F10,standalone,2021,243,-0.14792324350000108,-0.15296012364719624,-0.22394259163566343,-0.6830327475000827,10,1.0729604178033185,VALID
SOLO-F10,standalone,2022,242,-0.24447693404485138,-0.25317879242744157,-0.3575311345791896,-0.7081307554527534,6,0.4091265083498299,VALID
SOLO-F10,standalone,2023,242,-0.05124931072625982,-0.05330959265836155,-0.2045028388087372,-0.26067898601749845,9,1.8000511152533019,VALID
SOLO-F10,standalone,2024,242,0.11368616503717988,0.11865243604754916,-0.21404344277035103,0.5543381031057902,10,4.088425062676157,VALID
SOLO-F10,standalone,2025,243,0.84564348102775,0.8880136918550052,-0.10745994260764924,8.263671748804697,9,5.42578360249346,VALID
SOLO-F10,standalone,2026,162,0.15471073268029145,0.25077887368477203,-0.2991322151424275,0.8383546170891935,5,1.5177775364165964,VALID
SOLO-F11,standalone,FULL,1374,0.0035077900000006768,0.0006424306644647881,-0.25267656944384653,0.002542501925994996,32,0.9426819206611551,VALID
SOLO-F11,standalone,2021,243,0.06211265600000049,0.06448578119891457,-0.0376339275928127,1.713501229439311,7,0.8786784337181662,VALID
SOLO-F11,standalone,2022,242,-0.09099197571373252,-0.09456841738647648,-0.09231494648530014,-1.024410683068913,5,,NO_WINS
