candidate_id,period,max_drawdown,calmar,win_loss_ratio,win_loss_ratio_status,strategy_return,sharpe,trade_count,t1_fill_rate,final_fill_rate,range_to_range_count,range_to_range_return,range_to_range_short_loss_count,range_to_trend_count,range_to_trend_return,pareto_layer
1239,full_2021_2026,-0.16908126070339258,1.1387021152630024,3.7108119309407464,VALID,1.613663143707877,0.9315570592950666,124,0.9354838709677419,1.0,21,0.11804597922231119,12,3,0.22261211933616942,1
1239,rolling_2021_2023,-0.16908126070339258,0.3441667460600487,2.699940888003693,VALID,0.1775089327000008,0.4395515805292522,66,0.9393939393939394,1.0,10,-0.08259362981765206,7,1,0.08564081458516593,1
1239,rolling_2022_2024,-0.16831210165884758,0.35529653439843645,2.6119058178149026,VALID,0.1824147223500001,0.39888412527043987,67,0.9117647058823529,1.0,11,-0.05512331220942934,6,0,0.0,2
1239,rolling_2023_2025,-0.16830497731590244,0.9800583263077077,4.279326598753591,VALID,0.5543648791313414,0.8123806894787756,69,0.9428571428571428,1.0,14,0.08195466438581134,9,0,0.0,1
1239,rolling_2024_2026,-0.16831237851505532,2.1598721548653357,4.196624199969152,VALID,1.2196438094330002,1.3114855487337338,58,0.9310344827586207,1.0,11,0.21870309119401865,5,2,0.12616631846449278,1
1298,full_2021_2026,-0.1937039625425241,1.4769633290466866,5.738819047304826,VALID,2.9466574188754264,1.1303278129771366,118,0.9491525423728814,1.0,21,0.0006493971992085346,15,5,0.747512041317453,1
1298,rolling_2021_2023,-0.1937039625425241,0.23558227624625372,3.2014506284259077,VALID,0.13758761225000038,0.3611554899667652,67,0.9705882352941176,1.0,12,-0.13255731908689783,10,2,0.20317899779218207,2
1298,rolling_2022_2024,-0.18230911390881765,0.8587784643812704,5.242235596448182,VALID,0.5213829817,0.6914515700378762,59,0.9333333333333333,1.0,11,-0.07888332325716807,8,1,0.10826617941029482,1
1298,rolling_2023_2025,-0.1823089311031888,1.5798692669533065,6.478867798651481,VALID,1.0775829068168905,1.052167373696457,63,0.90625,1.0,13,0.08115807313445256,9,1,0.1082661794102946,1
1298,rolling_2024_2026,-0.182313544590895,3.4108196514858955,7.627471463434959,VALID,2.467525316666215,1.6591106295017428,52,0.9230769230769231,1.0,9,0.1495938786553126,5,3,0.4524123547070842,1
1264,full_2021_2026,-0.18231250440085434,1.4348521308747868,5.688751195720269,VALID,2.5534314136330742,1.048795696058607,112,0.9464285714285714,1.0,18,-0.10825691626120182,15,5,0.6315495380200213,1
1264,rolling_2021_2023,-0.16257505588641585,0.48537048075692774,2.68840282987772,VALID,0.245344832,0.5687639830263443,54,1.0,1.0,6,-0.03996735103690041,5,2,0.16776482056363862,1
1264,rolling_2022_2024,-0.18231169173032002,0.9491972244983893,5.965684737824071,VALID,0.5847924913499993,0.7473060150042911,57,0.9655172413793104,1.0,10,-0.11629286030496389,9,2,0.09218459232803222,1
1264,rolling_2023_2025,-0.18231511522224797,1.5654076226653024,6.954014289716869,VALID,1.0653661368792644,1.0423360947175462,67,0.9117647058823529,1.0,14,0.013302690103252912,11,2,0.09218459232803178,2
1264,rolling_2024_2026,-0.18231120489925368,2.7613482944425667,9.261110881447404,VALID,1.85333602691414,1.408028899408293,58,0.896551724137931,1.0,12,-0.07113254460466367,10,3,0.3971559249682919,2
1265,full_2021_2026,-0.18231250440085434,1.4348521308747868,5.688751195720269,VALID,2.5534314136330742,1.048795696058607,112,0.9464285714285714,1.0,18,-0.10825691626120182,15,5,0.6315495380200213,1
1265,rolling_2021_2023,-0.16257505588641585,0.48537048075692774,2.68840282987772,VALID,0.245344832,0.5687639830263443,54,1.0,1.0,6,-0.03996735103690041,5,2,0.16776482056363862,1
1265,rolling_2022_2024,-0.18231169173032002,0.9491972244983893,5.965684737824071,VALID,0.5847924913499993,0.7473060150042911,57,0.9655172413793104,1.0,10,-0.11629286030496389,9,2,0.09218459232803222,1
1265,rolling_2023_2025,-0.18231511522224797,1.5654076226653024,6.954014289716869,VALID,1.0653661368792644,1.0423360947175462,67,0.9117647058823529,1.0,14,0.013302690103252912,11,2,0.09218459232803178,2
1265,rolling_2024_2026,-0.18231120489925368,2.7613482944425667,9.261110881447404,VALID,1.85333602691414,1.408028899408293,58,0.896551724137931,1.0,12,-0.07113254460466367,10,3,0.3971559249682919,2
1250,full_2021_2026,-0.16831776692564182,1.1042191167269246,3.0882229045166127,VALID,1.5348460367660754,0.9010982480132762,122,0.9344262295081968,1.0,19,0.17989399035633746,10,3,0.19821409478178853,1
1250,rolling_2021_2023,-0.16697992562799946,0.420549119608067,2.5456131420009105,VALID,0.21660115914999944,0.5150231825498873,64,0.9375,1.0,9,-0.03282779293010196,6,1,0.06397614201029556,4
1250,rolling_2022_2024,-0.16830997572926998,0.4804725543788142,2.469763423223495,VALID,0.2515027766,0.5024265705763519,65,0.9090909090909091,1.0,10,0.03822929104400519,5,0,0.0,2
1250,rolling_2023_2025,-0.1683178350651594,1.0697495981152612,3.3912993724588056,VALID,0.6133207934164664,0.8741809266245671,67,0.9411764705882353,1.0,12,0.19755110990580138,6,0,0.0,1
1250,rolling_2024_2026,-0.16830800766658716,1.963050552781454,3.1655934165831336,VALID,1.0835745943595847,1.2061667125749789,58,0.9310344827586207,1.0,10,0.21994199350588284,4,2,0.12616631846449278,1
1479,full_2021_2026,-0.1952498344396334,1.3173144232901313,5.845174969082677,VALID,2.4865443175050794,1.0336988206067905,112,0.9285714285714286,1.0,18,-0.08811967931389908,14,6,0.6147798333456522,1
1479,rolling_2021_2023,-0.16698621845223283,0.33842203801757537,2.6672393201603506,VALID,0.1721153934500006,0.42909376660369175,60,0.9,1.0,9,-0.0878114602152712,7,2,0.17916877388945585,2
1479,rolling_2022_2024,-0.19525562085202008,0.8608900068393409,5.550197515177474,VALID,0.56555259545,0.7284744571931602,55,0.8928571428571429,1.0,8,-0.06987494418557272,6,3,0.09128379304090362,2
1479,rolling_2023_2025,-0.19524631355161381,1.4046595472802763,7.473591313088701,VALID,1.0140650541165597,1.0120956799971637,61,0.9354838709677419,1.0,11,0.034746702322646206,8,3,0.0912837930409034,2
1479,rolling_2024_2026,-0.18231117214926107,2.8958178423126575,9.762735708154157,VALID,1.9745149845927794,1.4599268797708684,52,0.9615384615384616,1.0,9,-0.00033788968528414287,7,4,0.36942214643230864,1
1319,full_2021_2026,-0.18362301034127493,1.6129717584599936,5.506209571795035,VALID,3.118499197136395,1.1583595905054684,118,0.9491525423728814,1.0,21,0.04424233385704479,14,5,0.7475120413174525,1
1319,rolling_2021_2023,-0.16606824162828893,0.28873532394757656,3.2567748261317977,VALID,0.14488362880000039,0.3738557604565852,67,0.9705882352941176,1.0,12,-0.12698483898150847,10,2,0.20317899779218207,1
1319,rolling_2022_2024,-0.18362399734924884,0.7933306737619032,5.162283535611898,VALID,0.48042722750000055,0.6534472753152378,61,0.9354838709677419,1.0,12,-0.10368785388218882,9,1,0.1082661794102946,2
1319,rolling_2023_2025,-0.18362364184600855,1.5236011120257182,5.591455096964196,VALID,1.0393484150306103,1.027536747276143,65,0.9090909090909091,1.0,14,0.06126329481075543,9,1,0.10826617941029482,3
1319,rolling_2024_2026,-0.182313544590895,3.5370979992356273,6.751124992857244,VALID,2.5955118410890905,1.6990038893924497,52,0.9230769230769231,1.0,9,0.1920179665680961,4,3,0.4524123547070842,1
1455,full_2021_2026,-0.18130757656135488,1.0273654138493944,3.2011359433287523,VALID,1.5396250933057702,0.8963074373806844,138,0.927536231884058,1.0,26,0.10913621850047162,16,4,0.21772556669771093,2
1455,rolling_2021_2023,-0.18130757656135488,0.38549477369648744,2.6420950029332952,VALID,0.2155172995500001,0.5113529737923211,66,0.9696969696969697,1.0,10,-0.043415402365890254,7,1,0.06397614201029556,3
1455,rolling_2022_2024,-0.1683094814802143,0.5355498238441447,2.647300367393413,VALID,0.2827180939,0.5468424682742297,67,0.9411764705882353,1.0,11,0.005727266975878331,6,0,0.0,1
1455,rolling_2023_2025,-0.16847554204638882,1.0155130434855026,3.6543746931779286,VALID,0.5781516117423908,0.8350962351055771,73,0.9459459459459459,1.0,15,0.13084217024306555,9,0,0.0,1
1455,rolling_2024_2026,-0.1684777354540995,1.9695514046075284,3.3834534789245545,VALID,1.0893320208013,1.1997733565709465,72,0.8888888888888888,1.0,16,0.1594753054185305,9,3,0.14450457920693438,2
1485,full_2021_2026,-0.18231278696618647,1.4358976273692923,4.089699979881603,VALID,2.5563679837435793,1.0676953644746643,140,0.9285714285714286,1.0,27,0.23100731092471394,15,5,0.20828879800242528,1
1485,rolling_2021_2023,-0.18130757656135488,0.3964565832272567,2.9294040611728787,VALID,0.22205178625000066,0.5339876684720617,73,0.972972972972973,1.0,12,-0.09537080193895242,9,2,0.055730855039207716,1
1485,rolling_2022_2024,-0.18231192088923454,1.0908662599346466,4.565759778198005,VALID,0.6875611399000008,0.847110944359179,71,0.9444444444444444,1.0,13,-0.0032538909181428766,8,1,-0.007749503626565013,1
