trial_number,min_return_delta,win_count,median_return_delta,mean_return_delta,active_factor_count
146,-0.3445555489087282,3,-0.08337413591291654,-0.09165180039776646,13
435,-0.3447032939098157,3,-0.030643820894349194,-0.09340961356341643,16
444,-0.3450440934193716,1,-0.06377640989416555,-0.09663973309495363,18
175,-0.34530463512998,2,-0.03968866444357044,-0.08722020106742231,12
50,-0.3482149094050162,3,-0.047960839938469724,-0.09778436390799236,7
24,-0.3484010236758046,2,-0.08744079218978346,-0.10760247012631632,18
246,-0.34902655768464275,2,-0.135485975227016,-0.12135672710747394,7
357,-0.34964577325385915,5,0.006910940250112629,-0.026191996460681474,9
535,-0.3499471003042901,2,-0.03138925853292024,-0.08500112164305627,15
134,-0.35071494137103065,0,-0.03790355578579002,-0.10689138032966602,17
46,-0.3520020895462608,2,-0.16778434569496287,-0.13012904476195353,13
92,-0.35249128288510256,1,-0.07488034315523723,-0.12575621880570764,9
209,-0.3528733566796163,5,0.007356184817238098,-0.07952989132061926,11
25,-0.3532071815798403,2,-0.047611566342873946,-0.11237689120239748,18
128,-0.3539187522173073,2,-0.04055793426233789,-0.08239496306031202,17
367,-0.3540165821348287,2,-0.04945583281231131,-0.08967643136974342,8
119,-0.35627354124282307,2,-0.05990995475701688,-0.11277865341892593,11
71,-0.3563243216010965,3,-0.025769791728696978,-0.07868959958541957,16
70,-0.3563530127499557,0,-0.03949057482495716,-0.1170451175803938,10
343,-0.3571017112226932,5,0.0076710164014756055,-0.043611026655758584,16
370,-0.3573564679643967,5,0.01368240907587498,-0.04804618625379052,14
600,-0.3575000125694572,4,-0.007332816484098725,-0.035010015113898854,15
240,-0.3576992718252143,3,-0.02328030046943108,-0.07717231586596145,6
190,-0.358141849002378,2,-0.0517142315787511,-0.08914520286991963,12
93,-0.3584570436532437,3,-0.036950546639277215,-0.0818758224982061,10
45,-0.3584570436532437,2,-0.027864895434688175,-0.07234274705848442,14
42,-0.3584994451344068,3,-0.04099128264839641,-0.06379068712505087,18
291,-0.35859583562531283,5,0.008148622478706291,-0.07293573810246386,16
587,-0.35947001973515347,3,-0.015311682070584809,-0.0792831111421155,8
388,-0.36007381342785494,3,-0.08827947935636643,-0.08501601456653979,10
267,-0.36068019930664863,2,-0.059238980469802305,-0.10568097284493316,6
279,-0.36081721974312986,4,-0.011777863467453131,-0.08017178498037592,6
270,-0.3612418556316752,1,-0.02819349789598219,-0.09595672999795829,15
142,-0.36253166575956564,2,-0.041883116473705684,-0.09591343312104962,15
132,-0.3632026622202462,2,-0.04010999493475531,-0.08818204661729467,10
566,-0.3636850536380014,3,-0.031452770752502746,-0.06481421713798945,16
297,-0.36378423624169387,2,-0.027716001562457238,-0.0748231252960694,10
325,-0.36553501820408196,4,-0.015979288849415962,-0.04073509615565542,12
322,-0.3656344918258432,2,-0.03909377199188879,-0.0861517299719345,8
282,-0.36581127750696285,4,-0.008049597618039195,-0.010815123418333225,8
98,-0.36597301756236456,2,-0.025619539386232626,-0.09242693450265077,14
407,-0.3661022954801748,2,-0.06104672003574185,-0.10018730798046044,15
583,-0.3676884108197148,3,-0.013374099463298372,-0.04351902237014299,15
139,-0.367956022778392,3,-0.021661507934006008,-0.07088542358327596,9
165,-0.36922308007516746,2,-0.036950546639277215,-0.08621582163091986,17
474,-0.3695284294131784,3,-0.025619539386232626,-0.07578837848104931,9
110,-0.369575103400259,1,-0.1569535775666242,-0.15146954210607397,6
585,-0.37031090165119185,3,-0.007120137984905794,-0.05572538314102542,16
418,-0.3705086156209849,4,0.0009364067135690934,-0.06581586302422598,15
133,-0.37288424142202836,3,-0.03608118070230404,-0.08891188920317016,18
143,-0.37311352138452736,3,-0.02449332474021121,-0.06146980924588133,9
196,-0.37311352138452736,3,-0.028570987677921045,-0.08336463764887929,15
413,-0.37311352138452736,3,-0.03105100046799414,-0.0774787150256193,10
34,-0.37311352138452736,3,-0.036950546639277215,-0.07888202298307835,13
90,-0.37311352138452736,3,-0.04396304079615865,-0.08794700516862537,15
186,-0.37311352138452736,3,-0.05313361297481978,-0.09962520763339769,17
371,-0.37311352138452736,2,-0.018061626210137016,-0.07604015539845206,10
286,-0.37311352138452736,2,-0.02015412650881898,-0.07672213745476388,16
81,-0.37311352138452736,2,-0.025380399633488038,-0.07996217321586747,7
112,-0.37311352138452736,2,-0.0311275087911127,-0.08039019172198171,6
10,-0.37311352138452736,2,-0.032504749735748795,-0.07074215308388533,8
35,-0.37311352138452736,2,-0.036950546639277215,-0.07976828703774248,16
556,-0.37311352138452736,2,-0.036950546639277215,-0.08184595118402284,18
237,-0.37311352138452736,2,-0.036950546639277215,-0.08229182916161042,9
170,-0.37311352138452736,2,-0.036950546639277215,-0.08304108021725086,8
30,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,6
345,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,6
105,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,8
152,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,8
208,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,8
381,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,8
154,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,10
195,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,10
245,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,10
573,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,10
125,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,11
85,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,12
169,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,13
36,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,14
249,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,14
189,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,15
73,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,16
84,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,16
87,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,16
137,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,16
198,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,16
231,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,16
225,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,17
95,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,18
144,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,18
172,-0.37311352138452736,2,-0.036950546639277215,-0.08430673358210518,18
243,-0.37311352138452736,2,-0.040051942903777005,-0.0875329899901675,12
74,-0.37311352138452736,2,-0.041424805752243,-0.08713675328633938,9
400,-0.37311352138452736,2,-0.04246948184738725,-0.08805036412517275,14
382,-0.37311352138452736,2,-0.042919190652852046,-0.10770640386388344,14
167,-0.37311352138452736,2,-0.044520388483939466,-0.0888446389369731,8
44,-0.37311352138452736,2,-0.044520388483939466,-0.09612999039567563,10
96,-0.37311352138452736,2,-0.044520388483939466,-0.09631115794495139,17
3,-0.37311352138452736,2,-0.05000591838459989,-0.08730553050331806,8
229,-0.37311352138452736,2,-0.05315376336737898,-0.09198526424875059,6
421,-0.37311352138452736,2,-0.05451177807347235,-0.10982554141619441,10
403,-0.37311352138452736,2,-0.05744665546208427,-0.09299582885790873,13
82,-0.37311352138452736,2,-0.057904368654019156,-0.09431138214642489,16
180,-0.37311352138452736,2,-0.05796325962409793,-0.10668808716239746,10
53,-0.37311352138452736,2,-0.06477394306011658,-0.1002001609955911,14
377,-0.37311352138452736,2,-0.06550308648508418,-0.09856880670274637,18
114,-0.37311352138452736,1,-0.03295024147815029,-0.086890696683362,12
43,-0.37311352138452736,1,-0.03497752324998182,-0.08735674568971948,15
12,-0.37311352138452736,1,-0.04444362034487048,-0.09877644100532322,6
76,-0.37311352138452736,1,-0.05344136012327155,-0.09975418028367389,12
55,-0.37341144655645964,1,-0.09743801823312859,-0.12474687680001707,14
47,-0.37394922775854,1,-0.023601886945098738,-0.08907054282782718,14
416,-0.3741130216344024,3,-0.04705777115934723,-0.081799395036092,10
88,-0.375979975488549,2,-0.08226568508374665,-0.11369040653648516,15
68,-0.3779103968748778,1,-0.09857559722063802,-0.11447425159253212,16
568,-0.37800836876962995,3,-0.019855270882687848,-0.08343202887195468,11
405,-0.3796644623906953,1,-0.053375902479526616,-0.0922432372582799,17
545,-0.3815130253362553,3,-0.07665799495717229,-0.0727269068842307,18
327,-0.3815130253362553,2,-0.036484145410491275,-0.08524007126887469,12
514,-0.3837965758060162,2,-0.14650717288556275,-0.13176907985089967,10
595,-0.38558797728586014,3,-0.020804400299268888,-0.06744113836469864,16
375,-0.3863010539053683,4,-0.0005637196906427833,-0.09987580711603908,7
6,-0.38666108737387905,2,-0.06638605773433259,-0.0688213512675171,13
342,-0.38719275784356133,2,-0.03896782376410707,-0.08103290463011581,11
72,-0.38764985147394515,2,-0.048806075741279875,-0.07178393751486421,13
31,-0.38850527575085847,4,0.0026059509101718503,-0.05235495167985345,8
210,-0.388811986208072,3,-0.035854566689780265,-0.09411858496225757,15
173,-0.389877272434891,1,-0.13019478155616937,-0.16067531641744448,13
554,-0.39002424204315556,3,-0.01576869084324639,-0.09114984642456833,18
268,-0.39058104807043226,5,0.009934366259703231,-0.09125599714574321,18
199,-0.39108654276267696,2,-0.03700246894253123,-0.10682951385405809,12
116,-0.3913224975524432,1,-0.09558150301601576,-0.1282403960949029,6
445,-0.3916052482837237,3,-0.04688546323460957,-0.06182251304226745,10
455,-0.3923572087534246,4,-0.007842237529996077,-0.07579825099470966,13
54,-0.39362353853903553,4,-0.000313607814417749,-0.06992503052960328,7
69,-0.3937686083888766,4,-0.01997529285014188,-0.0749150979955077,15
369,-0.39461679282107387,2,-0.0298395597993793,-0.09701352314670339,7
359,-0.3947514584825109,2,-0.03236969943025075,-0.08655681829255145,17
486,-0.3955160982411592,5,0.009083126198730085,-0.05340724580365054,8
274,-0.3958875627900993,3,-0.04983453873114996,-0.0662515445343494,10
392,-0.3960895751598512,3,-0.024503934664139915,-0.07030269993655837,7
39,-0.39722274899147736,2,-0.036950546639277215,-0.08732038703297393,17
21,-0.39722800065971253,2,-0.0444553247252884,-0.08102477370624948,9
255,-0.39722800065971253,2,-0.07536429090938795,-0.10381609246688125,15
316,-0.4024627123485358,2,-0.10706093700466324,-0.12405007480170628,6
428,-0.40298614775672303,3,-0.034551052798023785,-0.058696541222756846,13
136,-0.4038790103516058,1,-0.0679932722166503,-0.10467648168101143,11
157,-0.4052022488050494,2,-0.036999077026296845,-0.08487999156599711,18
230,-0.4053714927079213,2,-0.0829286397154666,-0.11224843267831673,7
89,-0.40640320454970646,1,-0.08985859021042325,-0.1437085013953005,14
86,-0.40700407345693124,1,-0.06353354630121177,-0.11643758444475974,17
14,-0.40773513007937634,3,-0.06130078410771589,-0.07247145910716034,8
251,-0.4079008658337834,2,-0.025380399633488038,-0.08572607948955394,17
439,-0.4089408334849235,4,0.003834309358274113,-0.06366093630538479,17
476,-0.41166045717627553,2,-0.051386988347848384,-0.08579893646796577,18
256,-0.4117034586310042,2,-0.06293547171774583,-0.12732332901161003,18
457,-0.41191682470833824,2,-0.04793117219115156,-0.0968325355350152,15
80,-0.4131919885520816,2,-0.08044250821402066,-0.10360571053272682,17
168,-0.41368634137842053,1,-0.035418511927182095,-0.09906985571635495,10
123,-0.4141698040984503,1,-0.06462791491998066,-0.11604822822678447,6
295,-0.4156023942470226,4,0.00021264831053446898,-0.027932198777703462,7
374,-0.41639501084878616,3,-0.0415449479168708,-0.0849109279537305,14
9,-0.41676039464125525,3,-0.043433154850582134,-0.10320257397970793,14
228,-0.4176379396733082,3,-0.036950546639277215,-0.08506645016427888,6
347,-0.4180190274560056,3,-0.008964665333024313,-0.08859779963467666,10
525,-0.41844026623522723,1,-0.08054091516586243,-0.13014510812284624,15
532,-0.4186923623009893,2,-0.032055008457627265,-0.09060972659547,6
26,-0.42052657719252395,2,-0.058688598778689594,-0.10211511269894784,9
57,-0.4209555641801157,2,-0.022513670779920725,-0.08952386277072763,8
117,-0.42121898901391186,3,-0.11893925149951373,-0.14774598207162315,10
395,-0.4245185894861492,2,-0.04581022365256565,-0.09982982534259448,9
312,-0.4247173108287837,2,-0.03873810181874571,-0.09939390462730463,6
441,-0.4250822420757222,2,-0.0355078953442346,-0.09042873424054082,14
8,-0.4265407276837948,2,-0.08022702791796527,-0.09012274290881071,6
281,-0.4272302226080609,3,-0.035049921710684606,-0.09190047998143479,9
558,-0.42795802706060104,2,-0.021963614230407602,-0.093202585896864,14
11,-0.42859563633676967,2,-0.13941030731405468,-0.13047917168746997,8
581,-0.42931104444514145,4,-0.0007223695762232363,-0.050612184846873146,17
406,-0.43138623474789384,1,-0.11048935279981359,-0.14312655606983746,14
415,-0.4319603289229865,3,-0.0451530490583511,-0.09633284796821813,12
15,-0.4321583573757892,3,-0.0881484115831786,-0.11622508860516143,13
280,-0.43265774114053424,2,-0.11857045125176374,-0.11541289948985829,15
67,-0.4332857793449678,2,-0.15762643492113715,-0.1533595474182814,18
203,-0.4336605719660095,4,-0.038704297923652264,-0.07716684857005354,9
101,-0.4351645443600768,2,-0.04178550437896117,-0.10963838260884214,6
372,-0.43916408420689124,1,-0.12751568204399916,-0.13002433009926506,17
118,-0.43927394503328043,3,-0.01961612265332624,-0.07287774292966939,15
179,-0.43991230242302826,1,-0.07188659590059071,-0.12503661802629273,6
19,-0.44172604215999756,1,-0.07286143559472696,-0.12511037318396112,14
360,-0.44242053956219196,3,-0.006333222543370209,-0.10136253482132282,11
495,-0.44283308199091154,4,5.665824852335577e-05,-0.0732974863348764,14
224,-0.44610306313230397,3,-0.08136214131538483,-0.10283658864684994,9
349,-0.4482519314421616,0,-0.04409897338620844,-0.09348965555739348,11
324,-0.4493710592822452,3,-0.04648808508817559,-0.07124288074645885,16
301,-0.4498686207370083,3,-0.03892319303369324,-0.07946689591547684,7
598,-0.45178257526092014,3,-0.01670005570128441,-0.09489298904978183,14
431,-0.4520014601855844,5,0.018268463315402383,-0.0767499294093583,7
29,-0.452872397133375,2,-0.05636875240684486,-0.1060666919042331,12
364,-0.4545647425526548,2,-0.09631253381858146,-0.1149067997597356,13
202,-0.4563299831507004,1,-0.12060182426716592,-0.15375209098158701,10
305,-0.4573637297692461,2,-0.05141997164624307,-0.12136526374859047,17
494,-0.4646278787047381,0,-0.15081751690399503,-0.1626476604017531,12
344,-0.4657037645837879,3,-0.022064666851142944,-0.08317775307094184,7
434,-0.47073262824550566,4,-0.011645183194155972,-0.06545808654562124,10
66,-0.4732665652573669,3,-0.022060337410985287,-0.0982936935037802,10
549,-0.4743783600799072,2,-0.04743401581757101,-0.0743827966295059,7
517,-0.4775869055363622,2,-0.06622634338309302,-0.13115538931927329,12
462,-0.4792175315317049,2,-0.05921937170166158,-0.1355407468929116,7
156,-0.48109256518364196,3,-0.001294438113745855,-0.07425449557277085,6
140,-0.48456556276205465,1,-0.13971941642960367,-0.1391326964019505,18
220,-0.486678022449061,2,-0.034986107287807044,-0.09275247987747383,15
319,-0.4940473384108395,4,0.004375216128702786,-0.09009407606682235,15
518,-0.5014681335721587,1,-0.05063460239612377,-0.1023884645942791,16
483,-0.5039910757580985,2,-0.0755987652967472,-0.11723390587580389,12
287,-0.5057919566975477,1,-0.07824253537021353,-0.1756909640420663,9
448,-0.50779951387191,4,0.0006733907234630632,-0.09044974532698899,12
310,-0.5086435883352998,3,-0.05349393954292253,-0.11336340104410705,9
104,-0.5092978165276466,2,-0.037004802684425964,-0.09017825560053841,11
284,-0.5193418692811738,3,-0.04728848404027053,-0.10543062133514229,8
161,-0.5224553861788194,2,-0.06675201159211863,-0.11744830002621996,11
