hypothesis_id,exit_clock,signal_clock,episodes,share
M04,09:45,10:15,38,0.05006587615283267
M04,09:45,10:30,21,0.02766798418972332
M04,09:45,10:45,51,0.06719367588932806
M04,09:45,11:00,44,0.057971014492753624
M04,09:45,11:15,47,0.061923583662714096
M04,09:45,11:30,58,0.0764163372859025
M04,09:45,13:15,60,0.07905138339920949
M04,09:45,13:30,27,0.03557312252964427
M04,09:45,13:45,36,0.04743083003952569
M04,09:45,14:00,27,0.03557312252964427
M04,09:45,14:15,47,0.061923583662714096
M04,09:45,14:30,21,0.02766798418972332
M04,09:45,14:45,43,0.05665349143610013
M04,09:45,15:00,12,0.015810276679841896
M04,10:30,09:45,217,0.30013831258644535
M04,10:30,10:00,6,0.008298755186721992
M04,10:30,10:15,20,0.027662517289073305
M04,10:30,10:30,7,0.009681881051175657
M04,10:30,10:45,51,0.07053941908713693
M04,10:30,11:00,44,0.06085753803596127
M04,10:30,11:15,47,0.06500691562932227
M04,10:30,11:30,58,0.08022130013831259
M04,10:30,13:15,60,0.08298755186721991
M04,10:30,13:30,27,0.03734439834024896
M04,10:30,13:45,36,0.04979253112033195
M04,10:30,14:00,27,0.03734439834024896
M04,10:30,14:15,47,0.06500691562932227
M04,10:30,14:30,21,0.029045643153526972
M04,10:30,14:45,43,0.059474412171507604
M04,10:30,15:00,12,0.016597510373443983
M04,11:30,09:45,242,0.3677811550151976
M04,11:30,10:00,8,0.0121580547112462
M04,11:30,10:15,23,0.034954407294832825
M04,11:30,10:30,8,0.0121580547112462
M04,11:30,10:45,23,0.034954407294832825
M04,11:30,11:00,27,0.041033434650455926
M04,11:30,11:15,28,0.0425531914893617
M04,11:30,11:30,26,0.03951367781155015
M04,11:30,13:15,60,0.0911854103343465
M04,11:30,13:30,27,0.041033434650455926
M04,11:30,13:45,36,0.0547112462006079
M04,11:30,14:00,27,0.041033434650455926
M04,11:30,14:15,47,0.07142857142857142
M04,11:30,14:30,21,0.031914893617021274
M04,11:30,14:45,43,0.06534954407294832
M04,11:30,15:00,12,0.0182370820668693
M04,15:00,09:45,265,0.45068027210884354
M04,15:00,10:00,11,0.01870748299319728
M04,15:00,10:15,22,0.03741496598639456
M04,15:00,10:30,12,0.02040816326530612
M04,15:00,10:45,31,0.05272108843537415
M04,15:00,11:00,29,0.04931972789115646
M04,15:00,11:15,30,0.05102040816326531
M04,15:00,11:30,31,0.05272108843537415
M04,15:00,13:15,36,0.061224489795918366
M04,15:00,13:30,15,0.025510204081632654
M04,15:00,13:45,19,0.03231292517006803
M04,15:00,14:00,14,0.023809523809523808
M04,15:00,14:15,28,0.047619047619047616
M04,15:00,14:30,13,0.022108843537414966
M04,15:00,14:45,24,0.04081632653061224
M04,15:00,15:00,8,0.013605442176870748
M05,09:45,09:45,89,0.11772486772486772
M05,09:45,10:00,91,0.12037037037037036
M05,09:45,10:15,64,0.08465608465608465
M05,09:45,10:30,55,0.07275132275132275
M05,09:45,10:45,43,0.056878306878306875
M05,09:45,11:00,58,0.07671957671957672
M05,09:45,11:15,41,0.05423280423280423
M05,09:45,11:30,26,0.03439153439153439
M05,09:45,13:15,35,0.046296296296296294
M05,09:45,13:30,46,0.06084656084656084
M05,09:45,13:45,27,0.03571428571428571
M05,09:45,14:00,45,0.05952380952380952
M05,09:45,14:15,44,0.0582010582010582
M05,09:45,14:30,34,0.04497354497354497
M05,09:45,14:45,34,0.04497354497354497
M05,09:45,15:00,24,0.031746031746031744
M05,10:30,09:45,101,0.14940828402366865
M05,10:30,10:00,50,0.07396449704142012
M05,10:30,10:15,34,0.05029585798816568
M05,10:30,10:30,34,0.05029585798816568
M05,10:30,10:45,43,0.06360946745562131
M05,10:30,11:00,58,0.08579881656804733
M05,10:30,11:15,41,0.060650887573964495
M05,10:30,11:30,26,0.038461538461538464
M05,10:30,13:15,35,0.051775147928994084
M05,10:30,13:30,46,0.06804733727810651
M05,10:30,13:45,27,0.03994082840236687
M05,10:30,14:00,45,0.06656804733727811
M05,10:30,14:15,44,0.0650887573964497
M05,10:30,14:30,34,0.05029585798816568
M05,10:30,14:45,34,0.05029585798816568
M05,10:30,15:00,24,0.03550295857988166
M05,11:30,09:45,108,0.17532467532467533
M05,11:30,10:00,54,0.08766233766233766
M05,11:30,10:15,35,0.056818181818181816
M05,11:30,10:30,35,0.056818181818181816
M05,11:30,10:45,24,0.03896103896103896
M05,11:30,11:00,35,0.056818181818181816
M05,11:30,11:15,19,0.030844155844155844
M05,11:30,11:30,17,0.027597402597402596
M05,11:30,13:15,35,0.056818181818181816
M05,11:30,13:30,46,0.07467532467532467
M05,11:30,13:45,27,0.04383116883116883
M05,11:30,14:00,45,0.07305194805194805
M05,11:30,14:15,44,0.07142857142857142
M05,11:30,14:30,34,0.05519480519480519
M05,11:30,14:45,34,0.05519480519480519
M05,11:30,15:00,24,0.03896103896103896
M05,15:00,09:45,117,0.2215909090909091
M05,15:00,10:00,54,0.10227272727272728
M05,15:00,10:15,42,0.07954545454545454
M05,15:00,10:30,38,0.07196969696969698
M05,15:00,10:45,26,0.04924242424242424
M05,15:00,11:00,41,0.07765151515151515
M05,15:00,11:15,22,0.041666666666666664
M05,15:00,11:30,17,0.032196969696969696
M05,15:00,13:15,21,0.03977272727272727
M05,15:00,13:30,28,0.05303030303030303
M05,15:00,13:45,18,0.03409090909090909
M05,15:00,14:00,23,0.043560606060606064
M05,15:00,14:15,29,0.054924242424242424
M05,15:00,14:30,18,0.03409090909090909
M05,15:00,14:45,21,0.03977272727272727
M05,15:00,15:00,13,0.02462121212121212
M06,09:45,09:45,51,0.05537459283387622
M06,09:45,10:00,112,0.12160694896851248
M06,09:45,10:15,82,0.08903365906623235
M06,09:45,10:30,74,0.08034744842562432
M06,09:45,10:45,59,0.06406080347448426
M06,09:45,11:00,54,0.05863192182410423
M06,09:45,11:15,49,0.053203040173724216
M06,09:45,11:30,56,0.06080347448425624
M06,09:45,13:15,41,0.04451682953311618
M06,09:45,13:30,93,0.10097719869706841
M06,09:45,13:45,56,0.06080347448425624
M06,09:45,14:00,46,0.0499457111834962
M06,09:45,14:15,48,0.05211726384364821
M06,09:45,14:30,37,0.04017372421281216
M06,09:45,14:45,30,0.03257328990228013
M06,09:45,15:00,33,0.035830618892508145
M06,10:30,09:45,63,0.07954545454545454
M06,10:30,10:00,53,0.06691919191919192
M06,10:30,10:15,35,0.04419191919191919
M06,10:30,10:30,39,0.04924242424242424
M06,10:30,10:45,59,0.07449494949494949
M06,10:30,11:00,54,0.06818181818181818
M06,10:30,11:15,49,0.06186868686868687
M06,10:30,11:30,56,0.0707070707070707
M06,10:30,13:15,41,0.05176767676767677
M06,10:30,13:30,93,0.11742424242424243
M06,10:30,13:45,56,0.0707070707070707
M06,10:30,14:00,46,0.05808080808080808
M06,10:30,14:15,48,0.06060606060606061
M06,10:30,14:30,37,0.04671717171717172
M06,10:30,14:45,30,0.03787878787878788
M06,10:30,15:00,33,0.041666666666666664
M06,11:30,09:45,77,0.10784313725490197
M06,11:30,10:00,55,0.07703081232492998
M06,11:30,10:15,39,0.0546218487394958
M06,11:30,10:30,39,0.0546218487394958
M06,11:30,10:45,25,0.0350140056022409
M06,11:30,11:00,29,0.04061624649859944
M06,11:30,11:15,29,0.04061624649859944
M06,11:30,11:30,37,0.05182072829131653
M06,11:30,13:15,41,0.05742296918767507
M06,11:30,13:30,93,0.13025210084033614
M06,11:30,13:45,56,0.0784313725490196
M06,11:30,14:00,46,0.06442577030812324
M06,11:30,14:15,48,0.06722689075630252
M06,11:30,14:30,37,0.05182072829131653
M06,11:30,14:45,30,0.04201680672268908
M06,11:30,15:00,33,0.046218487394957986
M06,15:00,09:45,80,0.1335559265442404
M06,15:00,10:00,64,0.10684474123539232
M06,15:00,10:15,46,0.07679465776293823
M06,15:00,10:30,52,0.08681135225375626
M06,15:00,10:45,31,0.05175292153589316
M06,15:00,11:00,31,0.05175292153589316
M06,15:00,11:15,34,0.05676126878130217
M06,15:00,11:30,38,0.06343906510851419
M06,15:00,13:15,31,0.05175292153589316
M06,15:00,13:30,56,0.09348914858096828
M06,15:00,13:45,25,0.041736227045075125
M06,15:00,14:00,26,0.04340567612687813
M06,15:00,14:15,31,0.05175292153589316
M06,15:00,14:30,19,0.03171953255425709
M06,15:00,14:45,18,0.03005008347245409
M06,15:00,15:00,17,0.028380634390651086
M07,09:45,09:45,28,0.024518388791593695
M07,09:45,10:00,209,0.1830122591943958
M07,09:45,10:15,112,0.09807355516637478
M07,09:45,10:30,115,0.10070052539404553
M07,09:45,10:45,108,0.09457092819614711
M07,09:45,11:00,113,0.0989492119089317
M07,09:45,11:15,77,0.06742556917688267
M07,09:45,11:30,80,0.07005253940455342
M07,09:45,13:15,82,0.07180385288966724
M07,09:45,13:30,52,0.04553415061295972
M07,09:45,13:45,26,0.02276707530647986
M07,09:45,14:00,27,0.023642732049036778
M07,09:45,14:15,35,0.03064798598949212
M07,09:45,14:30,34,0.0297723292469352
M07,09:45,14:45,23,0.020140105078809107
M07,09:45,15:00,21,0.01838879159369527
M07,10:30,09:45,45,0.05096262740656852
M07,10:30,10:00,90,0.10192525481313704
M07,10:30,10:15,37,0.04190260475651189
M07,10:30,10:30,33,0.03737259343148358
M07,10:30,10:45,108,0.12231030577576443
M07,10:30,11:00,113,0.12797281993204984
M07,10:30,11:15,77,0.08720271800679502
M07,10:30,11:30,80,0.09060022650056625
M07,10:30,13:15,82,0.0928652321630804
M07,10:30,13:30,52,0.05889014722536806
M07,10:30,13:45,26,0.02944507361268403
M07,10:30,14:00,27,0.030577576443941108
M07,10:30,14:15,35,0.039637599093997736
M07,10:30,14:30,34,0.03850509626274066
M07,10:30,14:45,23,0.026047565118912798
M07,10:30,15:00,21,0.02378255945639864
M07,11:30,09:45,59,0.08038147138964577
M07,11:30,10:00,95,0.12942779291553133
M07,11:30,10:15,51,0.06948228882833787
M07,11:30,10:30,59,0.08038147138964577
M07,11:30,10:45,48,0.0653950953678474
M07,11:30,11:00,54,0.07356948228882834
M07,11:30,11:15,33,0.04495912806539509
M07,11:30,11:30,35,0.047683923705722074
M07,11:30,13:15,82,0.11171662125340599
M07,11:30,13:30,52,0.07084468664850137
M07,11:30,13:45,26,0.035422343324250684
M07,11:30,14:00,27,0.03678474114441417
M07,11:30,14:15,35,0.047683923705722074
M07,11:30,14:30,34,0.04632152588555858
M07,11:30,14:45,23,0.031335149863760216
M07,11:30,15:00,21,0.02861035422343324
M07,15:00,09:45,66,0.10122699386503067
M07,15:00,10:00,101,0.1549079754601227
M07,15:00,10:15,61,0.09355828220858896
M07,15:00,10:30,72,0.11042944785276074
M07,15:00,10:45,60,0.09202453987730061
M07,15:00,11:00,62,0.0950920245398773
M07,15:00,11:15,38,0.05828220858895705
M07,15:00,11:30,42,0.06441717791411043
M07,15:00,13:15,31,0.04754601226993865
M07,15:00,13:30,29,0.04447852760736196
M07,15:00,13:45,15,0.023006134969325152
M07,15:00,14:00,11,0.01687116564417178
M07,15:00,14:15,24,0.03680981595092025
M07,15:00,14:30,18,0.027607361963190184
M07,15:00,14:45,10,0.015337423312883436
M07,15:00,15:00,12,0.018404907975460124
