anchor,cost_label,cagr,total_return,maximum_drawdown,calmar,closed_trades,order_count,rolling_60_closed_trades_median,rolling_60_closed_trades_p10,exposure_ratio
EX12_PLATFORM_MEDOID_REPRICED_10BP,0BP,0.30101620709033816,3.1986807431796,-0.1875485758393728,1.6050039609372746,160,320,7.0,4.0,0.3930131004366812
EX12_PLATFORM_MEDOID_REPRICED_10BP,10BP,0.22685708152200856,2.048867653427005,-0.22110369813443342,1.026021199265862,160,320,7.0,4.0,0.3930131004366812
EX14_UNIQUE_FEASIBLE_10BP,0BP,0.3341072600362085,3.814904164129593,-0.1846538558007954,1.809370611771267,164,328,7.0,4.0,0.41120815138282385
EX14_UNIQUE_FEASIBLE_10BP,10BP,0.25621737682720713,2.4684785240435145,-0.19518435759061392,1.312694213767918,164,328,7.0,4.0,0.41120815138282385
