anchor,closed_trades,open_trades,win_rate,average_net_trade_return,median_net_trade_return,worst_net_trade_return,short_holding_trade_rate,rapid_reentry_trade_rate,falling_trend_entry_rate,risk_overridden_entry_rate,loss_share_short_holding,loss_share_rapid_reentry,loss_share_falling_trend,loss_share_risk_overridden,top_5_profit_share,top_10_profit_share,worst_5_loss_share,worst_10_loss_share,losing_trades,gross_to_10bp_cagr_drag
EX12_PLATFORM_MEDOID_REPRICED_10BP,160,0,0.46875,0.008322424226286623,-0.0012189693511764355,-0.11882513501442515,0.725,0.54375,0.4,0.31875,0.6799750404063729,0.5020756643279948,0.38017134803339103,0.3045594953290497,0.39274199586461517,0.524148850249839,0.2392292340797455,0.3754762091844595,85,0.0741591255683296
EX14_UNIQUE_FEASIBLE_10BP,164,0,0.5,0.008924561358650716,3.746284884870166e-05,-0.11882513501442515,0.7134146341463414,0.5609756097560976,0.39634146341463417,0.3170731707317073,0.6881969426862973,0.5234884930810471,0.3712498654509577,0.27777932834627517,0.378699724011394,0.5147846689874501,0.23271635336494223,0.3719261185160327,82,0.07788988320900136
