anchor,trade_number,signal_date,entry_date,exit_date,holding_sessions,flat_sessions_before,entry_open,exit_open,gross_return,net_return,cost_drag,short_holding,rapid_reentry,causal_falling_trend,total_score,score_margin,role_confirmation_contribution,role_entry_timing_contribution,role_opportunity_contribution,role_risk_context_contribution,risk_overridden
EX12_PLATFORM_MEDOID_REPRICED_10BP,43,2022-05-18,2022-05-19,2022-05-20,1,1.0,1.031,1.072,0.039767216294859464,0.037689759319245564,0.0020774569756139005,True,True,True,0.19791590765470862,0.1222126053352911,0.07174602159755725,0.005124750432360658,0.10236990311199598,0.018675232512794723,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,44,2022-05-24,2022-05-25,2022-05-26,1,3.0,1.027,1.035,0.00778967867575453,0.005776112884194884,0.002013565791559646,True,True,True,0.2691921627101116,0.19348886039069407,0.0008957902556350284,0.07506252103869436,0.12919415802476422,0.06403969339101799,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,45,2022-05-27,2022-05-30,2022-06-02,3,2.0,1.022,1.059,0.03620352250489223,0.03413318579659097,0.002070336708301257,True,True,True,0.10667869788100803,0.030975395561590513,-0.028696192624025924,0.026829575792946977,0.10410247696594911,0.004442837746137867,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,46,2022-06-07,2022-06-08,2022-06-10,2,3.0,1.139,1.104,-0.030728709394205356,-0.032665315369441505,0.0019366059752361497,True,True,False,0.08925577945082638,0.013552477131408863,0.010250002469675397,0.015374251297081974,0.0824961863418635,-0.018864660657794487,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,47,2022-06-16,2022-06-17,2022-06-20,1,5.0,1.1,1.129,0.026363636363636367,0.02431295976750536,0.002050676596131007,True,False,False,0.22609511174189914,0.15039180942248162,0.007258620398965285,0.04069654755109935,0.16078662550378403,0.017353318288050493,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,48,2022-06-20,2022-06-21,2022-07-04,9,1.0,1.123,1.121,-0.0017809439002671734,-0.0037753875687980276,0.001994443668530854,False,True,False,0.09413196405920958,0.01842866173979206,0.04194232576797635,0.004521838616788818,0.048732802997061536,-0.0010650033226171384,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,49,2022-07-04,2022-07-05,2022-07-14,7,1.0,1.131,1.082,-0.043324491600353565,-0.04523593117757552,0.0019114395772219517,False,True,False,0.09216842822115486,0.016465125901737335,0.0577916531528368,-0.05757807838711093,0.08711846872635201,0.004836384729076987,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,50,2022-07-18,2022-07-19,2022-07-20,1,3.0,1.101,1.097,-0.0036330608537693543,-0.005623803988926368,0.0019907431351570137,True,True,False,0.10440334693613285,0.028700044616715326,0.05898828897656689,-0.058180990202682775,0.09567331657362044,0.007922731588628284,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,51,2022-07-28,2022-07-29,2022-08-03,3,7.0,1.142,1.137,-0.004378283712784481,-0.006367537891180497,0.001989254178396016,True,False,False,0.11302180029024834,0.037318497970830825,-0.0652265409430671,-0.009948044956935395,0.17233037028786363,0.015866015902387225,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,52,2022-08-19,2022-08-22,2022-08-23,1,13.0,1.137,1.14,0.0026385224274405594,0.0006352486563567794,0.00200327377108378,True,False,False,0.1005264139581446,0.02482311163872708,-0.0512559288425666,0.06963631469854778,0.07261490274850599,0.009531125353657435,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,53,2022-09-08,2022-09-09,2022-09-13,1,13.0,1.077,1.067,-0.00928505106778088,-0.011264501515197645,0.001979450447416764,True,False,False,0.1466571208155528,0.07095381849613527,0.02749143497240581,0.04009363573552751,0.07701230927177898,0.002059740835840519,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,54,2022-09-15,2022-09-16,2022-09-19,1,3.0,1.027,1.028,0.0009737098344695383,-0.0010262376377272453,0.0019999474721967836,True,True,True,0.1592641599002258,0.08356085758080828,0.020782816495195696,0.06662175562068857,0.0602531768933974,0.0116064108909441,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,55,2022-09-29,2022-09-30,2022-10-10,1,9.0,0.988,0.966,-0.022267206477732837,-0.024220718552702247,0.00195351207496941,True,False,True,0.10745178648602258,0.03174848416660506,-0.012072279936035428,0.0015072795389296087,0.1065683813561778,0.011448405526950586,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,56,2022-10-14,2022-10-17,2022-10-18,1,5.0,0.97,0.996,0.026804123711340333,0.02475256702060835,0.0020515566907319815,True,False,True,0.22928071406863276,0.15357741174921524,0.03462072859097611,-0.0696363146985478,0.20311939456737677,0.06117690560882767,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,57,2022-10-18,2022-10-19,2022-10-21,2,1.0,0.984,0.993,0.009146341463414753,0.007130065056894397,0.0020162764065203564,True,True,True,0.17065271028465542,0.0949494079652379,0.03743742613827618,-0.014168427665938293,0.1592264808802581,-0.011842769067940528,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,58,2022-10-24,2022-10-25,2022-11-02,6,2.0,0.992,1.053,0.061491935483870996,0.059371072475911335,0.0021208630079596613,False,True,True,0.18843895028976332,0.1127356479703458,-0.01345309749030543,0.022609193083944087,0.1867840663293019,-0.0075012116331772405,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,59,2022-11-07,2022-11-08,2022-11-10,2,4.0,1.09,1.061,-0.026605504587156048,-0.028550348733834885,0.0019448441466788369,True,False,False,0.12485386142037039,0.04915055910095287,-0.05605830081603677,0.052754783862536195,0.10772238787183974,0.02043499050203122,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,60,2022-11-11,2022-11-14,2022-11-16,2,2.0,1.048,1.082,0.03244274809160319,0.030379925418093423,0.0020628226735097677,True,True,False,0.21543114957233356,0.13972784725291604,-0.05579469116306673,0.07385669740755067,0.2013167080501926,-0.003947564722343016,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,61,2022-12-22,2022-12-23,2022-12-26,1,27.0,0.951,0.943,-0.008412197686645695,-0.010393392096862075,0.0019811944102163803,True,False,True,0.10196521268773802,0.0262619103683205,-0.03638477788286614,0.0485344011535333,0.06656129135635164,0.023254298060719204,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,62,2023-01-09,2023-01-10,2023-01-11,1,10.0,1.011,1.013,0.001978239366963397,-2.371515724608475e-05,0.0020019545242094816,True,False,True,0.11671869588958357,0.04101539357016605,-0.08275594858243765,0.017182986743797504,0.17548286343888056,0.006808794289343157,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,63,2023-01-16,2023-01-17,2023-01-19,2,4.0,1.019,1.028,0.00883218842001976,0.006816539691907986,0.002015648728111774,True,False,False,0.12875733145230214,0.05305402913288462,0.06073292887696691,-0.02562375216180329,0.11442467926551628,-0.020776524528377707,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,64,2023-01-30,2023-01-31,2023-02-01,1,3.0,1.053,1.042,-0.010446343779677014,-0.012423473961935327,0.001977130182258313,True,True,False,0.1371542314981777,0.06145092917876019,-0.030773957915465968,0.050343136600248826,0.10212423305741743,0.015460819755977427,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,65,2023-02-14,2023-02-15,2023-02-20,3,10.0,1.047,1.01,-0.03533906399235909,-0.03726645846989651,0.0019273944775374252,True,False,False,0.10909457374501125,0.03339127142559373,0.0381957677856262,-0.008742221325791716,0.07267931055643606,0.0069617167287406925,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,66,2023-03-06,2023-03-07,2023-03-09,2,11.0,1.03,1.018,-0.011650485436893177,-0.013625209741714439,0.0019747243048212626,True,False,False,0.1543269637905441,0.0786236614711266,0.04889197877095656,-0.028035399424090668,0.11202318268321763,0.021447201760460624,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,67,2023-03-15,2023-03-16,2023-04-18,22,5.0,1.024,1.155,0.1279296875,0.12567608173076938,0.0022536057692306155,False,False,False,0.1996061260679648,0.12390282374854727,0.08880506272621788,0.055769342940395414,0.09431467692356629,-0.03928295652221478,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,68,2023-04-19,2023-04-20,2023-04-28,6,2.0,1.156,1.089,-0.05795847750865046,-0.059840678352788945,0.0018822008441384819,False,True,False,0.08157961957210977,0.005876317252692248,0.10073493796178823,0.03225578213309357,-0.01880850156406473,-0.03260259895870731,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,69,2023-06-16,2023-06-19,2023-06-20,1,33.0,1.073,1.074,0.0009319664492080104,-0.0010678976196215606,0.001999864068829571,True,False,False,0.09872030746768026,0.023017005148262742,0.02729596567826592,-0.0455198420756741,0.1481968956265396,-0.03125271176145117,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,70,2023-06-21,2023-06-26,2023-06-28,2,2.0,1.036,1.036,0.0,-0.0019980019980018193,0.0019980019980018193,True,True,False,0.17811925895101047,0.10241595663159295,0.1121506718114886,0.07144505014526331,-0.0031628902476984674,-0.002313572758042965,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,71,2023-06-28,2023-06-29,2023-06-30,1,1.0,1.03,1.024,-0.005825242718446644,-0.007811605869858074,0.00198636315141143,True,True,False,0.11711097055873101,0.041407668239313494,0.05085824380563664,-0.027432487608518828,0.05314474739185688,0.04054046696975633,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,72,2023-07-31,2023-08-01,2023-08-02,1,22.0,0.993,0.993,0.0,-0.0019980019980019303,0.0019980019980019303,True,False,True,0.1082268243425129,0.032523522023095386,-0.0008989559913449852,-0.016580074928225653,0.15230189031974667,-0.026596035057663128,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,73,2023-08-11,2023-08-14,2023-08-15,1,8.0,0.952,0.954,0.0021008403361344463,9.864085494348807e-05,0.0020021994811909583,True,False,True,0.0946052631830332,0.018901960863615674,-6.297677803496216e-05,0.06662175562068857,0.027480203850051607,0.0005662804903279646,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,74,2023-08-28,2023-08-29,2023-09-01,3,10.0,0.898,0.966,0.07572383073496658,0.07357453237185974,0.002149298363106844,True,False,True,0.21831774217483566,0.14261443985541813,-0.03759903274161612,0.0756654328542662,0.14014166943810993,0.04010967262407562,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,75,2023-09-05,2023-09-06,2023-09-07,1,3.0,0.95,0.953,0.0031578947368420263,0.0011535832588465134,0.002004311477995513,True,True,True,0.11129162443075763,0.03558832211134011,0.011569426113765432,0.058180990202682775,0.007770359027394785,0.03377084908691463,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,76,2023-10-09,2023-10-10,2023-10-20,8,17.0,0.91,0.888,-0.0241758241758242,-0.026125522828819414,0.0019496986529952132,False,False,True,0.14439869656417384,0.06869539424475632,0.009590083159015245,-0.020800457637228553,0.1690900984411729,-0.013481027398785737,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,77,2023-10-25,2023-10-26,2023-10-27,1,4.0,0.864,0.866,0.0023148148148148806,0.0003121878121878918,0.002002627002626989,True,False,True,0.1718967124467362,0.09619341012731869,-0.013178200273735423,0.058783902018254626,0.12518835173783288,0.0011026589643841275,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,78,2023-10-31,2023-11-01,2023-11-13,8,3.0,0.898,0.915,0.018930957683741756,0.01689513159446343,0.0020358260892783253,False,True,True,0.08138759558918417,0.0056842932697666465,-0.01332535357776542,-0.03225578213309357,0.12282476391480027,0.0041439673852428985,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,79,2023-11-13,2023-11-14,2023-11-15,1,1.0,0.915,0.938,0.025136612021857907,0.02308838702281335,0.0020482249990445567,True,True,False,0.07604107319063033,0.00033777087121281135,0.048345350073526465,-0.03768198847324014,0.10412584785369279,-0.038748136263348804,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,80,2023-11-15,2023-11-16,2023-11-20,2,1.0,0.922,0.912,-0.010845986984815648,-0.012822318679151512,0.0019763316943358644,True,True,False,0.2815982247865131,0.20589492246709556,0.09369952556495799,0.04913731296910514,0.13418154159693033,0.004579844655519579,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,81,2023-11-21,2023-11-22,2023-11-24,2,2.0,0.905,0.896,-0.009944751381215533,-0.011922883746088075,0.0019781323648725424,True,True,True,0.15497609315049057,0.07927279083107305,0.04249845167253631,0.04974022478467699,0.06014515547090034,0.0025922612223769504,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,82,2023-12-04,2023-12-05,2023-12-08,3,7.0,0.881,0.87,-0.012485811577752526,-0.014458866899275447,0.0019730553215229207,True,False,True,0.13109752823467793,0.055394225915260414,-0.014285910967905512,0.06059263746497015,0.08380808421643024,0.0009827175211830266,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,83,2023-12-08,2023-12-11,2023-12-19,6,1.0,0.882,0.86,-0.024943310657596363,-0.02689147587106766,0.001948165213471298,False,True,True,0.12325323311212566,0.04754993079270814,0.018363803984825587,-0.06300428472725751,0.1528248828663291,0.015068830988228497,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,84,2023-12-22,2023-12-25,2023-12-26,1,4.0,0.863,0.856,-0.008111239860950192,-0.010093035585503674,0.001981795724553481,True,False,True,0.12920254463137157,0.05349924231195405,-0.02139400483851569,0.009948044956935395,0.14803329941233379,-0.007384794899381922,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,85,2023-12-26,2023-12-27,2024-01-05,6,1.0,0.845,0.842,-0.0035502958579881616,-0.005541204357772278,0.0019909084997841164,False,True,True,0.0778322868770368,0.0021289845576192845,0.05745219629037686,0.04491693026010225,-0.039400735265680636,0.01486389559223832,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,86,2024-01-08,2024-01-09,2024-02-02,18,2.0,0.803,0.709,-0.11706102117061035,-0.11882513501442515,0.0017641138438148074,False,True,True,0.1367080971383127,0.061004794818895175,-0.005581705880165154,0.07023922651411962,0.026583277099570205,0.045467299404788046,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,87,2024-02-02,2024-02-05,2024-02-07,2,1.0,0.687,0.74,0.07714701601164475,0.07499487412151185,0.002152141890132908,True,True,True,0.2347797481402422,0.15907644582082467,-0.030552332781185916,0.051548960231392514,0.16819317169069148,0.04558994899934412,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,88,2024-02-08,2024-02-19,2024-02-20,1,2.0,0.78,0.776,-0.00512820512820511,-0.0071159609621146425,0.0019877558339095325,True,True,True,0.14860025092666318,0.07289694860724566,-0.06026393774549685,0.03768198847324014,0.14482523146960813,0.026356968729311744,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,89,2024-02-28,2024-02-29,2024-03-07,5,7.0,0.788,0.831,0.05456852791878153,0.052461497892970055,0.002107030025811474,False,False,True,0.2982754333312845,0.22257213101186696,0.10912859278568851,0.0756654328542662,0.08127777201827151,0.032203635673058256,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,90,2024-03-19,2024-03-20,2024-04-01,8,9.0,0.83,0.784,-0.055421686746987886,-0.057308956104136666,0.0018872693571487797,False,False,False,0.16374599240448293,0.0880426900850654,0.02749143497240581,0.056975166571539095,0.08587668351501633,-0.006597292654478273,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,91,2024-04-08,2024-04-09,2024-04-10,1,4.0,0.756,0.769,0.01719576719576721,0.01516340802055094,0.0020323591752162695,True,False,True,0.17167097197529002,0.0959676696558725,0.012670390359285334,0.062401372911685675,0.07710579282275373,0.01949341588156525,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,92,2024-04-18,2024-04-19,2024-04-23,2,7.0,0.759,0.748,-0.01449275362318847,-0.01646179907049461,0.001969045447306139,True,False,True,0.08243582699905032,0.006732524679632798,0.09508529921140806,0.04250528299781488,-0.05984133393023243,0.004686578720059828,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,93,2024-04-24,2024-04-25,2024-04-29,2,2.0,0.753,0.776,0.030544488711819362,0.028485458764343496,0.0020590299474758655,True,True,True,0.09704341427641855,0.02134011195700103,0.03705736013636612,-0.056975166571539095,0.137357405635691,-0.020396184924099447,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,94,2024-04-29,2024-04-30,2024-05-20,11,1.0,0.794,0.771,-0.028967254408060472,-0.030907379773878474,0.0019401253658180018,False,True,False,0.19413541538625906,0.11843211306684154,0.057993868895626875,-0.06300428472725751,0.17694952451143175,0.02219630670645792,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,95,2024-05-20,2024-05-21,2024-05-22,1,1.0,0.769,0.766,-0.0039011703511053764,-0.0058913778029512365,0.00199020745184586,True,True,False,0.10421417689558679,0.02851087457616927,0.07904504364735752,0.002110191354501449,0.020143770326375175,0.0029151715673526434,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,96,2024-05-28,2024-05-29,2024-05-30,1,5.0,0.75,0.75,0.0,-0.0019980019980019303,0.0019980019980019303,True,False,False,0.12619555994602683,0.050492257626609305,0.060493684707666945,0.052754783862536195,0.023100739092491142,-0.010153647716667456,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,97,2024-06-03,2024-06-04,2024-06-18,9,3.0,0.767,0.774,0.009126466753585305,0.007110230056775135,0.0020162366968101697,False,True,False,0.15070802864747218,0.07500472632805466,0.04944493893980655,-0.02200628126837225,0.11118753557974595,0.012081835396291919,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,98,2024-06-28,2024-07-01,2024-07-02,1,9.0,0.73,0.725,-0.006849315068493178,-0.00883363212130317,0.001984317052809992,True,False,True,0.08912477414304872,0.013421471823631195,-0.04081203994660631,0.05215187204696436,0.04998029306369824,0.02780464897899241,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,99,2024-07-02,2024-07-03,2024-07-11,6,1.0,0.717,0.739,0.030683403068340276,0.028624095569702357,0.002059307498637919,False,True,True,0.08973176339129385,0.01402846107187633,-0.030418257397225982,0.03587325302652462,0.057591472384997865,0.026685295376997355,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,100,2024-07-11,2024-07-12,2024-07-15,1,1.0,0.732,0.734,0.002732240437158362,0.0007287794173040929,0.002003461019854269,True,True,True,0.12084908765970967,0.04514578534029215,-0.06713457780327718,-0.009948044956935395,0.17913497824873625,0.01879673217118601,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,101,2024-07-23,2024-07-24,2024-07-25,1,7.0,0.739,0.727,-0.016238159675236785,-0.018203717797763752,0.001965558122526967,True,False,True,0.16396055160586798,0.08825724928645046,-0.08840242159710786,0.07204796196083516,0.12368378190601566,0.056631229336125036,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,102,2024-07-29,2024-07-30,2024-07-31,1,3.0,0.723,0.726,0.004149377593360981,0.0021430851306372123,0.002006292462723769,True,True,True,0.1047527368708167,0.029049434551399175,-0.03633150580057619,0.0642101083584012,0.05643176101403494,0.02044237329895675,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,103,2024-08-01,2024-08-02,2024-08-05,1,2.0,0.75,0.741,-0.01200000000000001,-0.013974025974025861,0.0019740259740258503,True,True,False,0.2600023814749842,0.1842990791555667,0.03908997517340623,0.03768198847324014,0.15580807494783927,0.02742234288049855,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,104,2024-08-14,2024-08-15,2024-08-20,3,8.0,0.719,0.723,0.0055632823365785455,0.0035541648893526734,0.002009117447225872,True,False,True,0.09331098302576667,0.017607680706349146,0.017972450419315545,0.038284900288811985,0.07321996913546117,-0.03616633681782202,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,105,2024-08-20,2024-08-21,2024-08-22,1,1.0,0.71,0.71,0.0,-0.0019980019980018193,0.0019980019980018193,True,True,True,0.08067837286534772,0.004975070545930202,-0.08397515953336769,0.03225578213309357,0.0972568320848901,0.035140918180731756,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,106,2024-08-26,2024-08-27,2024-08-28,1,3.0,0.699,0.691,-0.011444921316165924,-0.013420056338511177,0.0019751350223452535,True,True,True,0.08600187259570174,0.010298570276284225,-0.02294455082401567,0.008742221325791716,0.14421758838827234,-0.044013386294346625,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,107,2024-09-02,2024-09-03,2024-09-05,2,4.0,0.686,0.691,0.007288629737609131,0.005276065042828737,0.0020125646947803943,True,False,True,0.2001052783854541,0.12440197606603659,-0.08247788563015768,0.07144505014526331,0.15026549492512567,0.06087261894522278,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,108,2024-09-12,2024-09-13,2024-09-24,5,6.0,0.675,0.663,-0.01777777777777778,-0.019740259740259725,0.0019624819624819434,False,False,True,0.11209911884519366,0.03639581652577614,-0.03345658007880612,0.062401372911685675,0.10162773955949904,-0.01847341354718491,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,109,2024-09-25,2024-09-26,2024-10-09,4,2.0,0.682,1.078,0.5806451612903225,0.5774870290999325,0.0031581321903899617,False,True,True,0.21869802850131656,0.14299472618189904,0.013960907404755498,0.07023922651411962,0.09321882189399372,0.041279072688447715,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,110,2024-10-09,2024-10-10,2024-10-25,11,1.0,1.028,1.002,-0.02529182879377434,-0.027239297667313034,0.0019474688735386936,False,True,False,0.2198320365624063,0.14412873424298878,-0.05681980819909674,0.07506252103869436,0.1617536649174965,0.039835658805312195,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,111,2024-10-25,2024-10-28,2024-11-06,7,1.0,1.017,1.024,0.0068829891838742,0.004871234959730852,0.0020117542241433473,False,True,False,0.13150802213157456,0.05580471981215704,0.1367430230670694,-0.028035399424090668,0.017014648063101934,0.0057857504254939,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,112,2024-11-06,2024-11-07,2024-11-14,5,1.0,1.011,1.081,0.06923837784371911,0.067102037428447,0.002136340415272109,False,True,False,0.25059614951063885,0.17489284719122133,-0.00727802979045529,0.0485344011535333,0.17429665301925357,0.03504312512830723,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,113,2024-11-22,2024-11-25,2024-11-26,1,7.0,0.995,0.978,-0.0170854271356784,-0.019049292416126518,0.0019638652804481183,True,False,False,0.1713720180032995,0.09566871568388197,0.043601206274526336,0.07144505014526331,0.02223003565740394,0.034095725926105915,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,114,2024-12-02,2024-12-03,2024-12-09,4,5.0,1.041,1.038,-0.0028818443804033977,-0.004874088447575309,0.001992244067171911,False,False,False,0.09958448218529703,0.02388117986587951,0.06774893188230716,-0.02441792853065961,0.04210062426661605,0.014152854567033432,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,115,2024-12-23,2024-12-24,2024-12-31,5,11.0,1.026,1.046,0.01949317738791434,0.01745622798254365,0.0020369494053706916,False,False,False,0.23734668639128045,0.16164338407186293,0.052792021528756644,0.05998972564939831,0.08729089795677915,0.037274041256346396,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,116,2025-01-02,2025-01-03,2025-01-07,2,2.0,0.98,0.963,-0.01734693877551019,-0.019310281555179443,0.0019633427796692526,True,True,False,0.09418930293420263,0.018486000614785114,0.10053767831117824,0.04974022478467699,-0.053714481713926676,-0.0023741184477258995,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,117,2025-01-14,2025-01-15,2025-01-20,3,6.0,1.002,0.996,-0.005988023952095856,-0.00797406186627736,0.0019860379141815043,True,False,False,0.09171415337212518,0.016010851052707664,0.08821644951009783,-0.05878390201825461,0.07410493470880088,-0.01182332882851891,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,118,2025-01-20,2025-01-21,2025-02-11,9,1.0,0.996,1.06,0.06425702811244993,0.06213064044389349,0.00212638766855644,False,True,False,0.08506883363608297,0.009365531316665454,-0.01950221163408567,0.015374251297081974,0.11439560352247159,-0.025198809549384915,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,119,2025-02-11,2025-02-12,2025-03-05,15,1.0,1.049,1.106,0.05433746425166852,0.05223089589152541,0.002106568360143113,False,True,False,0.18900792892908086,0.11330462660966334,0.10670958027531839,0.003918926801216978,0.11723544211659928,-0.03885602026405381,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,120,2025-03-06,2025-03-07,2025-03-10,1,2.0,1.142,1.131,-0.009632224168126036,-0.011610980962994844,0.001978756794868808,True,True,False,0.07681624591100514,0.0011129435915876174,-0.03624574640672615,-0.0443140184445304,0.1282416564825741,0.029134354279687576,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,121,2025-04-10,2025-04-11,2025-04-14,1,23.0,1.011,1.045,0.03363006923837797,0.03156487429484489,0.0020651949435330774,True,False,False,0.15063918880701546,0.07493588648759794,-0.06846033291878711,0.0009043677233577602,0.1893522872867267,0.028842866715718132,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,122,2025-04-23,2025-04-24,2025-04-30,4,8.0,1.036,1.025,-0.010617760617760763,-0.012594548308833997,0.001976787691073234,False,False,False,0.18972458176320128,0.11402127944378376,0.031740846777025974,0.006330574063504347,0.1552149697380258,-0.003561808815354839,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,123,2025-05-13,2025-05-14,2025-05-16,2,7.0,1.034,1.02,-0.013539651837524147,-0.015510601584102557,0.00197094974657841,True,False,False,0.14798205130826275,0.07227874898884523,-0.08669976621539781,0.04310819481338672,0.18823618953033078,0.0033374331799430404,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,124,2025-06-09,2025-06-10,2025-06-13,3,16.0,1.028,0.999,-0.02821011673151752,-0.030151754859925828,0.0019416381284083073,True,False,True,0.15273156561843929,0.07702826329902177,0.019547361888485583,-0.01778589855936935,0.15876476798068537,-0.007794665691362283,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,125,2025-06-17,2025-06-18,2025-06-19,1,3.0,0.987,0.99,0.003039513677811634,0.0010354387254083441,0.0020040749524032897,True,True,True,0.1046549965142139,0.028951694194796374,-0.00921497324928524,-0.0021101913545014403,0.14128997109847088,-0.025309809980470305,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,126,2025-06-24,2025-06-25,2025-07-09,10,4.0,1.005,1.017,0.011940298507462588,0.00991843976918605,0.0020218587382765385,False,False,True,0.10203955550454462,0.026336253185127098,-0.0027875834600650552,-0.0400936357355275,0.15664942690661193,-0.011728652206474755,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,127,2025-07-30,2025-07-31,2025-08-05,3,16.0,1.082,1.077,-0.004621072088724643,-0.006609841175460374,0.001988769086735731,True,False,False,0.10997349089020697,0.03427018857078945,0.062343493393407015,0.04491693026010225,-0.014916973021471193,0.01763004025816888,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,128,2025-08-05,2025-08-06,2025-08-07,1,1.0,1.081,1.086,0.0046253469010177906,0.002618103450666265,0.0020072434503515257,True,True,False,0.08637669083459405,0.010673388515176532,0.05476957412703671,-0.038284900288811985,0.09118555466029306,-0.021293537663923723,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,129,2025-08-07,2025-08-08,2025-08-21,9,1.0,1.081,1.18,0.09158186864014795,0.08940088588562234,0.0021809827545256066,False,True,False,0.21282661661228955,0.13712331429287203,0.08933861350357787,0.034667429395380936,0.08519009475422808,0.0036304789591026718,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,130,2025-08-21,2025-08-22,2025-09-18,19,1.0,1.189,1.422,0.19596299411269968,0.19357345766092604,0.002389536451773644,False,True,False,0.09327415319928788,0.017570850879870356,0.09022469906346789,0.054563519309251726,-0.03836956377730795,-0.013144501396123772,True
