anchor,trade_number,signal_date,entry_date,exit_date,holding_sessions,flat_sessions_before,entry_open,exit_open,gross_return,net_return,cost_drag,short_holding,rapid_reentry,causal_falling_trend,total_score,score_margin,role_confirmation_contribution,role_entry_timing_contribution,role_opportunity_contribution,role_risk_context_contribution,risk_overridden
EX12_PLATFORM_MEDOID_REPRICED_10BP,131,2025-09-18,2025-09-19,2025-09-23,2,1.0,1.423,1.446,0.016163035839775075,0.01413274006387133,0.0020302957759037454,True,True,False,0.14355037222137773,0.06784706990196021,0.07678130626890746,0.05637225475596726,0.008497708975099515,0.001899102221403496,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,132,2025-10-09,2025-10-10,2025-10-14,2,7.0,1.55,1.525,-0.016129032258064613,-0.018094808417389086,0.0019657761593244727,True,False,False,0.2121455229068391,0.1364422205874216,0.001929029119555059,0.055769342940395414,0.10467791614331991,0.04976923470356874,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,133,2025-10-14,2025-10-15,2025-10-16,1,1.0,1.442,1.455,0.009015256588072118,0.0069992420893947305,0.0020160144986773876,True,True,False,0.13309305237495733,0.05738975005553981,-0.07114612081783722,0.072650873776407,0.10531205827331974,0.026276241143067824,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,134,2025-10-20,2025-10-21,2025-10-23,2,3.0,1.4115606,1.433774,0.01573676680972813,0.013707322720198256,0.002029444089529875,True,True,False,0.08432946125399195,0.008626158934574427,0.04260362045787636,0.04732857752238962,-0.010674329696182656,0.0050715929699086375,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,135,2025-10-28,2025-10-29,2025-10-30,1,4.0,1.5064724,1.5276761,0.014075067024128751,0.012048943014090652,0.0020261240100380995,True,False,False,0.0940058570294954,0.018302554710077884,-0.02576303872778584,0.04612275389124594,0.10141740156980587,-0.027771259703770566,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,136,2025-11-11,2025-11-12,2025-11-13,1,9.0,1.4145897,1.4145897,0.0,-0.0019980019980018193,0.0019980019980018193,True,False,False,0.1258108999760449,0.05010759765662737,-0.026154392293295883,0.052754783862536195,0.12071825585694816,-0.021507747450143565,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,137,2025-11-25,2025-11-26,2025-12-01,3,9.0,1.332804,1.3641047,0.023484848484848442,0.02143992371265102,0.0020449247721974206,True,False,False,0.165318979524811,0.08961567720539348,-0.07716770374223744,0.04250528299781488,0.17026177098927753,0.029719629279956014,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,138,2025-12-01,2025-12-02,2025-12-03,1,1.0,1.3681435,1.3550174,-0.00959409594095939,-0.011572928916102398,0.001978832975143008,True,True,False,0.10563119430299252,0.029927891983574997,0.055899859948406766,-0.053960607493679875,0.09247095348619577,0.011220988362069872,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,139,2025-12-11,2025-12-12,2025-12-15,1,7.0,1.3630950000000002,1.3742017,0.008148148148148016,0.006133866133866128,0.0020142820142818874,True,False,False,0.08328364520212218,0.007580342882704663,-0.042881683410156315,0.05637225475596726,0.06638886212592451,0.0034042117303867353,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,140,2025-12-26,2025-12-29,2026-02-02,23,10.0,1.3863181,1.5387828,0.10997815003641653,0.10776041147490534,0.0022177385615111955,False,False,True,0.09493019868619079,0.019226896366773272,0.015766941215335478,0.010550956772507235,0.08686994624412295,-0.01825764554577488,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,141,2026-03-03,2026-03-04,2026-03-05,1,16.0,1.4166091,1.4600262,0.03064861012116893,0.028589372138908997,0.0020592379822599316,True,False,False,0.2275036026232382,0.1518003003038207,0.09226047983621798,0.07506252103869436,0.0032854495417178747,0.05689515220660797,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,142,2026-03-05,2026-03-06,2026-03-09,1,1.0,1.4398322,1.4256964,-0.009817671809256523,-0.011796058079367677,0.0019783862701111543,True,True,False,0.07861108692009476,0.0029077846006772406,-0.015550272173235475,0.04250528299781488,0.029040624206847415,0.022615451888667943,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,143,2026-03-17,2026-03-18,2026-03-19,1,7.0,1.4004539,1.3903569,-0.007209805335255948,-0.009193402127792849,0.0019835967925369014,True,False,False,0.17911349451882014,0.10341019219940262,0.03014336018065597,0.07204796196083516,0.06853640710396297,0.008385765273366066,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,144,2026-04-01,2026-04-02,2026-04-07,2,10.0,1.3307846,1.3004936,-0.022761760242792195,-0.024714284198350978,0.0019525239555587826,True,False,False,0.08779367092495677,0.012090368605539248,-0.04627570660997646,-0.037079076657668304,0.16433071889114267,0.006817735301458865,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,145,2026-04-08,2026-04-09,2026-04-23,10,2.0,1.3792502000000002,1.5105112,0.09516837481698381,0.09298022621595092,0.002188148601032891,False,True,True,0.09714398326209199,0.02144068094267447,0.06052121592704697,-0.06903340288297595,0.06415353845221229,0.041502631765808685,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,146,2026-04-23,2026-04-24,2026-04-30,4,1.0,1.4812299000000002,1.5549380000000002,0.04976141785957733,0.04766399244926878,0.002097425410308551,False,True,False,0.3330352320298801,0.2573319297104626,0.08431145066011768,0.05757807838711093,0.16823991346617886,0.02290578951647261,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,147,2026-05-06,2026-05-07,2026-05-19,8,2.0,1.71649,1.7488004,0.018823529411764683,0.01678791796438861,0.0020356114473760734,False,True,False,0.35705247047708366,0.28134916815766614,0.12208041932157893,0.07204796196083516,0.1531492228670902,0.009774866327579387,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,148,2026-05-21,2026-05-22,2026-05-29,5,3.0,1.8305861,1.9022748,0.03916161059018197,0.03708536361597603,0.002076246974205942,False,True,False,0.37785236438181424,0.3021490620623967,0.11173674311877858,0.0756654328542662,0.17552960521436792,0.014920583194401524,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,149,2026-05-29,2026-06-01,2026-06-03,2,1.0,1.8043339,1.7447616,-0.033016228315612794,-0.0349482638234736,0.0019320355078608076,True,True,False,0.25554929807981297,0.17984599576039545,0.07795041087325753,0.06782757925183226,0.08086592905510649,0.028905378899616675,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,150,2026-06-05,2026-06-08,2026-06-09,1,3.0,1.6609565000000002,1.6811505000000002,0.012158054711246313,0.01013576089563939,0.0020222938156069237,True,True,False,0.11764372191129625,0.04194041959187873,0.024721678035975775,0.07084213832969147,0.0004778148515552291,0.02160209069407377,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,151,2026-06-12,2026-06-15,2026-06-16,1,4.0,1.7397131,1.8114018,0.04120719674985507,0.039126862690414876,0.002080334059440192,True,False,False,0.1311873272522787,0.05548402493286117,-0.11976657559654885,0.07445960922312252,0.17745797918649187,-0.0009636855607868186,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,152,2026-06-16,2026-06-17,2026-06-18,1,1.0,1.7881787,1.8941972,0.059288537549407216,0.05717207693492288,0.002116460614484339,True,True,False,0.13001952115753002,0.054316218838112496,0.0074540896931051814,-0.035873253026524624,0.18260895897286375,-0.02417027448191427,True
EX12_PLATFORM_MEDOID_REPRICED_10BP,153,2026-06-22,2026-06-23,2026-06-25,2,2.0,1.9901187,2.069885,0.04008117706747849,0.0380030927976136,0.0020780842698648883,True,True,False,0.182563577863895,0.10686027554447747,0.04565639643876643,-0.06179846109611383,0.1897846487099849,0.008920993811257459,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,154,2026-06-26,2026-06-29,2026-07-06,5,2.0,2.0991663000000003,2.0850305,-0.006734006734006925,-0.008718554173099746,0.001984547439092821,False,True,False,0.1259448425397873,0.05024154022036978,0.05931645827542686,-0.0009043677233577602,0.01840236345620074,0.04913038853151747,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,155,2026-07-10,2026-07-13,2026-07-15,2,5.0,2.1052245,2.0941178,-0.005275779376498813,-0.007263240356765399,0.0019874609802665866,True,False,False,0.20462576448034883,0.1289224621609313,-0.06247756877736693,0.0756654328542662,0.14912602628098603,0.04231187412246351,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,156,2026-07-22,2026-07-23,2026-07-24,1,6.0,1.9224688,1.8083727,-0.05934873949579833,-0.06122816259370867,0.0018794230979103377,True,False,False,0.11116043131037182,0.035457128990954295,-0.08495333595852768,0.06903340288297594,0.08797748671756742,0.03910287766835614,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,157,2026-07-31,2026-08-03,2026-08-07,4,6.0,1.6569177000000002,1.746781,0.05423522242535017,0.052128858344580475,0.002106364080769696,False,False,False,0.21746640807694304,0.14176310575752551,-0.06314698529515694,0.07445960922312252,0.19457337973632968,0.011580404412647783,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,158,2026-08-10,2026-08-11,2026-08-13,2,2.0,1.7700041,1.8144309,0.02509982886480322,0.023051677358580047,0.0020481515062231725,True,True,False,0.08278349489265549,0.00708019257323797,0.006331925699625152,-0.031049958501949883,0.0875742010373539,0.019927326657626334,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,159,2026-08-13,2026-08-14,2026-08-18,2,1.0,1.7891884,1.8467413,0.03216704288939054,0.03010477107542564,0.0020622718139649,True,True,False,0.1335427866165078,0.05783948429709029,0.014017345222755398,0.07325378559197884,0.044198299308246786,0.002073356493526803,False
EX12_PLATFORM_MEDOID_REPRICED_10BP,160,2026-08-28,2026-08-31,2026-09-01,1,9.0,1.6811505000000002,1.7356743,0.03243243243243232,0.03036963036963014,0.0020628020628021826,True,False,True,0.081924007030665,0.006220704711247485,-0.07719206922590752,0.06059263746497015,0.06734136366811463,0.031182075123487737,False
EX14_UNIQUE_FEASIBLE_10BP,1,2021-03-08,2021-03-09,2021-03-12,3,,1.304,1.297,-0.005368098159509338,-0.00735537468666303,0.001987276527153692,True,False,False,0.2955187163567327,0.2235059898593768,-0.02224334645835993,0.06702893643057409,0.18921454598711918,0.06151858039739931,False
EX14_UNIQUE_FEASIBLE_10BP,2,2021-03-23,2021-03-24,2021-03-25,1,8.0,1.259,1.244,-0.011914217633042012,-0.013888415000408494,0.0019741973673664814,True,False,False,0.13404930846330015,0.06203658196594425,0.01305646784140431,0.043601034130080166,0.08349923049333538,-0.006107424001519701,True
EX14_UNIQUE_FEASIBLE_10BP,3,2021-03-29,2021-03-30,2021-03-31,1,3.0,1.272,1.268,-0.0031446540880503138,-0.005136373060901311,0.0019917189728509976,True,True,False,0.1762843056232735,0.10427157912591759,0.010787926440912993,0.0355791988464074,0.14430647237531768,-0.0143892920393646,True
EX14_UNIQUE_FEASIBLE_10BP,4,2021-04-02,2021-04-06,2021-04-08,2,3.0,1.327,1.321,-0.0045214770158251705,-0.006510445093715456,0.001988968077890285,True,True,False,0.2016770372499173,0.1296643107525614,0.06799643133312308,-0.03778756291273615,0.15107539275325274,0.020392776076277645,False
EX14_UNIQUE_FEASIBLE_10BP,5,2021-04-09,2021-04-12,2021-04-14,2,2.0,1.295,1.271,-0.018532818532818518,-0.020493791922363225,0.001960973389544707,True,True,False,0.07719990218871364,0.005187175691357737,0.041061539976231694,0.05045498457098292,-0.03913383354368374,0.02481721118518277,False
EX14_UNIQUE_FEASIBLE_10BP,6,2021-04-26,2021-04-27,2021-04-29,2,9.0,1.34,1.351,0.008208955223880432,0.006194551716939722,0.0020144035069407096,True,False,False,0.21257392496375713,0.14056119846640122,-0.017185953557196685,0.05129947934819937,0.17640124541572116,0.002059153757033255,False
EX14_UNIQUE_FEASIBLE_10BP,7,2021-05-07,2021-05-10,2021-05-12,2,4.0,1.295,1.28,-0.01158301158301156,-0.013557870700727559,0.001974859117715999,True,False,True,0.15344548742865483,0.08143276093129892,-0.059904012440848586,0.06616004281017776,0.10152715566955636,0.045662301389769296,False
EX14_UNIQUE_FEASIBLE_10BP,8,2021-05-17,2021-05-18,2021-05-19,1,4.0,1.356,1.345,-0.008112094395280378,-0.010093888412472496,0.001981794017192118,True,False,False,0.156753174342256,0.08474044784490009,-0.05506140598088493,0.014214757208552779,0.197678366469418,-7.854335482984642e-05,True
EX14_UNIQUE_FEASIBLE_10BP,9,2021-05-21,2021-05-24,2021-05-25,1,3.0,1.339,1.357,0.01344286781179993,0.011418006937051084,0.002024860874748846,True,True,False,0.13290256684113977,0.06088984034378386,-0.03187950085495201,0.05435973086347657,0.11104257437420091,-0.0006202375415857338,True
EX14_UNIQUE_FEASIBLE_10BP,10,2021-05-25,2021-05-26,2021-06-10,11,1.0,1.396,1.457,0.04369627507163343,0.04161096782873308,0.002085307242900347,False,True,False,0.12365955606261214,0.051646829565256236,0.008617797553729139,-0.05023566526033349,0.14089505630027913,0.024382367468937377,False
EX14_UNIQUE_FEASIBLE_10BP,11,2021-06-11,2021-06-15,2021-06-18,3,2.0,1.469,1.505,0.02450646698434289,0.022459501016342198,0.0020469659680006913,True,True,False,0.18209850004442127,0.11008577354706536,0.023224020255068784,0.021389186554378953,0.12203423355031066,0.015451059684662873,False
EX14_UNIQUE_FEASIBLE_10BP,12,2021-06-22,2021-06-23,2021-07-01,6,3.0,1.556,1.627,0.045629820051413805,0.04354064958178072,0.0020891704696330837,False,True,False,0.1701484426202874,0.09813571612293148,0.07331951267764936,-0.0030671723143454706,0.11144957909589032,-0.01155347683890682,True
EX14_UNIQUE_FEASIBLE_10BP,13,2021-07-01,2021-07-02,2021-07-08,4,1.0,1.604,1.602,-0.0012468827930174342,-0.003242393516707631,0.001995510723690197,False,True,False,0.10738319995688904,0.03537047345953313,0.01562778015501315,0.03348630479661874,0.061304599403812846,-0.0030354843985556934,True
EX14_UNIQUE_FEASIBLE_10BP,14,2021-07-08,2021-07-09,2021-07-12,1,1.0,1.632,1.635,0.0018382352941177516,-0.00016343950167463372,0.0020016747957923853,True,True,False,0.10133185959557803,0.029319133098222122,0.006105431570108103,-0.036014539432959666,0.1062571831040311,0.02498378435439851,False
EX14_UNIQUE_FEASIBLE_10BP,15,2021-07-12,2021-07-13,2021-07-16,3,1.0,1.631,1.607,-0.014714898835070489,-0.01668350043579947,0.001968601600728981,True,True,False,0.13612432896369747,0.06411160246634157,-0.014479814579360782,-0.021265728046128567,0.19194159210515432,-0.0200717205159675,True
EX14_UNIQUE_FEASIBLE_10BP,16,2021-07-21,2021-07-22,2021-08-06,11,4.0,1.6,1.657,0.03562500000000002,0.03355581918081918,0.002069180819180838,False,False,False,0.15502247910583386,0.08300975260847795,-0.03119824720320314,-0.03409404172577698,0.2038616751540271,0.016453092880786894,False
EX14_UNIQUE_FEASIBLE_10BP,17,2021-08-06,2021-08-09,2021-08-10,1,1.0,1.61,1.604,-0.003726708074534124,-0.005717264102357178,0.001990556027823054,True,True,False,0.19789871473807666,0.12588598824072075,0.03847694448190872,0.05401607739250057,0.0413487061073151,0.0640569867563523,False
EX14_UNIQUE_FEASIBLE_10BP,18,2021-08-17,2021-08-18,2021-08-19,1,6.0,1.552,1.556,0.002577319587628857,0.0005741680999415966,0.0020031514876872603,True,False,False,0.1831623552473454,0.11114962874998949,0.03791802426440515,0.0646366207717855,0.024982228797393098,0.05562548141376167,False
EX14_UNIQUE_FEASIBLE_10BP,19,2021-08-30,2021-08-31,2021-09-02,2,8.0,1.5,1.463,-0.024666666666666615,-0.026615384615384485,0.0019487179487178707,True,False,False,0.2138088888708562,0.1417961623735003,-0.029042464072133567,0.05547581229424843,0.13286434140791914,0.05451119924082218,False
EX14_UNIQUE_FEASIBLE_10BP,20,2021-09-16,2021-09-17,2021-09-22,1,11.0,1.39,1.383,-0.005035971223021463,-0.007023911340457767,0.0019879401174363043,True,False,False,0.1383535238978662,0.0663407974005103,0.029314131963140214,0.04145970852494561,0.05866333358216061,0.008916349827619787,False
EX14_UNIQUE_FEASIBLE_10BP,21,2021-10-15,2021-10-18,2021-10-20,2,13.0,1.398,1.401,0.0021459227467812703,0.00014363319084376158,0.0020022895559375087,True,False,True,0.08034522196308319,0.008332495465727285,-0.015426231529654664,-0.027408773872874388,0.12548599130692334,-0.0023057639413111043,True
EX14_UNIQUE_FEASIBLE_10BP,22,2021-10-26,2021-10-27,2021-10-29,2,5.0,1.411,1.396,-0.010630758327427436,-0.012607520049050858,0.0019767617216234212,True,False,True,0.16784377574156345,0.09583104924420754,0.013816249461512872,0.021139895335796445,0.13437955422259196,-0.0014919232783378242,True
EX14_UNIQUE_FEASIBLE_10BP,23,2021-10-29,2021-11-01,2021-11-24,17,1.0,1.433,1.515,0.057222609909281186,0.05511027702234972,0.0021123328869314673,False,True,True,0.15684695914961921,0.08483423265226331,0.04631885919267245,-0.060029829053290656,0.17914817915838344,-0.008590250148146017,True
EX14_UNIQUE_FEASIBLE_10BP,24,2021-11-24,2021-11-25,2021-11-30,3,1.0,1.507,1.514,0.004644990046450026,0.002637707349054441,0.002007282697395585,True,True,False,0.1688871714812782,0.09687444498392228,0.08531024464493878,0.04294041240083653,0.04526878788886543,-0.004632273453362579,True
EX14_UNIQUE_FEASIBLE_10BP,25,2021-11-30,2021-12-01,2021-12-02,1,1.0,1.508,1.494,-0.009283819628647216,-0.011263272536482072,0.0019794529078348555,True,True,False,0.09927383519912489,0.027261108701768982,0.004789657115566687,0.010305698976200768,0.11805013773679475,-0.03387165862943733,True
EX14_UNIQUE_FEASIBLE_10BP,26,2021-12-07,2021-12-08,2021-12-09,1,4.0,1.438,1.45,0.008344923504867818,0.006330248333030086,0.002014675171837732,True,False,True,0.07265689783498462,0.0006441713376287156,0.02490001243306402,-0.03542106907375671,0.0561494182679647,0.027028536207712617,False
EX14_UNIQUE_FEASIBLE_10BP,27,2021-12-13,2021-12-14,2021-12-15,1,3.0,1.471,1.477,0.004078857919782575,0.00207270635550727,0.0020061515642753047,True,True,False,0.1074990381107082,0.03548631161335229,-0.0020253798655853862,-0.00780052906495546,0.1788257350363949,-0.06150078799514586,True
EX14_UNIQUE_FEASIBLE_10BP,28,2021-12-16,2021-12-17,2021-12-21,2,2.0,1.464,1.407,-0.03893442622950816,-0.040854637166112484,0.0019202109366043274,True,True,False,0.15996440696928688,0.08795168047193097,0.05304380635605223,-0.007403519379454579,0.1424266617828022,-0.028102541790112977,True
EX14_UNIQUE_FEASIBLE_10BP,29,2021-12-22,2021-12-23,2021-12-24,1,2.0,1.414,1.415,0.0007072135785006761,-0.001292201433643947,0.001999415012144623,True,True,True,0.16205831113616723,0.09004558463881132,-0.03031935398152479,0.03930139440076564,0.15923331430742318,-0.006157043590496819,True
EX14_UNIQUE_FEASIBLE_10BP,30,2022-01-04,2022-01-05,2022-01-07,2,7.0,1.401,1.366,-0.024982155603140543,-0.026930243204332904,0.001948087601192361,True,False,False,0.20752142768919948,0.13550870119184358,0.005792658941297506,0.039702282941101306,0.14738387253320745,0.014642613273593232,False
EX14_UNIQUE_FEASIBLE_10BP,31,2022-01-18,2022-01-19,2022-01-20,1,8.0,1.379,1.36,-0.01377810007251623,-0.015748573399044563,0.0019704733265283325,True,False,True,0.10847627546168889,0.03646354896433299,0.01450643942432152,0.03517024253782801,0.028784874479229734,0.030014719020309614,False
EX14_UNIQUE_FEASIBLE_10BP,32,2022-01-25,2022-01-26,2022-01-27,1,4.0,1.314,1.303,-0.008371385083713934,-0.010352661037592581,0.0019812759538786473,True,False,True,0.12935810924221078,0.05734538274485487,0.017273312012434122,0.06461509675554448,0.02651039631336404,0.020959304160868136,False
EX14_UNIQUE_FEASIBLE_10BP,33,2022-02-10,2022-02-11,2022-02-14,1,6.0,1.217,1.2,-0.013968775677896561,-0.015938868034184428,0.001970092356287867,True,False,True,0.10717477870010728,0.03516205220275137,-0.03490611887330741,0.038441893006463175,0.09139128334978663,0.012247721217164881,False
EX14_UNIQUE_FEASIBLE_10BP,34,2022-02-24,2022-02-25,2022-03-03,4,9.0,1.261,1.27,0.00713719270420321,0.005124930580918008,0.0020122621232852023,False,False,True,0.07580440395444646,0.003791677457090553,0.072315400777996,0.05589069550585072,-0.05333311744122787,0.0009314251118276301,False
EX14_UNIQUE_FEASIBLE_10BP,35,2022-03-03,2022-03-04,2022-03-09,3,1.0,1.239,1.176,-0.05084745762711873,-0.05274386630318839,0.0018964086760696608,True,True,True,0.22300506617567226,0.15099233967831635,0.027500361103188386,0.05807179581827416,0.08896290621960773,0.048470003034602,False
EX14_UNIQUE_FEASIBLE_10BP,36,2022-03-10,2022-03-11,2022-03-14,1,2.0,1.172,1.187,0.012798634812286824,0.010775061116358176,0.0020235736959286488,True,True,True,0.14134650491113987,0.06933377841378396,-0.03121677010809418,0.034079692381616296,0.18589482826399498,-0.047411245626377246,True
EX14_UNIQUE_FEASIBLE_10BP,37,2022-03-15,2022-03-16,2022-03-23,5,2.0,1.148,1.172,0.020905923344947785,0.018866151270332532,0.0020397720746152537,False,True,True,0.0789249199338637,0.006912193436507799,-0.005619764089506461,0.06625092198986207,-0.02231903249199718,0.04061279452550528,False
EX14_UNIQUE_FEASIBLE_10BP,38,2022-03-25,2022-03-28,2022-04-01,4,3.0,1.13,1.114,-0.014159292035398008,-0.016129003739623005,0.0019697117042249968,False,True,True,0.21961703479027728,0.14760430829292137,0.04213511679272436,0.06734147214607379,0.08111599554682869,0.029024450304650447,False
EX14_UNIQUE_FEASIBLE_10BP,39,2022-04-20,2022-04-21,2022-04-25,2,12.0,0.998,0.959,-0.039078156312625234,-0.0409980800762364,0.0019199237636111643,True,False,True,0.2099799166779572,0.1379671901806013,0.0399094123666778,0.060252896130697606,0.14634848831671002,-0.0365308801361282,True
EX14_UNIQUE_FEASIBLE_10BP,40,2022-04-25,2022-04-26,2022-04-28,2,1.0,0.913,0.922,0.009857612267250904,0.007839914740243481,0.0020176975270074227,True,True,True,0.07668502376849078,0.00467229727113487,0.015793926331770174,0.06843202230228551,-0.06116621977903813,0.05362529491347323,False
EX14_UNIQUE_FEASIBLE_10BP,41,2022-04-29,2022-05-05,2022-05-09,2,2.0,0.972,0.966,-0.006172839506172867,-0.008158508158508049,0.001985668652335182,True,True,True,0.18635727884884715,0.11434455235149124,-0.013034212908959772,-0.06788674722417966,0.21337319030255433,0.05390504867943224,False
EX14_UNIQUE_FEASIBLE_10BP,42,2022-05-11,2022-05-12,2022-05-13,1,3.0,1.021,1.047,0.025465230166503483,0.023416348587749214,0.002048881578754269,True,True,True,0.21109038086959223,0.13907765437223632,0.02338866111716238,0.04443991886562764,0.09532285644119289,0.047938944445609324,False
EX14_UNIQUE_FEASIBLE_10BP,43,2022-05-16,2022-05-17,2022-05-18,1,2.0,1.021,1.04,0.018609206660137323,0.016574023430047102,0.0020351832300902206,True,True,True,0.24979669027324097,0.17778396377588507,0.07174215952506319,0.05861707089638002,0.08685237260163448,0.0325850872501633,False
EX14_UNIQUE_FEASIBLE_10BP,44,2022-05-18,2022-05-19,2022-05-20,1,1.0,1.031,1.072,0.039767216294859464,0.037689759319245564,0.0020774569756139005,True,True,True,0.19455234579855923,0.12253961930120333,0.0684647869643731,0.004634838163899814,0.10130778352543728,0.020144937144849065,False
EX14_UNIQUE_FEASIBLE_10BP,45,2022-05-24,2022-05-25,2022-05-26,1,3.0,1.027,1.035,0.00778967867575453,0.005776112884194884,0.002013565791559646,True,True,True,0.27784055312269196,0.20582782662533605,0.0011660195432870361,0.06788674722417966,0.13219759345994866,0.0765901928952766,False
EX14_UNIQUE_FEASIBLE_10BP,46,2022-05-27,2022-05-30,2022-06-02,3,2.0,1.022,1.059,0.03620352250489223,0.03413318579659097,0.002070336708301257,True,True,True,0.11010301152509959,0.038090285027743684,-0.023850896321315047,0.024264740975710797,0.10341831714341056,0.006270849727293274,False
EX14_UNIQUE_FEASIBLE_10BP,47,2022-06-07,2022-06-08,2022-06-10,2,3.0,1.139,1.104,-0.030728709394205356,-0.032665315369441505,0.0019366059752361497,True,True,False,0.08118215074193726,0.00916942424458135,0.0017254048127880832,0.013904514491699443,0.08868673952023151,-0.02313450808278178,True
EX14_UNIQUE_FEASIBLE_10BP,48,2022-06-16,2022-06-17,2022-06-20,1,5.0,1.1,1.129,0.026363636363636367,0.02431295976750536,0.002050676596131007,True,False,False,0.22791473479042754,0.15590200829307163,-0.00033854101900395936,0.036806067772145595,0.16972352031542143,0.021723687721864483,False
EX14_UNIQUE_FEASIBLE_10BP,49,2022-06-20,2022-06-21,2022-07-04,9,1.0,1.123,1.121,-0.0017809439002671734,-0.0037753875687980276,0.001994443668530854,False,True,False,0.09084994223643825,0.01883721573908234,0.035215286532539844,0.004089563085793956,0.05252423079896097,-0.00097913818085653,True
EX14_UNIQUE_FEASIBLE_10BP,50,2022-07-04,2022-07-05,2022-07-14,7,1.0,1.131,1.082,-0.043324491600353565,-0.04523593117757552,0.0019114395772219517,False,True,False,0.09860717348848326,0.026594446991127355,0.05701025377017886,-0.05207376995910969,0.08786984966388878,0.0058008400135253265,False
EX14_UNIQUE_FEASIBLE_10BP,51,2022-07-18,2022-07-19,2022-07-20,1,3.0,1.101,1.097,-0.0036330608537693543,-0.005623803988926368,0.0019907431351570137,True,True,False,0.10336313111189334,0.03135040461453743,0.0516921341376337,-0.05261904503721555,0.09445727106359549,0.009832770947879705,False
EX14_UNIQUE_FEASIBLE_10BP,52,2022-07-28,2022-07-29,2022-08-09,7,7.0,1.142,1.191,0.04290718038528918,0.04082344975514873,0.0020837306301404457,False,False,False,0.13380093389395661,0.06178820739660071,-0.05543174190247647,-0.008997038788746699,0.180518200616106,0.017711513969073785,False
EX14_UNIQUE_FEASIBLE_10BP,53,2022-08-11,2022-08-12,2022-08-15,1,3.0,1.21,1.18,-0.024793388429752095,-0.026741853188134157,0.0019484647583820625,True,True,False,0.08642088614229507,0.014408159644939161,-0.07186001447489615,-0.04934739456858038,0.2074776510467434,0.00015064413902818926,False
EX14_UNIQUE_FEASIBLE_10BP,54,2022-08-19,2022-08-22,2022-08-23,1,5.0,1.137,1.14,0.0026385224274405594,0.0006352486563567794,0.00200327377108378,True,False,False,0.10675913743715865,0.03474641093980274,-0.04944556664577646,0.0629792715212269,0.07952510623450487,0.013700326327203343,False
EX14_UNIQUE_FEASIBLE_10BP,55,2022-09-08,2022-09-09,2022-09-13,1,13.0,1.077,1.067,-0.00928505106778088,-0.011264501515197645,0.001979450447416764,True,False,False,0.14222385851475142,0.07021113201739551,0.03190319492260732,0.036260792694039735,0.07394715868297663,0.00011271221512772212,False
EX14_UNIQUE_FEASIBLE_10BP,56,2022-09-15,2022-09-16,2022-09-19,1,3.0,1.027,1.028,0.0009737098344695383,-0.0010262376377272453,0.0019999474721967836,True,True,True,0.15472744110075162,0.08271471460339572,0.015269260111511557,0.060252896130697606,0.06315974889864033,0.016045535959902126,False
EX14_UNIQUE_FEASIBLE_10BP,57,2022-09-29,2022-09-30,2022-10-10,1,9.0,0.988,0.966,-0.022267206477732837,-0.024220718552702247,0.00195351207496941,True,False,True,0.11411220666800173,0.042099480170645825,-0.005954959748647045,0.0013631876952646545,0.10729344330740925,0.011410535413974868,False
EX14_UNIQUE_FEASIBLE_10BP,58,2022-10-14,2022-10-17,2022-10-18,1,5.0,0.97,0.996,0.026804123711340333,0.02475256702060835,0.0020515566907319815,True,False,True,0.2549909874412627,0.1829782609439068,0.029233782664092444,-0.06297927152122691,0.2158020483225379,0.07293442797585928,False
EX14_UNIQUE_FEASIBLE_10BP,59,2022-10-18,2022-10-19,2022-10-24,3,1.0,0.984,0.997,0.013211382113821113,0.011186983747959456,0.002024398365861657,True,True,True,0.17236475948861107,0.10035203299125517,0.03506271253346446,-0.012813964335487727,0.16555768641935012,-0.0154416751287158,True
