core_feature,boundary,risk_partial_ic
gold_minus_silver_return_20,DISCOVERY_SGE,0.015500118413856628
gold_minus_silver_return_20,CONFIRMATION_SGE,0.13381921084220438
gold_minus_silver_return_20,CONFIRMATION_ETF,0.13628621290654913
gold_silver_ratio_distance_120,DISCOVERY_SGE,-0.01017647956769135
gold_silver_ratio_distance_120,CONFIRMATION_SGE,0.10825360189840398
gold_silver_ratio_distance_120,CONFIRMATION_ETF,0.11092139450267129
