window,champion_return,challenger_return,return_delta,champion_sharpe,challenger_sharpe,champion_max_drawdown,challenger_max_drawdown,champion_exposure,challenger_exposure,champion_trade_count,challenger_trade_count,win
2022H1,0.04630794366340796,0.033439782465420675,-0.012868161197987282,0.7254985472584836,0.5615929059009647,-0.0854180176971977,-0.0854180176971977,0.4700854700854701,0.44871794871794873,13,17,False
2022H2,0.031168259974083456,0.036284903798230905,0.005116643824147449,0.5734616952061417,0.6898494309819158,-0.07853962266736636,-0.07823520401789097,0.504,0.46,11,25,True
2023H1,0.01959253929289262,0.012858649023211877,-0.006733890269680742,0.38021080082503983,0.290197941090744,-0.0856484670694928,-0.09682249972825563,0.7033898305084746,0.6779661016949152,20,28,False
2023H2,-0.06862083552634068,-0.06956388801968516,-0.0009430524933444762,-1.5912144703692825,-1.7469268658349286,-0.07805054174871007,-0.08144540782316434,0.3709677419354839,0.35080645161290325,13,19,False
2024H1,-0.032222302415744974,-0.02856548608343057,0.0036568163323144054,-0.4131995599473113,-0.3795420144343268,-0.08766782107561533,-0.08422050954868632,0.4700854700854701,0.44871794871794873,12,19,True
2024H2,0.2623819089795447,0.2935117168853487,0.031129807905803997,1.3922634383082284,1.5130173990462017,-0.1823154056517774,-0.1823154056517774,0.432,0.424,13,15,True
2025H1,0.042732833304470974,0.051638504627973925,0.00890567132350295,0.6877953718266402,0.8030126840812745,-0.09722267687676034,-0.09177879352124374,0.5811965811965812,0.5598290598290598,17,22,True
2025H2,0.37311352138452736,0.3291095136881106,-0.04400400769641677,2.792914609533737,2.5349409063322854,-0.14102529516436346,-0.14102529516436302,0.7142857142857143,0.6825396825396826,9,17,False
