covariate,smd,absolute_smd
daily_return,-0.059244714987225985,0.059244714987225985
daily_range,0.15140717712088164,0.15140717712088164
opening_return,0.16159303185931212,0.16159303185931212
volume_ratio,0.23672543147193154,0.23672543147193154
lagged_20d_return,0.11347141806527815,0.11347141806527815
