holding_sessions,max_drawdown,calmar,win_loss_ratio,win_loss_ratio_status,return,sharpe,exposure
3,-0.06564865599076797,0.230352282811825,1.2672741759208113,VALID,0.08547110900619814,0.32501959652710855,0.04793028322440087
4,-0.07585421846366847,0.309682931683504,1.2425645116246584,VALID,0.13527597305567918,0.44654856139597193,0.06318082788671024
5,-0.06423258080793659,0.3154826176223988,1.931513512661192,VALID,0.11585700416172706,0.3679919808395651,0.0784313725490196
6,-0.10753742426408919,-0.057107933278426316,0.9046704795448125,VALID,-0.03310072991787372,-0.06480884606168451,0.08932461873638345
7,-0.1300852481477348,-0.12927819588071168,0.9847444630264693,VALID,-0.08851066241751593,-0.19856371995428568,0.10384894698620188
8,-0.24229513301832084,-0.16123095612313806,0.6704179898985465,VALID,-0.19567056717785014,-0.420654729131716,0.11256354393609296
10,-0.30181518573791855,-0.13253857232994165,0.6441962219630664,VALID,-0.19994539788178578,-0.3961820891009251,0.13798111837327523
