hypothesis_id,exit_bars,year,episodes,mean_return,median_return,win_rate,profit_factor,cagr,max_drawdown,calmar
M01,24,2023,108,-0.0013680189449474676,-0.0018190159133453232,0.35185185185185186,0.5071679926777842,-0.1386553221233391,-0.15435958657474913,-0.8982618132123255
M01,24,2024,112,-0.0009932779751153959,-0.002218901266723361,0.38392857142857145,0.7578479749187123,-0.10937892315694198,-0.15347203554653255,-0.7126961127962521
M01,24,2025,105,-0.001218969971770866,-0.0015420985953132904,0.38095238095238093,0.6221503077745523,-0.12247189138611314,-0.1534475706643652,-0.7981350949764793
M01,24,2026,64,-0.00015832258182546348,0.0002724084082295075,0.5,0.955392747002617,-0.013186548021345557,-0.07048111264966561,-0.18709335771826976
M02,24,2021,111,0.00040952516041283085,0.0003472497146874698,0.5405405405405406,1.2033069160648893,0.04463106070257372,-0.047080040879864504,0.9479826242390079
M02,24,2022,116,-0.0020530784257947045,-0.0019989410266965657,0.3448275862068966,0.4673133670986313,-0.21444982065262774,-0.21579291254095967,-0.9937760148258947
M02,24,2023,122,-0.0016274691111905929,-0.0016089065233586552,0.27049180327868855,0.3764123069693648,-0.18120621748139765,-0.20247173747038139,-0.894970427701819
M02,24,2024,98,-0.0016415440118417344,-0.0022086439869331564,0.3469387755102041,0.5219214379476135,-0.15049788429823985,-0.16908294385218914,-0.8900831797073737
M02,24,2025,99,-0.00032362245599797096,-0.0006477615363414957,0.45454545454545453,0.8907610810779945,-0.03440032191741271,-0.08994235829675867,-0.38247075759244825
M02,24,2026,68,-0.0018093619672572444,-0.0007251987078444877,0.47058823529411764,0.6443047190677627,-0.11899658217536624,-0.1306703007412916,-0.9106628017254078
M03,24,2021,112,-0.0015380514377585125,-0.00015569206058851925,0.48214285714285715,0.5203983957473779,-0.160240576931598,-0.16328657086082987,-0.9813457168389678
M03,24,2022,113,-0.001888373554430518,-0.001833761895067454,0.36283185840707965,0.5649340248289373,-0.1965510846763695,-0.19621811253149468,-1.0016969490766117
M03,24,2023,125,-0.0017885138021338013,-0.001851345533466442,0.312,0.32279545837345913,-0.2013619507909833,-0.20436896923347003,-0.9852863257383682
M03,24,2024,121,-0.00027791437084221033,-0.0015351811277448668,0.39669421487603307,0.9272031406191232,-0.040361392420156905,-0.1215285727607105,-0.3321144279348068
M03,24,2025,112,-0.000972106204867986,-0.0009431209346879021,0.48214285714285715,0.6579824984006607,-0.10537756957103861,-0.10871338623353732,-0.9693154929850797
M03,24,2026,86,-0.001735794906499706,-0.002060770196976036,0.45348837209302323,0.6423583268962226,-0.14269582964038097,-0.17523607003282315,-0.8143062647641713
M04,24,2021,139,-0.0010022971180485203,-0.0006656617756338745,0.4748201438848921,0.6382004957184553,-0.13235477973402376,-0.14697547900833963,-0.9005228669913962
M04,24,2022,118,-0.0009915859362500286,-0.0016679220636539593,0.3644067796610169,0.7270828331032541,-0.11433095558900752,-0.11310889640074473,-1.0108042711683176
M04,24,2023,125,-0.001446608620805197,-0.0015154066287875745,0.304,0.46834147588565156,-0.16683374924722139,-0.18307016825079803,-0.9113104054105994
M04,24,2024,123,-7.579813833671561e-05,-0.00170355545003531,0.37398373983739835,0.9803113271062,-0.01672895514901629,-0.14150393730617639,-0.1182225418422057
M04,24,2025,148,-0.0009889640853864867,-0.0009749878236478549,0.44594594594594594,0.6957291356656673,-0.13976282145892172,-0.1377005649678068,-1.014976383659697
M04,24,2026,100,-0.0013677117499186365,-0.0005688455349829313,0.48,0.6860121022804074,-0.1316800340416051,-0.1961380936641245,-0.6713638925597992
M05,24,2021,91,-0.0009283816525953473,-0.00017905497763659461,0.4945054945054945,0.6921963132054518,-0.08283669981275676,-0.09188818765722473,-0.9014945438010683
M05,24,2022,107,-0.0008590284120354048,-0.00119928043174089,0.42990654205607476,0.7403048953667457,-0.0907192801402934,-0.09976445840114645,-0.9093346628066383
M05,24,2023,90,-0.0018148470225695212,-0.0017772060526136668,0.3111111111111111,0.34057274275608074,-0.1515890543333619,-0.15642234938599608,-0.9691009943808778
M05,24,2024,109,-0.0014734479633747926,-0.001199280431741001,0.3577981651376147,0.618740119415843,-0.15171354142396554,-0.1506949865407443,-1.006759049564969
M05,24,2025,95,-0.0011551491650636035,-0.0013316946859591727,0.4105263157894737,0.662112404123713,-0.10648796741202982,-0.12004950378512891,-0.8870337990120121
M05,24,2026,68,-0.00027218750390209704,-0.0009144560441551874,0.4411764705882353,0.9309217156587267,-0.021396880981311206,-0.04695113019027952,-0.4557266437377707
M06,24,2021,115,-0.0006829911958026846,-0.0007144257135037746,0.45217391304347826,0.7376587835433056,-0.07742772789183472,-0.10206341203917535,-0.7586237452272845
M06,24,2022,135,-0.0011710647223941628,-0.0017823514881147862,0.3925925925925926,0.6805580939957983,-0.15021193234892782,-0.16561850508605613,-0.9069755355591274
M06,24,2023,112,-0.0014406168948236256,-0.0019175290426480807,0.3392857142857143,0.4723548867079645,-0.15024874795571663,-0.16542547703178134,-0.9082563982986189
M06,24,2024,114,-0.0012358852561459308,-0.0023605878045410145,0.3333333333333333,0.7156819787727007,-0.135903778549203,-0.1822142249181602,-0.7458461522981693
M06,24,2025,106,-0.0008026581544534397,-0.0008935742602653174,0.4056603773584906,0.7094421427844801,-0.08348392254923054,-0.11693699139295732,-0.713922271770184
M06,24,2026,66,-0.000883168547552599,-0.0010756390874584465,0.4393939393939394,0.7793511733553334,-0.05913378370255207,-0.08557263870433507,-0.6910361138548878
M07,24,2021,169,-0.0009576443924602439,-0.0005013064837547931,0.47928994082840237,0.655122502724361,-0.152213500934698,-0.16736303101471495,-0.9094810246434591
M07,24,2022,161,-0.0019421886992834314,-0.0020891372520257523,0.37267080745341613,0.532686522252398,-0.27288815405876676,-0.27439730330583345,-0.9945001309091415
M07,24,2023,162,-0.0016398240085707227,-0.002233640464892994,0.345679012345679,0.4620394018036104,-0.23523820117238692,-0.2549863308906317,-0.9225522025072194
M07,24,2024,180,-0.0014041052143815797,-0.0020464758450335907,0.36666666666666664,0.6711376890849022,-0.23075367355702148,-0.25817330262853977,-0.8937937083643009
M07,24,2025,164,-0.0010414266534367036,-0.0007316183763363959,0.43902439024390244,0.6576476071719312,-0.16047236525578246,-0.17363057111828606,-0.9242172286956336
M07,24,2026,107,-0.0014566980979828345,-0.00096462737886438,0.4485981308411215,0.6828051447502292,-0.14909102797148477,-0.17313481525618035,-0.8611267915749989
