capability_id,dataset,symbol,status,rows,data_start,data_cutoff,content_sha256,duplicate_dates,maximum_required_null_rate,availability_rule,maximum_start_lag_days,data_contract_pass,causality_metadata_pass,error_code
GLOBAL_GOLD_SPOT,fx.fxcm_daily,XAUUSD.FXCM,READY,5837,2003-01-02T00:00:00,2024-12-31T00:00:00,bad417cc8ba86f48a5c03a30da31984999a6c185af81793606b3c014fc9c219a,0,0.0,GMT source date must be strictly earlier than China decision session,10,True,True,
GLOBAL_SILVER_SPOT,fx.fxcm_daily,XAGUSD.FXCM,READY,5806,2003-01-02T00:00:00,2024-12-31T00:00:00,23699ddd85a2b2dab0d23e71f4d06690b5a58f3ffc83edf33a1d428916614fad,0,0.0,GMT source date must be strictly earlier than China decision session,10,True,True,
GLOBAL_FEAR_VIX,index.vix_daily,VIX,READY,5569,2003-01-02T00:00:00,2024-12-31T00:00:00,a7a7727a849b761f67cab91164cabe395658045ab0db02356345dd02c3c60a47,0,0.0,US close date must be strictly earlier than China decision session,10,True,True,
GLOBAL_EQUITY_SPX,index.global_daily,SPX,READY,5537,2003-01-02T00:00:00,2024-12-31T00:00:00,87b8d140f878f9099824d33dc1d1e42092efc826bca6110c9db48f7fb8bf6525,0,0.0,US close date must be strictly earlier than China decision session,10,True,True,
GLOBAL_EQUITY_RUT,index.global_daily,RUT,READY,5545,2003-01-02T00:00:00,2024-12-31T00:00:00,62bf83f2857e61681dd730d91d244ccc6b6a22f8b2f743100a4bd450492beb26,0,0.0,US close date must be strictly earlier than China decision session,10,True,True,
GLOBAL_EQUITY_IXIC,index.global_daily,IXIC,READY,5537,2003-01-02T00:00:00,2024-12-31T00:00:00,474b4edf6ab97f804cabc77233dab3cc7022dc4d651860bcdf060c6fc9029eff,0,0.0,US close date must be strictly earlier than China decision session,10,True,True,
