period,champion_return,challenger_return,return_delta,champion_max_drawdown,challenger_max_drawdown,max_drawdown_delta,champion_sharpe,challenger_sharpe,sharpe_delta,champion_trade_count,challenger_trade_count,champion_exposure,challenger_exposure
2026Q1,0.06616147404458794,0.06616147404458794,0.0,-0.08487871516881784,-0.08487871516881784,0.0,1.7611564234671915,1.7611564234671915,0.0,4,4,0.44642857142857145,0.44642857142857145
2026H1,0.7053995976410983,0.7053995976410983,0.0,-0.12086776859504111,-0.12086776859504111,0.0,4.493102010336107,4.493102010336107,0.0,7,7,0.5948275862068966,0.5948275862068966
2026M1_M8,0.5936496144702248,0.5936496144702248,0.0,-0.12086776859504111,-0.12086776859504111,0.0,2.817529778040827,2.817529778040827,0.0,11,11,0.5471698113207547,0.5471698113207547
