signal_date,entry_date,exit_date,entry_price,exit_price,net_return,baseline_entry_before_exit,path_id,factor_name,direction,holding_sessions
2022-03-17,2022-03-18,2022-03-23,1.169,1.172,0.0015642307161218838,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-04-14,2022-04-15,2022-04-20,0.996,1.019,0.02206978839897311,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-04-29,2022-05-05,2022-05-10,0.972,0.965,-0.008193948293342967,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-07-14,2022-07-15,2022-07-20,1.107,1.097,-0.010023895008231865,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-07-20,2022-07-21,2022-07-26,1.108,1.107,-0.0019011252496494713,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-08-26,2022-08-29,2022-09-01,1.069,1.064,-0.005672093794075628,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-09-07,2022-09-08,2022-09-14,1.084,1.05,-0.032333464264177825,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-09-16,2022-09-19,2022-09-22,1.028,0.995,-0.0330685824402972,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-09-26,2022-09-27,2022-09-30,0.993,0.988,-0.006029714246602702,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-10-13,2022-10-14,2022-10-19,0.967,0.984,0.01656307316868988,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2022-11-25,2022-11-28,2022-12-01,1.02,1.036,0.01467109582463677,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-05-09,2023-05-10,2023-05-15,1.057,1.036,-0.02084719229789067,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-07-10,2023-07-11,2023-07-14,1.018,1.021,0.0019445090814123045,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-07-14,2023-07-17,2023-07-20,1.015,0.999,-0.01674729137894082,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-07-26,2023-07-27,2023-08-01,0.985,0.993,0.007114209392765858,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-08-17,2023-08-18,2023-08-23,0.945,0.92,-0.027428084899349114,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-08-24,2023-08-25,2023-08-30,0.903,0.947,0.04767826496497052,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-09-11,2023-09-12,2023-09-15,0.927,0.904,-0.025785920416275032,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-09-25,2023-09-26,2023-10-09,0.895,0.908,0.013511121534205195,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-10-17,2023-10-18,2023-10-23,0.902,0.88,-0.025365366097439113,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-10-25,2023-10-26,2023-10-31,0.864,0.898,0.03831301941621801,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-11-24,2023-11-27,2023-11-30,0.883,0.884,0.00013187064451924968,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2023-12-01,2023-12-04,2023-12-07,0.89,0.869,-0.02457142215409147,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-01-12,2024-01-15,2024-01-18,0.792,0.768,-0.03127224266654538,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-01-19,2024-01-22,2024-01-25,0.783,0.766,-0.022689166272546912,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-01-25,2024-01-26,2024-01-31,0.782,0.711,-0.09170159165941316,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-02-06,2024-02-07,2024-02-20,0.74,0.776,0.047600524062293426,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-03-18,2024-03-19,2024-03-22,0.843,0.822,-0.02588563369560759,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-03-28,2024-03-29,2024-04-03,0.779,0.788,0.010542225677918404,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-04-11,2024-04-12,2024-04-17,0.758,0.753,-0.007589213308912712,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-04-17,2024-04-18,2024-04-23,0.766,0.748,-0.02447470781580474,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-05-14,2024-05-15,2024-05-20,0.775,0.771,-0.006155631861488486,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-05-23,2024-05-24,2024-05-29,0.758,0.75,-0.011543041144335353,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-05-30,2024-05-31,2024-06-05,0.761,0.77,0.010815223137445873,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-06-26,2024-06-27,2024-07-02,0.744,0.725,-0.026511609786504464,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-07-03,2024-07-04,2024-07-09,0.719,0.705,-0.020451526670600684,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-08-07,2024-08-08,2024-08-13,0.724,0.727,0.0031400045833438472,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-08-14,2024-08-15,2024-08-20,0.719,0.723,0.00455822158461805,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-08-29,2024-08-30,2024-09-04,0.695,0.688,-0.011061375786926675,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-09-05,2024-09-06,2024-09-11,0.689,0.675,-0.021298494439282334,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-09-11,2024-09-12,2024-09-19,0.683,0.666,-0.02586481283516362,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-09-20,2024-09-23,2024-09-26,0.662,0.682,0.029181783730491517,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-11-04,2024-11-05,2024-11-08,0.977,1.078,0.10227486052265622,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-11-20,2024-11-21,2024-11-26,1.026,0.978,-0.047736365735260966,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-11-27,2024-11-28,2024-12-03,1.01,1.041,0.029662891326613927,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2024-12-18,2024-12-19,2024-12-24,0.994,1.026,0.03116148163342891,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-03-12,2025-03-13,2025-03-18,1.116,1.114,-0.00278982372612957,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-03-28,2025-03-31,2025-04-03,1.05,1.036,-0.014319506913209934,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-04-08,2025-04-09,2025-04-14,0.943,1.045,0.1070578178567132,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-04-25,2025-04-28,2025-05-06,1.027,1.04,0.011646075696329472,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-05-06,2025-05-07,2025-05-12,1.066,1.034,-0.03098825821610751,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-05-20,2025-05-21,2025-05-26,1.021,1.006,-0.015676295055214506,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-06-03,2025-06-04,2025-06-09,1.01,1.02,0.008891593807056841,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-06-19,2025-06-20,2025-06-25,0.988,1.005,0.016189779604125043,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-10-16,2025-10-17,2025-10-22,1.435,1.416,-0.01422668456712406,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-11-04,2025-11-05,2025-11-10,1.387,1.445,0.04077557472165161,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-11-11,2025-11-12,2025-11-17,1.401,1.383,-0.013834624443666677,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-11-18,2025-11-19,2025-11-24,1.38,1.313,-0.04950169842614904,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2025-11-25,2025-11-26,2025-12-01,1.32,1.351,0.02246187512304476,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-01-30,2026-02-02,2026-02-05,1.524,1.453,-0.04754086211487418,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-02-06,2026-02-09,2026-02-12,1.478,1.488,0.005759637096201864,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-02-12,2026-02-13,2026-02-26,1.498,1.504,0.003001836865279106,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-03-05,2026-03-06,2026-03-11,1.426,1.449,0.015113411036417279,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-03-13,2026-03-16,2026-03-19,1.398,1.377,-0.01600594552509138,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-03-25,2026-03-26,2026-03-31,1.344,1.31,-0.026271834320934717,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-06-02,2026-06-03,2026-06-08,1.728,1.645,-0.048983899254076646,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-07-15,2026-07-16,2026-07-21,1.91,1.78,-0.06899429866218698,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-07-21,2026-07-22,2026-07-27,1.902,1.81,-0.04932129098437099,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-08-17,2026-08-18,2026-08-21,1.829,1.688,-0.0780137541945265,True,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2026-08-26,2026-08-27,2026-09-01,1.679,1.719,0.022800392537501546,False,P001,raw__30m__cxt_bi_status_V230101,CONTINUATION,3
2021-02-18,2021-02-19,2021-02-26,1.455,1.367,-0.061420149032013094,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-03-01,2021-03-02,2021-03-09,1.394,1.304,-0.06549738043460318,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-03-10,2021-03-11,2021-03-18,1.272,1.262,-0.008853277763633649,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-03-22,2021-03-23,2021-03-30,1.269,1.272,0.001362203059227296,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-04-13,2021-04-14,2021-04-21,1.271,1.311,0.030440326650207572,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-05-12,2021-05-13,2021-05-20,1.288,1.352,0.04864027613522448,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-07-20,2021-07-21,2021-07-28,1.573,1.568,-0.004174962741134047,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-08-09,2021-08-10,2021-08-17,1.604,1.587,-0.01158741078338632,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-08-19,2021-08-20,2021-08-27,1.571,1.54,-0.02071243181719118,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-09-06,2021-09-07,2021-09-14,1.466,1.421,-0.031664590624196576,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-09-14,2021-09-15,2021-09-24,1.435,1.399,-0.026061533693083616,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-09-30,2021-10-08,2021-10-15,1.414,1.387,-0.020075181645386575,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-01-11,2022-01-12,2022-01-19,1.339,1.379,0.028843681221375927,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-01-24,2022-01-25,2022-02-08,1.344,1.272,-0.054517384165060245,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-02-09,2022-02-10,2022-02-17,1.249,1.231,-0.015396625146193887,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-03-04,2022-03-07,2022-03-14,1.23,1.187,-0.03592390796471667,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-03-17,2022-03-18,2022-03-25,1.169,1.167,-0.002708654227206231,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-04-14,2022-04-15,2022-04-22,0.996,0.983,-0.014038663399224105,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-04-29,2022-05-05,2022-05-12,0.972,1.021,0.049361636054400915,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-07-14,2022-07-15,2022-07-22,1.107,1.133,0.02246392612185355,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-08-26,2022-08-29,2022-09-05,1.069,1.065,-0.004737575085235646,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-09-07,2022-09-08,2022-09-16,1.084,1.027,-0.05352996933267684,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-09-16,2022-09-19,2022-09-26,1.028,0.983,-0.044730066873178154,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-09-26,2022-09-27,2022-10-11,0.993,0.924,-0.07041645340471736,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-10-13,2022-10-14,2022-10-21,0.967,0.993,0.025860906154988816,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2022-11-25,2022-11-28,2022-12-05,1.02,1.045,0.02348580611654949,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-05-09,2023-05-10,2023-05-17,1.057,1.047,-0.010450782177501394,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-07-10,2023-07-11,2023-07-18,1.018,1.01,-0.00885019179997415,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-07-26,2023-07-27,2023-08-03,0.985,0.99,0.004071568276775572,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-08-17,2023-08-18,2023-08-25,0.945,0.903,-0.04539952246099155,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-08-29,2023-08-30,2023-09-06,0.947,0.95,0.002165232061899669,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-09-11,2023-09-12,2023-09-19,0.927,0.901,-0.02901893174232717,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-09-25,2023-09-26,2023-10-11,0.895,0.905,0.010162516507109753,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-10-17,2023-10-18,2023-10-25,0.902,0.88,-0.025365366097439113,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-10-25,2023-10-26,2023-11-02,0.864,0.892,0.03137551594573096,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2023-11-24,2023-11-27,2023-12-04,0.883,0.89,0.006920096010884835,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-01-12,2024-01-15,2024-01-22,0.792,0.783,-0.012351778656126466,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-01-25,2024-01-26,2024-02-02,0.782,0.709,-0.09425658014982263,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-02-06,2024-02-07,2024-02-22,0.74,0.771,0.04085052068560335,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-03-18,2024-03-19,2024-03-26,0.843,0.799,-0.05314187508855284,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-03-28,2024-03-29,2024-04-09,0.779,0.756,-0.030495022065347266,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-04-11,2024-04-12,2024-04-19,0.758,0.759,0.0003184423619326804,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-05-14,2024-05-15,2024-05-22,0.775,0.766,-0.012600796376005419,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-05-23,2024-05-24,2024-05-31,0.758,0.761,0.0029543275855477003,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-06-26,2024-06-27,2024-07-04,0.744,0.719,-0.03456806542965063,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-07-08,2024-07-09,2024-07-16,0.705,0.731,0.03584307137211562,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-08-07,2024-08-08,2024-08-15,0.724,0.719,-0.007898674971906217,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-08-29,2024-08-30,2024-09-06,0.695,0.689,-0.00962396499591922,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-09-11,2024-09-12,2024-09-23,0.683,0.662,-0.0317154746199374,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-11-04,2024-11-05,2024-11-12,0.977,1.099,0.12374774741595429,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-11-20,2024-11-21,2024-11-28,1.026,1.01,-0.016578455411670356,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2024-12-18,2024-12-19,2024-12-26,0.994,1.04,0.045231911207374464,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-03-12,2025-03-13,2025-03-20,1.116,1.102,-0.01353176458365779,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-03-28,2025-03-31,2025-04-08,1.05,0.954,-0.0923366887984578,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-04-08,2025-04-09,2025-04-16,0.943,1.035,0.09646396314038119,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-04-25,2025-04-28,2025-05-08,1.027,1.05,0.02137344180879408,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-05-20,2025-05-21,2025-05-28,1.021,1.001,-0.020568559990327917,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-06-03,2025-06-04,2025-06-11,1.01,1.007,-0.0039668284669547305,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-06-19,2025-06-20,2025-06-27,0.988,1.019,0.03034565713094861,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-10-16,2025-10-17,2025-10-24,1.435,1.445,0.005962175706571982,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-11-04,2025-11-05,2025-11-12,1.387,1.401,0.00908413853635559,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-11-13,2025-11-14,2025-11-21,1.406,1.332,-0.053578473920933956,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2025-11-25,2025-11-26,2025-12-03,1.32,1.342,0.015650508079293912,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-01-30,2026-02-02,2026-02-09,1.524,1.478,-0.031153058641282927,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-02-12,2026-02-13,2026-03-02,1.498,1.491,-0.005667726884221236,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-03-05,2026-03-06,2026-03-13,1.426,1.402,-0.017812972896440904,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-03-13,2026-03-16,2026-03-23,1.398,1.32,-0.05673772555782175,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-03-25,2026-03-26,2026-04-02,1.344,1.318,-0.020325402774803103,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-06-02,2026-06-03,2026-06-10,1.728,1.69,-0.022968261239750487,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-07-15,2026-07-16,2026-07-23,1.91,1.904,-0.004137721715058551,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-07-24,2026-07-27,2026-08-03,1.81,1.641,-0.09427634249173744,False,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2026-08-17,2026-08-18,2026-08-25,1.829,1.614,-0.11843258250590383,True,P002,raw__30m__cxt_bi_status_V230101,CONTINUATION,5
2021-02-18,2021-02-19,2021-03-05,1.455,1.348,-0.07446551638270205,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2021-03-10,2021-03-11,2021-03-25,1.272,1.244,-0.022990077288399635,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2021-04-13,2021-04-14,2021-04-28,1.271,1.339,0.05244820548026552,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2021-05-12,2021-05-13,2021-05-27,1.288,1.385,0.0742357858337912,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2021-07-20,2021-07-21,2021-08-04,1.573,1.598,0.014877812206420593,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2021-08-09,2021-08-10,2021-08-24,1.604,1.605,-0.0003766819831978463,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2021-09-06,2021-09-07,2021-09-23,1.466,1.4,-0.045974966132213524,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2021-09-30,2021-10-08,2021-10-22,1.414,1.396,-0.013716621180215993,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-01-11,2022-01-12,2022-01-26,1.339,1.314,-0.01965148866940669,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-01-28,2022-02-07,2022-02-21,1.279,1.24,-0.03146159523834613,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-03-04,2022-03-07,2022-03-21,1.23,1.175,-0.045670254303742386,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-04-14,2022-04-15,2022-04-29,0.996,0.937,-0.06017724069692054,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-04-29,2022-05-05,2022-05-19,0.972,1.031,0.05963941897364089,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-07-14,2022-07-15,2022-07-29,1.107,1.142,0.030585881404374682,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-08-26,2022-08-29,2022-09-13,1.069,1.067,-0.0028685376675552376,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-09-13,2022-09-14,2022-09-28,1.05,1.0,-0.04857095261892852,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-10-13,2022-10-14,2022-10-28,0.967,1.026,0.05995296043808507,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2022-11-25,2022-11-28,2022-12-12,1.02,1.031,0.009774034551351729,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2023-05-09,2023-05-10,2023-05-24,1.057,1.038,-0.018956935912365247,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2023-07-10,2023-07-11,2023-07-25,1.018,0.981,-0.03730894866908374,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2023-07-26,2023-07-27,2023-08-10,0.985,0.979,-0.00708478248185529,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2023-08-17,2023-08-18,2023-09-01,0.945,0.966,0.02120051085568342,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2023-09-11,2023-09-12,2023-09-26,0.927,0.895,-0.035484954394431556,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2023-10-17,2023-10-18,2023-11-01,0.902,0.898,-0.00542965767670478,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2023-11-24,2023-11-27,2023-12-11,0.883,0.882,-0.002130871144269242,True,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
2024-01-12,2024-01-15,2024-01-29,0.792,0.768,-0.03127224266654538,False,P003,raw__30m__cxt_bi_status_V230101,CONTINUATION,10
