trial_id,candidate_id,strategy_hash,behavior_hash,status
EX06-R0327,R0327,14d1245f1e7849c5dfacd7cdaab02213a576d484898106f7ce416e4b2a1e0152,9eb56de227eacc2e2b69b256ccf99ec8a811b354793752d9cdb9e3212b24b219,COMPLETED
EX06-R0330,R0330,b7ce8c8dfc1b2b156344cd136786f4284de4d2b2f14919e768a605f3d137df0f,33100f1d475990ec62ab996d77a65cf92ce6be072b5bd216c9948b8aaacb918e,COMPLETED
EX06-R0338,R0338,ebd4c09e1159980066cc823e4439985b6f6e6de95598957fc68a1614643d0687,6bf3afb5c9a168b653fc9d77302c04964332f6060c576fd1efe17b494a62eebe,COMPLETED
EX06-R0341,R0341,04eff8b45e26de18dad6be26df537a634c0701a4fcdfb38f907d5c7404317c24,23be539094038295b887b32a722f354fd4e7854190d7b19d740b69adb9cb9302,COMPLETED
EX06-R0342,R0342,4a415c478d458a99e78ee69d3771ec46463f5c0d2f3ff8221b5d9b82eda500fa,d381705bad4569910202e78178e874ffaa7db828a50bf0eccda917068ce74937,COMPLETED
EX06-R0345,R0345,c41a656e166e4dc7bca10dc88be5fa430c0ab359a7b93cff6592cec09c3ec1c0,1e2e643fe4bebda77b77f5015cc9a3a52f861e7c13a30b23feee7dd7179af32f,COMPLETED
EX06-R0347,R0347,fe638ee88a0564b78f8ede09aacc916ef799bb387b08e9b51b77a5b7d0a99ea0,7f701c725c8d22bc4ef55861e06190123bba43839fa447ddf19c8dc5bf1acf2f,COMPLETED
EX06-R0348,R0348,fa5294971b58438b25fe3b0cde012c2c0f0bf4f833642dbe8ba073d30e1dba2d,3d5f658b13720c887702c926a2a67f2aa4f5585e9bb01f5bd3c0100c01e69c14,COMPLETED
EX06-R0349,R0349,6ab0d2d09058ef1ecc05471320571399791e026be20a91fca96bf47392b1c32a,8702168550dd9ea3df45ec561418e1042d53e27cf39cdd3215a05c2be0c7aa9c,COMPLETED
EX06-R0350,R0350,4124ca4786e2d35cdd39cd23b45574947161abdb5d724d77c0054a8057d50545,e7b8fe207c14972d2df948fd7243ee1ed5813b2bf03321f929437c693ca5b105,COMPLETED
EX06-R0351,R0351,5732c74acc6b8160f4fc3e6d1d0c3bc65dc8fc8b42bba24f4b97c898156d7963,b37fb5b65d1dcbc5212245985be2d52bfb2bfe8e392b7605c8365b8fb3caf3b9,COMPLETED
EX06-R0353,R0353,ca19aa9f670d6661e05cbf80b1e77cd37d91f69b9e88fbe307f0ccdd59ead14b,9d0060e62d5bd5bffdd764641bc831da733c22e3c749482d05fbc811519cd948,COMPLETED
EX06-R0355,R0355,1df09e5a0b69ad50b70fc275cb738495e2bb92126026ed111722341799eea919,ef3b4b2c09c7e79b7ae379a538ff0746bb68c5944e78f7380a7eb9fd984c87d8,COMPLETED
EX06-R0358,R0358,3f7852ea4b4f759eb487f3e6756a27b543e428dd71c684fb585be06a1c02218e,ce3bca88e79afdd66052cfc430e97fc5051959cd94ddda92402acc3358571b2b,COMPLETED
EX06-R0359,R0359,ee90d32b21728755fb2e8e8ffe7081215f13e64148243dd944fedf6fd4879b66,87a4558373de555913ce4400051576e147bb792049e722d0b4c02f0a160ff33c,COMPLETED
EX06-R0360,R0360,271ca86efd21f8cb38a646cee6a65a469845628be9e6edc43cba88c601bc5f91,d02158456ab3b1aca4707cee6d6a3083bc80047634163c87b3164935f63a031c,COMPLETED
EX06-R0365,R0365,8d1d841e212aee9279f10cf2a1e3e787d9ebcc62f3fee6533491e37afab7ec9a,379400d665594ceb00c91a9559d8cb55c3afd147bc7f93fcd424dc5349ab39bd,COMPLETED
EX06-R0366,R0366,a3c908e8ad35ce7075a8299309faf0b1cfa2abc846ead827553565ea6d7ce663,2ab1139d456a213ca1ead6d86e15e714f824ac5600792fb9c282258796ca4899,COMPLETED
EX06-R0367,R0367,c16e66be9b177de782b26ac320a09dbbc96d109561e271b3f470b218637ea8f3,dac6474db948d3811a545b9b70a766e45564037f646fb9c6317258ededf9f333,COMPLETED
EX06-R0368,R0368,4293bf16f2c3d19de38c7745fcbaeccaa9c8db0c8db72563e7d7a06a4fc60987,ed0edecaa5f5a3f7cafe4e6dda3096c3d60377634c1b9455ed9b32ad99dc18c8,COMPLETED
EX06-R0373,R0373,c44c034ed827db552a99f58251a3c129374ca4a5e64223636d296dbb57d8db3a,30faff23b4411fa08a3ce5052fe85ed08554dfdb352e7aad7225b6bf2bcdb68d,COMPLETED
EX06-R0375,R0375,7a84828d93c462beb5960b0347d21af4faa054e6c7bde5319046b9b6e7241bd2,a5661951cc7865fe3da7ee0ed4785345d9caa765692da9595c1bb2c1de8c0888,COMPLETED
EX06-R0378,R0378,a99c3833db77d6054da390e3ee5f0b4850cb1738514e349bb71f83bdecbfda76,f5baaf09d5b8222086f3399f88fb76c8be1f04f7e0f216f76084cd93701c3daf,COMPLETED
EX06-R0380,R0380,8cd88bda21fddf1da294fd8c6e92038aee95182f849fe3035ffb62d1f3e1098d,f8de760a90c5cbc809f15094e5f81e4a255ac9d00ea43175c84c4515162a4581,COMPLETED
EX06-R0382,R0382,2d1c5997ae0a9d5bbdfdb60f3a5073fa482ae6f05abc0f8ef8f15c47297ec5ff,3e0705373bbada0daa12f4150ff1e191dc47a44104683787796e3a3916d0627f,COMPLETED
EX06-R0384,R0384,94699c0141921965dd5f782643f8c4479ebd5ddaadcb6dba5190f09e8a8990b1,f332726fefa5cfa9bd00912a3e7a070625073cd65a8cd4a9922b74e1a8f7f136,COMPLETED
EX06-R0387,R0387,a36c344a57bfd1cfb7ae8e0188585615ebf8dc38745bbe8f2ffc198119e4f9f2,2e676b523fbec0e2fea244ba4884e02174a827ba53f58545d21c4555b67c4334,COMPLETED
EX06-R0388,R0388,073709b19d076fca4d6e7a2acaea358bbd2ef8febe463ab9cd7859da50f45055,4279ac55f724db49573f4b62425fb3f6b417f6ec027a42343fcf7092df2e9c8f,COMPLETED
EX06-R0391,R0391,ad43b24fe563f44bc7279b97197f1c47ec408a92c6d684f4a439fd0e6dc745a6,778d117acef6e3efbffc5a58651dcdc60e5ebc130a730df51e57cbf8f4ef525a,COMPLETED
EX06-R0392,R0392,fe44f24eee52d356716fad5a76da4a528b5d20860890f9dde4b2d5c2777156e9,9be7aa1d26189d9a281c8b702aa975cbcd02dbf88d47534436a21301d7a98e8b,COMPLETED
EX06-R0393,R0393,3e6afd12609dfd5cd05024040b926f14743203bef8f6d42223a640eebca7d3ca,7f6acb1c0362516dcfd72e6d92065278648b379f050a2ed89a46e49aa3608429,COMPLETED
EX06-R0394,R0394,6e7fcdbc703a17420b541ff41991c981da5cff493d5e38d2f1701fcb8d9bf7d0,9d82f4daaff3291bacc01437a87a7767ba8c7ced5c446c1c624cb1c7d1ed9f9b,COMPLETED
EX06-R0398,R0398,06de3dfa20630faf4f0a25616e5788e228dadb50d3a17b2cc6a0b4e7a1737018,6880f0de44f71af2c1670de29629efc6b014a61273c584a09cff04517f451038,COMPLETED
EX06-R0399,R0399,b612810f8be9b893ab5eed9c767b191315bda796d1aa996df9030d3fb6a7fd0c,c9008548db0ebe1b4801950bfc85f59cd5c01df8b8e2ddda7453ef69587c488a,COMPLETED
EX06-R0400,R0400,c607e997ec44b7736b1a2412715ad0ce55627eaac00fcbc4ac6b307fdd3d09f0,03aabd51dae2565e5248a32053d9313a77fb6e5d10540eb5580c03c9111be954,COMPLETED
EX06-R0401,R0401,2bf316a5072265e0aeb749354564dddcd5a4bda5bd4334e538fe6e6112a5262d,26254a0fe024bdbf824867d498bdedba3e9ba14c09317a555b58638acfb91ace,COMPLETED
EX06-R0403,R0403,a6723793df042c882774f26cc4d1f95b655b9a850b36a45f06d0e2f5a86200fe,b57a10f624cb57f6bc4af1e6d22b0a06aaa2d9e43fcd4bce989add2905310121,COMPLETED
EX06-R0404,R0404,6c2d5d78eb913ec130659a2dc7a3fa34470636ee431c5aa2e5feb3c35a7f9821,8ed4162ffc624878fec9c341e88e8ba5cfdd5ff2a6b9e4aac3658ba41cecd4e1,COMPLETED
EX06-R0406,R0406,eb565c9605ee9dbc90b9ddbd4fe0d3944cda131714c5537ff182b976078ecf47,db1d78e90395f37e9eeef40f3095f7c318628e91a0b3c80fd766a2bc9c8abfdf,COMPLETED
EX06-R0408,R0408,bcb3f1e09205fb9366fc90faa98fa84ce48c32183f13f7f6766c5bac1b8af23f,f93718425c7d6faf4e1b3261e032e435164de696e13242a21ad197f815abcd21,COMPLETED
EX06-R0409,R0409,2264497372d1d319347e365dc171dc05372b4ca5aaeb0592cfd6fb2133bd424f,5e9e11fe1e88a9e054d811cf33b6f8c36fe660a063230991e5eec1be80cfe8ba,COMPLETED
EX06-R0411,R0411,2a5ab8ee64e4fcabbca1d6e6d10129f5148d9268c3f35066a4a8305ceed514d3,c5e04a1c65816cb62ea0b745c4c50bd2450e918bede7c160f9bc8aef7807088b,COMPLETED
EX06-R0413,R0413,4697305c2cd3cc09c738c7b374883e2b11a840e9086668ab8e1e52cdc90438ed,48b205b90a65701b331873134d4120ce0453c66c1ddb791ef75910c21c3a6e7e,COMPLETED
EX06-R0414,R0414,e0941640342336fef84fc6748e1069d2a6c671defcd1990e0423deb38e575ec0,a02828a1f400f39a5545b3c9ae58ffdda98adb99e3b5360683c7ef866de11b3f,COMPLETED
EX06-R0415,R0415,ce3d022b866f2876c27792550c9218086e3974e5c39e2049b8ed78aeca06b41a,eb0eec575b471e00acdb2fec26a0e2cea9ab0be2a9496e16fbf2ba856d637733,COMPLETED
EX06-R0416,R0416,8efdb9cd7fb6ddba07accfc76d485fef29003de8df0f6287535b4d20d4860157,a90d5b9defbde1e410206d6891d4d25b1f6c16917f10b501224bfa0a9e7f1204,COMPLETED
EX06-R0417,R0417,a288a7b7084463844698e07858fb6e1fa3a0863cb3bfe2185a3a85aa173f15a9,394a732805ce39d07d9901ed2195831b83aeda6e7c2be5dd9a2c8b974b36b89d,COMPLETED
EX06-R0421,R0421,fdc5b5b753bdb84c8c47785439b401470f719dd0beccf071ef067dc665b85e9e,a8b91cb25fe533f5831c48d871335f093a43515dc336c04582f9dd609692d8bc,COMPLETED
EX06-R0422,R0422,40dc3f0d992cf2eb4c8853fc5e0dcc8aebd77407f3efe7ce3f38ec91cabb114b,8ee1c0ae4c620395116b01f37ca66d77a888ff400a4a9319ea85a92d076c736a,COMPLETED
EX06-R0425,R0425,a0836bbca9fd31fbb696f1ca8f8b5a7f7c6d4f396a1e50d90ee7fefd3cd12006,7d9f22e3508682001e88efef25587b2e292f4c641a8c86c4fce2121fc77dbb88,COMPLETED
EX06-R0426,R0426,a0fb2097acf2a7baa3c2fc628aa22d1733fb19f2d74d59b171fa03018132cdad,46ccd802f7eb7ae991c3d518f5184952171c9527aaebe43b4cdbad9977ba39a7,COMPLETED
EX06-R0427,R0427,3fb34fc836e201f342fdd8d5cecc8c2e9c16a13ae1badb614f99b87666fcf085,0daf57fe7e4cf4195bc0e3a6dc2f312d6c79365aea1d321a7e16418bca9a5010,COMPLETED
EX06-R0428,R0428,883800c974dd4513ff1dfb7f22daf606e96e8e0deba0d8b31a92f3fb0047b68b,ad2ddfb5df86af4aa121fe014d8b8b41a4176d2b23007df7b67d313adbb2e0ac,COMPLETED
EX06-R0429,R0429,a01b6733a04d7fdb6b53cf4c102c1c4e3a9a9d7717258f4203cfe652c54f71c3,0fe37fd5a56581490f9fa8ea5741a19bf5fe981eaca5a9bb4ca8fb45e70eec94,COMPLETED
EX06-R0431,R0431,cc2750bab11d7bb214dcfc1a15c92dc49178341e1f4adee2af2cdf20579a619e,df7dd4ec82caad02039ff318bdf77d9ce1f4a2a301fa8d81844141473cbdb77f,COMPLETED
EX06-R0433,R0433,1a675b4f2722f0c4d6fa716015230177c77205195f64425bd69d1204b8194954,d712a9edc4dc7e4f653c4a250c9e391be671a84f72e5e798c0fe77c7105d8c38,COMPLETED
EX06-R0435,R0435,d10cb7bc66f482f25897d2726cfd9c9923615ba29be0e0743d300e143dd874e2,4386c44f194a2b7808996782587846b596a8b02b1260d14595092cc3d8c31f48,COMPLETED
EX06-R0437,R0437,ff9e4ba7fa6898a96c8fd92d027b70d5a2de7dd8202f2c24b53c0b6ff6ce7e30,27cfc2d832ae0a8b8fd4ccaf44e2e71316697fb0eed639026cc2964fea85fd64,COMPLETED
EX06-R0439,R0439,52843c36ff8487c6fcba8bb28d11a85f478a9bf0dcf70d849b4ff05638171c0f,7354ee8e353c74aea3b49d196c42f2ea46d72bee8aa490b3275078141c0e2467,COMPLETED
EX06-R0441,R0441,179f12a2304c94aaddc8009bca817a9f35211cd46689a5c0845fada5f9eeef31,af9fbad32f6ba2d7279513851157aa0851981b06ab4e7d09c61e3592db0e8352,COMPLETED
EX06-R0442,R0442,371c70ef75deea0efcafacf12f67c3708e153421882bf085e96519cd6aa93909,a454268b1a81a5d6d4f88ae05326f9bd1aea2d74ee198f0adb5b2cdadb07337f,COMPLETED
EX06-R0443,R0443,b80dc9dfc4c18cd269a24ce6f3be66f0267af81ab72ba7baaf9738e92dbe6716,b2aef7cf819c72cd81315657d318cff8fe4154ed98f9036b334de638edf8b422,COMPLETED
EX06-R0444,R0444,11b95152960e7e2905e1821c7d65783e172f9565f3c1f2ca5d8603e2bcd25c84,ea2815b938eda5d85d29aeda3629fc8321e6cf8a0e4df08de7c3b817de873b91,COMPLETED
EX06-R0445,R0445,107a4667b2e889440165c08a859b419a0681f6441da12545461324a9529c2f85,85317a3d8ef7c5012d98dbdc22d7c9e7639434c85d0dc6ba0d63000201c0ace3,COMPLETED
EX06-R0446,R0446,7c5cffed8d2cbf9c4a6590672b637b8f180e1409aa74d10a04c387169febc7ad,8fcf53fcdedacceaae790f8989b51a07e654b8d6ef32c1a00764593c37c9d823,COMPLETED
EX06-R0449,R0449,5256a3812e603c7c4f23217078e10cfdb266bc17166ef7be828735dfc294f293,22ae2795b71b6c84742ca67c95e3a62abfafe85dfeccd110877fb1763117f230,COMPLETED
EX06-R0450,R0450,de628544279f5218cbd2e26730c34008fb89822983b052e3e8aa0de76abb7ab5,bb1050a413759abb42cadd10f03438f33455cc93f76f7b024478ecb68f667afa,COMPLETED
EX06-R0454,R0454,1b3cb936b105157bbe37f398fea64b1e5cbe20a95e8dac0c171ecb75ce0a02da,e73dc7b11a511a249f7d4a439e2655ace348d9a98e1f7eeded4d07a240a14188,COMPLETED
EX06-R0456,R0456,a08b773cd117aa27193c409f919cb09a6750b84c861dd8546c8cebfac196e687,d236340c65a69970cf8a4e73696092c13757175079bb2055adaeb7c429fe4178,COMPLETED
EX06-R0457,R0457,ef33d9910623c76aefeeb513e5f0f478f175034e4f3f35d3aef8f9f5c7749fae,94f4100b0e6e91f737a26bc2b4665fa34082786250179e3a6e8a1328427e4205,COMPLETED
EX06-R0458,R0458,9ed008f1ac5060f2a603d45f3db2b9cc5e909f3b5d1d2f568f1f654229951719,5d310b495e742321c2434b903abd1609926331f1e13520af31a1aa0e138cb59f,COMPLETED
EX06-R0459,R0459,05fcaf2c777525c36203c659ea506a16ee978b852abe367b658675d0a768e0a0,1eb1f60321a4f599edf3ac2d77f595295d3a6d087b5d2af8f848462c6b55875a,COMPLETED
EX06-R0461,R0461,f1d8a19cb2bc5af504592562cc366ddcfb4d834450a8f850b46396f4ee92819b,8fd4b734eb11166520c9225c8312709f3b715f252ab1c73ae2d5630d844f70cf,COMPLETED
EX06-R0462,R0462,2215d0c9535f15157bcb45a80caa175daf66ff3e2e3182a8061ad0c5dbf059be,e466fd0786e612473ff7cf0970250547fbd02b41c011ddef853784c6207ee899,COMPLETED
EX06-R0464,R0464,6225768d494bbf4888e8b79ca547c9e67a079221ec7742ca999b4f53a6e09cd5,514ab3d9a1681f7f59fb21f315181d60329b3bbab12b295aa57b7592e3dc7a01,COMPLETED
EX06-R0466,R0466,0cfdd2cdc413e9040e463e4726582856c41325506ba0d10ee7d5ba1c84040dea,c8119034c1691dd33517437a1be4537faecac0dbdde1e102fee73dafb592309e,COMPLETED
EX06-R0468,R0468,4281b6859ab554b5be1816b8c6897f58c82257f37c762ee6ec9ef98c12b76ac5,bf26749529e18810efa06f180e382970aed272353aa260ac49b364fdcb241dbe,COMPLETED
EX06-R0469,R0469,68892f8a2d614f9e89e67e85c942601a47329326a4d973247605660351ab4519,e25a6c8ebd14a74b4edccfa71c33dc79804e704079ceecdb6667588ade930fae,COMPLETED
EX06-R0473,R0473,ec624a1a9e65b9d75924c44eb4ac7e94c6a8fc1a5355c1fb46adf7064c81cc62,77f6cfc86312f052ec9cdf9dc1a84883998b08ffbb4a82f402eb73fc2934ca5f,COMPLETED
EX06-R0474,R0474,c31f229ac975bf509f056f0b3877e44598d7e5c35c6397f859ae195b1851a6c5,c5f12c6fe6b246309c08f5e9d1079324c1ee9006bdfe0d4afb39967f178aad9a,COMPLETED
EX06-R0475,R0475,635cd3bc7c6bc10eaf31227c2ab8deb09476b71d795565ed4cadb3a0fe29b86a,407a09c53ed002e12c4d11c7e706a526db4d5ddc27a413655bba750e7c0f9ebe,COMPLETED
EX06-R0478,R0478,93bfdffd6ecc3d0f9db0dc1441df057ba2d00668e564993f50c41e5504fb5677,e6e0e761c29b4b92c5460bb8d4ea6b80297bd348e7a9d7fb33bac4cf0b7919b2,COMPLETED
EX06-R0479,R0479,a2c1b70d247b8aaf5909256581c6585a326c92b2aa8e78583b0be5c99657ccc7,06424077c3ddf493210424303d1c86dd00ae074586ec8be8f814834891896372,COMPLETED
EX06-R0481,R0481,8b1ccb37c62c542fe56a0401328630df045a2646bdb2b61e6b436b0008c91898,b02198e78ec54c04bfa2f38b1abb83d7a8546e80d0be6736c5853b3e729392b6,COMPLETED
EX06-R0482,R0482,f9e8e358962d176910548ac1fec87835739644530ed5002b921f062b040dd117,9935c86c7b61324b3c8f3dc0185d649e24e22ef9c53637929c9f28c0683b0118,COMPLETED
EX06-R0483,R0483,2f7e50635bbb6b306af3fe3a55723ca34f2d95b09ab8855ed6def2d2002485a3,5f223bb9cda7ce35f6130ab4522aa3d67b7f938276a38382be4b4e43630e0e00,COMPLETED
EX06-R0484,R0484,d95bdc268cfc3b445aeb6306106fc36f6fc390f73f6f04c1156070bd791fad76,1611e4859e413489ce36abfe532837a1ee294d5cf5b472d7981f740ffd30f815,COMPLETED
EX06-R0490,R0490,b062d1eb5779c6187ce26fbf2764e069dd2934a3632a3f8280ab17fa3d1f761c,5d25eb4c469e867d06871b0e3d1f1f9b77e674af35c00551b4b368591faaa27d,COMPLETED
EX06-R0495,R0495,93d5cd4341a5fe6f856249608ee553432c1658ff23b0f6162d5916b9258f6dd2,64ff1ca06219d184aa19a4f0faec4bd4ef6ccd3c398034d2b089d203897bebdc,COMPLETED
EX06-R0496,R0496,568363256e76701211e5052004d3a635ef7bd2531422177ce4c2bb7929156bbd,428cd05cdca59b23fed173ebce248b53a3801fca38fe9cce8fd85be87f51f2c3,COMPLETED
EX06-R0498,R0498,00b1adca523f820d4c8cf7985936bc807c41ab30fd0b3e3a9717b2e934003f60,e9f55cdfbbc87d4e854ac8ebb72ecd54ab4b7a3b95af39444263d4c5667b8368,COMPLETED
EX06-R0499,R0499,2a700715d5ee15dda806a1836dc0c47aa33d233646163b1a7b1993d1a37082c2,972448e6189964a4e563cbecc80c9fca5e0e54e90c3fae4d0415920ac669b515,COMPLETED
EX06-R0500,R0500,92a888e2c791d0736a2268abcc3d2db3a043ab6edc9b1fa16f1ad978bd68a4d3,acf641c8a65d96a5e4dd52983e7aff6f58e201af4689010f61070ebe0d8e93b5,COMPLETED
EX06-R0501,R0501,6b03ebb651c40ab69f99310cb85887034846bc03e97133be37064d2f611f0650,8ac1ee8b3a44dfcbea0f75b8f6e3c5c4da097a0ee00359e62dea54816719aadf,COMPLETED
EX06-R0502,R0502,d5ad3ce007a4dcdbc26f2180272eaeeb92cb95407431ab56b6732d87b5ac6773,91d22603af7ce6cc7b606777586ec04046f6243c9a81ff94af64b0488c6c94c1,COMPLETED
EX06-R0503,R0503,2d4218b799d8a64067d97f9bb4f67c82929aed0dbf5a7b06c4a957082cdbe304,ad6441f2a56fc721d648923b0ad3464fcdbae5462c9c81a0a5e6c18f36068c3f,COMPLETED
EX06-R0504,R0504,ce5b5a74074d02acb3c0c7427c0e8b73f796fc16d0c07bc4a24dc53ae6a6afa8,4635205fed1594a765b5beefa1884dedf7129ac292e2fb5448ddd16a22760ce0,COMPLETED
EX06-R0506,R0506,91894beb8f8516d2f1085842487053f2ca41eecbce2c1a2e7a7ba89da5b4febc,d276c2ca263b9ed6c98584be27c6451fc42319b64cdbb2e3eedf0f7490f32448,COMPLETED
EX06-R0507,R0507,026a461244a8aa90327d269dfd3bc0c1f2db3f115cd4337c16eb2c8a89052711,8ab0d23f059cba9329df921d41fcc95974716d3ea6419857aab4f118dbe64ebe,COMPLETED
EX06-R0508,R0508,4d6eb1c0536fbbfdf9767428a2f46ecec4a3be2dac6123ab8e3ad90a5bf61d28,ae49cef3ffb3bd6606ae88c8da57eec1f15ec19b4e52d40ef6ba836b30ba4296,COMPLETED
EX06-R0509,R0509,cad30c1f164f301a97320d4c646bad613dd8f91ba315e3fefc786c620950d985,05e4eee46e3a8023cd516a7c1e3a1128584074386c836e4b9f369f86cdeb1e6b,COMPLETED
EX06-R0511,R0511,ee69ef69f6812616e02a797a114f3773a7792554aeaecafad9e01e82e8ba8ba5,bfeccdfc7ad5f3862fb0ebf5664788a1fa555f0fe2423bdf54f9c5a3c7e4a4f0,COMPLETED
EX06-R0512,R0512,7aa387972cc864b08a715e61f47a662e36f0e3f4aa9a635d7f626a3f10887f21,f791279bc540e181a765b348232d80c528d76c885c1982ae5d5c1e6bea1f6233,COMPLETED
EX06-R0513,R0513,1f704277815000f3ec0215d53fc13e4181456410c83503ade68e12cc54c00b43,cdf8f5a76220812a371e4b98da815f660b41390d79b7318639f02253c7656681,COMPLETED
EX06-R0514,R0514,3ba2efa6cdf49d804d75dbd05837f87d4a31e876c01afc98ca291f4e93af5dbd,cc3257eb4d4530be72c0e79974e53082f87b9f64faa24cfe197b5061581fae17,COMPLETED
EX06-R0515,R0515,02a16ced6c9240b702260318888131ca661d0cb453caa2a709f4bbe03859f8a7,1c3cc4f837e2d82483a4d58151c5e50b5993500e4ae6b9841d7f0a19edde2ad0,COMPLETED
EX06-R0516,R0516,2843ff691ba255966b43181e19f1293bb6a2be39c003c17faaea387f772c57c2,b907a84d0d523bc48e4ad308151aa074fb04ffb66866733595ff4596b8d4de07,COMPLETED
EX06-R0517,R0517,f806d87b1eff63721960ca1719571a913e143142c5751c46185cc8e266176cd5,fe1f58b1e95bde49556faf316377271c317d5105e8af7290d83230668ecfddde,COMPLETED
EX06-R0518,R0518,0d65bca174e48369260909349b2a9d81f936dda46f96471c4e239aed067582c7,8ca7a7917c4e36fde7dbb1a74a5b8bf65c8f0799bfc399408cf2d01d1dbc06df,COMPLETED
EX06-R0519,R0519,2aa54b700df7fd5adb302f9b72363db8d984a8cedc99312ca90ea29b2d1450fa,39ecd85fd232885e176b4e6ea3fc4b0042d5d26cc95ed8ba11a0b0d52f9b5736,COMPLETED
EX06-R0520,R0520,a9d09678cc36d89e5f32b065f635caa44b40b7c6a34b2366b9529d47f359379b,a56018a207765bbc16d8f72d749852e96e942ac0677749065a1d651d9edbfb70,COMPLETED
EX06-R0521,R0521,c202602b196c79558068004b3e6e13ee5af976c19674586aa4e8a9ab94eb645d,0119ccd9173675161bcf23a296ab38bff076ff04657e937c3ff6d459669fb247,COMPLETED
EX06-R0522,R0522,de43f9b9a6e00412fb90c9f0c3f4f12cacfd837d6b763ef00f99fdddea252970,cbf453ccead70cce14bb33df13bb0a2ec6e2abe92bb66ad4222c3cd12b13b065,COMPLETED
EX06-R0523,R0523,f298bdebda5c373147f89ec99d0ca986cd7ace6b5c7ebb721232a9cddeb5e437,5cf9ed78f2216bbd582ab3af00e72f72721a0ed33b613c61adfa26894da71993,COMPLETED
EX06-R0524,R0524,16d9186ec416fd3d46ccc4de4f60e07b2c6f917c01fbb5a7372a49b1a2dacf61,c1b0b7d3e4da40517811d1645adb28fcb511ee156713221a9dbceec7fe3d5a01,COMPLETED
EX06-R0525,R0525,366e361c0d21d3a125451a4fe27ffc35cafdc9720e00a3cb06a4257cd37e0dde,bcae45fb535bcf7f49472ec3a1f4e2173baeb84a7fa55a7b874e670ef97513ac,COMPLETED
EX06-R0526,R0526,c9351239dda12c2d72a061735ea3f8a0fba84e68bae4bc3cdfdfe90dfc696a95,0d528489aa8be0d120677e8d5433d196ef8230ccddba3344200109d8e4744446,COMPLETED
EX06-R0527,R0527,fc3b66bda835153dcf396e44b4f17b72c0ca8f4a4045b46588b15436cd332ba0,08955d254c7c71dbde2a27e1661a3d085f519778194ce8cf24e8a8a48ffce3c9,COMPLETED
EX06-R0528,R0528,a92049ebc7f600670a3071e56f80058e7601a8884f7ea70cc60f686f3ff3040c,6e94a6d8518fb114acf0a12f26c9dd97844749b57547ccdaf053fd8a5c0cd014,COMPLETED
EX06-R0529,R0529,3dbb04fff2e3d6a18c6ae668c47a909847761372757f88ed3fa09e2aa1b79216,79034da8666682f2b8cce86718e016323fdd08009d1ecd318056d21364aa8a40,COMPLETED
EX06-R0530,R0530,81456e9ccf7ce86fa1853e5f508b55d2a836ec4f302a52e902bc0ddcd2c38a4b,b6815d61c096c5674d232e051618c10200aa522ea3d3a8294617a6ab35d1cf4e,COMPLETED
EX06-R0531,R0531,637870e10db0df81971931a516ec322edfdada626080abfbc6e12f0b53ca72fd,ef4aa0647fbff7f4fbfc74889245632beb67f3fa8579e72efaae814cf1b1834b,COMPLETED
EX06-R0532,R0532,fa639e00b00b83c57ed0eeef0e8b772e7116eab7661f4a47f71926d766dfdb4f,1b0bbc09f9caf614c59c832b4c506457ad58bb0d9d291783be93532a30bd0da3,COMPLETED
EX06-R0533,R0533,aefad26768e77ec406cea7e13aabb3afed0ab0195b6bcd83942e6e795e4fe40f,22591c670cc4d2b67e49ca36f99e210c81161037593ce86c465237c22317cbad,COMPLETED
EX06-R0534,R0534,898fc144381c13e1922382b80350b240e4ffc82e814cdd53970b5228586cc591,ba4f4e8e7e1eb580bf2c19f8a4a86cda6a306cf1c7e6f2f0991c7334dc442d43,COMPLETED
EX06-R0535,R0535,29cb5ee0e3d21cb2915550b0efbe3bc000b8eb71244e8e57da8141a9f91f5ad1,c464870b224c960c01f70a5d3319b610d991a4cc45ca615448450bcbc22c769f,COMPLETED
EX06-R0536,R0536,4a06cc8f692e6dcaf48e52578f30576449c169e791d60ded6d8975ee9686936a,96f80c798f72d4b783e7894c849c11715bda6ac92d0cdaff098875345c7fcb9f,COMPLETED
EX06-R0537,R0537,747ad1c2d484e9a2261be614d8b7f1fe8ffa88d390ab6e70805492acc5f0c954,003a04816dd867a660e100183297dd1d13e991c4461aa657156589943fe25181,COMPLETED
EX06-R0538,R0538,f4d36f2091f0f9c55ad929c20873738f86bb4e2e9b9f60c2021ee8e7f4a9c35d,2f8c23dcf3570f1ef38ec6c0f0a4c8f6d35f31ad880e1a880be00c2711cbe245,COMPLETED
EX06-R0539,R0539,7076f6523675511816f8ffabe76c095a5bf34ec80a2f243d2d58bf8e0899a85c,b0ab00983a2fee0a8cf532e9e5b4616abb01e12f1910ae1ffad8bf6188224075,COMPLETED
EX06-R0540,R0540,dbd75ee68b2bed12f45faad754712b220bb5bae52e828e67653d2ca47726f3f0,e0f6fec7cb7d0766866d5e4ca89d10d6721ea96c44c21cc193b0c82ee5c0a513,COMPLETED
EX06-R0541,R0541,42f568b2b7d70c1c0de3b6e60e5d5afa492dddc9d4fa945252fcaa7c955d4d01,0a4c8c26a89886538aeab9eac0956b198cb636420952e491cfb9a230834b5506,COMPLETED
