date,R1102,S001-v1,R0539,R1319
2021-06-04,0.013888869333868126,0.013888869333868126,0.013888869333868126,0.013888869333868126
2021-06-07,0.002054791667107647,0.002054791667107647,0.002054791667107647,0.002054791667107647
2021-06-08,-0.00956936472893033,-0.00956936472893033,-0.00956936472893033,-0.00956936472893033
2021-06-09,0.006211171433438523,0.006211171433438523,0.006211171433438523,0.006211171433438523
2021-06-10,0.015089142254633758,0.015089142254633758,0.015089142254633758,0.015089142254633758
2021-06-11,-0.006756747500617943,-0.006756747500617943,-0.006756747500617943,-0.006756747500617943
2021-06-15,0.006802711705934383,0.006802711705934383,0.006802711705934383,0.006802711705934383
2021-06-16,-0.0277026647525338,-0.0277026647525338,-0.0277026647525338,-0.0277026647525338
2021-06-17,0.0008891578855187987,0.0008891578855187987,0.0008891578855187987,0.0008891578855187987
2021-06-18,0.01543888147561967,0.01543888147561967,0.01543888147561967,0.01543888147561967
2021-06-21,0.022236411642382103,0.022236411642382103,0.022236411642382103,0.022236411642382103
2021-06-22,-0.004478499002541603,-0.004478499002541603,-0.004478499002541603,-0.004478499002541603
2021-06-23,0.005783973666420694,0.005783973666420694,0.005783973666420694,0.005783973666420694
2021-06-24,-0.015974199170491143,-0.015974199170491143,-0.015974199170491143,-0.015974199170491143
2021-06-25,0.021428241909179135,0.021428241909179135,0.021428241909179135,0.021428241909179135
2021-06-28,0.015257240102172442,0.015257240102172442,0.015257240102172442,0.015257240102172442
2021-06-29,0.0006261647910303925,0.0006261647910303925,0.0006261647910303925,0.0006261647910303925
2021-06-30,0.01752164271309886,0.01752164271309886,0.01752164271309886,0.01752164271309886
2021-07-01,-0.007994963508411446,-0.007994963508411446,-0.007994963508411446,-0.007994963508411446
2021-07-02,-0.0260380554069074,-0.0260380554069074,-0.0260380554069074,-0.0260380554069074
2021-07-05,0.026734160971541687,0.026734160971541687,0.026734160971541687,0.026734160971541687
2021-07-06,-0.026658009107071834,-0.026658009107071834,-0.026658009107071834,-0.026658009107071834
2021-07-07,-0.008775982273075189,-0.008775982273075189,-0.008775982273075189,-0.008775982273075189
2021-07-08,0.028199497032340926,0.028199497032340926,0.028199497032340926,0.028199497032340926
2021-07-09,-0.012742494168752727,-0.012742494168752727,-0.012742494168752727,-0.012742494168752727
2021-07-12,0.007990023503799959,0.007990023503799959,0.007990023503799959,0.007990023503799959
2021-07-13,-0.007926689071808934,-0.007926689071808934,-0.007926689071808934,-0.007926689071808934
2021-07-14,-0.017209281392799758,-0.017209281392799758,-0.017209281392799758,-0.017209281392799758
2021-07-15,-0.006750659280668536,-0.006750659280668536,-0.006750659280668536,-0.006750659280668536
2021-07-16,0.0,0.0,0.0,0.0
2021-07-19,0.0,0.0,0.0,0.0
2021-07-20,0.0,0.0,0.0,0.0
2021-07-21,0.0,0.0,0.0,0.0
2021-07-22,0.0,0.0,0.0,0.0
2021-07-23,0.0,0.0,0.0,0.0
2021-07-26,0.0,0.0,0.0,0.0
2021-07-27,0.0,0.0,0.0,0.0
2021-07-28,0.0,0.0,0.0,0.0
2021-07-29,0.0,0.0,0.0,0.0
2021-07-30,0.003188242582570444,0.003188242582570444,0.003188242582570444,0.003188242582570444
2021-08-02,0.0024508270653140762,0.0024508270653140762,0.0024508270653140762,0.0024508270653140762
2021-08-03,-0.01894747277708264,-0.01894747277708264,-0.01894747277708264,-0.01894747277708264
2021-08-04,0.026166559747435203,0.026166559747435203,0.026166559747435203,0.026166559747435203
2021-08-05,-0.0030356345244442196,-0.0030356345244442196,-0.0030356345244442196,-0.0030356345244442196
2021-08-06,-0.00730770638446121,-0.00730770638446121,-0.00730770638446121,-0.00730770638446121
2021-08-09,-0.011042253120318035,-0.011042253120318035,-0.011042253120318035,-0.011042253120318035
2021-08-10,-0.0054599519472617875,-0.0054599519472617875,-0.0054599519472617875,-0.0054599519472617875
2021-08-11,0.0,0.0,0.0,0.0
2021-08-12,0.0,0.0,0.0,0.0
2021-08-13,0.0,0.0,0.0,0.0
2021-08-16,0.0,0.0,0.0,0.0
2021-08-17,0.0,0.0,0.0,0.0
2021-08-18,0.0,0.0,0.0,0.0
2021-08-19,0.0,0.0,0.0,0.0
2021-08-20,0.0,0.0,0.0,0.0
2021-08-23,0.0,0.0,0.0,0.0
2021-08-24,0.0,0.0,0.0,0.0
2021-08-25,-0.02088294270051161,-0.02088294270051161,-0.02088294270051161,-0.02088294270051161
2021-08-26,-0.027126465521488008,-0.027126465521488008,-0.027126465521488008,-0.027126465521488008
2021-08-27,-0.012320319391472045,-0.012320319391472045,-0.012320319391472045,-0.012320319391472045
2021-08-30,0.0008124515172855951,0.0008124515172855951,0.0008124515172855951,0.0008124515172855951
2021-08-31,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0
2021-09-02,0.0,0.0,0.0,0.0
2021-09-03,0.0,0.0,0.0,0.0
2021-09-06,0.0,0.0,0.0,0.0
2021-09-07,0.0,0.0,0.0,0.0
2021-09-08,0.0,0.0,0.0,0.0
2021-09-09,0.0,0.0,0.0,0.0
2021-09-10,0.0,0.0,0.0,0.0
2021-09-13,0.0,0.0,0.0,0.0
2021-09-14,0.0,0.0,0.0,0.0
2021-09-15,0.0,0.0,0.0,0.0
2021-09-16,0.0,0.0,0.0,0.0
2021-09-17,0.0,0.0,0.0,0.0
2021-09-22,0.0,0.0,0.0,0.0
2021-09-23,0.0,0.0,0.0,0.0
2021-09-24,0.0,0.0,0.0,0.0
2021-09-27,0.0,0.0,0.0,0.0
2021-09-28,0.0,0.0,0.0,0.0
2021-09-29,0.0,0.0,0.0,0.0
2021-09-30,0.0,0.0,0.0,0.0
2021-10-08,0.0,0.0,0.0,0.0
2021-10-11,0.0,0.0,0.0,0.0
2021-10-12,0.0,0.0,0.0,0.0
2021-10-13,0.0,0.0,0.0,0.0
2021-10-14,0.0,0.0,0.0,0.0
2021-10-15,0.0,0.0,0.0,0.0
2021-10-18,-0.008363464835264733,-0.008363464835264733,-0.008363464835264733,-0.008363464835264733
2021-10-19,0.010092831219667975,0.010092831219667975,0.010092831219667975,0.010092831219667975
2021-10-20,0.004995991906744379,0.004995991906744379,0.004995991906744379,0.004995991906744379
2021-10-21,-0.0092321469524973,-0.0092321469524973,-0.0092321469524973,-0.0092321469524973
2021-10-22,0.007167825924182969,0.007167825924182969,0.007167825924182969,0.007167825924182969
2021-10-25,0.006405132457289353,0.006405132457289353,0.006405132457289353,0.006405132457289353
2021-10-26,-0.0007071519820307515,-0.0007071519820307515,-0.0007071519820307515,-0.0007071519820307515
2021-10-27,-0.013445395596733412,-0.013445395596733412,-0.013445395596733412,-0.013445395596733412
2021-10-28,-0.002650770096143118,-0.002650770096143118,-0.002650770096143118,-0.002650770096143118
2021-10-29,0.0,0.0,0.0,0.0
2021-11-01,0.007182468192086011,0.007182468192086011,0.007182468192086011,0.007182468192086011
2021-11-02,0.0013867953188808624,0.0013867953188808624,0.0013867953188808624,0.0013867953188808624
2021-11-03,-0.007616811295594883,-0.007616811295594883,-0.007616811295594883,-0.007616811295594883
2021-11-04,0.009070776469283226,0.009070776469283226,0.009070776469283226,0.009070776469283226
2021-11-05,-0.0076062775536334115,-0.0076062775536334115,-0.0076062775536334115,-0.0076062775536334115
2021-11-08,0.0006967796772217039,0.0006967796772217039,0.0006967796772217039,0.0006967796772217039
2021-11-09,0.01462218478046462,0.01462218478046462,0.01462218478046462,0.01462218478046462
2021-11-10,-0.0006862598943726539,-0.0006862598943726539,-0.0006862598943726539,-0.0006862598943726539
2021-11-11,0.011674429897361227,0.011674429897361227,0.011674429897361227,0.011674429897361227
2021-11-12,0.0033940324581627213,0.0033940324581627213,0.0033940324581627213,0.0033940324581627213
2021-11-15,-0.006765103933990879,-0.006765103933990879,-0.006765103933990879,-0.006765103933990879
2021-11-16,-0.008173418748116168,-0.008173418748116168,-0.008173418748116168,-0.008173418748116168
2021-11-17,0.011674429897361227,0.011674429897361227,0.011674429897361227,0.011674429897361227
2021-11-18,-0.008145677899590753,-0.008145677899590753,-0.008145677899590753,-0.008145677899590753
2021-11-19,-0.003920135747190745,0.013003243574829293,0.013003243574829293,-0.003920135747190745
2021-11-22,0.025159571975563955,0.025672659307469647,0.025672659307469647,0.025159571975563955
2021-11-23,-0.0013173431650329581,-0.0013173721487734769,-0.0013173721487734769,-0.0013173431650329581
2021-11-24,-0.004616782965098709,-0.004616884675993194,-0.004616884675993194,-0.004616782965098709
2021-11-25,-0.001987798505032723,-0.0019878425007197054,-0.0019878425007197054,-0.001987798505032723
2021-11-26,-0.00663919239349009,-0.0066393396305601815,-0.0066393396305601815,-0.00663919239349009
2021-11-29,0.010693705397114783,0.010693944136005662,0.010693944136005662,0.010693705397114783
2021-11-30,-0.0013225700006849195,-0.001322599214882536,-0.001322599214882536,-0.0013225700006849195
2021-12-01,-0.010594572068667873,-0.010594806401688195,-0.010594806401688195,-0.010594572068667873
2021-12-02,-0.01873903315745251,-0.018739452069706064,-0.018739452069706064,-0.01873903315745251
2021-12-03,0.0015451430445379,0.001545178245962342,0.001545178245962342,0.0015451430445379
2021-12-06,-0.02545189659103686,-0.0254531644137187,-0.0254531644137187,-0.02545189659103686
2021-12-07,-0.005535966497668521,-0.005536249460312392,-0.005536249460312392,-0.005535966497668521
2021-12-08,0.009741872048203426,0.009742372761489815,0.009742372761489815,0.009741872048203426
2021-12-09,0.011715287229336457,-0.0011888175967958992,0.011715883562625873,0.011715287229336457
2021-12-10,0.011579628554807986,0.0,0.011580211157079079,0.011579628554807986
2021-12-13,-0.000673357392382723,-0.0004997413230182213,-0.0006733908829766877,-0.000673357392382723
2021-12-14,-0.002695244432293298,-0.0026953702925961442,-0.0026953785752659165,-0.002695244432293298
2021-12-15,-0.011485745729474472,-0.011486283530935282,-0.011486318922812822,-0.0025258506123317925
2021-12-16,-0.0004999673806251881,-0.0004999910628090687,-0.0004999926212977401,0.0
2021-12-17,-0.01620050580759902,0.0,-0.016201807226815967,0.0
2021-12-20,-0.022898212397527984,-0.021351179103644258,-0.022900082150362322,-0.02134903068908489
2021-12-21,0.004260877830569498,0.004261271082328433,0.004261233906588613,0.004260832947724058
2021-12-22,-0.0021213998895256436,-0.002121594850379771,-0.0021215764199181697,-0.00212137763812692
2021-12-23,0.0028345463924379644,0.0028348074467205997,0.0028347827681676208,0.0028345165976275677
2021-12-24,-0.0004999432807396564,-0.010600477612328074,-0.0004999848536721974,-0.0004999380405317222
2021-12-27,0.0,-0.004999890782725891,0.0,0.0
2021-12-28,0.0,0.003087512978612539,0.0,0.0
2021-12-29,0.0,0.0,0.0,0.0
2021-12-30,0.0,0.0,0.0,0.0
2021-12-31,0.0,0.0,0.0,0.0
2022-01-04,-0.022091058539658426,-0.022090564481079933,-0.02208911964852389,0.0
2022-01-05,-0.022791302175114492,-0.022790780941493782,-0.022789256640846745,0.0
2022-01-06,-0.0012284587948582226,-0.0012284300449594276,-0.0012283459686530662,0.0
2022-01-07,0.0,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0,0.0
2022-01-14,0.0122559780434357,0.0,0.012255948933770355,0.012255276689777661
2022-01-17,0.017048764382745718,0.0,0.017048724379815416,0.017047800571583727
2022-01-18,0.0051017754104507596,0.004599349073209691,0.005101763640396273,0.005101491828220173
2022-01-19,-0.012327135718917193,-0.012326728298926115,-0.012327107423944272,-0.01232645399279142
2022-01-20,-0.012480990583749851,-0.012480572930455014,-0.012480961578071548,-0.012480291734675686
2022-01-21,-0.001986139955523325,-0.001986072653044957,-0.0019861352814196653,-0.012638017884826325
2022-01-24,0.0,0.0,0.0,-0.002005048165593881
2022-01-25,0.0,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0,0.0
2022-02-07,0.0,0.0,0.0,0.0
2022-02-08,0.0,0.0,0.0,0.0
2022-02-09,0.0,0.0,0.0,0.0
2022-02-10,0.0,0.0,0.0,0.0
2022-02-11,0.0,0.0,0.0,0.0
2022-02-14,0.0,0.0,0.0,0.0
2022-02-15,0.0,0.0,0.0,0.0
2022-02-16,0.0,0.0,0.0,0.0
2022-02-17,0.0,0.0,0.0,0.0
2022-02-18,0.0,0.0,0.0,0.0
2022-02-21,0.0,0.0,0.0,0.0
2022-02-22,0.0,0.0,0.0,0.0
2022-02-23,0.0,0.0,0.0,0.0
2022-02-24,-0.008437531465469439,-0.008438292665204239,-0.008438545647581619,-0.00843777685255942
2022-02-25,0.020814013750091176,0.02081590748556006,0.02081653686332907,0.02081462423111602
2022-02-28,0.006273730412044376,0.006274289579516923,0.006274475416827352,0.006273910670357319
2022-03-01,-0.005455289097421767,-0.0054557722868694425,-0.005455932873036029,-0.00545544486282612
2022-03-02,-0.008619619670302892,-0.0086203873210432,-0.008620642446998894,-0.008619867137190207
2022-03-03,-0.01659871213804287,-0.01660020324906064,-0.016600698814942305,-0.016599192825925146
2022-03-04,-0.004516707860237612,-0.004517120458574553,-0.004517257584562562,-0.004516840868990513
2022-03-07,0.0,0.0,0.0,0.0
2022-03-08,0.0,0.0,0.0,0.0
2022-03-09,0.0,0.0,0.0,0.0
2022-03-10,0.0,0.0,0.0,0.0
2022-03-11,0.0,0.0,0.0,0.0
2022-03-14,0.0,0.0,0.0,0.0
2022-03-15,0.0,0.0,0.0,0.0
2022-03-16,0.0,0.0,0.0,0.0
2022-03-17,0.0,0.0,0.0,0.0
2022-03-18,0.0,0.0,0.0,0.0
2022-03-21,0.0,0.0,0.0,0.0
2022-03-22,-0.011529836199451027,-0.011528544012325836,-0.011528779082267682,-0.011528650777013594
2022-03-23,0.010300381729841712,0.010299213868025348,0.010299426320935945,0.01029931036043763
2022-03-24,-0.008496137977140883,-0.008495184501327024,-0.008495357954128036,-0.008495263280577592
2022-03-25,-0.0004999977004171985,-0.0004999411076012095,-0.0004999514027494989,-0.0004999457834783394
2022-03-28,0.0,0.0,0.0,0.0
2022-03-29,0.0,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0
2022-04-06,0.0,0.0,0.0,0.0
2022-04-07,0.0,0.0,0.0,0.0
2022-04-08,0.0,0.0,0.0,0.0
2022-04-11,0.0,0.0,0.0,0.0
2022-04-12,0.0,0.0,0.0,0.0
2022-04-13,0.0,0.0,0.0,0.0
2022-04-14,0.0,0.0,0.0,0.0
2022-04-15,0.0,0.0,0.0,0.0
2022-04-18,0.0,0.0,0.0,0.0
2022-04-19,0.0,0.0,0.0,0.0
2022-04-20,0.0,0.0,0.0,0.0
2022-04-21,0.0,0.0,0.0,0.0
2022-04-22,0.0,0.0,0.0,0.0
2022-04-25,0.0,0.0,0.0,0.0
2022-04-26,0.0,0.0,0.0,0.0
2022-04-27,0.0,0.0,0.0,0.0
2022-04-28,0.0,0.0,0.0,0.0
2022-04-29,0.0,0.0,0.0,0.0
2022-05-05,0.0,0.0,0.0,0.0
2022-05-06,0.017290725477213442,0.017291580103676152,0.01729225419881253,0.01729118723780787
2022-05-09,0.003086125795820127,0.003086275740580735,0.0030863940108267762,0.003086206812043635
2022-05-10,0.024613047406046862,0.024614239594113574,0.024615179942663268,0.024613691553805994
2022-05-11,0.030027247198781692,0.03002866669589732,0.03002978633407616,0.0300280141636593
2022-05-12,0.012632488271410836,0.012633068045212692,0.012633525344686092,0.012632801527718618
2022-05-13,-0.0009596076348394877,-0.0009596511270290042,-0.000959685431675128,-0.0009596311340149821
2022-05-16,-0.015368469858441314,-0.01536916707096403,-0.015369717000293104,-0.015368846567897387
2022-05-17,0.015608346257438788,0.01560906540499496,0.015609632636393034,0.01560873481844105
2022-05-18,0.0028815880984578435,0.0028817188258059012,0.0028818219375550402,0.0028816587314808295
2022-05-19,0.022986467257188004,0.022987507074550884,0.022988327234706896,0.02298702907878991
2022-05-20,0.00936248425277264,0.009362898257790464,0.009363224805331027,0.009362707943085358
2022-05-23,-0.001855128241605719,-0.0018552095136350477,-0.0018552736171137951,-0.0018551721535590149
2022-05-24,-0.04553511539789756,-0.04553711397112081,-0.04553869035005087,-0.0455361952435942
2022-05-25,0.00778897649844712,0.007789334673200532,0.007789617185366193,0.00778917002305235
2022-05-26,-0.003864388617104031,-0.003864564946862825,-0.003864704027771948,-0.003864483889459591
2022-05-27,-0.004849225061509421,-0.004849447187189715,-0.004849622389898389,-0.004849345077752143
2022-05-30,0.004872854630303847,0.004873078926080687,0.0048732558405342186,0.004872975819054215
2022-05-31,0.03297473041826482,0.03297624087289108,0.03297743225130967,0.03297554652871426
2022-06-01,-0.0018777710310672324,-0.0018778542991819691,-0.0018779199771399302,-0.0018778160215110473
2022-06-02,0.04891389590449169,0.048916069029255604,0.048917783087734534,0.048915070061544386
2022-06-06,0.03856182043499268,0.03856345374715153,0.03856474202209381,0.03856270292772801
2022-06-07,-0.012088843492395807,-0.012089336511088788,-0.012089725378481853,-0.012089109874867443
2022-06-08,0.001748110273271708,0.0017481824387981515,0.0017482393592462842,0.0017481492649515928
2022-06-09,-0.027920955463264452,-0.027922106085256915,-0.02792301363647709,-0.027921577154640942
2022-06-10,0.02154219527222523,0.021543108525600596,0.02154382885423667,0.02154268871094156
2022-06-13,-0.014937273325676736,-0.014937893217570553,-0.014938382156544305,-0.014937608258778767
2022-06-14,-0.014271791844500448,-0.01427239310063344,-0.014272867341207807,-0.01427211670844164
2022-06-15,-0.006334310898591822,-0.006334581620543456,-0.006334795152625139,-0.006334457171986219
2022-06-16,0.01183871031199657,0.011839219511902588,0.011839621143792112,0.011838985437042648
2022-06-17,0.015300255119931716,0.015300905505782003,0.015301418497752017,0.01530060652902665
2022-06-20,0.0008864520643190321,0.000886489177903016,0.0008865184512165669,0.0008864721171153445
2022-06-21,-0.010628003556137244,-0.010628448130590384,-0.010628798788354432,-0.010628243763631251
2022-06-22,-0.01879879993580935,-0.01879959474616877,-0.018800221652743532,-0.0013947237796239076
2022-06-23,-0.0014118332906531972,-0.0014118941264347207,-0.0014119421107195995,0.0
2022-06-24,0.0,0.0,0.0,0.0
2022-06-27,-0.0013787311579762651,-0.0013787987004170166,-0.0013787499177115858,-0.0013786977056692296
2022-06-28,0.014963844178841779,0.01496457825235642,0.01496404806582019,0.014963480608174207
2022-06-29,-0.024282965082978447,-0.024284138756231366,-0.02428329106779248,-0.024282383787480155
2022-06-30,0.01333248352639349,0.01333314396611085,0.013332666961715756,0.01333215642518093
2022-07-01,-0.008771378096947835,-0.00877180688009871,-0.008771497190349309,-0.008771165729911656
2022-07-04,-0.0017697991973048,-0.0017698864784080337,-0.0017698234393960233,-0.0017697559688870657
2022-07-05,-0.005318810819032294,-0.005319073591651291,-0.005318883803414276,-0.0053186806735292524
2022-07-06,0.012476920959932247,-0.0004999928797421171,0.012477093082946311,0.012476614030818345
2022-07-07,0.007922035153504314,0.007418184187243604,0.007922143093669565,0.007921842674915913
2022-07-08,-0.005239846520667224,-0.005239724817346025,-0.005239917354035284,-0.0052397202107734575
2022-07-11,-0.021947696396714456,-0.021947183943320514,-0.02194799465321673,-0.021947164546532782
2022-07-12,-0.004088605761418895,-0.004088508155004611,-0.004088662570042034,-0.00408850446052289
2022-07-13,0.0,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0,0.0
2022-07-18,0.0,0.0,0.0,0.0
2022-07-19,0.0,0.0,0.0,0.0
2022-07-20,0.0,0.0,0.0,0.0
2022-07-21,0.0,0.0,0.0,0.0
2022-07-22,-0.011112832611688273,-0.011113273190346717,-0.011113025545390509,-0.011113081796283564
2022-07-25,-0.008943665310435112,-0.008944023875252727,-0.008943822329435247,-0.008943868109208775
2022-07-26,0.009024376311803417,0.009024741377601897,0.00902453617761334,0.009024582787400037
2022-07-27,0.010732398372522045,0.010732828650303006,0.010732586795322074,0.010732641731050485
2022-07-28,0.011503306832042925,0.01150376311943413,0.011503506644750638,0.01150356490125648
2022-07-29,-0.018370938341990106,-0.018371658751770936,-0.01837125381655358,-0.018371345794892857
2022-08-01,0.01247649718856847,0.012476995606714558,0.012476715450710829,0.01247677908626188
2022-08-02,0.0008801966002043304,0.0008802313294775654,0.0008802118084942911,0.0008802162425551874
2022-08-03,-0.002638267606435152,-0.0026383716110814914,-0.0026383131510923086,-0.0026383264298885933
2022-08-04,0.012344483547759078,0.012344971473989608,0.012344697215440403,0.012344759511435877
2022-08-05,0.0452918345847968,0.045293602952698686,0.04529260897065335,0.045292834747075794
2022-08-08,-0.004999542463379081,-0.0049997292065291354,-0.0049996242401360025,-0.004999648082572805
2022-08-09,0.0033497756545470825,0.003349901404242628,0.003349830721633529,0.003349846776729448
2022-08-10,-0.004173240149929258,-0.004173396289213316,-0.004173308524934249,-0.004173328460021719
2022-08-11,0.01676291627494564,0.016763546077849023,0.016763192072116517,0.01676327248221976
2022-08-12,-0.02308117498118689,-0.023082027871199617,-0.023081548470628155,-0.02308165736338419
2022-08-15,-0.0033752146310973563,-0.0033753422980263847,-0.003375270537751107,-0.003375286837629776
2022-08-16,-0.006773290571633228,-0.0067735476379027215,-0.00677340314357322,-0.0067734359645164055
2022-08-17,-0.0004999531932828871,-0.0034098707408536377,-0.0004999615591596562,-0.0034098141399862003
2022-08-18,0.011469309789367221,0.011975382098014409,0.011470263371467615,0.011975182637036674
2022-08-19,-0.031273712108060736,-0.03127469766168223,-0.03127628278275052,-0.031274182917055526
2022-08-22,-0.0034900899168095467,-0.008349002936557937,-0.0034903860617868654,-0.008348861085545
2022-08-23,-0.002250236298566355,0.0,-0.0022504279068970012,0.0
2022-08-24,0.0,0.0,0.0,0.0
2022-08-25,0.0,0.0,0.0,0.0
2022-08-26,0.0,0.0,0.0,0.0
2022-08-29,0.0,0.0,0.0,0.0
2022-08-30,0.0,0.0,0.0,0.0
2022-08-31,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0
2022-09-02,0.0,0.0,0.0,0.0
2022-09-05,0.0,0.0,0.0,0.0
2022-09-06,0.0,0.0,0.0,0.0
2022-09-07,0.0,0.0,0.0,0.0
2022-09-08,0.0,0.0,0.0,0.0
2022-09-09,0.0,0.0,0.0,0.0
2022-09-13,0.0,0.0,0.0,0.0
2022-09-14,0.0,0.0,0.0,0.0
2022-09-15,0.0,0.0,0.0,0.0
2022-09-16,0.0,0.0,0.0,0.0
2022-09-19,0.0,0.0,0.0,0.0
2022-09-20,0.0,0.0,0.0,0.0
2022-09-21,0.0,0.0,0.0,0.0
2022-09-22,0.0,0.0,0.0,0.0
2022-09-23,0.0,0.0,0.0,0.0
2022-09-26,0.0,0.0,0.0,0.0
2022-09-27,0.0,0.0,0.0,0.0
2022-09-28,0.0,0.0,0.0,0.0
2022-09-29,0.0,0.0,0.0,0.0
2022-09-30,0.0,0.0,0.0,0.0
2022-10-10,0.0,0.0,0.0,0.0
2022-10-11,0.0,0.0,0.0,0.0
2022-10-12,0.0,0.0,0.0,0.0
2022-10-13,0.0,0.0,0.0,0.0
2022-10-14,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0,0.0
2022-10-18,-0.002518857999516677,-0.0025187531595766144,-0.00251882010873683,-0.0025188738183895554
2022-10-19,-0.011133228590908373,-0.011132764033419118,-0.011133060692617436,-0.01113329868610946
2022-10-20,0.0153525993492587,0.015351951517449391,0.015352365212712105,0.015352697098033552
2022-10-21,0.005040153656669988,0.005039944193572676,0.005040077953462063,0.005040185261703689
2022-10-24,0.0020059511605907687,0.00200586821357307,0.0020059211822576195,0.0020059636761255994
2022-10-25,0.001000967687999843,0.001000926380376077,0.0010009527587875322,0.0010009739207370583
2022-10-26,0.03499883637566903,0.03499739349876241,0.0349983148977151,0.03499905408540549
2022-10-27,0.0,0.0,0.0,0.0
2022-10-28,-0.008695372850687999,-0.008695026493161229,-0.008695247671850814,-0.008695425111060917
2022-10-31,0.016568663872419398,0.016567998114067395,0.01656842325724983,0.016568764325826546
2022-11-01,0.00958742209208241,0.009587043131054296,0.00958728512987439,0.009587479271834676
2022-11-02,0.015194202118271827,0.01519360724174379,0.015193987121010055,0.015194291876519328
2022-11-03,0.010289670621163038,0.010289273793872233,0.010289527201907456,0.01028973049661075
2022-11-04,0.02222153813803862,0.022220689879120625,0.0222212315647885,0.022221666127872908
2022-11-07,-0.011775007708565988,-0.011774567994001783,-0.011774848789338876,-0.01177507405498368
2022-11-08,-0.0073324988200155206,-0.007332221739730027,-0.007332398679149477,-0.007332540627349671
2022-11-09,-0.014773323013595907,-0.014772760636152737,-0.014773119762129583,-0.014773407868096666
2022-11-10,-0.012183312966374205,-0.012182842228990798,-0.01218314283490951,-0.01218338399378227
2022-11-11,0.0,0.0,0.0,0.0
2022-11-14,0.0,0.0,0.0,0.0
2022-11-15,0.028462100290226555,0.02846098701212152,0.028461697934902386,0.02846226826775311
2022-11-16,-0.01568217583637166,-0.01568157941222148,-0.015681960279930185,-0.015682265828016906
2022-11-17,0.004685889602452198,0.004685708549611922,0.004685824167272923,0.004685916920685429
2022-11-18,-0.0093280689038161,-0.009327710167941539,-0.009327939251370876,-0.009328123031817959
2022-11-21,0.0,0.0,0.0,0.0
2022-11-22,-0.001441103659966858,-0.0014410477166425517,-0.0014410834412181828,-0.001441112101000619
2022-11-23,0.0,0.0,0.0,0.0
2022-11-24,0.0,0.0,0.0,0.0
2022-11-25,0.0,0.0,0.0,0.0
2022-11-28,0.0,0.0,0.0,0.0
2022-11-29,0.0,0.0,0.0,0.0
2022-11-30,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0
2022-12-02,0.0,0.0,0.0,0.0
2022-12-05,-0.0062655580812990275,-0.006265670939059054,-0.006265759758146361,0.0
2022-12-06,-0.0009670341746312872,-0.0009670517030684334,-0.0009670654979558879,0.0
2022-12-07,-0.0029039107047849066,-0.0029039633919485386,-0.002904004856770226,0.0
2022-12-08,-0.004381172203091865,-0.0043812519244876835,-0.004381314665268254,0.0
2022-12-09,0.0,0.0,0.0,0.0
2022-12-12,0.0,0.0,0.0,0.0
2022-12-13,-0.015083117570411031,-0.015082673767408128,-0.015082973940163558,-0.015082910418207307
2022-12-14,-0.004935574955176936,-0.004935427507785306,-0.004935527236004877,-0.004935506131714451
2022-12-15,0.00595206681813143,0.005951888121701554,0.005952008985663726,0.005951983408666539
2022-12-16,-0.004442567709429857,-0.004442435121214894,-0.004442524799212033,-0.004442505821730003
2022-12-19,0.0,0.0,0.0,0.0
2022-12-20,0.0,0.0,0.0,0.0
2022-12-21,0.0,0.0,0.0,0.0
2022-12-22,0.0,0.0,0.0,0.0
2022-12-23,0.0,0.0,0.0,0.0
2022-12-26,0.0,0.0,0.0,0.0
2022-12-27,0.0,0.0,0.0,0.0
2022-12-28,-0.0035468220352417035,-0.0035466908612047376,-0.0035468759056340726,0.0
2022-12-29,0.005096573252350467,0.005096384092133421,0.0050966509364500645,0.0
2022-12-30,0.0010141459811883191,0.0010141085318371434,0.0010141613608405375,0.0
2023-01-03,0.01823613355982867,0.01823546083665506,0.018236409832916856,0.01772685959163023
2023-01-04,-0.007959792411291966,-0.007959504036596954,-0.007959910840530493,-0.007959599704679188
2023-01-05,0.0100295738398537,0.010029207563834408,0.01002972426154014,0.010029329075597282
2023-01-06,0.006950986257963532,0.006950734931336688,0.0069510894723532335,0.006950818308755213
2023-01-09,-0.0009861433678537423,-0.0009861079580181231,-0.00098615790989931,-0.0009861197052064563
2023-01-10,0.0,0.0,0.0,0.0
2023-01-11,-0.01480675209818505,-0.014806219901546513,-0.014806970659724916,-0.014806396457404225
