prototype_id,runtime_sha256,runtime_source_sha256,input_requirement_count,prepared_dataset_identity,advanced_input_ranges,history_rows,target_states,target_transitions,entries,exits,cooldown_rows,primary_decisions,primary_orders,primary_fills,stress_decisions,stress_orders,stress_fills
S008-P04-PRECIOUS-METAL-PREFERENCE,d2c3660a83f65d6265dca909ebd7f0ef3ea4646bebf77a017dfda5fb8f400705,4a5faf23827fe1a04b5e7b1f805d0d8724411e277f3bb5b35f9ba0ee36e9b215,5,bde586aef87e4e97b7c491396ff69bf2b0dadba8bb774b6edd36de4e62e3a71e,4,521,0|1,8,4,4,20,521,32,6,521,32,6
